distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 2.153]",0.00017733265011234226,0.0001711929445801648,1.834176873498069e-07,1.732868837847529e-07,0.47401017375029086,0.45759874086278046
"(2.153, 3.119]",3.188421337069541e-05,2.5490102293098845e-05,4.4084297738376265e-09,1.6321784419910299e-09,0.08525838655323952,0.06816053353174631
"(3.119, 3.875]",1.8839214586548204e-05,1.6653318334065476e-05,3.424144696578364e-09,8.299675359503967e-10,0.0503383813752568,0.044497666588622954
"(3.875, 4.522]",1.1941084248951109e-05,1.3422822963110478e-05,9.75458721542133e-10,5.460253334534991e-10,0.031930459281695266,0.035892628603357415
"(4.522, 5.107]",1.007937976204513e-05,1.0853003662865353e-05,7.36278922933817e-10,3.5022683158186694e-10,0.026932102724184587,0.02899922578717622
"(5.107, 5.635]",8.193519515266782e-06,9.063368317754193e-06,7.952779372677225e-10,2.471668678693202e-10,0.021909471183823373,0.024235446881674713
"(5.635, 6.128]",6.039405557233886e-06,7.50824221899254e-06,2.4332511173997494e-10,1.9805567624660735e-10,0.016137291648928943,0.020062023209148065
"(6.128, 6.599]",6.0733619980128425e-06,7.219606051957687e-06,4.3181758099915636e-10,1.410772511400682e-10,0.01624016998268634,0.019305226582934855
"(6.599, 7.053]",5.751182081607873e-06,5.884175613862314e-06,4.3036640556687586e-10,1.0423491986045446e-10,0.015367158522056236,0.015722517240240104
"(7.053, 7.474]",4.673254818357075e-06,5.3186518210377896e-06,1.6048297829598365e-10,6.772486869827258e-11,0.012486936874650105,0.014211437665812973
"(7.474, 7.904]",3.5395889714621474e-06,4.898435660963135e-06,9.946326995614947e-11,9.544301200763498e-11,0.009464860909689782,0.013098416957415421
"(7.904, 8.308]",4.222213462221754e-06,4.846866822294801e-06,2.617552215763581e-10,8.868746769787801e-11,0.011281754371056527,0.012950828149171707
"(8.308, 8.691]",3.914940851123834e-06,4.409276984160355e-06,1.4827767428670203e-10,6.14534968614938e-11,0.010468551835905133,0.011790406655644788
"(8.691, 9.084]",3.309185565231136e-06,3.811909900112844e-06,8.984952736266047e-11,3.7812733838699326e-11,0.008842143830297595,0.01018542325310152
"(9.084, 9.455]",3.4304289584411704e-06,3.854583802407744e-06,1.822278616163639e-10,6.553452095343445e-11,0.00917296703487169,0.010307157087638307
"(9.455, 9.831]",3.3775173870866946e-06,3.4643036049273316e-06,2.7443876339083594e-10,4.866803387089959e-11,0.009024726458295648,0.00925661923236583
"(9.831, 10.182]",2.987116018874351e-06,3.4266736947583992e-06,9.330342030934253e-11,3.75228935396626e-11,0.007981574002432266,0.009156072112394442
"(10.182, 10.537]",2.6441805586346716e-06,3.341789730377155e-06,1.232489019910264e-10,6.121543778313886e-11,0.007070538813789112,0.008935945739028513
"(10.537, 10.884]",3.0011634735751224e-06,3.0347850588562334e-06,1.4936697954668904e-10,4.163769783736705e-11,0.008019108801392727,0.008108945677263855
