zone,groundtruth,model
10201,12.9717868338558,94.35314030936422
10202,12.1728,78.27331190393916
10601,13.557275541795665,161.9287755415165
10602,10.4,115.47786225572746
10603,13.8,130.76646479663256
10701,10.059925093632959,53.88763580848058
10703,12.162079510703364,24.738177877176245
10704,9.668041237113401,119.51442758917389
11101,7.585585585585585,163.97604080868268
11102,12.216666666666667,43.72179585932576
11103,7.555926544240401,139.29508606809884
11401,9.730077120822623,127.48591057894421
11402,16.74251497005988,124.19731278686308
11501,8.259720062208398,189.0914970515428
11502,14.989795918367347,221.77109194982435
11503,15.109756097560975,201.89109205493597
11504,11.26530612244898,39.25129670244283
11601,6.956661316211878,134.73618782932593
11602,9.1175,113.8464127761528
11603,6.575289575289576,107.93996366782437
11701,3.0921658986175116,109.46719516523642
11702,4.704022988505747,182.05813485386147
11703,3.229799851742031,172.77152713780788
11801,4.003802281368821,214.7016651618034
11802,4.162374020156775,158.77110629478207
11901,6.779829545454546,93.14525482405429
11902,4.811965811965812,100.26079962057071
11903,6.234493192133131,186.09689204949527
11904,6.015978695073236,291.4920261959028
12001,5.7928730512249444,146.35655687612584
12002,4.136666666666667,146.0271892045079
12003,4.173601147776184,123.85233422573354
12101,4.155864197530864,114.43154453341118
12102,7.333333333333333,95.80701653557789
12103,6.403453689167975,117.84514619813898
12104,5.173758865248227,176.7113312291559
12201,3.4944444444444445,192.6194851653846
12202,6.709090909090909,176.4912286894449
12203,5.090346534653466,171.06778412650098
12301,13.031746031746032,211.14414417938076
12302,10.458715596330276,117.49265848852231
12303,20.939226519337016,433.11589707324913
12401,13.166666666666666,231.15478621165707
12403,11.683860232945092,119.21461298229359
12404,10.981132075471699,17.673208300413403
12405,10.86970684039088,38.44177480438122
12501,5.870069605568445,159.34683565189627
12502,6.643939393939394,85.52422646932523
12503,6.345299145299145,146.9347651521763
12504,6.576,92.2865059521907
12601,6.1066666666666665,68.04185149259033
12602,5.255742725880551,105.98626666882917
12701,11.225806451612904,80.61807140137213
12702,8.72817133443163,296.21914441079883
12703,9.215384615384615,75.62148873645489
12801,9.869140625,159.4984338361491
12802,7.982905982905983,178.11340728989953
