zone,groundtruth,model
10201,12.9717868338558,279.22884073336184
10202,12.1728,181.6108473675877
10601,13.557275541795665,354.72781219609317
10602,10.4,249.49959244208793
10603,13.8,251.41348727395282
10701,10.059925093632959,93.93529039518617
10703,12.162079510703364,54.942853905238636
10704,9.668041237113401,336.4451104648203
11101,7.585585585585585,380.9810552127767
11102,12.216666666666667,215.26060071947018
11103,7.555926544240401,360.18403605475487
11401,9.730077120822623,346.6763330210382
11402,16.74251497005988,264.87262573649673
11501,8.259720062208398,412.55012519385974
11502,14.989795918367347,526.4451388101039
11503,15.109756097560975,325.78349916166076
11504,11.26530612244898,119.57407085943055
11601,6.956661316211878,316.95853221422425
11602,9.1175,248.31141827014704
11603,6.575289575289576,277.414867918214
11701,3.0921658986175116,359.187499675762
11702,4.704022988505747,486.8701096242384
11703,3.229799851742031,486.34456615980434
11801,4.003802281368821,615.2442878369577
11802,4.162374020156775,491.3456777522865
11901,6.779829545454546,225.54084530740883
11902,4.811965811965812,254.6804824464869
11903,6.234493192133131,412.0509032584201
11904,6.015978695073236,479.1552557542642
12001,5.7928730512249444,370.9324086579989
12002,4.136666666666667,466.25014059610277
12003,4.173601147776184,310.95258471529803
12101,4.155864197530864,373.2326307166893
12102,7.333333333333333,238.48584327414383
12103,6.403453689167975,251.884934580685
12104,5.173758865248227,490.55515351998963
12201,3.4944444444444445,550.5610939183169
12202,6.709090909090909,500.19462620953055
12203,5.090346534653466,434.44678621558865
12301,13.031746031746032,565.8029379943479
12302,10.458715596330276,296.157736524487
12303,20.939226519337016,930.501462197287
12401,13.166666666666666,502.5844755266221
12403,11.683860232945092,349.8782767650438
12404,10.981132075471699,38.589603612174116
12405,10.86970684039088,169.14725054658504
12501,5.870069605568445,442.4268906529284
12502,6.643939393939394,179.01216083874885
12503,6.345299145299145,333.5451916353546
12504,6.576,288.65554307115445
12601,6.1066666666666665,119.48610195088388
12602,5.255742725880551,312.8328414134901
12701,11.225806451612904,238.6479307626576
12702,8.72817133443163,671.7272526301149
12703,9.215384615384615,168.00425699891608
12801,9.869140625,462.50189294942254
12802,7.982905982905983,469.70039645115554
