distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 9.548]",4.787094290251301e-06,4.052083178648106e-06,5.779524704508828e-10,1.7229908620157454e-09,0.7914215764415061,0.6699065994268195
"(9.548, 14.357]",3.6439065584598034e-07,3.2674761439189267e-07,5.486737033074813e-12,3.740197608728576e-12,0.06024252078708085,0.054019222601725266
"(14.357, 18.128]",1.6388285983749846e-07,1.9647341803431979e-07,2.2051137693941197e-12,1.8075577217544164e-12,0.027093769919774597,0.032481771363105885
"(18.128, 21.389]",1.1065204687260643e-07,1.5402301871745847e-07,1.4228822356066599e-12,1.2580391815825033e-12,0.018293438997166785,0.025463701546445103
"(21.389, 24.365]",8.30894367071631e-08,1.1377811796352764e-07,1.1407041277074356e-12,8.707256216188766e-13,0.013736511855301618,0.018810026017966316
"(24.365, 27.157]",5.8506940024165363e-08,9.62236395825091e-08,7.49668096185459e-13,7.239439038011926e-13,0.009672601352555115,0.015908076990338735
"(27.157, 29.803]",4.810422095482044e-08,7.105001740828617e-08,6.469584506186542e-13,3.5544308950843493e-13,0.007952782225134734,0.011746273078007503
"(29.803, 32.325]",3.7951473452038696e-08,6.501836486092497e-08,5.119319540778462e-13,3.467114668387192e-13,0.006274289396984846,0.01074909615226756
"(32.325, 34.744]",3.02887997544319e-08,6.534729111179382e-08,3.920630884017208e-13,8.292177030974903e-13,0.00500740495300219,0.010803344861183978
"(34.744, 37.052]",2.7242754193744015e-08,5.504908373575891e-08,3.598284088906063e-13,4.2242260557631993e-13,0.004503881094326536,0.009100934719530607
"(37.052, 39.226]",2.2726291445650074e-08,4.709179265144489e-08,2.8652291213238606e-13,2.431954794033892e-13,0.003757201406960653,0.007785403528307475
"(39.226, 41.315]",1.9798781064776776e-08,3.9918141465016385e-08,2.482514670238854e-13,1.7944111090416405e-13,0.0032732136807531557,0.006599426819562369
"(41.315, 43.341]",1.714914178391107e-08,3.5453768713426225e-08,2.1168257053798187e-13,1.3799167851407858e-13,0.0028351647162833137,0.005861358858778477
"(43.341, 45.324]",1.3927377591689522e-08,3.320039610202436e-08,1.7637119507353093e-13,1.469392896758853e-13,0.002302501918213295,0.005488755884378871
"(45.324, 47.269]",1.2912961088847602e-08,3.061592570747189e-08,1.6113856198892631e-13,1.2103804384695852e-13,0.002134822379052641,0.005061547301662082
"(47.269, 49.172]",1.652081760541327e-08,3.183995827524345e-08,2.2061725409635826e-13,1.3406197599781445e-13,0.0027312876497973433,0.005263909261896347
"(49.172, 51.036]",1.6307416038491144e-08,3.3072625993404956e-08,2.1963579902126748e-13,1.7683653094800357e-13,0.00269600724914751,0.005467698819733681
"(51.036, 52.866]",1.3776990810548077e-08,3.353717104135174e-08,1.8295249993225404e-13,1.885229489882337e-13,0.0022776396747814292,0.005544432190898352
"(52.866, 54.664]",1.3392674313042999e-08,3.0419476036101135e-08,1.7533159378696583e-13,1.652390674970789e-13,0.0022141304881295207,0.005029069456192384
"(54.664, 56.437]",1.0442359421646085e-08,3.062887843305677e-08,1.389604611793217e-13,1.522044915140334e-13,0.0017263726290242174,0.005063688698066677
"(56.437, 58.172]",9.97667462437557e-09,2.9536531908731497e-08,1.330410336502804e-13,2.6889542177082207e-13,0.0016493837556002665,0.004883097601279126
"(58.172, 59.897]",8.271646628314853e-09,2.6380384441214663e-08,1.041195947143598e-13,1.3131565845609928e-13,0.001367501707179525,0.004361310677359373
"(59.897, 61.592]",7.188926052210073e-09,2.0897316748006742e-08,8.716926522486848e-14,6.600521515180833e-14,0.0011884876328034737,0.0034547861994139706
