distance,model_sum,groundtruth_sum
"(-0.001, 6.117]",0.6310788502108673,0.599711420785886
"(6.117, 10.704]",0.08387242503379395,0.10701114173993882
"(10.704, 15.299]",0.054158799679461474,0.08019992017769198
"(15.299, 20.415]",0.039791720412722734,0.05226527203361501
"(20.415, 26.649]",0.03061362304463855,0.03668004323055128
"(26.649, 34.379]",0.0254078077833554,0.028698336801337744
"(34.379, 43.402]",0.021926824981179902,0.020617640087991326
"(43.402, 52.066]",0.014208923952739748,0.013649003545185834
"(52.066, 59.23]",0.007754699542093389,0.008240539741142194
"(59.23, 65.731]",0.006879364685405983,0.005981304108187426
"(65.731, 72.32]",0.005965273947317838,0.004245733249544194
"(72.32, 79.05]",0.004546182330371575,0.003315680007600052
"(79.05, 85.47]",0.003962103794513968,0.002973741093071042
"(85.47, 91.305]",0.00371469251122844,0.002575130224121614
"(91.305, 97.683]",0.003541269728798868,0.00205111828889958
"(97.683, 104.835]",0.0029705012936243444,0.0011045699725947124
"(104.835, 112.12]",0.003054668106767364,0.0018392126374390532
"(112.12, 119.473]",0.002565326169889342,0.0012750313099715908
"(119.473, 126.493]",0.0023018644710742155,0.0008866408832372283
"(126.493, 133.024]",0.0017295301417016805,0.0009958900570547818
"(133.024, 139.081]",0.0016469292227566708,0.0017749641411536322
"(139.081, 145.491]",0.0017631968669588887,0.0005608370604750767
"(145.491, 151.502]",0.0013294441741102097,0.0006040092663997761
"(151.502, 157.39]",0.0016105221826529458,0.0003987860365110935
"(157.39, 162.619]",0.001386599312337563,0.000935466817262862
"(162.619, 167.644]",0.0012969518695015092,0.0005308004532256275
"(167.644, 172.7]",0.0011188314044779093,0.0005244966346303134
"(172.7, 177.616]",0.0012683743003878332,0.0006544296816483208
"(177.616, 182.953]",0.001107478671542339,0.0006564093302232265
"(182.953, 188.251]",0.0011775524369032721,0.0005946350392463317
"(188.251, 193.285]",0.0011959516937298856,0.0005774235629759643
"(193.285, 198.169]",0.0011560213916806392,0.0005738525424110875
"(198.169, 203.455]",0.0008953000077120288,0.0001790451210055896
"(203.455, 209.303]",0.000756718371188173,0.00042268829642468835
"(209.303, 215.079]",0.0011297926638639772,0.00032479907697391115
"(215.079, 220.902]",0.0008823813805784488,0.0003387976024107349
"(220.902, 226.367]",0.0008197456126580623,0.00040393051570085804
"(226.367, 231.712]",0.0008150479300640336,0.0003205152441615632
"(231.712, 236.778]",0.0006431910418324722,0.0008398899895070956
"(236.778, 241.542]",0.0008612418089053186,0.0004937988648521708
"(241.542, 246.2]",0.000717962489787434,0.0002773773413266688
"(246.2, 250.903]",0.0007394935350100668,0.00032825965295988296
"(250.903, 255.827]",0.0007003461800598249,8.565765490479693e-05
"(255.827, 260.681]",0.0010064784957707154,0.00022025233910934793
"(260.681, 265.618]",0.0008553697056627824,0.00021321246252531872
"(265.618, 270.789]",0.00058133822101109,0.0002631374428359167
"(270.789, 276.057]",0.00043062090445265935,0.0002231369088123092
"(276.057, 281.337]",0.0006063925281792447,0.0002451686070808022
"(281.337, 286.813]",0.0005566753873924378,0.0004945780111378949
"(286.813, 292.854]",0.0006670709283521194,0.0002605400917719532
"(292.854, 299.344]",0.0005586327551399498,0.000195140243580671
"(299.344, 306.042]",0.0004548922645218091,0.0004622586694536578
"(306.042, 312.461]",0.0006760748199906751,0.00015035796741150572
"(312.461, 318.929]",0.0009309241007167488,0.00037153425850512917
"(318.929, 325.735]",0.0007183539633369362,0.00032638455781182205
"(325.735, 331.96]",0.0007332299582180281,0.00033932069260157364
"(331.96, 337.869]",0.0006334042030949116,0.000333306918108944
"(337.869, 343.567]",0.00048346983363548566,0.0001602159622184719
"(343.567, 348.932]",0.0003949968114479395,0.00042837223856388707
"(348.932, 354.605]",0.0002802950614437309,3.808540727119645e-05
"(354.605, 360.963]",0.0004000859675914707,0.00038669414982713327
"(360.963, 367.143]",0.00031591915444845094,0.00016215056321708155
"(367.143, 372.931]",0.00028460127048825755,5.1591390965752666e-05
"(372.931, 378.847]",0.000404000703086495,0.00015210845380208516
"(378.847, 384.301]",0.00041339606827455285,0.00015355015074303675
"(384.301, 388.862]",0.0006204855759613318,0.00017101839416541105
"(388.862, 393.082]",0.0005010861433630945,0.0006061231363134792
"(393.082, 397.089]",0.0006889934471242549,0.00033572338642880406
"(397.089, 401.063]",0.0009027380051525749,0.0004331437890474141
"(401.063, 405.721]",0.0006071754752782494,0.00026334188020944206
"(405.721, 411.394]",0.00047955509814046147,5.467491782738404e-05
"(411.394, 418.214]",0.00048072951878896876,0.00022387607464734906
"(418.214, 424.943]",0.00043257827220017145,9.931893811998689e-05
"(424.943, 432.135]",0.0002348841297014505,0.0001819002283291676
"(432.135, 440.565]",0.0002998687389188519,0.00011705370056129026
"(440.565, 450.007]",0.0003139617867009389,0.00028266543642970117
"(450.007, 459.74]",0.0002622872781666198,9.228002813951066e-05
"(459.74, 469.395]",0.0004153534360220651,0.0009319204910853354
"(469.395, 478.594]",0.00029282221502780837,8.416579389985091e-05
"(478.594, 486.868]",0.000254066333627069,0.0002622060771432916
"(486.868, 495.008]",0.00019260498635518942,0.000201653809686265
"(495.008, 502.93]",0.0003264889402850162,0.0004738403253591905
"(502.93, 511.03]",0.0004666364710068818,0.00024228432252252664
"(511.03, 517.096]",0.0005899506391001434,0.00015294765500046355
"(517.096, 526.64]",0.00041965964506659174,0.00029698943922317486
"(526.64, 541.038]",0.0004188766979675868,0.00010167427010759044
"(541.038, 562.399]",0.00041143870052704086,0.00043744745656439766
"(562.399, 588.285]",0.00027755474659721407,0.00010809571914525706
