distance,model_sum,groundtruth_sum
"(91.756, 93.329]",0.0004529152693497045,0.00010569899287466523
"(93.329, 95.065]",0.0006474274696660355,9.269661007150061e-05
"(95.065, 96.929]",0.00027402083694198423,7.245156358938404e-05
"(96.929, 98.827]",0.0003847650093848587,5.8879545599822107e-05
"(98.827, 100.812]",0.00025059418507906853,4.5415659513179174e-05
"(100.812, 102.885]",0.0001433995053426964,4.581408255679848e-05
"(102.885, 105.005]",0.0001313312301405883,4.359192264094522e-05
"(105.005, 107.241]",0.0002221982434270494,4.0769714778063115e-05
"(107.241, 109.566]",0.00023568631571175842,4.088236478839303e-05
"(109.566, 111.942]",0.00025769317049207334,4.104531222536658e-05
"(111.942, 114.296]",0.00030099698151140236,3.966532166646974e-05
"(114.296, 116.81]",0.0003584987633567411,3.1723916052477235e-05
"(116.81, 119.416]",0.0002953177931809986,3.0574816260225484e-05
"(119.416, 122.267]",0.00030951576400700816,2.9531480297209033e-05
"(122.267, 125.3]",6.460076725834343e-05,2.2317796023070495e-05
"(125.3, 128.45]",6.744036142354535e-05,2.1579180813725366e-05
"(128.45, 131.832]",0.00020374088135323697,1.721046719991992e-05
"(131.832, 135.631]",0.00011713325931457874,1.959384205429688e-05
"(135.631, 139.384]",0.0002953177931809986,1.968793974236543e-05
"(139.384, 143.272]",0.0002754406340245852,1.1699720243264455e-05
"(143.272, 147.061]",8.73175205799587e-05,1.0954826310056066e-05
"(147.061, 150.293]",5.679188330403819e-05,1.0457679012937714e-05
"(150.293, 153.272]",0.0001292015345166869,8.89833886902288e-06
"(153.272, 156.045]",7.027995558874725e-05,1.1535586471439585e-05
"(156.045, 158.711]",9.015711474516062e-05,2.002329611341317e-05
"(158.711, 161.29]",0.0002818297208962895,1.3807749909562218e-05
"(161.29, 163.775]",0.0002378160113356599,1.4695174840288996e-05
"(163.775, 166.469]",0.00011713325931457874,8.560931469320156e-06
"(166.469, 169.635]",6.815025996484582e-05,6.994296881351058e-06
"(169.635, 173.203]",7.666904246045154e-05,7.176893222612806e-06
"(173.203, 177.066]",9.441650599296348e-05,7.310062350271322e-06
"(177.066, 181.251]",0.00011358376660807638,3.3765751344913797e-06
"(181.251, 185.671]",0.00020871017114234032,1.8270920664273079e-06
"(185.671, 190.323]",0.00044155689268889694,1.7365978980658289e-06
"(190.323, 194.902]",0.00015120838929700168,1.8769555807128754e-06
"(194.902, 199.511]",0.00015404798346220359,2.854244944923279e-06
"(199.511, 204.389]",8.873731766255966e-05,2.0108081504402814e-06
"(204.389, 209.894]",0.00011003427390157399,1.0333612772480948e-06
"(209.894, 216.791]",0.00010009569432336731,9.132375981942816e-07
"(216.791, 224.97]",0.00011571346223197781,8.29303614700202e-07
"(224.97, 234.117]",7.027995558874725e-05,1.2297948668532422e-06
"(234.117, 243.933]",9.441650599296347e-05,7.196205654158957e-07
"(243.933, 254.078]",5.750178184533866e-05,3.6195383384076005e-07
"(254.078, 264.795]",0.00015191828783830215,5.994466312027573e-07
"(264.795, 277.455]",7.16997526713482e-05,2.7798215897718665e-07
"(277.455, 291.861]",8.518782495605729e-05,2.7270592920669834e-07
"(291.861, 312.377]",0.00010719467973637208,1.7846656734834026e-07
"(312.377, 348.792]",0.00010932437536027352,7.081628306287054e-08
"(348.792, 444.055]",0.00021580915655534512,1.02764174238209e-09
"(444.055, 1442.945]",0.00010932437536027352,3.211192289145839e-13
