quantile,score,sampers_weight,sampers_mean,sampers_var,twitter_weight,twitter_mean,twitter_var,covariance
"(-0.001, 3.211]",0.02678703704447334,0.6803013956670295,7.370990014859287e-08,1.9488476744535592e-10,0.24306934231759755,2.633629309821887e-08,2.4239793436914323e-11,4.50841947331097e-12
"(3.211, 5.192]",0.25895420046039824,0.07105887741177966,7.699150394301071e-09,2.24019092563554e-13,0.10691056852567994,1.1583641281715339e-08,5.722257918725261e-13,1.9838588801251047e-14
"(5.192, 6.939]",0.34815989832979216,0.04137872114771699,4.48333844895933e-09,1.7009841585080352e-13,0.06777165576766064,7.3429835825062316e-09,2.856969725423709e-13,1.1153592888090518e-14
"(6.939, 8.647]",0.6566841506255338,0.027123952092709,2.9388500642843707e-09,4.3805631940052455e-14,0.04780601115950559,5.179728178588612e-09,4.7317729409642984e-14,4.124928799649036e-15
"(8.647, 10.313]",0.5692422967795825,0.023205780281156788,2.51432050307221e-09,1.1645251159859768e-13,0.039046543164023007,4.2306495563571336e-09,4.544856963098732e-14,6.6245178161531216e-15
"(10.313, 11.904]",0.5657757224640225,0.019712716342905376,2.135850907476699e-09,1.1782565636237656e-13,0.03445337809934792,3.732985226341686e-09,2.9765283169984763e-14,3.253455313104846e-15
"(11.904, 13.467]",0.6553315629404474,0.016058826249937357,1.7399559767562767e-09,6.716797885206442e-14,0.030161082798776613,3.2679198008868803e-09,1.3970964655978662e-14,3.0713767696102203e-15
"(13.467, 15.011]",0.7075193991788801,0.01580060830440692,1.7119783493357694e-09,6.570292104751272e-14,0.026689889701336376,2.8918198865864917e-09,1.695648598324588e-14,6.903309408219297e-15
"(15.011, 16.559]",0.7199074008333423,0.011952174456422932,1.2950048189709945e-09,2.3681073191043455e-14,0.023790824336249274,2.577709376236453e-09,1.7077562181325083e-14,1.2340029755273898e-15
"(16.559, 18.16]",0.6582317511210158,0.010246418992412347,1.1101881101843564e-09,4.5796120412535513e-14,0.022315079046594143,2.417814014213006e-09,1.1864096077211798e-14,2.2449518842868378e-15
"(18.16, 19.809]",0.7157661928171025,0.008724472904093563,9.452869429722487e-10,1.6179260571876453e-14,0.019948259169806876,2.161371710994387e-09,9.729279764552633e-15,1.2718282131025843e-15
"(19.809, 21.501]",0.6862855036476002,0.00773490747011133,8.38068627981418e-10,2.205664658254884e-14,0.01879096438484839,2.035980107235971e-09,8.703539421507886e-15,1.20628434637607e-15
"(21.501, 23.229]",0.6865233859888982,0.0067571516454597615,7.32129871036626e-10,1.815891580624408e-14,0.01754956677140041,1.901476055480743e-09,7.0853226190523265e-15,1.906049490887867e-15
"(23.229, 24.979]",0.6857030197067195,0.006347877381338069,6.877854593774088e-10,3.365578851540957e-14,0.015331672976607287,1.6611697277330344e-09,1.5307940929065828e-14,5.223005981761097e-15
"(24.979, 26.776]",0.7194818393158702,0.004952654685493284,5.366146309022822e-10,2.2710171507490054e-14,0.012827401372682378,1.389834682639862e-09,5.3866259742828076e-15,2.130327524912564e-15
"(26.776, 28.569]",0.6124122690049429,0.003751915085804069,4.0651582975139877e-10,2.7143037172910935e-15,0.014230900097014292,1.5419022096037738e-09,1.5216190502154428e-14,4.340664788401052e-16
"(28.569, 30.431]",0.6791637161023363,0.005166752540867819,5.598118955884904e-10,3.847248889098326e-14,0.013318287751724544,1.4430216762488123e-09,4.793432360018465e-15,2.069718044738989e-15
"(30.431, 32.517]",0.6668583840671126,0.0039174905655575435,4.244557489657604e-10,5.821385476561445e-15,0.012472439516415905,1.3513749600101485e-09,1.9980566736755058e-14,7.585628354041071e-16
"(32.517, 34.741]",0.7231790220085613,0.0036809973423511644,3.9883197106468867e-10,3.136705809400109e-15,0.011718667723667085,1.2697046239911185e-09,4.7366862233641075e-15,5.111147491251243e-16
"(34.741, 37.035]",0.5682765474486888,0.0036627489066961344,3.968547733423741e-10,3.592300725656667e-15,0.01394088357731832,1.5104792420126628e-09,3.9784935356470015e-14,1.5510023574975414e-15
"(37.035, 39.4]",0.6278752079040616,0.003426843502855293,3.7129468501626894e-10,1.5710743690366154e-15,0.013323259960902513,1.443560409587242e-09,1.3460884084156777e-14,6.561066032186302e-16
"(39.4, 41.811]",0.7128935752148289,0.003462707027699667,3.7518045807522823e-10,3.3894693284792434e-15,0.01132100746051281,1.226618576429177e-09,1.0241324970946217e-14,1.384761835001901e-15
"(41.811, 44.358]",0.7774581907618513,0.0029023506482748675,3.1446646713224194e-10,2.539723493904366e-15,0.009108468549361965,9.8689244437281e-10,5.339418522466517e-15,4.2721917093693386e-16
"(44.358, 46.832]",0.7579179614256053,0.002458274820287444,2.663513447058614e-10,9.990687540042567e-16,0.00903949660141801,9.794194104669804e-10,3.689982132698845e-15,4.166246132557869e-16
"(46.832, 49.227]",0.779560379728057,0.0022000476143808644,2.3837271393389077e-10,1.112964203350692e-15,0.008286574831084744,8.978411734319796e-10,2.6123529010002324e-15,7.204683941353862e-16
"(49.227, 51.555]",0.7467781841835411,0.0016819183862230636,1.8223398790036144e-10,5.536411530608968e-16,0.007934661982685104,8.597118074160376e-10,6.072947816861802e-15,3.2844520356015517e-16
"(51.555, 53.764]",0.7630941936302859,0.0013865370606531212,1.502297495551326e-10,2.1336575688851398e-16,0.00722796676011006,7.83142165455477e-10,5.155446384285884e-15,7.518834971440834e-17
"(53.764, 55.987]",0.7281461005450582,0.001274379149365141,1.3807756451690275e-10,1.994381629736368e-16,0.006999413243550946,7.583786459456221e-10,1.9304507347017255e-14,2.1618838372338256e-16
"(55.987, 58.084]",0.7584132233250082,0.0010991943131620637,1.1909648221085297e-10,1.3816810120606785e-16,0.007034282305480226,7.621566700529551e-10,3.025245307782024e-15,2.6031572719206094e-16
"(58.084, 60.03]",0.7267967259502573,0.001060798891504906,1.1493638094612265e-10,1.7345325186718569e-16,0.007470715421752712,8.09443713158963e-10,4.352907688652676e-15,2.5515998998445144e-16
"(60.03, 61.847]",0.6419920089780512,0.0008697204267511501,9.42332416504342e-11,1.7678334341882192e-16,0.008370217055949624,9.069037155379701e-10,1.1667082933360748e-14,2.0670624693884934e-16
"(61.847, 63.57]",0.6675161790008954,0.0008489955121367134,9.198772018517188e-11,2.4149801028903094e-16,0.008227044198531831,8.913910955559003e-10,3.5982476907988125e-15,1.4849146788570292e-16
"(63.57, 65.258]",0.6819014855480615,0.0007231918661469537,7.835703495757206e-11,5.263911496815541e-17,0.007821471590603143,8.474477542312562e-10,2.454355243943845e-15,3.5665030689228935e-17
"(65.258, 66.947]",0.7502902937583914,0.0006237128197729336,6.757859084175965e-11,6.761742100536931e-17,0.006552768825328504,7.099852196219516e-10,1.5273241838615861e-15,4.066041707338254e-17
"(66.947, 68.708]",0.7472590942534042,0.0005362526559303706,5.810237929071032e-11,7.831350445492016e-17,0.005934186121165683,6.429624711050506e-10,1.2936266553539071e-14,5.600006797475804e-17
"(68.708, 70.5]",0.8455929709726545,0.000395232039654549,4.282295224442003e-11,2.9291708669532445e-17,0.004688951549854712,5.080426892296775e-10,1.0661990298289527e-15,2.3475776159771003e-17
"(70.5, 72.284]",0.8761990917352475,0.00033867040598463687,3.6694562097634145e-11,3.956456225104563e-17,0.0040211965093547315,4.356921727196927e-10,2.1204870201163345e-15,3.225031836457555e-17
"(72.284, 73.955]",0.8705212521715575,0.00026602218059022554,2.882320761578114e-11,8.126419626519941e-18,0.0037877759343224347,4.104013128334095e-10,6.193830782156054e-15,6.178125143545412e-18
"(73.955, 75.584]",0.8935439806785501,0.00024270850753749799,2.6297197050818878e-11,4.156741132199267e-18,0.0036111653401546904,3.9126575123644396e-10,1.7676482663576495e-15,8.725351639372529e-18
"(75.584, 77.263]",0.9296632848474432,0.000217698140849015,2.3587351616090307e-11,8.044101650454543e-18,0.0029232680409893744,3.16732843385731e-10,8.291957944089809e-16,1.6074477058685316e-17
"(77.263, 78.964]",0.9227055786195526,0.0002073816633197081,2.2469572741294937e-11,2.3270584975885508e-17,0.002945993043699632,3.1919507217332183e-10,2.302673244990321e-15,1.1762829557547308e-17
"(78.964, 80.601]",0.9410914417418634,0.00016986419873400076,1.8404597149514182e-11,5.628542296749795e-18,0.002525249410652119,2.7360796713779497e-10,1.847497052454319e-15,7.17350797782491e-18
"(80.601, 82.152]",0.9214028985025583,0.000175597409365517,1.902578414967543e-11,9.630420063450791e-18,0.0026133556378355183,2.831541789338034e-10,6.3948455703167144e-15,1.385008128769464e-17
"(82.152, 83.605]",0.9334340028353609,0.00014478263577805714,1.568703767833221e-11,2.2344707566390495e-18,0.002673750048679718,2.896978462277596e-10,1.8876038779719962e-15,1.8622346108248666e-18
"(83.605, 84.996]",0.8800961143647851,0.0001316947760737134,1.426898262492447e-11,1.3054838501043964e-18,0.003251519105217683,3.5229848138389303e-10,9.265497945529483e-15,2.501687286105894e-18
"(84.996, 86.337]",0.9333487740665429,0.00013257984485230795,1.4364878843439319e-11,4.406044679210313e-18,0.0027805202560374186,3.012662795329186e-10,4.620789679800582e-16,1.717848304911896e-17
"(86.337, 87.635]",0.9327893462423262,0.00012530083398888453,1.3576206106119126e-11,5.576043021773547e-19,0.002783671191612943,3.0160767990064657e-10,4.500874539725976e-16,1.577243096645554e-18
"(87.635, 88.948]",0.91763733111091,0.00012919675557341873,1.3998324879962295e-11,9.104392948342625e-19,0.0030858361168395227,3.3434691372952937e-10,7.192333461733886e-16,3.801284106932548e-18
"(88.948, 90.32]",0.9210392788857328,0.00012232306734143682,1.325356839929218e-11,4.518648218060553e-19,0.0030234431004407853,3.275866997449451e-10,5.194251387896269e-16,2.462682455363541e-18
"(90.32, 91.756]",0.9091592029442002,0.00013816829545724798,1.4970381255604126e-11,1.8051195547131474e-17,0.003232578778600836,3.5024631804481785e-10,1.2342284340534758e-15,4.103035204043682e-17
"(91.756, 93.329]",0.916935569657703,0.0001056989928746652,1.1452368406446283e-11,6.537773595772223e-19,0.0030411112977174436,3.295010292838272e-10,1.1799339468241433e-15,4.8482382362323e-18
"(93.329, 95.065]",0.9081687945095411,9.269661007150054e-05,1.0043574680284159e-11,1.691857928911107e-18,0.002818427039195526,3.0537343735933883e-10,6.48927832964347e-15,7.640981731826274e-18
"(95.065, 96.929]",0.9593078707618374,7.245156358938405e-05,7.850046393843881e-12,3.497664011214848e-18,0.0020828880936075494,2.2567861006660309e-10,5.221979086245674e-16,2.2521819356707437e-18
"(96.929, 98.827]",0.9693430344983087,5.887954559982211e-05,6.379533328315564e-12,1.1252888046246333e-18,0.0017882324663969875,1.93753000332088e-10,4.46415767498458e-16,2.5378744147097143e-18
"(98.827, 100.812]",0.9657011789062976,4.541565951317916e-05,4.9207362342931126e-12,2.875428829365841e-19,0.0018115574993367647,1.9628024172818697e-10,1.0876283398674865e-15,1.6446566632849154e-18
"(100.812, 102.885]",0.9754607950205152,4.581408255679851e-05,4.963904928270707e-12,3.0019146030839765e-19,0.0015803735085617554,1.712317132604906e-10,4.119780994741994e-16,1.1361211436508484e-18
"(102.885, 105.005]",0.9740048895618928,4.359192264094524e-05,4.723136371047405e-12,4.647891690957235e-19,0.0015999550608825493,1.733533526919443e-10,6.270289061455322e-16,1.8020832825375336e-18
"(105.005, 107.241]",0.9832945773975824,4.076971477806314e-05,4.417353285643549e-12,2.931416873224389e-19,0.0013183424843754717,1.4284094300539358e-10,1.7301511050163203e-16,5.381189699779616e-19
"(107.241, 109.566]",0.9838094013596188,4.0882364788392993e-05,4.429558789066058e-12,1.2627125991809604e-19,0.00127619674048754,1.382744984949841e-10,3.066053807787364e-16,6.839041809446302e-19
"(109.566, 111.942]",0.982670481794919,4.1045312225366584e-05,4.447213962765968e-12,1.0311879430755704e-18,0.0012985019776341953,1.4069124615027679e-10,4.630453187419251e-16,5.50415327006407e-19
"(111.942, 114.296]",0.9753573290966182,3.966532166646974e-05,4.29769351940049e-12,1.0261313401717046e-19,0.0014824120888289139,1.606177023045932e-10,1.1211464644303796e-15,4.41122011500655e-19
"(114.296, 116.81]",0.9889394130553895,3.172391605247723e-05,3.437251047027018e-12,1.1394420721062825e-19,0.0010615116401067085,1.1501360646499492e-10,1.4956910813379604e-16,6.367030373144116e-19
"(116.81, 119.416]",0.9901956448181839,3.057481626022548e-05,3.3127473616206433e-12,6.525667992644048e-20,0.0010092339093523655,1.0934937243807597e-10,8.387905258997182e-17,2.4948986690744535e-19
"(119.416, 122.267]",0.9871427648388353,2.9531480297209016e-05,3.199703069568331e-12,7.632829036556803e-19,0.0011390199925496612,1.2341155031111963e-10,1.8227290833978347e-16,2.0332356897993323e-19
"(122.267, 125.3]",0.9911729431181105,2.2317796023070495e-05,2.418108395594631e-12,2.4365876841340897e-19,0.0009341180916757722,1.0121065707487603e-10,1.532639804220086e-16,1.2987574223117974e-18
"(125.3, 128.45]",0.9900634008872214,2.1579180813725362e-05,2.338080258542699e-12,1.288120446620119e-19,0.0009599610118751197,1.040107087572252e-10,3.145027979672673e-16,9.438640946759513e-19
"(128.45, 131.832]",0.9915443827459219,1.721046719991992e-05,1.864734993778598e-12,1.7385399051456156e-20,0.0008292276932340961,8.984589897659015e-11,4.917322148015046e-16,9.647853846375691e-20
"(131.832, 135.631]",0.9888532075771973,1.959384205429687e-05,2.1229710104202236e-12,2.875449403853302e-20,0.0009200170146436004,9.968282105006547e-11,8.033655334427702e-16,1.2633864056422335e-19
"(135.631, 139.384]",0.9951672979248807,1.9687939742365437e-05,2.1331663903443625e-12,6.878482327818171e-20,0.0007065355600361577,7.655234270191766e-11,3.578118650727728e-17,1.32022854999871e-19
"(139.384, 143.272]",0.9936743617254212,1.1699720243264451e-05,1.267651685547304e-12,9.77921864720391e-21,0.000763587288007807,8.273383402161679e-11,1.8146790433856469e-16,6.036356353847213e-20
"(143.272, 147.061]",0.9963610179327211,1.0954826310056063e-05,1.186943255742823e-12,2.2658791488332268e-20,0.0005958075297781372,6.455508368414579e-11,5.940099289172924e-17,1.3972337281354218e-19
"(147.061, 150.293]",0.9948296459455073,1.0457679012937714e-05,1.133077898618564e-12,3.6508153257904655e-20,0.0005385347107514037,5.834963739434399e-11,6.141980334217609e-16,1.272504706772812e-19
"(150.293, 153.272]",0.997688278810317,8.898338869022886e-06,9.641251270415517e-13,2.0345154797312722e-20,0.00046439789783946474,5.0316996109350115e-11,6.190851003973467e-17,4.4377028262990575e-20
"(153.272, 156.045]",0.9982919207908334,1.1535586471439577e-05,1.249867973784724e-12,7.798176334826781e-20,0.0003938645575524667,4.267478707844879e-11,6.397179895019929e-17,2.0160181656886304e-19
"(156.045, 158.711]",0.9987815833848785,2.0023296113413166e-05,2.169501880439728e-12,2.4059444335539953e-19,0.00036293263242344044,3.932334736777648e-11,1.197834641299747e-17,4.667759877625338e-19
"(158.711, 161.29]",0.9978974769290556,1.380774990956222e-05,1.4960543570731042e-12,3.56696232460713e-20,0.00042720373482361187,4.628704988335287e-11,1.0183982429306083e-16,1.3718116960864256e-19
"(161.29, 163.775]",0.9979219766683062,1.4695174840289005e-05,1.5922058620529042e-12,1.5622880770586675e-20,0.00045914359667648146,4.9747698417855015e-11,2.7483139571712818e-17,6.734608099572024e-20
"(163.775, 166.469]",0.9987727493826876,8.56093146932015e-06,9.275674102708841e-13,3.855849652500265e-21,0.00034375511361477086,3.7245484518327526e-11,2.6926999695584042e-17,2.7024246898394495e-20
"(166.469, 169.635]",0.9982445335178056,6.994296881351054e-06,7.578242937874756e-13,1.561310948946708e-20,0.0003341860656650909,3.6208688807808025e-11,1.756908425347957e-16,1.6135101549224006e-20
"(169.635, 173.203]",0.9987534739200836,7.176893222612809e-06,7.776084044296503e-13,1.9509401289944963e-20,0.000340793629890126,3.6924611048089786e-11,3.4640206671444816e-17,7.934836805310433e-20
"(173.203, 177.066]",0.9993512480304096,7.310062350271322e-06,7.92037131410226e-13,9.523741043113813e-21,0.0002569839460278385,2.784392494584056e-11,6.623652754765772e-18,1.817990692894471e-20
"(177.066, 181.251]",0.9993006901076001,3.37657513449138e-06,3.6584816317119214e-13,1.4917810063572065e-21,0.00026383457092353003,2.8586182539655696e-11,5.484711041186764e-18,6.588553795837369e-21
"(181.251, 185.671]",0.9991954110501411,1.8270920664273066e-06,1.9796339480767278e-13,2.448591178766161e-22,0.000267648324643599,2.8999398516703606e-11,2.5194846192021323e-17,1.3677346329149736e-21
