quantile,score,sampers_weight,sampers_mean,sampers_var,twitter_weight,twitter_mean,twitter_var,covariance
"(-0.001, 2.115]",0.019180190987363673,0.590517677673264,6.721659437237675e-08,4.1261960646346734e-10,0.19890011026196325,2.2640114830731172e-08,1.621578388020274e-10,8.316825342654343e-12
"(2.115, 3.2]",0.8275581163148812,0.05847530357839675,6.656042503109372e-09,2.2973442888995855e-13,0.05605201649838602,6.380208077039866e-09,2.6904538235365655e-13,6.602317031899547e-14
"(3.2, 4.113]",0.9418035636902973,0.03364460745856948,3.829649844304561e-09,6.146568949422166e-14,0.0343353660946442,3.90827652188887e-09,7.924320007654123e-14,1.8792821121977723e-14
"(4.113, 4.957]",0.958887715586943,0.02354497666984177,2.6800436399458563e-09,4.622683663368449e-14,0.0238895418647296,2.7192643099025465e-09,5.278296828190153e-14,1.3900491486274738e-14
"(4.957, 5.788]",0.8401564263604758,0.021555031394410316,2.4535350196977217e-09,2.8455382866423217e-13,0.022320393466914588,2.5406535496259417e-09,5.008550340387567e-14,1.0201737421990184e-14
"(5.788, 6.614]",0.9657457213742908,0.017150414628250267,1.9521726562486075e-09,2.6465852213040665e-14,0.02004493151984128,2.281645549545659e-09,3.558435988947327e-14,1.0653457464094066e-14
"(6.614, 7.456]",0.9357695894390323,0.014500059441801655,1.650491849312949e-09,1.307783915064676e-14,0.018909533388745334,2.152407088929654e-09,5.860726612224479e-14,4.9425854793309345e-15
"(7.456, 8.337]",0.9294474328957947,0.016493132510004747,1.877356495444746e-09,1.1988777710377792e-13,0.016649714101363854,1.8951796389517046e-09,2.238796043695516e-14,8.403863656177992e-15
"(8.337, 9.272]",0.8997838818300952,0.015628928897026523,1.7789871732297377e-09,1.542514965800714e-13,0.01750465052927448,1.9924941093930677e-09,3.004207739516112e-14,5.341318400657998e-15
"(9.272, 10.288]",0.9011100608520181,0.014470568929390071,1.6471350458072298e-09,1.5734628397983658e-13,0.015874678707859618,1.8069600281947948e-09,2.5449529803128295e-14,4.309041084084679e-15
"(10.288, 11.406]",0.9325289050119593,0.01327640405461799,1.511207369065082e-09,4.111032573145491e-14,0.017627133296366344,2.006435901120047e-09,3.2064973348247113e-14,5.465630719994015e-15
"(11.406, 12.65]",0.8438200782002031,0.015923164429786498,1.8124789910079863e-09,2.898555079671883e-13,0.01763112626649564,2.0068904071639292e-09,2.8042497675854638e-14,9.930563451983191e-15
"(12.65, 14.062]",0.7255362132720627,0.018458853461857595,2.101107744332985e-09,7.161003323760613e-13,0.016280046412741323,1.853101638549381e-09,2.1152550628243178e-14,4.863965456077094e-14
"(14.062, 15.693]",0.8947437132053215,0.016516221042290388,1.879984583591764e-09,1.479303799503017e-13,0.01867870599055268,2.1261328008245457e-09,5.0491523032358707e-14,7.972890343042272e-15
"(15.693, 17.608]",0.8441267114965182,0.014076154999397865,1.6022402659395728e-09,4.7742595468178995e-14,0.022974646493516528,2.6151249193557652e-09,8.396496356783972e-14,7.160765215448067e-15
