distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",6.669375098644966e-06,6.193763008448793e-07,2.0844069079884303e-06,6.721579867430781e-06,1.4462370619961949e-08,1.4675978901209815e-16,7.640750549073933e-09,4.1217213516199477e-08
"(2.115, 3.2]",4.4999263889020654e-07,5.902869307693899e-07,6.777289487191933e-07,6.65611523680699e-07,3.400606624010555e-11,4.14059304634711e-17,3.4460329288616524e-11,2.2535342083558842e-11
"(3.2, 4.113]",2.8270959434810124e-07,5.70330853680889e-07,4.1381154652535045e-07,3.8296045095919904e-07,1.868034688531696e-11,2.7497788722471112e-17,1.1527009273137709e-11,6.001372395613865e-12
"(4.113, 4.957]",1.7017010074865318e-07,5.531249732842653e-07,2.8398424666064645e-07,2.680072926039445e-07,9.159162338147536e-12,2.2343468340398992e-17,7.491864982537347e-12,4.551676350682788e-12
"(4.957, 5.788]",1.3391650766358835e-07,5.37254383154439e-07,2.6968976392802535e-07,2.453505975187278e-07,7.306446692785302e-12,2.0231679367035226e-17,7.520724067968471e-12,2.839577429274795e-11
"(5.788, 6.614]",1.3301875215723238e-07,5.218728892043544e-07,2.336448248952721e-07,1.952193988554646e-07,9.692747931036195e-12,1.9074692901148664e-17,4.856252182395893e-12,2.6089143267629276e-12
"(6.614, 7.456]",8.410044029994204e-08,5.068796472405357e-07,2.2742016897677972e-07,1.6504723110844888e-07,3.661008748573333e-12,1.8527854302657095e-17,9.810249623140537e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.06404082887111e-07,4.918987758792227e-07,1.9630339671187191e-07,1.8773770101995095e-07,5.440094600900493e-12,1.909525955065173e-17,3.272371529587666e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.1218851335045826e-07,4.7650623553422884e-07,2.06567739656638e-07,1.7789661138965264e-07,6.800154492098636e-12,2.0354894824859654e-17,4.279652449955821e-12,1.5393811549662804e-11
"(9.272, 10.288]",7.482134201990027e-08,4.6052820669302114e-07,1.8565523310102123e-07,1.6471530448242573e-07,3.140310795207059e-12,2.2385723311721356e-17,3.513338564588576e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.1314388998482957e-07,4.436761740726665e-07,2.0763370929876757e-07,1.5111894796614842e-07,8.484173608647806e-12,2.5147497756229818e-17,4.286726170324893e-12,4.088421879655589e-12
"(11.406, 12.65]",7.49851246000241e-08,4.2578841109182076e-07,2.0977733100188875e-07,1.8124987968158377e-07,3.191084799627908e-12,2.847046304262005e-17,4.239461554541103e-12,2.8953674101445203e-11
