zone,groundtruth,model
10201,12.9717868338558,31.521496095595783
10202,12.1728,16.302196761306476
10601,13.557275541795665,54.48853745511344
10602,10.4,68.36028696698119
10603,13.8,49.40912137270923
10701,10.059925093632959,17.134915206547564
10703,12.162079510703364,6.5651982443304435
10704,9.668041237113401,43.521974782657594
11101,7.585585585585585,78.90340405123244
11102,12.216666666666667,17.284656372983804
11103,7.555926544240401,66.40358197624869
11401,9.730077120822623,27.671784579341715
11402,16.74251497005988,46.202808417400064
11501,8.259720062208398,87.19123772086733
11502,14.989795918367347,73.56143459595475
11503,15.109756097560975,45.58003979679427
11504,11.26530612244898,20.44105331037927
11601,6.956661316211878,46.215224173994066
11602,9.1175,49.16950250868035
11603,6.575289575289576,37.1045840403433
11701,3.0921658986175116,55.98537049062654
11702,4.704022988505747,69.55215092213002
11703,3.229799851742031,84.15003191116763
11801,4.003802281368821,84.84003357952172
11802,4.162374020156775,64.9428295138497
11901,6.779829545454546,42.39790681357262
11902,4.811965811965812,58.38326455367009
11903,6.234493192133131,143.16597156165307
11904,6.015978695073236,176.43204839741463
12001,5.7928730512249444,63.60487808979454
12002,4.136666666666667,69.4447567190475
12003,4.173601147776184,61.76154295928768
12101,4.155864197530864,39.0439276418191
12102,7.333333333333333,36.39449255103773
12103,6.403453689167975,49.34212029537999
12104,5.173758865248227,67.94409601615698
12201,3.4944444444444445,79.67883048670207
12202,6.709090909090909,81.17465925950533
12203,5.090346534653466,73.66687073212383
12301,13.031746031746032,53.838020591666826
12302,10.458715596330276,57.43281931169627
12303,20.939226519337016,226.46996004195887
12401,13.166666666666666,126.70026236466121
12403,11.683860232945092,55.26922897912674
12404,10.981132075471699,9.154301922992728
12405,10.86970684039088,42.62231257469363
12501,5.870069605568445,77.69149873983375
12502,6.643939393939394,38.53793572482971
12503,6.345299145299145,77.2482178104434
12504,6.576,34.52237823214706
12601,6.1066666666666665,34.14367443699704
12602,5.255742725880551,38.09894750586437
12701,11.225806451612904,57.713760620617656
12702,8.72817133443163,120.62122517649668
12703,9.215384615384615,23.950698654812502
12801,9.869140625,61.17233562529083
12802,7.982905982905983,91.06366691328148
