distance,model_mean,sampers_mean,model_variance,sampers_variance,model_sum,sampers_sum
"(-0.001, 3.211]",6.991823015064889e-06,7.370865429347206e-06,4.608966928077808e-09,1.943457156399611e-08,0.6453172969985145,0.6803013956670303
"(3.211, 5.192]",8.539715968336948e-07,7.699187099029045e-07,4.893354949778544e-11,2.181540532333095e-11,0.07881645455816828,0.07105887741177956
"(5.192, 6.939]",5.046044926892324e-07,4.4833598227096694e-07,1.895258615561315e-11,1.6811109713676257e-11,0.04657196704826215,0.0413787211477169
"(6.939, 8.647]",3.101717199957123e-07,2.938864074881269e-07,1.1658868292657731e-11,4.2951250827936175e-12,0.028626988725284512,0.027123952092709007
"(8.647, 10.313]",2.3676904734600187e-07,2.514278005672682e-07,9.922266513739345e-12,1.158259605537917e-11,0.02185283599384651,0.023205780281156774
"(10.313, 11.904]",2.0599223613357272e-07,2.135861089876414e-07,8.273618255999466e-12,1.1737586146312615e-11,0.019011847441711777,0.01971271634290541
"(11.904, 13.467]",1.5565589596025864e-07,1.7399642717768684e-07,5.086782158297137e-12,6.686930348638246e-12,0.014366105261755862,0.01605882624993737
"(13.467, 15.011]",1.3956500740141401e-07,1.711986510976539e-07,4.806111722742918e-12,6.541378413482351e-12,0.012881012793105965,0.01580060830440691
"(15.011, 16.559]",1.2283914207432856e-07,1.295010992743083e-07,4.625531693700637e-12,2.3515412574012177e-12,0.011337315778608002,0.011952174456422934
"(16.559, 18.16]",1.0730874846497597e-07,1.1101693456284552e-07,3.675214180876609e-12,4.567382612172995e-12,0.009904168248323436,0.010246418992412354
"(18.16, 19.809]",9.608353006706663e-08,9.452914495084662e-08,2.8567399829981933e-12,1.6091048029221248e-12,0.008867933324009878,0.008724472904093552
"(19.809, 21.501]",7.065559675703723e-08,8.380726233678586e-08,2.107571834142636e-12,2.1987455757773434e-12,0.006521087647094077,0.007734907470111321
"(21.501, 23.229]",6.478206165080505e-08,7.321333613734136e-08,2.1105393761924124e-12,1.8106132646274081e-12,0.00597899559799945,0.006757151645459761
"(23.229, 24.979]",6.014831409386996e-08,6.877738343306404e-08,2.287157292089582e-12,3.3608753557607037e-12,0.005551448797607866,0.00634787738133806
"(24.979, 26.776]",3.3437299363982203e-08,5.3661718914482965e-08,7.100986502980228e-13,2.268201768954609e-12,0.0030860621074993823,0.004952654685493284
"(26.776, 28.569]",3.892118963515757e-08,4.0651776776433096e-08,1.0257810721149888e-12,2.6979854762605954e-13,0.0035921922761872394,0.003751915085804064
"(28.569, 30.431]",3.659775191500161e-08,5.5981456442107156e-08,6.730295866410726e-13,3.844206297738422e-12,0.0033777529152431733,0.00516675254086782
"(30.431, 32.517]",5.196707596447977e-08,4.244577725049856e-08,2.284606641740812e-12,5.803639834852311e-13,0.004796249309065721,0.003917490565557543
"(32.517, 34.741]",3.956974022202305e-08,3.988252299505035e-08,8.482007015342785e-13,3.1209395146657264e-13,0.003652128743531854,0.003680997342351165
"(34.741, 37.035]",7.202656932483147e-08,3.9685666529743274e-08,2.619496078919257e-12,3.5767645787114356e-13,0.006647620189266041,0.00366274890669614
"(37.035, 39.4]",6.491194326249086e-08,3.7129645511682973e-08,3.1975590681562e-12,1.5574504884609492e-13,0.005990982891468373,0.003426843502855294
"(39.4, 41.811]",3.560199289207774e-08,3.7518224670072615e-08,6.365613070255836e-13,3.3755866508504197e-13,0.0032858503319814314,0.003462707027699663
"(41.811, 44.358]",2.6726749426886147e-08,3.14467966311445e-08,8.743661354204328e-13,2.5299728932682725e-13,0.0024667186116050306,0.0029023506482748684
"(44.358, 46.832]",2.612006922022686e-08,2.6634684279789606e-08,6.46147449146831e-13,9.920394938322548e-14,0.0024107779087500568,0.0024582748202874416
"(46.832, 49.227]",1.496524792423379e-08,2.383738503457279e-08,1.7163595223806394e-13,1.1073561199735695e-13,0.0013812025919192313,0.002200047614380865
