distance,model_mean,sampers_mean,model_variance,sampers_variance,model_sum,sampers_sum
"(-0.001, 2.115]",6.880110651861151e-06,6.7215798674307655e-06,8.014524627560114e-09,4.121721351619956e-08,0.6044452412086452,0.5905176776732638
"(2.115, 3.2]",7.094931780664285e-07,6.656115236807035e-07,1.3376606888667185e-10,2.2535342083563217e-11,0.062330394679489955,0.05847530357839677
"(3.2, 4.113]",4.6656956943013e-07,3.829604509592006e-07,6.795418110194264e-11,6.001372395612702e-12,0.04099000295271443,0.033644607458569474
"(4.113, 4.957]",3.622288371889864e-07,2.680072926039489e-07,5.5638630352051376e-11,4.551676350683163e-12,0.0318225278047272,0.023544976669841733
"(4.957, 5.788]",1.8393107886718828e-07,2.453505975187246e-07,1.48705774576724e-11,2.8395774292748353e-11,0.016159081002798066,0.021555031394410312
"(5.788, 6.614]",1.94298379917124e-07,1.952193988554655e-07,3.106487303672201e-11,2.608914326763172e-12,0.017069501272479314,0.017150414628250274
"(6.614, 7.456]",1.0258848949651419e-07,1.6504723110844923e-07,7.1857741346368286e-12,1.2808148332662512e-12,0.009012809156226723,0.014500059441801667
"(7.456, 8.337]",1.5992805282717156e-07,1.877377010199533e-07,1.866235560324985e-11,1.1954151795063566e-11,0.01404999929697278,0.01649313251000473
"(8.337, 9.272]",1.5704361204126939e-07,1.7789661138965288e-07,2.2964083672709637e-11,1.5393811549662713e-11,0.013796909492273746,0.015628928897026544
"(9.272, 10.288]",1.0263083700317728e-07,1.647153044824254e-07,9.710162400523363e-12,1.5708119316534878e-11,0.009016324292403097,0.014470568929390065
"(10.288, 11.406]",1.3343705634589358e-07,1.511189479661454e-07,1.8977998053434387e-11,4.088421879655556e-12,0.011722979148212215,0.013276404054618003
"(11.406, 12.65]",9.482849266960258e-08,1.812498796815837e-07,8.515199402398112e-12,2.8953674101445138e-11,0.00833087273800988,0.015923164429786498
"(12.65, 14.062]",9.794720058013531e-08,2.1010828717938506e-07,9.658419553770306e-12,7.156629610346696e-11,0.008605053359767167,0.018458853461857584
"(14.062, 15.693]",1.3804147667093945e-07,1.8800051270648942e-07,1.799502637665369e-11,1.4758376882139722e-11,0.012127219808495395,0.01651622104229041
"(15.693, 17.608]",1.2155375627551061e-07,1.602221298904762e-07,1.1558148691065956e-11,4.748842667226583e-12,0.0106789837038287,0.014076154999397872
"(17.608, 19.895]",1.5828755991601037e-07,2.00134469775826e-07,1.4132141487896882e-11,2.2016773496098535e-11,0.013905878713741385,0.017582213438745612
"(19.895, 22.678]",1.6504583431088856e-07,1.557433636361827e-07,1.8168286924244215e-11,2.5332031342721586e-12,0.014499936727548842,0.013682677468892877
"(22.678, 25.793]",1.044713900254566e-07,1.693243016680729e-07,1.0231308846850739e-11,6.690346984133282e-12,0.00917802055651637,0.014875478550143529
"(25.793, 29.162]",1.238744007336999e-07,1.323286567549105e-07,1.5233224463725825e-11,2.4466296592983686e-12,0.010882861602058477,0.011625601810545935
"(29.162, 32.281]",8.146447724696661e-08,1.1093819967588276e-07,1.109621982015198e-11,1.088442447936114e-11,0.007156817255100471,0.00974614271792567
"(32.281, 35.044]",8.014408051359232e-08,7.150670324226007e-08,5.715893940595485e-12,1.1441076429985972e-12,0.007040817761280079,0.006282006893239071
"(35.044, 37.614]",4.3692133592119134e-08,5.737400241059564e-08,3.9238050826001e-12,4.924587772842747e-13,0.003838528704602021,0.005040535607780432
"(37.614, 40.002]",4.245275557909203e-08,5.0799819901030785e-08,2.011592584012295e-12,9.691771415561456e-13,0.00372955948313438,0.004462865777945377
