distance,model_mean,sampers_mean,model_variance,sampers_variance,model_sum,sampers_sum
"(540.366, 555.642]",4.368986680721531e-07,4.418714332670055e-07,4.014774605932654e-11,4.001046648909202e-12,0.0020324526038716555,0.002055585907558108
"(555.642, 572.623]",1.7913384486794072e-07,3.143549807111738e-07,1.5489450795110305e-11,1.1249673080185516e-12,0.0008329723786359242,0.0014617506603069618
"(572.623, 590.3]",1.718945579300274e-07,2.759150807151551e-07,1.0472820890411804e-11,8.776163404020074e-13,0.0007996534834904872,0.0012835569554869044
"(590.3, 608.519]",1.289763683049173e-07,2.7511716225723514e-07,5.714394120768509e-12,8.3545445180871e-13,0.0005997401126178655,0.001279294804496143
"(608.519, 627.063]",2.435172904008722e-07,2.5332902696715124e-07,1.4739487690814137e-11,1.3113050936495087e-12,0.0011328424349448568,0.0011784866334511878
"(627.063, 646.694]",5.30008220284251e-07,2.1378134275080206e-07,4.909437516588291e-10,3.250450010647718e-13,0.002465598240762336,0.000994510806476731
"(646.694, 667.806]",1.791338448679407e-07,1.8698776907846036e-07,3.745840910476072e-11,3.547633808213421e-13,0.0008329723786359242,0.0008694931262148421
"(667.806, 688.951]",2.650041101421255e-07,1.4421604232443733e-07,5.840889114720888e-11,1.654945829391958e-13,0.0012327991203811678,0.0006708930288932825
"(688.951, 710.266]",2.291927439067032e-07,1.4450012195096709e-07,2.3816493442954155e-11,1.602271480076679e-13,0.0010662046446539833,0.0006722145673159004
"(710.266, 731.47]",2.7944879799398756e-07,1.4184450220481265e-07,3.502446626221102e-11,1.3338697084880225e-13,0.0012994369106720418,0.0006595769352523785
"(731.47, 753.692]",1.1459637195335157e-07,1.543142583232511e-07,9.534478468390387e-12,3.217461294049165e-13,0.0005331023223269915,0.000717869929719766
"(753.692, 776.394]",2.1496061384152883e-08,9.890226998073029e-08,7.159168952659848e-13,6.369386365947071e-14,9.99566854363109e-05,0.0004598955554103965
"(776.394, 799.564]",9.310955221209814e-08,1.0240538694948414e-07,5.003825898016099e-12,1.0796348176774541e-13,0.0004331456368906806,0.0004763898600890005
"(799.564, 824.441]",2.148681974125342e-08,1.1317420140625213e-07,7.156092388423428e-13,1.5638768562871799e-13,9.99566854363109e-05,0.0005264863849418855
"(824.441, 850.989]",5.7322830357741025e-08,1.0568601784017745e-07,2.384643637369806e-12,8.347587248555244e-13,0.00026655116116349576,0.0004914399829568252
"(850.989, 878.232]",2.148681974125342e-08,7.865601980718622e-08,7.156092388423421e-13,8.827783459999755e-14,9.99566854363109e-05,0.00036590780414302995
"(878.232, 907.275]",1.0748030692076442e-07,7.602637750243692e-08,7.391029277036136e-12,1.845163119109887e-13,0.0004997834271815546,0.00035352265538633103
"(907.275, 937.093]",7.87850057179292e-08,5.532717132035393e-08,3.0967660149375066e-12,4.17041476062151e-14,0.0003665078465998067,0.0002573820009822861
"(937.093, 968.346]",5.300082202842511e-07,5.198972105386904e-08,1.5820941698766103e-10,3.322593156877025e-14,0.0024655982407623357,0.0002418561823425982
"(968.346, 1002.009]",3.6543304353059905e-07,4.624312624068436e-08,1.280982844472811e-10,2.315069225341605e-14,0.0016992636524172857,0.00021503053701918209
"(1002.009, 1035.793]",1.8621910442419634e-07,6.513329272552339e-08,2.1924826316145336e-11,1.5383228753292627e-13,0.0008662912737813612,0.0003030000777591341
"(1035.793, 1077.098]",7.162273247084473e-09,3.133578067898803e-08,2.3863903132256357e-13,7.118434110850473e-15,3.331889514543697e-05,0.00014577405171865203
"(1077.098, 1122.821]",1.4330707589435256e-08,2.774283502134681e-08,4.773806368549361e-13,1.1738335816857986e-14,6.663779029087394e-05,0.00012900418284926223
"(1122.821, 1179.108]",6.446045922376026e-08,2.8659108932177818e-08,3.576199063460132e-12,1.5529288435420927e-14,0.0002998700563089327,0.00013332217475249113
"(1179.108, 1253.004]",1.4330707589435256e-08,2.9580373969095028e-08,4.77380636854854e-13,1.736673309837543e-14,6.663779029087394e-05,0.00013754873895629216
"(1253.004, 1519.694]",4.2973639482506845e-08,3.337091609891402e-08,2.8624369553694332e-12,2.950108202196957e-13,0.0001999133708726218,0.00015524150169214808
