distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 3.211]",5.49658302804226e-06,5.927265638233507e-07,2.2735349502015446e-06,7.370865429347212e-06,2.1102762752708002e-09,2.259007898559447e-16,2.582508652947694e-10,1.943457156399613e-08
"(3.211, 5.192]",1.3866929385244546e-06,5.532856018996931e-07,1.244835020267203e-06,7.699187099029142e-07,1.0950787900454171e-10,9.021649072086167e-17,6.383885912633797e-11,2.181540532333051e-11
"(5.192, 6.939]",7.688075866772093e-07,5.235325601658782e-07,7.828145247704111e-07,4.4833598227096996e-07,4.207769381667402e-11,6.232139661470662e-17,3.058928811673513e-11,1.6811109713676193e-11
"(6.939, 8.647]",4.861940074976752e-07,4.971497189891412e-07,5.389061056825662e-07,2.93886407488125e-07,1.4283911770461485e-11,5.433544100069225e-17,4.7499247409963256e-12,4.2951250827936045e-12
"(8.647, 10.313]",3.787190597808614e-07,4.7258761456091e-07,4.311455240000227e-07,2.5142780056727023e-07,1.6974384272719055e-11,4.6386740614569843e-17,4.417994423577615e-12,1.1582596055379163e-11
"(10.313, 11.904]",3.0020367826228894e-07,4.500275033360697e-07,3.82276256143208e-07,2.1358610898764178e-07,1.0071253401114581e-11,3.850532146422142e-17,2.5678246710226964e-12,1.173758614631261e-11
"(11.904, 13.467]",2.459658408819752e-07,4.29296874694934e-07,3.3609493512715743e-07,1.739964271776862e-07,5.622935848961539e-12,3.3694527304316683e-17,1.2846614502661035e-12,6.686930348638243e-12
"(13.467, 15.011]",2.0064534805404303e-07,4.0977192997904717e-07,2.943512153570658e-07,1.7119865109765435e-07,4.479859920896631e-12,2.985787315033324e-17,1.3135225687483088e-12,6.5413784134823485e-12
"(15.011, 16.559]",1.6181668206024454e-07,3.9122661033184625e-07,2.603078408314457e-07,1.2950109927430747e-07,3.113352645914977e-12,2.7521814726853132e-17,1.2442319933325803e-12,2.351541257401214e-12
"(16.559, 18.16]",1.4529351583057263e-07,3.731328005783013e-07,2.4714853026153423e-07,1.1101693456284513e-07,2.4992667820716202e-12,2.6923590872220197e-17,1.1973800326066765e-12,4.567382612172995e-12
"(18.16, 19.809]",1.3084547052345886e-07,3.5541290189734995e-07,2.1890684574802796e-07,9.452914495084786e-08,2.503349454370807e-12,2.565065480031009e-17,8.562092791729019e-13,1.6091048029221236e-12
"(19.809, 21.501]",1.01015679089378e-07,3.3805824388621826e-07,2.042077631953541e-07,8.380726233678593e-08,1.4683641970594309e-12,2.4568664424218922e-17,8.314308891545071e-13,2.1987455757773446e-12
"(21.501, 23.229]",9.441174849515715e-08,3.211417851573151e-07,1.9242084630248025e-07,7.321333613734111e-08,1.8115840649138348e-12,2.3167224509753478e-17,7.644641717410795e-13,1.8106132646274065e-12
"(23.229, 24.979]",9.088360624093754e-08,3.0481328875490504e-07,1.6487248896407156e-07,6.877738343306384e-08,3.479937317121442e-12,2.129622750251594e-17,1.5902340414458859e-12,3.3608753557607054e-12
"(24.979, 26.776]",6.288001815793607e-08,2.890045037836166e-07,1.4054451672563572e-07,5.3661718914482886e-08,9.471979909740094e-13,2.017815862909888e-17,5.286037811933617e-13,2.268201768954608e-12
"(26.776, 28.569]",6.001627665025697e-08,2.7387968711571777e-07,1.5825608694809505e-07,4.065177677643253e-08,1.2379741301217755e-12,1.8094080680882106e-17,1.6084280195299805e-12,2.697985476260605e-13
"(28.569, 30.431]",5.628627881463223e-08,2.593607723074679e-07,1.5097439314068636e-07,5.5981456442106964e-08,8.966128810825452e-13,1.7471134359867318e-17,4.772938643895446e-13,3.844206297738422e-12
"(30.431, 32.517]",6.170802430248021e-08,2.4447376282644794e-07,1.3342839177770106e-07,4.244577725049887e-08,1.0204365417310004e-12,1.9539964340080958e-17,1.1023704367471773e-12,5.80363983485233e-13
"(32.517, 34.741]",5.551054083812365e-08,2.291028876800724e-07,1.292828579186257e-07,3.988252299505033e-08,7.821310154927355e-13,1.948321406888896e-17,4.670543906205272e-13,3.1209395146657436e-13
"(34.741, 37.035]",8.831738044678669e-08,2.140974591501804e-07,1.5091937403607e-07,3.9685666529743426e-08,9.97659200055596e-12,1.8104839478726995e-17,4.394340175893576e-12,3.5767645787114316e-13
