distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance,model_sum,gravity_seed_sum,gravity_sum,sampers_sum
"(-0.001, 2.115]",6.981287791400365e-06,5.543050742063845e-07,1.5657783604840727e-06,6.721579867430781e-06,1.2175447980480095e-08,8.622917329393284e-17,3.983204986711284e-10,4.1217213516199477e-08,0.6133340576256877,0.048697917989327696,0.13755989208196773,0.5905176776732638
"(2.115, 3.2]",8.072919622815225e-07,5.319231582218557e-07,6.902981273711316e-07,6.65611523680699e-07,8.969023323647271e-11,2.4699034472418187e-17,3.420692801574434e-11,2.2535342083558842e-11,0.07092221347035631,0.04673051329610647,0.06064407108580865,0.05847530357839677
"(3.2, 4.113]",4.981695603092299e-07,5.16472575462854e-07,4.305412751856087e-07,3.8296045095919904e-07,4.557554240669103e-11,1.6566355904912643e-17,1.1277140323360294e-11,6.001372395613865e-12,0.043766188551407084,0.04537418164471358,0.037824773190156466,0.033644607458569474
"(4.113, 4.957]",3.199600215371951e-07,5.030886112576356e-07,2.933566158829742e-07,2.680072926039445e-07,2.6327013770538737e-11,1.3579652249704369e-17,7.602390157954422e-12,4.551676350682788e-12,0.028109127812085664,0.04419734067620581,0.02577196541855105,0.023544976669841733
"(4.957, 5.788]",2.2706413978777257e-07,4.90690274020511e-07,2.757057189389943e-07,2.453505975187278e-07,1.4052728582927995e-11,1.2399335923559667e-17,7.875365361574704e-12,2.839577429274795e-11,0.01994849293691497,0.04310910333379798,0.024221850231666404,0.021555031394410312
"(5.788, 6.614]",2.2049247794793527e-07,4.786239165028496e-07,2.3503190163505196e-07,1.952193988554646e-07,2.038164442771334e-11,1.1787587239929182e-17,4.784254877783402e-12,2.6089143267629276e-12,0.01937070517268201,0.04204806831260834,0.020648022622442586,0.017150414628250274
"(6.614, 7.456]",1.3552460478482972e-07,4.668130760801691e-07,2.2363179949682901e-07,1.6504723110844888e-07,6.2525953861680635e-12,1.1545522230753285e-17,7.872003323294064e-12,1.2808148332665537e-12,0.01190637862876643,0.04101139598594718,0.019646948112994417,0.014500059441801667
"(7.456, 8.337]",1.6773729871169888e-07,4.5496189252742627e-07,1.872680357695912e-07,1.8773770101995095e-07,9.101824767499552e-12,1.2001772315100713e-17,2.5662081121383496e-12,1.1954151795063383e-11,0.01473605716642017,0.03996931218231945,0.016451871478430125,0.01649313251000473
"(8.337, 9.272]",1.8173000716273515e-07,4.427311030781861e-07,1.9074325695286525e-07,1.7789661138965264e-07,1.3619686864220628e-11,1.2910168597766509e-17,3.1069376240393484e-12,1.5393811549662804e-11,0.015965708049274933,0.03889569832983096,0.016757558096337024,0.015628928897026544
"(9.272, 10.288]",1.145043155079526e-07,4.299751017432065e-07,1.6226655011351874e-07,1.6471530448242573e-07,5.130385840572624e-12,1.4337469360284748e-17,1.701755545992399e-12,1.5708119316534814e-11,0.010059433126004652,0.03777417263834418,0.014255440960572848,0.014470568929390065
"(10.288, 11.406]",1.518819917580298e-07,4.1645249174834507e-07,1.8496616119897703e-07,1.5111894796614842e-07,1.058736519453559e-11,1.6278843371754044e-17,2.676015698812186e-12,4.088421879655589e-12,0.01334344050390995,0.03658701721005911,0.016250017125974927,0.013276404054618003
"(11.406, 12.65]",1.2018175088659926e-07,4.020180909189963e-07,1.9733290399230199e-07,1.8124987968158377e-07,6.172826493928339e-12,1.864836216387907e-17,3.4082378531779088e-12,2.8953674101445203e-11,0.01055820717888952,0.035318093323415664,0.017336090281531713,0.015923164429786498
"(12.65, 14.062]",1.1379907191492648e-07,3.8635797008287357e-07,1.8576965271261936e-07,2.101082871793838e-07,5.159924004771621e-12,2.2333678882746186e-17,2.4326313736222276e-12,7.15662961034669e-11,0.009997703664013952,0.033943093103660775,0.01632060706941446,0.018458853461857584
"(14.062, 15.693]",1.390690606611069e-07,3.6920288283227956e-07,2.2286028610096038e-07,1.8800051270648828e-07,1.0274732812612799e-11,2.7113879504026104e-17,5.011919782402122e-12,1.4758376882139984e-11,0.012217495117199564,0.032435211662581426,0.01957872185454157,0.01651622104229041
"(15.693, 17.608]",1.23383039196475e-07,3.5008887965230043e-07,2.5488917029291546e-07,1.6022212989047593e-07,4.943696102003295e-12,3.369725782789283e-17,6.157900465116205e-12,4.74884266722672e-12,0.010839693525567115,0.030756708432973203,0.022393033166913795,0.014076154999397872
"(17.608, 19.895]",1.571131869635383e-07,3.288487775517458e-07,3.357660292935216e-07,2.0013446977582312e-07,7.701734376409503e-12,4.2319903495607336e-17,1.0961832392890053e-11,2.201677349609846e-11,0.013802707701120768,0.028890022805475972,0.029497717205494458,0.017582213438745612
"(19.895, 22.678]",1.703753948995516e-07,3.048894186541545e-07,3.60338761534302e-07,1.5574336363617906e-07,1.1167959298573648e-11,5.411048986714297e-17,8.155890385155215e-12,2.533203134272134e-12,0.014968159943505206,0.02678575498644209,0.03165720155583457,0.013682677468892877
"(22.678, 25.793]",1.1183423451304453e-07,2.788554145818658e-07,4.0095892390147204e-07,1.6932430166807277e-07,3.379547283578535e-12,5.721712167894475e-17,7.645364633854763e-12,6.690346984133275e-12,0.009824861170439987,0.02449800588184608,0.03522504338259212,0.014875478550143529
"(25.793, 29.162]",1.1298401311385639e-07,2.5309815373301133e-07,3.5682665609231954e-07,1.3232865675491082e-07,4.213447645155363e-12,5.4980933182172824e-17,1.0102592413618931e-11,2.4466296592983557e-12,0.009926097488104739,0.022235685198059976,0.03134864904433464,0.011625601810545935
"(29.162, 32.281]",8.98552520075907e-08,2.2921556067847794e-07,2.9074300590998673e-07,1.1093819967588296e-07,5.183517235484029e-12,3.8088938157905965e-17,5.66241372487561e-12,1.0884424479361143e-11,0.007893963599370859,0.020137045436725644,0.025542354555204153,0.00974614271792567
"(32.281, 35.044]",7.040581991836557e-08,2.0993144406440378e-07,2.9449562271601987e-07,7.150670324226052e-08,2.0278326840941406e-12,2.5064020819737258e-17,5.546697752837867e-12,1.1441076429985978e-12,0.0061852920914682525,0.018442897223946,0.02587202944684778,0.006282006893239071
"(35.044, 37.614]",4.024704148732396e-08,1.937446322643857e-07,2.384357362713231e-07,5.737400241059522e-08,1.0751630345636415e-12,1.8718775665243866e-17,5.044372225755197e-12,4.924587772842734e-13,0.003535863582827359,0.01702124092295534,0.020947533174380816,0.005040535607780432
