distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 9.548]",4.787094290251301e-06,5.3242705071524946e-06,5.779524704508828e-10,3.6963516192790117e-09,0.7914215764415061,0.880229697324479
"(9.548, 14.357]",3.6439065584598034e-07,2.48557979060997e-07,5.486737033074813e-12,2.8158323969557818e-12,0.06024252078708085,0.04109259933028026
"(14.357, 18.128]",1.6388285983749846e-07,1.2077476657102328e-07,2.2051137693941197e-12,9.526857360257097e-13,0.027093769919774597,0.019966967508587855
"(18.128, 21.389]",1.1065204687260643e-07,8.102952845103659e-08,1.4228822356066599e-12,5.174342659492368e-13,0.018293438997166785,0.013396125761639174
"(21.389, 24.365]",8.30894367071631e-08,5.282258606152712e-08,1.1407041277074356e-12,3.0012502546176405e-13,0.013736511855301618,0.008732735572863786
"(24.365, 27.157]",5.8506940024165363e-08,3.851818424830913e-08,7.49668096185459e-13,1.771641189029643e-13,0.009672601352555115,0.006367980292667459
"(27.157, 29.803]",4.810422095482044e-08,2.5217422826984877e-08,6.469584506186542e-13,7.654356563955519e-14,0.007952782225134734,0.004169045211448448
"(29.803, 32.325]",3.7951473452038696e-08,2.0552105376306283e-08,5.119319540778462e-13,5.851747918828629e-14,0.006274289396984846,0.00339775626923246
"(32.325, 34.744]",3.02887997544319e-08,1.8944182038319022e-08,3.920630884017208e-13,8.913317417549129e-14,0.00500740495300219,0.0031318900629389774
"(34.744, 37.052]",2.7242754193744015e-08,1.3769805904695887e-08,3.598284088906063e-13,3.7192835259803953e-14,0.004503881094326536,0.002276479391387943
"(37.052, 39.226]",2.2726291445650074e-08,1.1280101035370549e-08,2.8652291213238606e-13,2.023702068412545e-14,0.003757201406960653,0.0018648714235716007
"(39.226, 41.315]",1.9798781064776776e-08,8.712920068345437e-09,2.482514670238854e-13,1.2790111283131232e-14,0.0032732136807531557,0.001440454797379141
"(41.315, 43.341]",1.714914178391107e-08,7.538214911329868e-09,2.1168257053798187e-13,1.2715691214212449e-14,0.0028351647162833137,0.001246247842000699
"(43.341, 45.324]",1.3927377591689522e-08,6.1855989544815325e-09,1.7637119507353093e-13,1.2009512710020378e-14,0.002302501918213295,0.0010226155903527959
"(45.324, 47.269]",1.2912961088847602e-08,5.431702633330464e-09,1.6113856198892631e-13,5.782643716818307e-15,0.002134822379052641,0.0008979908061527257
"(47.269, 49.172]",1.652081760541327e-08,5.0087250188614e-09,2.2061725409635826e-13,6.9468796737754e-15,0.0027312876497973433,0.0008280624550182421
"(49.172, 51.036]",1.6307416038491144e-08,5.624345903286672e-09,2.1963579902126748e-13,1.4244299281294382e-14,0.00269600724914751,0.0009298393621149657
"(51.036, 52.866]",1.3776990810548077e-08,4.897804994763814e-09,1.8295249993225404e-13,8.392780952020937e-15,0.0022776396747814292,0.0008097149173443432
"(52.866, 54.664]",1.3392674313042999e-08,3.940811239756336e-09,1.7533159378696583e-13,4.058337181844029e-15,0.0022141304881295207,0.0006515106774014764
"(54.664, 56.437]",1.0442359421646085e-08,3.8675230392295174e-09,1.389604611793217e-13,4.336541323794606e-15,0.0017263726290242174,0.0006393943789375807
"(56.437, 58.172]",9.97667462437557e-09,3.5576186484304003e-09,1.330410336502804e-13,8.936078403940502e-15,0.0016493837556002665,0.0005881597454331075
"(58.172, 59.897]",8.271646628314853e-09,3.377539069993076e-09,1.041195947143598e-13,7.499150661574926e-15,0.001367501707179525,0.0005583882692075353
"(59.897, 61.592]",7.188926052210073e-09,2.2468340142717274e-09,8.716926522486848e-14,1.393276445057364e-15,0.0011884876328034737,0.0003714510929074305
"(61.592, 63.286]",6.9786397975776456e-09,1.9075871622837524e-09,8.644203797568575e-14,1.271438051162365e-15,0.0011537366458947266,0.00031536994001739907
"(63.286, 64.964]",6.734394582850793e-09,1.6269980516953632e-09,8.86658008324722e-14,8.867897188143758e-16,0.0011133570500152245,0.0002689818258984842
"(64.964, 66.644]",6.9605423096085175e-09,1.4553030703372016e-09,9.807441613349312e-14,1.0482502970797341e-15,0.001150737736251409,0.00024059506949735717
"(66.644, 68.325]",8.14923574135864e-09,1.1789001850357475e-09,1.0927181490297288e-13,7.633710340129749e-16,0.0013472561004686345,0.00019489931529066487
"(68.325, 69.996]",6.481140196857446e-09,1.2982481236179214e-09,8.398763731080974e-14,8.21786644389355e-16,0.0010714880219052604,0.00021463157278900922
"(69.996, 71.656]",4.108926946125343e-09,9.862497842323244e-10,5.825316020585384e-14,6.376531175785874e-16,0.0006793042384412262,0.0001630507593284248
"(71.656, 73.323]",4.229735887364454e-09,1.070007727691545e-09,5.729587003227422e-14,5.635423723661353e-16,0.000699276855842641,0.00017689795757287697
"(73.323, 74.976]",4.403701583198165e-09,1.0867593163833893e-09,5.4707907329195e-14,8.665091820983737e-16,0.0007280375605406535,0.00017966739722176744
"(74.976, 76.623]",3.9593807499533005e-09,1.0825845157301798e-09,5.258702157377751e-14,7.780914013351211e-16,0.0006545727443437795,0.00017897503730954478
"(76.623, 78.265]",4.843343587757938e-09,1.0344106017213762e-09,6.06351380503315e-14,6.933721312437922e-16,0.0008007209353024933,0.0001710128983189848
"(78.265, 79.907]",5.6240369138961154e-09,9.297131723973502e-10,8.416773274507175e-14,5.804953345490367e-16,0.0009297882787529613,0.00015370390051341952
"(79.907, 81.548]",3.730182348460181e-09,1.078383522037467e-09,4.569057384423308e-14,6.026682981523837e-16,0.000616688666576831,0.0001782826773973222
"(81.548, 83.185]",2.966494812623439e-09,1.0155773503464937e-09,3.591662048101737e-14,7.651838627550783e-16,0.0004904268554125322,0.000167897278713983
"(83.185, 84.836]",4.3311172546816266e-09,9.150555322919867e-10,5.889681024831743e-14,6.653342021548263e-16,0.0007160376290129852,0.0001512806408206404
"(84.836, 86.488]",3.557219972917329e-09,8.752705091488567e-10,4.1265836322627054e-14,6.704796426495616e-16,0.0005880938348025845,0.00014470322165452559
"(86.488, 88.138]",3.264866383954641e-09,8.019823086220385e-10,4.5909099762282555e-14,4.422630306934127e-16,0.0005397607700609171,0.0001325869231906299
"(88.138, 89.792]",2.374888189349364e-09,8.731765605623761e-10,3.380131463352194e-14,4.711392648660284e-16,0.0003926260150159943,0.00014435704169841427
"(89.792, 91.432]",2.399620029232119e-09,5.925946188619746e-10,2.931971202699072e-14,2.714848984439979e-16,0.00039670998247271237,9.796892757949936e-05
"(91.432, 93.067]",2.1183303123129794e-09,6.135269358387918e-10,2.5172003309938405e-14,3.265478063230286e-16,0.000350210840552831,0.00010143072714061241
"(93.067, 94.701]",1.5502411873226915e-09,5.109234551012464e-10,2.0592846363821497e-14,3.288378417881603e-16,0.00025629207405293667,8.446790929115846e-05
"(94.701, 96.328]",1.4808145930603792e-09,4.69044483371636e-10,1.9260423514031987e-14,1.853511740319498e-16,0.0002448141917831141,7.754431016893236e-05
"(96.328, 97.964]",2.592605526642082e-09,3.748213313649945e-10,3.56941555365364e-14,1.4846322581266585e-16,0.0004286147308755223,6.196621214392363e-05
"(97.964, 99.604]",1.5612226755136551e-09,3.936623342583374e-10,1.6234740784929067e-14,1.6221980985802546e-16,0.00025810757760661953,6.508183174892537e-05
