distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",6.874661884645494e-06,5.543050742063845e-07,1.5475118545827885e-06,6.721579867430781e-06,1.1269603531017657e-08,8.622917329393284e-17,3.6678895362201076e-10,4.1217213516199477e-08
"(2.115, 3.2]",8.12849778408365e-07,5.319231582218557e-07,6.768572339105021e-07,6.65611523680699e-07,7.935194495798696e-11,2.4699034472418187e-17,3.141009133441339e-11,2.2535342083558842e-11
"(3.2, 4.113]",4.848155974444625e-07,5.16472575462854e-07,4.259422222281495e-07,3.8296045095919904e-07,3.729249054187153e-11,1.6566355904912643e-17,1.0735186182669445e-11,6.001372395613865e-12
"(4.113, 4.957]",2.950045870410441e-07,5.030886112576356e-07,2.916518994845244e-07,2.680072926039445e-07,1.8016121773348496e-11,1.3579652249704369e-17,6.580174052486015e-12,4.551676350682788e-12
"(4.957, 5.788]",2.2813057818907146e-07,4.90690274020511e-07,2.764746095253461e-07,2.453505975187278e-07,1.2795123644907994e-11,1.2399335923559667e-17,7.732870415671599e-12,2.839577429274795e-11
"(5.788, 6.614]",2.2306239144180442e-07,4.786239165028496e-07,2.4034298121828966e-07,1.952193988554646e-07,1.902740678281006e-11,1.1787587239929182e-17,4.651441726223606e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.5302962590881935e-07,4.668130760801691e-07,2.26540093222937e-07,1.6504723110844888e-07,7.004715528877008e-12,1.1545522230753285e-17,6.986441270836114e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.7848318122077267e-07,4.5496189252742627e-07,1.9340836059472887e-07,1.8773770101995095e-07,9.516786350746582e-12,1.2001772315100713e-17,2.480061249922533e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.8419000625691952e-07,4.427311030781861e-07,2.0155231230303707e-07,1.7789661138965264e-07,1.2162675876625698e-11,1.2910168597766509e-17,3.2031341926853504e-12,1.5393811549662804e-11
"(9.272, 10.288]",1.2567012433578171e-07,4.299751017432065e-07,1.786408391072114e-07,1.6471530448242573e-07,5.867789825231243e-12,1.4337469360284748e-17,2.3342609726467434e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.5846328653891514e-07,4.1645249174834507e-07,1.9542047632036307e-07,1.5111894796614842e-07,9.088208862473448e-12,1.6278843371754044e-17,2.9220718765862765e-12,4.088421879655589e-12
"(11.406, 12.65]",1.1397085399170495e-07,4.020180909189963e-07,2.0265384784644573e-07,1.8124987968158377e-07,4.011425823352976e-12,1.864836216387907e-17,3.0946901421304958e-12,2.8953674101445203e-11
"(12.65, 14.062]",1.2383756140121306e-07,3.8635797008287357e-07,1.9015509356531942e-07,2.101082871793838e-07,5.263124277598687e-12,2.2333678882746186e-17,2.325572619277602e-12,7.15662961034669e-11
"(14.062, 15.693]",1.401694570133934e-07,3.6920288283227956e-07,2.231022743384888e-07,1.8800051270648828e-07,8.603125173604832e-12,2.7113879504026104e-17,4.637674849868701e-12,1.4758376882139984e-11
"(15.693, 17.608]",1.2799597514873532e-07,3.5008887965230043e-07,2.633773867973181e-07,1.6022212989047593e-07,4.977003050581845e-12,3.369725782789283e-17,8.366491447731583e-12,4.74884266722672e-12
"(17.608, 19.895]",1.6143329671459445e-07,3.288487775517458e-07,3.3861432742918727e-07,2.0013446977582312e-07,6.5378798395302376e-12,4.2319903495607336e-17,1.0273664030537612e-11,2.201677349609846e-11
"(19.895, 22.678]",1.5366724935010614e-07,3.048894186541545e-07,3.645244630764592e-07,1.5574336363617906e-07,6.096293962927653e-12,5.411048986714297e-17,8.01927795697407e-12,2.533203134272134e-12
"(22.678, 25.793]",1.2048585051032586e-07,2.788554145818658e-07,4.099776660434015e-07,1.6932430166807277e-07,3.1959132076090475e-12,5.721712167894475e-17,7.735071390307029e-12,6.690346984133275e-12
"(25.793, 29.162]",1.1560390218111897e-07,2.5309815373301133e-07,3.497516207301914e-07,1.3232865675491082e-07,3.6135977573300095e-12,5.4980933182172824e-17,8.66291322585484e-12,2.4466296592983557e-12
"(29.162, 32.281]",1.0107947790166777e-07,2.2921556067847794e-07,2.879159406279919e-07,1.1093819967588296e-07,4.727169432570734e-12,3.8088938157905965e-17,5.282228311609308e-12,1.0884424479361143e-11
"(32.281, 35.044]",6.903123970794095e-08,2.0993144406440378e-07,2.856312878483815e-07,7.150670324226052e-08,1.377557590860037e-12,2.5064020819737258e-17,4.986489245184658e-12,1.1441076429985978e-12
"(35.044, 37.614]",4.299799814938022e-08,1.937446322643857e-07,2.3140475720307416e-07,5.737400241059522e-08,6.175219903493149e-13,1.8718775665243866e-17,4.360794329904714e-12,4.924587772842734e-13
"(37.614, 40.002]",3.221457853037246e-08,1.798906665018139e-07,1.7829207459785449e-07,5.079981990103102e-08,3.776290293470584e-13,1.3745071857586638e-17,2.0717739303392845e-12,9.691771415561444e-13
"(40.002, 42.213]",3.670493201146319e-08,1.6792104885537543e-07,1.726465315115073e-07,4.307356243644427e-08,6.422636385092453e-13,1.0294654272709012e-17,2.232890661894068e-12,4.617269045333282e-13
"(42.213, 44.525]",2.5256007780696474e-08,1.5707509017030005e-07,1.7239083490948456e-07,4.381574953977113e-08,3.1246448868717536e-13,9.883666671430953e-18,2.0205101172118024e-12,3.1929257942444573e-13
"(44.525, 46.962]",2.5782165234638044e-08,1.4618062972324777e-07,1.6394905603224898e-07,3.988800243346746e-08,2.929169151465419e-13,9.495515493749081e-18,1.5012328299844448e-12,2.013185977896612e-13
"(46.962, 49.411]",2.1152946143437334e-08,1.3589233657340767e-07,1.4783184884923677e-07,3.504312832102804e-08,2.7092593410001517e-13,8.264623981288944e-18,1.3687257971461384e-12,4.630757587556408e-13
"(49.411, 51.915]",2.03762273628591e-08,1.260869909364154e-07,1.513516682841223e-07,3.007415994578765e-08,1.4360726185435692e-13,7.512606326646374e-18,1.273285426628895e-12,1.7981104150395674e-13
"(51.915, 54.193]",1.610728926518623e-08,1.1730248483077863e-07,1.3547134673900776e-07,2.393080273549437e-08,1.8603544475687253e-13,5.350947486908653e-18,8.703853035462922e-13,1.1309028294310233e-13
"(54.193, 56.242]",1.4665339149595188e-08,1.0994828790632316e-07,1.3024391543251217e-07,2.0646956043226383e-08,1.3124846228107393e-13,3.785578066368713e-18,9.008881875187799e-13,1.5038390835424587e-13
"(56.242, 58.166]",1.4416162509288876e-08,1.03618602358816e-07,1.547379514853068e-07,1.7532796788042956e-08,1.0350690724825003e-13,2.9759990678008506e-18,2.5186939104178623e-12,6.519351216592786e-14
"(58.166, 60.05]",1.3584151575239402e-08,9.785918402389228e-08,1.3021668098040978e-07,1.4989865152683473e-08,8.610740512008783e-14,2.542404445133617e-18,9.344319548224898e-13,6.027177090739646e-14
"(60.05, 61.85]",9.31505885215589e-09,9.261122616021113e-08,1.1569064322620869e-07,1.3203322101441089e-08,4.987996317200215e-14,2.0760725887952817e-18,9.552284758988255e-13,4.704395900256824e-14
"(61.85, 63.607]",1.0146529543954327e-08,8.781338534040507e-08,9.197482655869825e-08,1.1548401534163573e-08,1.3412894782451658e-13,1.7898657127204418e-18,4.944805211849224e-13,2.8413099282672316e-14
"(63.607, 65.353]",8.233846663959223e-09,8.330564973268555e-08,8.43886441663364e-08,9.895607011928836e-09,6.765738500356276e-14,1.5908563711901886e-18,4.548567968590175e-13,6.686320872240266e-14
"(65.353, 67.048]",1.1893063317913678e-08,7.91130452475934e-08,1.0459690461078761e-07,9.418967837017237e-09,1.2740586787095573e-13,1.3524769628798656e-18,7.035667841874966e-13,1.242533861611833e-14
"(67.048, 68.668]",7.4575917596129e-09,7.527187019189904e-08,1.0937819126001945e-07,8.304700573931677e-09,4.3361424599322223e-14,1.1186008267469497e-18,6.779367474703944e-13,1.139021845278691e-14
"(68.668, 70.216]",8.205936461777268e-09,7.178807617466991e-08,9.701376935408489e-08,6.146403016743556e-09,4.4766656962352065e-14,9.309882836529544e-19,6.238021896284355e-13,1.821762545492265e-15
"(70.216, 71.784]",5.461507719865208e-09,6.851253301892802e-08,8.481473402249754e-08,6.404734616383655e-09,3.1233141951677516e-14,8.70328247885146e-19,6.307337607134231e-13,1.602631514233641e-14
"(71.784, 73.38]",5.932670279798432e-09,6.535916054919309e-08,8.598736849451284e-08,5.0686056802077035e-09,3.0484329822667025e-14,8.174518910003719e-19,4.342717395710566e-13,1.5579287915187429e-15
"(73.38, 75.118]",5.3783375515423886e-09,6.217169610111824e-08,8.246858113886316e-08,5.294740368955681e-09,2.3874078569854966e-14,8.718913680730268e-19,3.707623590896618e-13,4.02107402144318e-15
"(75.118, 76.989]",6.5149965186209346e-09,5.889195697092641e-08,7.330024823789517e-08,5.15176106364618e-09,3.5136836316487755e-14,9.221272287815434e-19,2.7216327195971295e-13,8.692424546042866e-15
"(76.989, 78.993]",4.407918572373601e-09,5.5570033168504904e-08,7.810958214246031e-08,4.46859409710308e-09,1.598306527957174e-14,9.37520848173092e-19,3.11899896218351e-13,1.8403885123415228e-15
"(78.993, 81.161]",4.435742310550424e-09,5.2223120283965766e-08,7.119937665733011e-08,3.3921478381344e-09,1.72661131920874e-14,9.511593191129708e-19,2.0969447874702046e-13,1.2467115688513893e-15
"(81.161, 83.559]",4.0475227142550055e-09,4.8739125097103765e-08,8.605441583053136e-08,2.476688181783233e-09,1.9159603238854898e-14,1.024328270874928e-18,4.497581233558958e-13,5.6683559683017935e-16
"(83.559, 86.01]",4.2139551950229026e-09,4.53154861119729e-08,7.357616404121077e-08,2.1355309563915608e-09,1.9698845715276557e-14,9.206334687140856e-19,3.4916501860247157e-13,1.6030281423322965e-15
"(86.01, 88.485]",4.380195814056786e-09,4.20939473154467e-08,7.602314160721857e-08,1.599331392396587e-09,1.9832010301604884e-14,8.2046384482528575e-19,7.37002986329932e-13,5.359844087562102e-16
"(88.485, 90.999]",2.910955891298715e-09,3.905549815405259e-08,6.370097378437787e-08,9.54963781136797e-10,8.296807781476073e-15,7.226535137088207e-19,1.9939629154404693e-13,1.7754567426664775e-16
"(90.999, 93.534]",2.079206873761133e-09,3.620577409459569e-08,6.096203132393288e-08,6.630596831401173e-10,6.950347779643982e-15,6.289029585322625e-19,1.5713846647150813e-13,1.5960362959518223e-16
"(93.534, 96.205]",2.2733179341570924e-09,3.3498590063976666e-08,6.138720471929272e-08,5.019637333902393e-10,7.152229068093281e-15,6.042681445734635e-19,1.7163367093204078e-13,2.3235812108758735e-17
"(96.205, 99.019]",2.7999985899983253e-09,3.0854246217947234e-08,5.626127880862162e-08,4.526217218870565e-10,8.027168080588844e-15,5.68400004444392e-19,1.5313681992606749e-13,4.04118245136386e-17
"(99.019, 102.003]",2.744615554653075e-09,2.8282308181098086e-08,5.092317515966062e-08,3.9356286627344505e-10,7.352431943551322e-15,5.359006840970576e-19,1.2116752437070096e-13,5.390043187618273e-17
"(102.003, 105.095]",1.8019792905929817e-09,2.5817593579879738e-08,4.8510909436591795e-08,3.118455896363894e-10,4.925791454020621e-15,4.708284397579128e-19,1.1597624131028193e-13,2.207970539579198e-17
"(105.095, 108.257]",1.91291387142487e-09,2.3489746500388736e-08,4.580674571676669e-08,3.5581991990049175e-10,5.465672466125449e-15,4.148343664926487e-19,1.0172950684913467e-13,1.5432651183582918e-16
"(108.257, 111.141]",2.1346523903947624e-09,2.144896221762463e-08,4.336711850373345e-08,2.775458354572023e-10,9.245830755075684e-15,2.8628323459349737e-19,9.742754057698249e-14,2.972321619209385e-17
"(111.141, 113.928]",1.85746709254299e-09,1.9703727283228698e-08,4.369207581062302e-08,1.7033150772825226e-10,5.330836295657367e-15,2.26566876480268e-19,8.830364667632444e-14,8.80383124301822e-18
"(113.928, 116.649]",1.6910882573257215e-09,1.8146033421782663e-08,4.3338826750223685e-08,2.0372834071570614e-10,5.7364317321917275e-15,1.8174279799692785e-19,9.47980402121273e-14,1.1378411903948638e-16
"(116.649, 119.431]",1.3861694720470076e-09,1.6712116310709147e-08,3.4154103958079766e-08,1.1107274556418753e-10,4.8597067321075445e-15,1.6264796947364488e-19,4.983933479569974e-14,3.177077221249387e-18
"(119.431, 122.169]",1.2198013659398648e-09,1.5376369971265308e-08,2.9213951676297215e-08,1.4731001377792747e-10,3.10448160927867e-15,1.332235950292322e-19,3.873867083077184e-14,2.8423906889705475e-16
"(122.169, 124.783]",1.3029993037241869e-09,1.4192566490546458e-08,3.025161068369526e-08,9.56321739661522e-11,3.712045952490673e-15,1.0290191143217445e-19,7.320333282978553e-14,3.928479799273275e-18
"(124.783, 127.235]",1.3307226931651271e-09,1.3156540787705432e-08,3.807922709918996e-08,1.264737739366805e-10,3.5094050934679142e-15,7.749736179438219e-20,8.262901313224501e-14,2.1132528684510134e-17
"(127.235, 129.725]",1.081187574355789e-09,1.2215184061626396e-08,3.109959485705053e-08,9.468524595720278e-11,2.6321530227733433e-15,6.939248321107917e-20,9.430380746884084e-14,1.3787215815335215e-18
"(129.725, 132.333]",1.5247864192517083e-09,1.1318825427960416e-08,2.4075909330097704e-08,6.541145335405645e-11,3.8464640072402165e-15,6.476976138441188e-20,3.3894604908293625e-14,1.1679262783853615e-18
"(132.333, 135.009]",1.1089103326726043e-09,1.0454793761188e-08,2.3276306990915768e-08,5.412262835062376e-11,2.699613383518303e-15,5.903983457420949e-20,4.201388885909053e-14,4.4358563809104e-19
"(135.009, 137.69]",1.0534887987557256e-09,9.651805779723736e-09,2.279088798685421e-08,5.605470700900478e-11,2.8348399435920838e-15,4.9924124834325905e-20,2.2025360267678028e-14,4.5031064019325434e-18
"(137.69, 140.64]",1.3306923992071249e-09,8.871429871171044e-09,1.7931045637944027e-08,5.2209913898931856e-11,4.049493857044832e-15,5.1452292402318017e-20,1.1580449921576489e-14,3.3200087308609603e-18
"(140.64, 143.744]",1.0812121881966659e-09,8.100940312642905e-09,2.0697219952925092e-08,4.260233590671854e-11,2.6322129192806008e-15,4.714672933152903e-20,2.2638533162184852e-14,3.797617799028353e-18
"(143.744, 147.09]",6.376234412867473e-10,7.355850780785588e-09,2.019155586682798e-08,4.2146232589291954e-11,1.6876203564951325e-15,4.548453552554407e-20,1.8257276893012514e-14,7.472366018383858e-19
"(147.09, 150.402]",4.435742310550424e-10,6.649223174533375e-09,1.5385473723546992e-08,5.7836036678596806e-11,1.0801650662806755e-15,3.6126273702904774e-20,1.1809955598398326e-14,1.5821389415985734e-17
"(150.402, 153.728]",6.376234412867473e-10,6.022946819044236e-09,1.2013328083251689e-08,4.6885967676405055e-11,1.6876203564951325e-15,2.999843113260926e-20,6.674940063145652e-15,3.5438805726896826e-17
"(153.728, 157.088]",2.772338944094015e-10,5.448774483660883e-09,1.0533029773305062e-08,3.526688964864169e-11,6.751492821296729e-16,2.4687591605029608e-20,7.046758912646761e-15,4.647093157783057e-19
"(157.088, 160.853]",6.099006829699323e-10,4.9031019274635605e-09,9.120313184689903e-09,3.440628287237945e-11,1.4850917107254976e-15,2.550744202547505e-20,4.660276571777207e-15,1.7916688356088572e-18
"(160.853, 164.899]",6.930847360235036e-10,4.353163806665465e-09,8.44902474653696e-09,4.2570333488667416e-11,1.6875849821726172e-15,2.3422601499476433e-20,4.334390094316696e-15,7.595514380176548e-18
"(164.899, 169.036]",7.485144745540078e-10,3.85525523341753e-09,8.09954483256613e-09,4.4917156538408944e-11,2.3626774143900776e-15,1.9087276578757767e-20,3.4889075773387605e-15,6.399158723146906e-18
"(169.036, 173.661]",7.208081254644439e-10,3.3818735680144237e-09,8.842901430837194e-09,6.503463929915741e-11,1.8901136263150296e-15,1.8436454556588506e-20,4.167508265010285e-15,1.1932983792787582e-17
"(173.661, 178.547]",4.712868913858567e-10,2.931125357218053e-09,6.444799282623893e-09,3.27760590301316e-11,1.1476361949853256e-15,1.5392981070082254e-20,2.739046672649949e-15,3.710901110698092e-18
"(178.547, 183.5]",6.376379571416234e-10,2.524643402464258e-09,5.64082958444287e-09,2.037664429986121e-11,1.5526135389720663e-15,1.1736011582505083e-20,1.4304254678301457e-15,1.1713278068627132e-18
"(183.5, 188.338]",7.207917162371927e-10,2.180752030072424e-09,4.842077147210342e-09,1.1644555637287565e-11,2.1601549171010558e-15,8.428213149878118e-21,9.29305750523307e-16,2.1153966371145107e-19
"(188.338, 192.915]",6.376379571416234e-10,1.8940110341382303e-09,4.056061457466893e-09,1.0536736154992871e-11,1.552613538972066e-15,5.5833654901888955e-21,8.727684511186992e-16,8.536689676793371e-19
"(192.915, 197.775]",6.099006829699322e-10,1.6451903012984437e-09,3.620862470297709e-09,1.1178979998768843e-11,1.4850917107254976e-15,4.820157066712768e-21,6.506917390436028e-16,2.5636143448069853e-19
"(197.775, 202.29]",8.039782937872644e-10,1.4254362461664015e-09,3.85857265332494e-09,1.5553783918204853e-11,2.362645107274071e-15,3.145195916738555e-21,7.490349562747029e-16,1.9514892830316863e-18
"(202.29, 206.195]",5.821911782597431e-10,1.2583980206495996e-09,3.109436680198188e-09,7.33349459184587e-12,1.6877264036656514e-15,1.8153367916034855e-21,5.127476491581034e-16,3.780103922422968e-19
"(206.195, 209.78]",4.990096497026718e-10,1.1244121977076974e-09,3.0863178550233027e-09,6.454926053086274e-12,1.215130372373667e-15,1.2094625659962414e-21,6.048893348275275e-16,4.500372563090967e-19
"(209.78, 213.381]",2.4951050496846134e-10,1.0105868205671661e-09,2.082403542096901e-09,2.8086464177941224e-12,6.076412712723431e-16,9.981735972940022e-22,1.6982151773050788e-16,3.685561972181502e-20
"(213.381, 217.014]",5.54455166336302e-10,9.05715762131047e-10,1.7480791227776717e-09,4.130445304801922e-12,1.3501141157898892e-15,8.2214110521819e-22,2.0137851997341443e-16,1.3489255885846567e-19
"(217.014, 220.281]",5.54467788818803e-10,8.163224960018468e-10,1.6775516471563216e-09,3.113506499350357e-12,1.3501448452451778e-15,5.281118924911924e-22,2.0039240423609545e-16,1.2776782373061758e-19
"(220.281, 223.903]",9.702965410885285e-10,7.38630889752283e-10,1.216223732564409e-09,3.338008120592199e-12,3.0375069785022763e-15,5.317968867352939e-22,9.332439612001632e-17,2.281838317290535e-19
"(223.903, 228.5]",1.108935577637606e-09,6.531990024888636e-10,1.2870137833030341e-09,3.223787911744762e-12,2.834720042761032e-15,6.637143336994892e-22,9.170165795461808e-17,1.3957085661254088e-19
"(228.5, 235.086]",1.0257420577221587e-09,5.542617141666333e-10,1.0113982162377799e-09,9.805542686653158e-12,3.172438459833274e-15,9.958072230992456e-22,4.0733041406880983e-17,1.360436368156839e-18
"(235.086, 243.0]",1.2752759142832468e-09,4.4474532492660116e-10,1.0693682366538276e-09,1.5469182970446888e-11,3.374504361013882e-15,9.25054730991628e-22,5.85877968238123e-17,1.6598888622557e-18
"(243.0, 251.277]",1.2198013659398646e-09,3.482553703925532e-10,6.449393122713111e-10,2.0001257380261888e-11,3.779692379188983e-15,6.134299074036564e-22,2.28850113694751e-17,4.102426860508241e-18
"(251.277, 260.286]",8.317016832282045e-10,2.6876446890636287e-10,5.105541313355726e-10,1.6958027199450646e-11,2.565167602655919e-15,4.3929687993135625e-22,2.1582268930859486e-17,6.032759967276067e-18
"(260.286, 270.265]",1.41386067415757e-09,2.031774409459593e-10,4.4961394119790573e-10,2.3783637446764256e-11,4.656955287621292e-15,3.0339562025591123e-22,1.178735236594276e-17,4.9779134019793285e-18
"(270.265, 281.827]",1.3861694720470074e-09,1.4665877295663536e-10,3.5672569762030637e-10,6.77566847032761e-11,4.5896162754528406e-15,2.1558110627821088e-22,1.0088315219430684e-17,1.8158946898777784e-17
"(281.827, 295.923]",1.940593082177057e-09,1.0150122221212654e-10,2.3000060726340166e-10,5.941547745999988e-11,5.8030466768521595e-15,1.5262028477556154e-22,1.8482514743418467e-18,9.388405636857095e-17
