distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 3.211]",7.0898451445464215e-06,5.927265638233507e-07,2.16359284984165e-06,7.370865429347212e-06,1.440861869232803e-08,2.259007898559447e-16,3.70762057636508e-10,1.943457156399613e-08
"(3.211, 5.192]",9.93588941911364e-07,5.532856018996931e-07,1.2317948322296017e-06,7.699187099029142e-07,5.209561207076291e-11,9.021649072086167e-17,7.358293374755843e-11,2.181540532333051e-11
"(5.192, 6.939]",5.475415463742091e-07,5.235325601658782e-07,7.803331642582906e-07,4.4833598227096996e-07,1.9572824913173555e-11,6.232139661470662e-17,3.754064238730016e-11,1.6811109713676193e-11
"(6.939, 8.647]",3.4956466632208624e-07,4.971497189891412e-07,5.44134734439662e-07,2.93886407488125e-07,6.8681315445031185e-12,5.433544100069225e-17,5.895060772201128e-12,4.2951250827936045e-12
"(8.647, 10.313]",2.609895940753027e-07,4.7258761456091e-07,4.393430017016255e-07,2.5142780056727023e-07,7.338346101839356e-12,4.6386740614569843e-17,5.8342363981697445e-12,1.1582596055379163e-11
"(10.313, 11.904]",2.1665394420798363e-07,4.500275033360697e-07,3.841592932491943e-07,2.1358610898764178e-07,4.835772339563346e-12,3.850532146422142e-17,3.4781855076611396e-12,1.173758614631261e-11
"(11.904, 13.467]",1.7052211026268149e-07,4.29296874694934e-07,3.362648716289148e-07,1.739964271776862e-07,2.508554763979872e-12,3.3694527304316683e-17,1.475794181558578e-12,6.686930348638243e-12
"(13.467, 15.011]",1.3581261307385616e-07,4.0977192997904717e-07,2.9950407891995605e-07,1.7119865109765435e-07,1.81285996461241e-12,2.985787315033324e-17,1.7620313391170944e-12,6.5413784134823485e-12
"(15.011, 16.559]",1.1311200506954287e-07,3.9122661033184625e-07,2.684844162564432e-07,1.2950109927430747e-07,1.4462449918953084e-12,2.7521814726853132e-17,1.849087060181624e-12,2.351541257401214e-12
"(16.559, 18.16]",9.988668492248403e-08,3.731328005783013e-07,2.5698541692128393e-07,1.1101693456284513e-07,1.1151125792701674e-12,2.6923590872220197e-17,1.6020749001396048e-12,4.567382612172995e-12
"(18.16, 19.809]",9.018500840879491e-08,3.5541290189734995e-07,2.291155765796297e-07,9.452914495084786e-08,1.1551262636923974e-12,2.565065480031009e-17,1.3103178205119296e-12,1.6091048029221236e-12
