quantile,score,sampers_weight,twitter_weight
"(-0.001, 3.211]",0.024268542743984323,0.6803013956670295,0.2542271382293794
"(3.211, 5.192]",0.38188768337436285,0.07105887741177966,0.10262910847522536
"(5.192, 6.939]",0.5382651662878745,0.04137872114771699,0.06366728295968477
"(6.939, 8.647]",0.7543448049129676,0.027123952092709,0.04414401668542067
"(8.647, 10.313]",0.6905026089896554,0.023205780281156788,0.035386545923330306
"(10.313, 11.904]",0.6797899521259653,0.019712716342905376,0.031655931209812034
"(11.904, 13.467]",0.700939247203997,0.016058826249937357,0.029571196406078117
"(13.467, 15.011]",0.7864153474293181,0.01580060830440692,0.024931552071358592
"(15.011, 16.559]",0.7924348487049138,0.011952174456422932,0.021937717210474956
"(16.559, 18.16]",0.7274194764170541,0.010246418992412347,0.020562034440126623
"(18.16, 19.809]",0.7783850945014243,0.008724472904093563,0.018105187830131098
"(19.809, 21.501]",0.7421462359125269,0.00773490747011133,0.01737741027679672
"(21.501, 23.229]",0.7203846115460808,0.0067571516454597615,0.01682277234881189
"(23.229, 24.979]",0.7681880118603732,0.006347877381338069,0.013642000316556333
"(24.979, 26.776]",0.7967087735179543,0.004952654685493284,0.011152092407707157
"(26.776, 28.569]",0.707802674726479,0.003751915085804069,0.011949239774586631
"(28.569, 30.431]",0.744176461361116,0.005166752540867819,0.01213433586266996
"(30.431, 32.517]",0.6594459480233886,0.0039174905655575435,0.012095778823637873
"(32.517, 34.741]",0.7427661827928693,0.0036809973423511644,0.011263681307157958
"(34.741, 37.035]",0.6191969458698054,0.0036627489066961344,0.013483273136916128
"(37.035, 39.4]",0.6350040590133043,0.003426843502855293,0.013200692664033191
"(39.4, 41.811]",0.7104950126796903,0.003462707027699667,0.011455049248147763
"(41.811, 44.358]",0.7852203287003445,0.0029023506482748675,0.009011981622730583
"(44.358, 46.832]",0.7791298679340372,0.002458274820287444,0.008620804532168267
"(46.832, 49.227]",0.7942510611422084,0.0022000476143808644,0.00797539526963755
