quantile,score,sampers_weight,twitter_weight
"(-0.001, 2.115]",0.02228706249810768,0.590517677673264,0.18751453011939215
"(2.115, 3.2]",0.8259440077544399,0.05847530357839675,0.05230696208324533
"(3.2, 4.113]",0.9415227259062943,0.03364460745856948,0.031755760020441316
"(4.113, 4.957]",0.9593525055801907,0.02354497666984177,0.023256827029244115
"(4.957, 5.788]",0.8041817511511987,0.021555031394410316,0.024093457954378308
"(5.788, 6.614]",0.9561626416192235,0.017150414628250267,0.01999262275838525
"(6.614, 7.456]",0.8853147619677856,0.014500059441801655,0.02102418521258124
"(7.456, 8.337]",0.9325895703193962,0.016493132510004747,0.01625621842324521
"(8.337, 9.272]",0.913393406708669,0.015628928897026523,0.015548465838475451
"(9.272, 10.288]",0.9124946905050545,0.014470568929390071,0.014533351608029429
"(10.288, 11.406]",0.9370554513952427,0.01327640405461799,0.017141891880981818
"(11.406, 12.65]",0.8418971672647613,0.015923164429786498,0.01790388373299765
"(12.65, 14.062]",0.7398448774131424,0.018458853461857595,0.01621157185061785
"(14.062, 15.693]",0.8805809103502549,0.016516221042290388,0.019044600307692918
"(15.693, 17.608]",0.8856868306214508,0.014076154999397865,0.021361162394093244
"(17.608, 19.895]",0.8308655403841103,0.017582213438745626,0.024303171323516004
"(19.895, 22.678]",0.8129797997057999,0.013682677468892882,0.02542570309585466
"(22.678, 25.793]",0.7621669476787899,0.014875478550143536,0.029756440810680705
"(25.793, 29.162]",0.7998332629806648,0.011625601810545946,0.023066194837441586
"(29.162, 32.281]",0.6928897515998346,0.00974614271792567,0.02291092056960242
"(32.281, 35.044]",0.6286015870357252,0.006282006893239078,0.02020267710949387
"(35.044, 37.614]",0.646287915723903,0.005040535607780433,0.0167908828750544
"(37.614, 40.002]",0.698135382253709,0.004462865777945383,0.014105973180426822
"(40.002, 42.213]",0.6664924893697033,0.003784184754291372,0.013647966397793393
"(42.213, 44.525]",0.6030704731691667,0.0038493012285679743,0.015174633603391656
"(44.525, 46.962]",0.5822881414511683,0.003504320565789849,0.015390434974815324
"(46.962, 49.411]",0.6277509567868022,0.0030786089092589577,0.013255718329880787
"(49.411, 51.915]",0.5997786717678201,0.0026421352478772273,0.013125199883454614
"(51.915, 54.193]",0.5720069542193614,0.002102368881918651,0.012672577497146884
"(54.193, 56.242]",0.5339377411848805,0.0018139176762216101,0.012974054414784345
"(56.242, 58.166]",0.5219261544133427,0.0015402912634231505,0.012703533266264274
"(58.166, 60.05]",0.5773802961548223,0.0013169196131238528,0.010940749290073215
"(60.05, 61.85]",0.6093684494788383,0.0011599382532558019,0.009949989318138142
"(61.85, 63.607]",0.6857035672144053,0.001014573268382407,0.008223529158083222
"(63.607, 65.353]",0.7256645116320414,0.0008693488672119718,0.0072940605559027715
"(65.353, 67.048]",0.6876971689987584,0.0008274940003533118,0.00794995398190315
"(67.048, 68.668]",0.6439894418840874,0.0007295845548210453,0.008575843447401612
"(68.668, 70.216]",0.6487253957600497,0.0005399860906329889,0.008168179486322922
"(70.216, 71.784]",0.7312517632160151,0.0005626687455185368,0.006829174673864434
"(71.784, 73.38]",0.6713669966035254,0.0004452972834289666,0.0075249693413303245
"(73.38, 75.118]",0.6822878814609974,0.00046515353089349464,0.007371401433061535
"(75.118, 76.989]",0.7296888602327185,0.00045259251296344394,0.006686190094965915
"(76.989, 78.993]",0.6380523668504775,0.00039258386580689385,0.0079450060579577
"(78.993, 81.161]",0.7300762413509324,0.0002980069718757831,0.0064706363285337055
"(81.161, 83.559]",0.6181729792104694,0.00021758696352238468,0.008154718925542374
"(83.559, 86.01]",0.7312375956009209,0.00018761066558091178,0.006253539014154251
"(86.01, 88.485]",0.7670465706579385,0.00014050766014760954,0.0056556982316650455
"(88.485, 90.999]",0.754642419154355,8.389547810042993e-05,0.005786376233429204
"(90.999, 93.534]",0.7448278778049657,5.825244540259196e-05,0.005911948648575611
"(93.534, 96.205]",0.7711652906700673,4.409851790579927e-05,0.005478940605350698
"(96.205, 99.019]",0.7573631211474599,3.9764628754665473e-05,0.005680731478010853
"(99.019, 102.003]",0.8046402300547981,3.45752849278547e-05,0.004953105139285103
"(102.003, 105.095]",0.7810815041023074,2.7396882431915377e-05,0.005191370352448623
"(105.095, 108.257]",0.8399475708327862,3.1259491603097985e-05,0.0043889491508861105
"(108.257, 111.141]",0.8269692491829587,2.4383511828257054e-05,0.0045375589318839196
"(111.141, 113.928]",0.8374340251679684,1.4963963616942427e-05,0.004404231021795918
"(113.928, 116.649]",0.8551073386284633,1.789834964523764e-05,0.00412634213831224
"(116.649, 119.431]",0.8969681759181686,9.757962843305013e-06,0.003387095229815585
"(119.431, 122.169]",0.9266538805062668,1.2941773950446065e-05,0.0028165774102083463
"(122.169, 124.783]",0.9403453682127925,8.40147774727441e-06,0.0025200332242791093
"(124.783, 127.235]",0.907971332238087,1.1110973987885267e-05,0.003185470802448035
"(127.235, 129.725]",0.9196555396165738,8.31847759832409e-06,0.002955512428571415
"(129.725, 132.333]",0.920807168356533,5.74652700006057e-06,0.002886324123393212
"(132.333, 135.009]",0.9482969624669286,4.754889391115699e-06,0.0023315512202562645
"(135.009, 137.69]",0.939578665931975,4.924518120155093e-06,0.002530392354424055
"(137.69, 140.64]",0.968543371754495,4.586849775676758e-06,0.001803633191844095
