quantile,score,weight
"(-0.001, 3.211]",0.012359080953767358,0.6803013956670295
"(3.211, 5.192]",0.16667510262898003,0.07105887741177966
"(5.192, 6.939]",0.2433332251662486,0.04137872114771699
"(6.939, 8.647]",0.4705852575106746,0.027123952092709
"(8.647, 10.313]",0.3709760240792482,0.023205780281156788
"(10.313, 11.904]",0.3730438980710729,0.019712716342905376
"(11.904, 13.467]",0.466490470175278,0.016058826249937357
"(13.467, 15.011]",0.5554285792085398,0.01580060830440692
"(15.011, 16.559]",0.56994891709752,0.011952174456422932
"(16.559, 18.16]",0.508547862734358,0.010246418992412347
"(18.16, 19.809]",0.6066353192208328,0.008724472904093563
"(19.809, 21.501]",0.5577466136280587,0.00773490747011133
"(21.501, 23.229]",0.5852553934011938,0.0067571516454597615
"(23.229, 24.979]",0.5032555373644767,0.006347877381338069
"(24.979, 26.776]",0.6379088631852765,0.004952654685493284
"(26.776, 28.569]",0.5818939060566087,0.003751915085804069
"(28.569, 30.431]",0.5862037836598842,0.005166752540867819
"(30.431, 32.517]",0.5673633464827309,0.0039174905655575435
"(32.517, 34.741]",0.7059815049303917,0.0036809973423511644
"(34.741, 37.035]",0.5703439614083033,0.0036627489066961344
"(37.035, 39.4]",0.5979853694084314,0.003426843502855293
"(39.4, 41.811]",0.6777809091206416,0.003462707027699667
"(41.811, 44.358]",0.7781284328914657,0.0029023506482748675
"(44.358, 46.832]",0.7289399591847116,0.002458274820287444
"(46.832, 49.227]",0.7792680093839595,0.0022000476143808644
"(49.227, 51.555]",0.7156770974165022,0.0016819183862230636
"(51.555, 53.764]",0.7398082679603253,0.0013865370606531212
"(53.764, 55.987]",0.3909464750001261,0.001274379149365141
"(55.987, 58.084]",0.7289702536369326,0.0010991943131620637
"(58.084, 60.03]",0.7117162175952697,0.001060798891504906
"(60.03, 61.847]",0.5757667903105236,0.0008697204267511501
"(61.847, 63.57]",0.5986281536248556,0.0008489955121367134
"(63.57, 65.258]",0.5963194333306151,0.0007231918661469537
"(65.258, 66.947]",0.6737391589930516,0.0006237128197729336
"(66.947, 68.708]",0.7359811628695819,0.0005362526559303706
"(68.708, 70.5]",0.7872085933158248,0.000395232039654549
"(70.5, 72.284]",0.775058782227839,0.00033867040598463687
"(72.284, 73.955]",0.6787779544851389,0.00026602218059022554
"(73.955, 75.584]",0.8493167450253162,0.00024270850753749799
"(75.584, 77.263]",0.890647394731998,0.000217698140849015
"(77.263, 78.964]",0.8549154243233479,0.0002073816633197081
"(78.964, 80.601]",0.8864660338707768,0.00016986419873400076
"(80.601, 82.152]",0.9071751659188303,0.000175597409365517
"(82.152, 83.605]",0.8848084386943641,0.00014478263577805714
"(83.605, 84.996]",0.540476108128061,0.0001316947760737134
"(84.996, 86.337]",0.8884755712087035,0.00013257984485230795
"(86.337, 87.635]",0.886494883340325,0.00012530083398888453
"(87.635, 88.948]",0.8457607065104692,0.00012919675557341873
"(88.948, 90.32]",0.8592965662436188,0.00012232306734143682
"(90.32, 91.756]",0.8419028259062812,0.00013816829545724798
"(91.756, 93.329]",0.7885972876027443,0.0001056989928746652
"(93.329, 95.065]",0.8449620703969588,9.269661007150054e-05
"(95.065, 96.929]",0.9209685527589178,7.245156358938405e-05
"(96.929, 98.827]",0.9419337895265842,5.887954559982211e-05
"(98.827, 100.812]",0.942647411522469,4.541565951317916e-05
"(100.812, 102.885]",0.9339423728999566,4.581408255679851e-05
"(102.885, 105.005]",0.8228399688032801,4.359192264094524e-05
"(105.005, 107.241]",0.9703148634208757,4.076971477806314e-05
"(107.241, 109.566]",0.9633642811268226,4.0882364788392993e-05
"(109.566, 111.942]",0.9528816709717998,4.1045312225366584e-05
"(111.942, 114.296]",0.8408721246585055,3.966532166646974e-05
"(114.296, 116.81]",0.863649465846868,3.172391605247723e-05
"(116.81, 119.416]",0.9751096863081662,3.057481626022548e-05
"(119.416, 122.267]",0.9584420908284033,2.9531480297209016e-05
"(122.267, 125.3]",0.967180141376834,2.2317796023070495e-05
"(125.3, 128.45]",0.9264151797309913,2.1579180813725362e-05
"(128.45, 131.832]",0.9572857515475974,1.721046719991992e-05
"(131.832, 135.631]",0.8701523676364911,1.959384205429687e-05
"(135.631, 139.384]",0.9829882107650535,1.9687939742365437e-05
"(139.384, 143.272]",0.8034932484460038,1.1699720243264451e-05
"(143.272, 147.061]",0.9747913378176009,1.0954826310056063e-05
"(147.061, 150.293]",0.9278230273943795,1.0457679012937714e-05
"(150.293, 153.272]",0.9855301941166786,8.898338869022886e-06
"(153.272, 156.045]",0.9740666330317522,1.1535586471439577e-05
"(156.045, 158.711]",0.9884920307154353,2.0023296113413166e-05
"(158.711, 161.29]",0.9673829899005588,1.380774990956222e-05
"(161.29, 163.775]",0.9636824327437225,1.4695174840289005e-05
"(163.775, 166.469]",0.9894747919816528,8.56093146932015e-06
"(166.469, 169.635]",0.9685840596476548,6.994296881351054e-06
"(169.635, 173.203]",0.9762264562465851,7.176893222612809e-06
"(173.203, 177.066]",0.9976658434878097,7.310062350271322e-06
"(177.066, 181.251]",0.9960680883911418,3.37657513449138e-06
"(181.251, 185.671]",0.844659710427807,1.8270920664273066e-06
"(185.671, 190.323]",0.987528983413068,1.7365978980658289e-06
"(190.323, 194.902]",0.9841897057343446,1.8769555807128748e-06
"(194.902, 199.511]",0.9890413581845475,2.854244944923279e-06
"(199.511, 204.389]",0.9729284160479007,2.01080815044028e-06
"(204.389, 209.894]",0.9691219769276754,1.0333612772480948e-06
"(209.894, 216.791]",0.9757441356392107,9.132375981942817e-07
"(216.791, 224.97]",0.9871537666314696,8.293036147002019e-07
"(224.97, 234.117]",0.9862812556143997,1.2297948668532422e-06
"(234.117, 243.933]",0.9738884631633583,7.196205654158961e-07
"(243.933, 254.078]",0.9938905231239534,3.6195383384076005e-07
"(254.078, 264.795]",0.9707216975501256,5.994466312027574e-07
"(264.795, 277.455]",0.9980881388883917,2.779821589771866e-07
"(277.455, 291.861]",0.9942329856086636,2.727059292066984e-07
"(291.861, 312.377]",0.9898146764573023,1.7846656734834026e-07
"(312.377, 348.792]",0.9859052025607649,7.081628306287053e-08
"(348.792, 444.055]",0.9375762919393144,1.0276417423820898e-09
"(444.055, 1442.945]",0.9981936497175558,3.211192289145839e-13
