distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 2.153]",0.00017733265011234226,0.00019921592014802823,1.834176873498069e-07,2.4170921357965065e-07,0.47401017375029086,0.5325041545556795
"(2.153, 3.119]",3.188421337069541e-05,2.6239428900799734e-05,4.4084297738376265e-09,1.8333286413337653e-09,0.08525838655323952,0.07016423288073849
"(3.119, 3.875]",1.8839214586548204e-05,1.67788237001037e-05,3.424144696578364e-09,8.833000984601141e-10,0.0503383813752568,0.044833016926677086
"(3.875, 4.522]",1.1941084248951109e-05,1.325513336154599e-05,9.75458721542133e-10,5.767533000143703e-10,0.031930459281695266,0.03544422660877398
"(4.522, 5.107]",1.007937976204513e-05,1.0518138933966072e-05,7.36278922933817e-10,3.529470760225803e-10,0.026932102724184587,0.028104467231557347
"(5.107, 5.635]",8.193519515266782e-06,8.706610140286748e-06,7.952779372677225e-10,2.4493120052001544e-10,0.021909471183823373,0.023281475515126767
"(5.635, 6.128]",6.039405557233886e-06,7.083033596434012e-06,2.4332511173997494e-10,1.8852295663363946e-10,0.016137291648928943,0.01892586576967168
"(6.128, 6.599]",6.0733619980128425e-06,6.701627525394422e-06,4.3181758099915636e-10,1.311223351861956e-10,0.01624016998268634,0.017920152002904685
"(6.599, 7.053]",5.751182081607873e-06,5.431299370131566e-06,4.3036640556687586e-10,9.339085941372488e-11,0.015367158522056236,0.014512431916991544
"(7.053, 7.474]",4.673254818357075e-06,4.7326215013174326e-06,1.6048297829598365e-10,5.808335719574703e-11,0.012486936874650105,0.01264556465152018
"(7.474, 7.904]",3.5395889714621474e-06,4.4066368382361895e-06,9.946326995614947e-11,8.363608156516469e-11,0.009464860909689782,0.011783346905443571
"(7.904, 8.308]",4.222213462221754e-06,4.257055871656202e-06,2.617552215763581e-10,7.80447861630767e-11,0.011281754371056527,0.011374853289065373
"(8.308, 8.691]",3.914940851123834e-06,3.825758364120789e-06,1.4827767428670203e-10,5.037036572451006e-11,0.010468551835905133,0.01023007786565899
"(8.691, 9.084]",3.309185565231136e-06,3.343961896783195e-06,8.984952736266047e-11,3.373576619270729e-11,0.008842143830297595,0.008935066188204697
"(9.084, 9.455]",3.4304289584411704e-06,3.2826897255935776e-06,1.822278616163639e-10,5.452353283543975e-11,0.00917296703487169,0.008777912326237227
"(9.455, 9.831]",3.3775173870866946e-06,2.9953863633729333e-06,2.7443876339083594e-10,4.031388603701287e-11,0.009024726458295648,0.008003672362932477
"(9.831, 10.182]",2.987116018874351e-06,2.909288007472512e-06,9.330342030934253e-11,2.931890144050096e-11,0.007981574002432266,0.0077736175559665515
"(10.182, 10.537]",2.6441805586346716e-06,2.7636999823620037e-06,1.232489019910264e-10,5.1422821988467567e-11,0.007070538813789112,0.007390133752835998
"(10.537, 10.884]",3.0011634735751224e-06,2.51371352573727e-06,1.4936697954668904e-10,3.38876241277941e-11,0.008019108801392727,0.006716642540769986
"(10.884, 11.233]",2.073443405184543e-06,2.0957925533488746e-06,5.600198617297335e-11,1.686699887181572e-11,0.005544387665463469,0.0056041492876548905
"(11.233, 11.587]",2.1177244332234613e-06,1.9600818463159053e-06,5.227341955827603e-11,1.489599708221911e-11,0.005658559685573088,0.005237338693356099
"(11.587, 11.917]",2.2910681657234458e-06,1.8813378192144573e-06,1.0935475154624668e-10,1.2811836817089236e-11,0.006126316275144494,0.0050306973285794586
"(11.917, 12.256]",2.118573121255148e-06,1.8600431243868886e-06,5.398755709547563e-11,1.3449361944067289e-11,0.005660827379993755,0.004970035228361766
"(12.256, 12.591]",2.0206435013051634e-06,1.6668167520351483e-06,6.938612798026304e-11,1.5413992969732925e-11,0.005403200722490007,0.004457067994941987
"(12.591, 12.894]",1.7627538330142446e-06,1.5289262398600583e-06,3.6475382861679546e-11,9.134406293067003e-12,0.004710078241814061,0.0040852909129060755
"(12.894, 13.237]",1.587998961209394e-06,1.5212258471966431e-06,3.107666053086838e-11,8.114447090395674e-12,0.0042431332243515005,0.00406471546370943
"(13.237, 13.555]",1.804874592971199e-06,1.6271495911899948e-06,6.173323934778588e-11,1.4714387402476685e-11,0.0048262346616049865,0.004350998006842046
"(13.555, 13.88]",1.8323245879295523e-06,1.2725562703246488e-06,6.880437695545415e-11,6.422183885529198e-12,0.004895971298947764,0.0034002703543074613
"(13.88, 14.211]",1.987010281825262e-06,1.345831147804884e-06,5.2924545753128376e-11,9.46420341494782e-12,0.005313265493600752,0.00359875248923026
"(14.211, 14.523]",1.4830738776470635e-06,1.290413215380326e-06,3.978951428151568e-11,8.774099849726706e-12,0.003962773401072954,0.003447984111496231
"(14.523, 14.836]",1.4383753576995922e-06,1.275385454130046e-06,2.8483101197918318e-11,1.056250503006398e-11,0.0038462157064887096,0.0034103807043437432
"(14.836, 15.156]",1.3108421808499045e-06,1.0028433790190124e-06,2.1391801712055427e-11,4.958124250336624e-12,0.0035025703072309447,0.0026795975087388012
"(15.156, 15.473]",1.6791528598359848e-06,1.206332754397931e-06,5.914604994884268e-11,8.115199233289746e-12,0.004490054747201423,0.0032257337852600676
