distance,model_mean,sampers_mean,model_variance,sampers_variance,model_sum,sampers_sum
"(-0.001, 22.405]",0.0,0.0,0.0,0.0,0.0,0.0
"(22.405, 35.395]",0.0,0.0,0.0,0.0,0.0,0.0
"(35.395, 46.554]",0.0,0.0,0.0,0.0,0.0,0.0
"(46.554, 56.061]",0.0,0.0,0.0,0.0,0.0,0.0
"(56.061, 64.93]",0.0,0.0,0.0,0.0,0.0,0.0
"(64.93, 73.165]",0.0,0.0,0.0,0.0,0.0,0.0
"(73.165, 80.94]",0.0,0.0,0.0,0.0,0.0,0.0
"(80.94, 88.329]",0.0,0.0,0.0,0.0,0.0,0.0
"(88.329, 95.338]",0.0,0.0,0.0,0.0,0.0,0.0
"(95.338, 102.07]",4.2811017668513175e-06,6.192792357374794e-06,1.6946170652497158e-09,8.269654227575826e-10,0.01991568541939235,0.028808870046507527
"(102.07, 108.851]",1.4036798922073912e-05,1.556160357802473e-05,1.5726112043842535e-08,1.3481193735109069e-09,0.06527111498764354,0.07236145663781508
"(108.851, 115.402]",1.453074687288954e-05,1.5208645404943396e-05,3.327082788339481e-08,2.1294990960053437e-09,0.06759703445268206,0.07075061842379658
"(115.402, 121.788]",8.87850978589974e-06,1.2410702300204675e-05,5.084940282415984e-09,1.4257004942528276e-09,0.04128507050443378,0.057709765695951945
"(121.788, 128.103]",6.687268453329797e-06,1.1090356787066763e-05,3.73557170991635e-09,1.0244614205130734e-09,0.03110917284489024,0.05159233977343475
"(128.103, 134.5]",5.718551995137161e-06,1.0818847826977324e-05,2.5162680503350837e-09,9.051205725168814e-10,0.0266027038813781,0.05032928009109841
"(134.5, 140.658]",5.908585737799468e-06,9.393690664845558e-06,3.0878983716548973e-09,6.090312018887234e-10,0.02747492368076755,0.043680661591531916
"(140.658, 146.534]",9.249679729839367e-06,7.802111302264957e-06,1.5853482123592564e-08,2.9030103230061175e-10,0.043029510103212674,0.036295421778136515
"(146.534, 152.416]",3.0311450466027578e-06,7.957485654661721e-06,7.132474926743397e-10,6.985824407454098e-10,0.014100886756796044,0.03701822326548638
"(152.416, 158.282]",9.066083936306067e-06,7.254236166114963e-06,1.5127317661602876e-08,7.501146011292579e-10,0.042157290303823224,0.03373219817243452
"(158.282, 164.09]",6.874761961367084e-06,6.929871299732205e-06,1.0557561938153819e-08,5.727849705756349e-10,0.03198139264427968,0.03223776128635417
"(164.09, 169.751]",5.345863286580471e-06,6.0049731239920705e-06,8.967129383739821e-09,4.60799345438569e-10,0.024858264282599213,0.02792312502656319
"(169.751, 175.259]",6.249783601242802e-06,5.533153274959131e-06,1.0029617815999956e-08,2.650639185300321e-10,0.02907399331298153,0.025740229035109866
"(175.259, 180.935]",3.2186385546400442e-06,5.441395931322666e-06,1.6298888827359479e-09,2.967037296580983e-10,0.01497310655618549,0.02531337387251313
"(180.935, 186.282]",4.470517251350921e-06,4.667795108193339e-06,4.748329408895669e-09,2.0661709128698505e-10,0.020787905218781797,0.021705247253098955
"(186.282, 191.76]",2.562411276509549e-06,4.698636308826716e-06,8.930715490965295e-10,1.9899892805783059e-10,0.011920337258322429,0.021858056108661907
"(191.76, 197.086]",3.376334707313983e-06,4.3793613418837275e-06,2.6341286966155805e-09,1.4081329463551054e-10,0.015699956389010027,0.020364030239759343
"(197.086, 202.626]",3.749870160745681e-06,3.884303189212294e-06,6.5923747362709714e-09,8.731286961850326e-11,0.01744439598778892,0.018069778436215524
"(202.626, 207.999]",3.9373636687829665e-06,3.473827274285173e-06,5.7185559927899874e-09,6.944606518036766e-11,0.018316615787178366,0.016160244479974613
"(207.999, 213.47]",2.9386616896992072e-06,2.8383754234949808e-06,8.409786831447784e-09,5.932119069624611e-11,0.01366477685710132,0.013198445719251682
"(213.47, 218.954]",2.1249264244225533e-06,2.9208095624166583e-06,1.2677003606279025e-09,7.797658138878513e-11,0.00988515772641372,0.013587606084362346
"(218.954, 224.269]",3.718621242739467e-06,2.5333161975128545e-06,7.896630228582421e-09,2.9272249294715746e-11,0.01729902602122401,0.01178498695082976
"(224.269, 229.603]",1.6256426368548807e-06,2.221801418131194e-06,5.610093246260229e-10,2.945764911753588e-11,0.007559238261375199,0.01033137659431007
"(229.603, 234.752]",2.374917768472264e-06,2.3036041664366014e-06,7.122522304524058e-10,4.220654495055603e-11,0.011048117458932982,0.010716366582263088
"(234.752, 239.974]",1.6569049952559365e-06,2.243812174745299e-06,6.654551498098081e-10,4.7285293339871624e-11,0.007704608227940106,0.010433726612565628
"(239.974, 245.254]",1.4686991462920587e-06,2.5567561115213945e-06,3.5678929780590255e-10,1.1969508164250534e-10,0.00683238842855066,0.01189402943079752
"(245.254, 250.51]",2.1249264244225533e-06,2.092718570582739e-06,1.7038889242040575e-09,3.081020300259618e-11,0.009885157726413723,0.00973532679035094
"(250.51, 255.844]",2.5322510304854874e-06,2.1006197887709762e-06,2.343654050016495e-09,4.638115250014411e-11,0.01177496729175752,0.009767882017785064
"(255.844, 261.162]",9.687164581926351e-07,1.9176512200563327e-06,1.762629906108395e-10,2.7685960395894607e-11,0.004506468963512138,0.008920913475702034
"(261.162, 266.661]",5.908585737799471e-06,1.8402540986598523e-06,2.297938069810193e-08,2.3068510768795885e-11,0.027474923680767552,0.008557181558768306
"(266.661, 272.129]",5.624805241118527e-07,1.6727634504054023e-06,9.964342678781933e-11,1.8335710085135267e-11,0.0026166593981683376,0.007781695571285933
"(272.129, 277.715]",1.2812056382547748e-06,1.6336300869643858e-06,3.573049979563376e-10,2.016567845476246e-11,0.005960168629161214,0.007599647164558308
"(277.715, 283.342]",1.594380278453826e-06,1.5276091043577443e-06,1.4202256789969171e-09,1.907688691572736e-11,0.007413868294810291,0.007103382335263514
"(283.342, 289.14]",1.3124545562609889e-06,1.566019138558463e-06,3.5268030058482146e-10,2.2974484310044803e-11,0.006105538595726122,0.0072851210325740046
"(289.14, 295.075]",6.249783601242808e-07,1.4062204573210307e-06,9.048193547953161e-11,1.2246342458770142e-11,0.002907399331298153,0.0065417375674574315
"(295.075, 301.331]",1.0629201856358838e-06,1.226462396396192e-06,1.0261722898752654e-09,9.167281121123304e-12,0.004942578863206861,0.005703050143242295
"(301.331, 307.68]",2.71865586654062e-06,1.2066004466645521e-06,3.6047938632529036e-09,1.0888827349208815e-11,0.012647187091146967,0.005613105277883499
"(307.68, 313.891]",3.7827453665277035e-06,1.1702861559200128e-06,4.626730596726039e-09,8.05710686558473e-12,0.01758976595435383,0.005441830625028054
"(313.891, 320.547]",2.2499220964474095e-06,1.168282066546124e-06,3.275438250720937e-09,9.755763912622663e-12,0.010466637592673352,0.005434848173572594
"(320.547, 326.988]",2.4686645224909077e-06,1.0605425208526072e-06,1.5523697737641454e-09,5.8194679078955945e-12,0.011484227358627707,0.004933643807006316
"(326.988, 333.082]",3.1262358401055397e-06,1.1868473198862642e-06,3.5630547822768603e-09,1.8202795901027372e-11,0.014536996656490768,0.005518840037471136
"(333.082, 339.529]",1.5936948183169146e-06,1.0792834048890106e-06,4.6545357040648665e-10,1.2046159741154847e-11,0.0074138682948102904,0.005020826399543681
"(339.529, 346.178]",1.0316578272348287e-06,1.0826649371341844e-06,4.580395928113677e-10,1.089654184873382e-11,0.004797208896641953,0.005034391957673979
"(346.178, 352.733]",1.4686991462920592e-06,1.1028895390242016e-06,4.930982239234557e-10,1.5774856754920666e-11,0.00683238842855066,0.005130642135540591
"(352.733, 359.7]",4.3748485208699637e-07,9.487637302098885e-07,1.179429684884326e-10,1.0263968625041321e-11,0.002035179531908707,0.0044136488729364124
"(359.7, 366.652]",1.219231977641161e-06,9.721906226657364e-07,4.394349510883702e-10,6.7230594214374655e-12,0.005669428696031399,0.004520686395395664
"(366.652, 373.677]",8.437207861677789e-07,9.463290641447735e-07,5.036310088134434e-10,7.779367141941397e-12,0.003924989097252507,0.004402322806401495
"(373.677, 380.777]",1.8124372443604125e-06,1.0158893633057778e-06,1.3961526730904174e-09,1.1659862416405969e-11,0.008431458060764644,0.004725917318098492
