distance,model_sum,groundtruth_sum,benchmark_sum
"(-0.001, 2.153]",0.41975569334190876,0.47401017375029086,0.7424373779056999
"(2.153, 3.119]",0.06817940238995214,0.08525838655323952,0.036573383731548594
"(3.119, 3.875]",0.04363760515852057,0.0503383813752568,0.02332843992864106
"(3.875, 4.522]",0.03530274848562827,0.031930459281695266,0.01844852099732982
"(4.522, 5.107]",0.028605623821564487,0.026932102724184587,0.013431817919108552
"(5.107, 5.635]",0.02480473131862654,0.021909471183823373,0.01054008546119376
"(5.635, 6.128]",0.020362332405625953,0.016137291648928943,0.009767544011744171
"(6.128, 6.599]",0.01934115444992309,0.01624016998268634,0.009033533307903041
"(6.599, 7.053]",0.016309717887773093,0.015367158522056236,0.007264972084474807
"(7.053, 7.474]",0.014970314939415788,0.012486936874650105,0.007164792145892815
"(7.474, 7.904]",0.013635638648980465,0.009464860909689782,0.006459679501258029
"(7.904, 8.308]",0.013160114877573513,0.011281754371056527,0.00714167369852774
"(8.308, 8.691]",0.01233251005211745,0.010468551835905133,0.006105196641660213
"(8.691, 9.084]",0.01045162996599994,0.008842143830297595,0.003587212416147465
"(9.084, 9.455]",0.011044770574070193,0.00917296703487169,0.004675705979586411
"(9.455, 9.831]",0.0098769563005086,0.009024726458295648,0.0041555409138722245
"(9.831, 10.182]",0.009956979718350545,0.007981574002432266,0.0045408483699568075
"(10.182, 10.537]",0.009414623202372298,0.007070538813789112,0.00414590822747011
"(10.537, 10.884]",0.008892602307686303,0.008019108801392727,0.0038338091880415976
"(10.884, 11.233]",0.00725190239737189,0.005544387665463469,0.003323276808729526
"(11.233, 11.587]",0.007124502478032858,0.005658559685573088,0.0032385091683909176
"(11.587, 11.917]",0.006554995159572521,0.006126316275144494,0.002941822427205789
"(11.917, 12.256]",0.0066560137323702535,0.005660827379993755,0.003045855440348626
"(12.256, 12.591]",0.006065291414399621,0.005403200722490007,0.0021904728878408527
"(12.591, 12.894]",0.006093431517377009,0.004710078241814061,0.0026432091487402377
"(12.894, 13.237]",0.005822033414833374,0.0042431332243515005,0.002404318525967796
"(13.237, 13.555]",0.006230834363946284,0.0048262346616049865,0.002675960282507427
"(13.555, 13.88]",0.0048821979442995244,0.004895971298947764,0.001953508802348834
"(13.88, 14.211]",0.005207897651807337,0.005313265493600752,0.0018918596093753012
"(14.211, 14.523]",0.0048818681774677585,0.003962773401072954,0.001820577729999653
"(14.523, 14.836]",0.005143593119612915,0.0038462157064887096,0.0019419495786662968
"(14.836, 15.156]",0.003802211570265013,0.0035025703072309447,0.0015874667190684806
"(15.156, 15.473]",0.005019490868591546,0.004490054747201423,0.00206332142733294
"(15.473, 15.797]",0.004043161202008896,0.0035572412976864875,0.001828283879121345
"(15.797, 16.125]",0.004010514285664036,0.0034367714734424813,0.0015084786905711412
"(16.125, 16.426]",0.004115160293611197,0.0030892669873219805,0.001737736626941468
"(16.426, 16.749]",0.003892127993059947,0.003400789564386434,0.001180967352899246
"(16.749, 17.059]",0.004089768247565195,0.0032268367556196774,0.0014121518265499957
"(17.059, 17.378]",0.0035900615751620502,0.0027720395520163385,0.001115465085364867
"(17.378, 17.704]",0.003896964573259186,0.003050660313671775,0.001512331765131987
"(17.704, 18.024]",0.003952695167827684,0.0030124446793389965,0.0016105851664335556
"(18.024, 18.341]",0.003587973051894197,0.002286486713194046,0.0014449029603171852
"(18.341, 18.659]",0.0034665089355269568,0.002899889399742041,0.0010865670261585234
"(18.659, 18.989]",0.003201266480509626,0.003111648288374116,0.0014371968111954935
"(18.989, 19.311]",0.00298032270322623,0.00218291147455208,0.0008669417761903111
"(19.311, 19.639]",0.003490032302859617,0.001972320934633203,0.0013312372607722333
"(19.639, 19.982]",0.0035298241672260793,0.0024111196874687197,0.0011077589362431754
"(19.982, 20.313]",0.0028934841041944473,0.0024521135343723707,0.0012541757695553168
"(20.313, 20.659]",0.002844788535370296,0.0022479718842004794,0.0010056524603807607
"(20.659, 21.0]",0.002696833150184499,0.0023712897123326928,0.0009440032674072277
"(21.0, 21.344]",0.0028376435873486935,0.002208744404333314,0.0010807874143172545
"(21.344, 21.704]",0.0028662233794351025,0.0025678344962522864,0.0009574890283701879
"(21.704, 22.058]",0.0022084484723386634,0.002052776227238128,0.0006897003463914031
"(22.058, 22.405]",0.002622415768482579,0.0021154028687166487,0.0011482162191320565
"(22.405, 22.778]",0.002424006058036544,0.0021465733332915833,0.0007031861073543634
"(22.778, 23.156]",0.0024043299704078237,0.0017319735169756408,0.0007918068222538175
"(23.156, 23.529]",0.002537335925886883,0.0023284065538233516,0.0009151052082008839
"(23.529, 23.903]",0.0022018531357033385,0.0018643647969017643,0.0005721815722856054
"(23.903, 24.293]",0.001978820835152089,0.001951578438124294,0.0004854873946665742
"(24.293, 24.694]",0.0019069316658270436,0.001732850549683207,0.0006126388551744865
"(24.694, 25.083]",0.0020282858599170285,0.0017036614242324744,0.0005933734823702574
"(25.083, 25.48]",0.001884067832157916,0.0014098620727737566,0.0007070391819152093
"(25.48, 25.903]",0.001991351974759207,0.0018422807544268504,0.0008110721950580467
"(25.903, 26.307]",0.0019399083490036699,0.0013787190167435196,0.0007166718683173239
"(26.307, 26.728]",0.001694232059337804,0.0017305606791820137,0.0007243780174390154
"(26.728, 27.172]",0.0018739549826504174,0.0016980181333501251,0.0005047527674708033
"(27.172, 27.613]",0.0017894247514409986,0.001477282230959059,0.0008534560152273507
"(27.613, 28.072]",0.001477025639481092,0.0012557364626659515,0.00044888318633853886
"(28.072, 28.537]",0.0017290774212277726,0.0010463081325108256,0.0005606223486030678
"(28.537, 29.02]",0.001460537297892779,0.0011624842978915915,0.00031595211398935787
"(29.02, 29.508]",0.0016909343910201412,0.001310044819203215,0.0005933734823702574
"(29.508, 30.008]",0.0014685616241324247,0.0011527453100433223,0.00035255632231739317
"(30.008, 30.531]",0.0013051071978536135,0.000976279541360877,0.00045080972361896183
"(30.531, 31.055]",0.0012726801260632644,0.0011591872594406932,0.0005914469450898345
"(31.055, 31.61]",0.001320056627560351,0.000910131363736321,0.0004045728288888119
"(31.61, 32.159]",0.0011932063196075952,0.0007398243987583382,0.00023118447365074962
"(32.159, 32.722]",0.0011065875651303232,0.0010956261413601542,0.00036796862056077647
"(32.722, 33.318]",0.00117627828891026,0.0006776425491216297,0.0003718216951216223
"(33.318, 33.942]",0.0009324706779577365,0.0009911355835468699,0.0002254048618094809
"(33.942, 34.577]",0.0008802575962614114,0.0007082784426874959,0.0004296178135343098
"(34.577, 35.243]",0.000972042697769688,0.0008578872663012596,0.0002388906227724413
"(35.243, 35.953]",0.0009358782685526544,0.0006358248493265954,0.00019843333988356007
"(35.953, 36.688]",0.0008575036848695392,0.0008101903239113317,0.0001406372214708727
"(36.688, 37.433]",0.0007701154744514797,0.0005628863919993658,0.00012715146050791228
"(37.433, 38.256]",0.0009154327249831462,0.0004457713007076929,0.0002716417565396308
"(38.256, 39.126]",0.000825846069019978,0.00047373750095969615,0.00014256375875129558
"(39.126, 40.055]",0.0008061699813912577,0.00048805336909992034,0.00011751877410579773
"(40.055, 41.052]",0.0006986659942354559,0.0004114339673612779,0.0001541229824338331
"(41.052, 42.126]",0.000742305138305858,0.0003070037793217118,0.00011944531138622063
"(42.126, 43.271]",0.0006113877060946516,0.0002554721807074699,0.00012715146050791228
"(43.271, 44.547]",0.0005603837694481363,0.00028847317554178415,0.00010017993858199151
"(44.547, 45.989]",0.0006908615125503211,0.0003422204847176488,0.00026393560741793916
"(45.989, 47.528]",0.0006974568491856463,0.00023515967925009785,0.0003448501731957015
"(47.528, 49.428]",0.0007063605536433354,0.00021955351981413538,0.00011751877410579773
"(49.428, 51.466]",0.0007251572630540123,0.0003334893766859041,0.0001444902960317185
"(51.466, 54.047]",0.0007377983249383858,0.00019842823810414285,0.0001965068026031372
"(54.047, 57.445]",0.0007473615630596074,5.587720719024778e-05,5.3943043851841587e-05
"(57.445, 61.969]",0.0006092991828267987,0.00017326710635911114,3.082459648676662e-05
"(61.969, 69.585]",0.0006804188962110561,7.748888596376645e-05,0.00013871068419044974
"(69.585, 127.43]",0.0004546385387284213,9.931857946730402e-05,1.7338835523806225e-05
