distance,model_mean,sampers_mean,model_variance,sampers_variance,model_sum,sampers_sum
"(224.97, 234.117]",9.632872986802582e-10,1.332475422945415e-11,4.825888226044884e-15,2.4658930834094906e-20,8.89056379443957e-05,1.2297948668532422e-06
"(234.117, 243.933]",2.87548447367241e-10,7.797046020498657e-12,5.722670571096066e-16,1.5386439533794805e-20,2.6538996401312152e-05,7.196205654158957e-07
"(243.933, 254.078]",5.03209782892672e-10,3.92174825926676e-12,8.582713903441322e-16,1.7405307081021457e-21,4.644324370229627e-05,3.6195383384076005e-07
"(254.078, 264.795]",1.8258930738962912e-09,6.494827849557538e-12,3.473754258603427e-14,3.862657306405788e-21,0.00016852262714833218,5.994466312027573e-07
"(264.795, 277.455]",1.1358163671006032e-09,3.011920157076204e-12,3.2229467877947194e-15,8.249245145150269e-22,0.000104829035785183,2.7798215897718665e-07
"(277.455, 291.861]",1.68215841709836e-09,2.9547525213632883e-12,1.8140657137426402e-14,8.58705348322787e-22,0.0001552531289476761,2.7270592920669834e-07
"(291.861, 312.377]",1.7252906842034472e-09,1.933674641345564e-12,1.4382080191758378e-14,4.315410622005916e-22,0.00015923397840787287,1.7846656734834026e-07
"(312.377, 348.792]",3.982459696608439e-09,7.67273587835579e-13,7.333870885580552e-14,9.650734408954492e-23,0.00036756510015817324,7.081628306287054e-08
"(348.792, 444.055]",8.81335991180597e-09,1.1134437150650223e-14,1.4089206532907048e-13,4.838871342001218e-26,0.0008134202397002174,1.02764174238209e-09
"(444.055, 1442.945]",7.346862830233015e-09,3.479307743890003e-18,8.249793415974784e-14,1.2219091114767793e-31,0.0006780713580535256,3.211192289145839e-13
