zone,groundtruth,model
10201,12.9717868338558,23.721464131944842
10202,12.1728,12.190984999832258
10601,13.557275541795665,32.9053127357656
10602,10.4,25.650389613275916
10603,13.8,33.97237328108999
10701,10.059925093632959,20.944419791117426
10703,12.162079510703364,11.743137200568562
10704,9.668041237113401,24.72687628901536
11101,7.585585585585585,35.97850266488889
11102,12.216666666666667,15.654207720415886
11103,7.555926544240401,37.1103618032966
11401,9.730077120822623,16.9320427957171
11402,16.74251497005988,32.69842531446203
11501,8.259720062208398,50.69209065667722
11502,14.989795918367347,38.424463770287225
11503,15.109756097560975,14.247969171267814
11504,11.26530612244898,12.336021032171141
11601,6.956661316211878,28.68824252605731
11602,9.1175,44.72338668993094
11603,6.575289575289576,26.180111569158825
11701,3.0921658986175116,27.302067272004678
11702,4.704022988505747,42.89463558285722
11703,3.229799851742031,45.96070074753844
11801,4.003802281368821,43.7990468552798
11802,4.162374020156775,37.615428397765726
11901,6.779829545454546,29.41714523526968
11902,4.811965811965812,15.244715707078132
11903,6.234493192133131,67.30392260177813
11904,6.015978695073236,101.23171898835254
12001,5.7928730512249444,29.01942563617306
12002,4.136666666666667,31.92575317726577
12003,4.173601147776184,28.20193728931279
12101,4.155864197530864,33.46894483107036
12102,7.333333333333333,18.035544414007195
12103,6.403453689167975,27.13664183022236
12104,5.173758865248227,39.326681071314106
12201,3.4944444444444445,32.15172498058463
12202,6.709090909090909,37.30132502410972
12203,5.090346534653466,45.58469652968709
12301,13.031746031746032,56.043537222864224
12302,10.458715596330276,32.5547902077684
12303,20.939226519337016,111.50115380572123
12401,13.166666666666666,63.01922312193285
12403,11.683860232945092,36.165902816910844
12404,10.981132075471699,6.67305554621927
12405,10.86970684039088,22.818439994017975
12501,5.870069605568445,31.68896210126578
12502,6.643939393939394,11.322442399055236
12503,6.345299145299145,64.22214803137592
12504,6.576,20.151239788715475
12601,6.1066666666666665,10.05037803162725
12602,5.255742725880551,22.804884269273305
12701,11.225806451612904,33.12897369473171
12702,8.72817133443163,83.7068127230873
12703,9.215384615384615,18.06775773562652
12801,9.869140625,38.565163341714715
12802,7.982905982905983,44.581407197381345
