distance,model_sum,groundtruth_sum,groundtruth_true_sum,benchmark_sum
"(236.778, 241.542]",0.0005360532783262829,0.0004066413468539464,0.0003189826809517366,0.00016569296479945018
"(241.542, 246.2]",0.000505887083710285,0.00017304094703219868,1.192303602274015e-06,0.0003007020472286318
"(246.2, 250.903]",0.00044434804669364934,0.00030782756753712287,0.0010562749522650178,0.00011659875300702048
"(250.903, 255.827]",0.0004371081599858097,6.440747807263596e-05,1.947620745219897e-05,0.00010432520005891308
"(255.827, 260.681]",0.0006527964514901951,0.00021486602603755476,0.000317818550452949,0.00016569296479945018
"(260.681, 265.618]",0.000591559076419719,0.00025752850404825954,1.9673496189509998e-05,0.00014114585890323534
"(265.618, 270.789]",0.0003411796611069364,0.00022718532960804504,0.00027894235721568267,0.00023319750601404095
"(270.789, 276.057]",0.00027240073738246125,0.00033313992620985993,5.3110837422193673e-05,0.00014114585890323534
"(276.057, 281.337]",0.0003544527867379755,0.00021987184769727504,0.00034772114672329763,7.364131768864451e-05
"(281.337, 286.813]",0.00037888740437693375,0.00030247502084548557,6.791984702309078e-05,0.00023319750601404098
"(286.813, 292.854]",0.0004093552609390917,0.00025752298194392563,0.00010534070967211711,0.00014114585890323534
"(292.854, 299.344]",0.000317650029306458,0.00028526876031716164,8.994914587843363e-05,0.00010432520005891307
"(299.344, 306.042]",0.0002923104258290198,0.0003641752346694767,0.000677025458311093,9.205164711080564e-05
"(306.042, 312.461]",0.00041870678127005107,0.0001466729557319139,2.4092312153549556e-05,0.00010432520005891307
"(312.461, 318.929]",0.0006666729010135539,0.00034181422534295276,0.0,0.0003927536943394372
"(318.929, 325.735]",0.0004555095387015686,0.00027059638027696547,0.00037635392207823566,0.00022092395306593356
"(325.735, 331.96]",0.00034178298499925637,0.0002348636841212564,5.300310082943867e-05,7.977809416269824e-05
"(331.96, 337.869]",0.00042413669630093074,0.00027824475734371614,0.0,0.00011046197653296677
"(337.869, 343.567]",0.0002506810772589427,0.0001454914902163517,5.232796492951213e-05,0.00022092395306593356
"(343.567, 348.932]",0.0002241348259968646,0.0003731114848265399,2.7416800202509557e-05,0.00013500908242918163
"(348.932, 354.605]",0.00014841767751070972,2.125923468997839e-05,0.0003775402887792301,7.364131768864452e-05
"(354.605, 360.963]",0.00021478330566590515,0.00028483477025582964,0.00021213577694132913,6.750454121459081e-05
"(360.963, 367.143]",0.0001897453641346269,0.00023852585891420643,8.333316191553786e-06,3.6820658844322255e-05
"(367.143, 372.931]",0.00012036311651783172,5.31099237054943e-05,0.00010500031543385992,4.909421179242968e-05
"(372.931, 378.847]",0.00020995671452734554,0.00015245426444288388,3.847853033300596e-05,9.818842358485936e-05
"(378.847, 384.301]",0.0002012085180887061,0.00011817592279655271,0.00014178063600878718,0.00011659875300702048
"(384.301, 388.862]",0.00033906802748381664,8.866426484471014e-05,4.790425192489506e-06,7.364131768864451e-05
"(388.862, 393.082]",0.000260635921482222,0.00036795238708749265,8.75857422546943e-07,0.0010923462123815606
"(393.082, 397.089]",0.0003535478008994956,0.0002070405385623215,1.5996962581836718e-06,0.00013500908242918163
"(397.089, 401.063]",0.000549628065903482,0.00019278599477608207,0.000283221039625136,0.0005952673179832096
"(401.063, 405.721]",0.000304075241729259,0.00027672822676983133,5.009644292149628e-05,0.00018410329422161126
"(405.721, 411.394]",0.0002711940895978213,3.230307549289299e-05,0.0001268196825722821,9.205164711080564e-05
"(411.394, 418.214]",0.00023529631800478368,0.00024535783269745106,7.647883193551385e-07,9.205164711080564e-05
"(418.214, 424.943]",0.00021900657291214489,0.00012538777841723074,0.00011388626577617471,0.00011046197653296678
"(424.943, 432.135]",0.00013755784744895052,0.00017251375902939818,0.00010922293339671716,9.205164711080564e-05
"(432.135, 440.565]",0.00017194730931118808,0.0001157597094133387,0.00011120086845101578,9.205164711080564e-05
"(440.565, 450.007]",0.00017737722434206776,0.00019871137095203763,0.000373936844383339,8.591487063675193e-05
"(450.007, 459.74]",0.00014902100140302968,9.44032819922532e-05,5.0900580041099906e-05,0.00015341941185134276
"(459.74, 469.395]",0.0002524910489359026,0.00022107913854056655,4.007843171220508e-05,7.977809416269822e-05
"(469.395, 478.594]",0.0001650090845495086,0.0001047254688308564,0.00013932283760599958,0.00023319750601404095
"(478.594, 486.868]",0.0001185531448408718,0.00012376527123717244,4.127500195124224e-05,0.00014728263537728902
"(486.868, 495.008]",9.864345639431318e-05,0.0001191761731067021,0.00020589826476626473,1.8410329422161128e-05
"(495.008, 502.93]",0.0001972869127886264,0.00038595767355625323,0.00047975605793363463,0.0001963768471697187
"(502.93, 511.03]",0.0002515860630974226,0.00033570566607257096,7.093275753408688e-05,0.0005707202120869948
"(511.03, 517.096]",0.0004054336556390121,7.020804046403662e-05,4.115845877009826e-06,0.00043571112965781327
"(517.096, 526.64]",0.0002280564312969443,0.0004269690453228935,4.6915025406435386e-05,8.591487063675195e-05
"(526.64, 541.038]",0.00022745310740462436,5.015514371336229e-05,9.208051190620206e-05,0.00016569296479945016
"(541.038, 562.399]",0.00019789023668094634,0.00043447910001443823,0.000350863661167949,0.00011659875300702049
"(562.399, 588.285]",0.00010618500504831267,8.88052683529059e-05,5.663285684517596e-05,3.6820658844322255e-05
"(588.285, 615.086]",0.00010256506169439291,0.00014115126776763836,0.00010810532705631928,9.818842358485936e-05
"(615.086, 642.646]",9.351520330959354e-05,7.767643840727892e-05,7.974320264932135e-05,3.0683882370268544e-05
"(642.646, 682.597]",0.0001375578474489505,0.00010356563751277998,0.00030849297159911567,5.523098826648339e-05
"(682.597, 719.953]",0.0001550542403262293,8.777953960062142e-05,0.00010260572844809233,0.00018410329422161126
"(719.953, 751.526]",0.00015686421200318917,3.2645653387135536e-06,0.00015103544424723282,0.0001841032942216113
"(751.526, 793.324]",4.0121038839277224e-05,0.00020248874067791832,7.660440796737245e-05,3.6820658844322255e-05
"(793.324, 833.953]",3.5294447700717574e-05,3.823797690645263e-05,0.00012827242787895614,3.0683882370268544e-05
"(833.953, 890.199]",5.761743171655602e-05,4.7289536950083464e-05,0.00015765468466988317,2.4547105896214836e-05
"(890.199, 954.627]",9.381686525575355e-05,3.97020558011995e-05,2.514290710200003e-05,6.13677647405371e-05
"(954.627, 1021.641]",0.00019547694111166655,1.475393986399947e-06,3.311005918963166e-05,5.523098826648338e-05
"(1021.641, 1127.411]",7.601881043231475e-05,0.00015999449029189335,8.794984834775943e-05,1.8410329422161128e-05
"(1127.411, 1514.706]",7.11922192937551e-05,8.981943356408188e-05,0.00010309749876412036,4.295743531837596e-05
