distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 9.548]",4.787094290251301e-06,5.28846759340365e-06,5.779524704508828e-10,3.613582234941482e-09,0.7914215764415061,0.874310616411865
"(9.548, 14.357]",3.6439065584598034e-07,2.524229807181887e-07,5.486737033074813e-12,2.7776622012275657e-12,0.06024252078708085,0.04173157686425383
"(14.357, 18.128]",1.6388285983749846e-07,1.2487179480871352e-07,2.2051137693941197e-12,9.339288728658474e-13,0.027093769919774597,0.020644304604955754
"(18.128, 21.389]",1.1065204687260643e-07,8.404517614103957e-08,1.4228822356066599e-12,5.018368476050402e-13,0.018293438997166785,0.013894684700341227
"(21.389, 24.365]",8.30894367071631e-08,5.408155136916288e-08,1.1407041277074356e-12,2.793966435382927e-13,0.013736511855301618,0.008940870235452746
"(24.365, 27.157]",5.8506940024165363e-08,4.052657722099509e-08,7.49668096185459e-13,1.886737783397809e-13,0.009672601352555115,0.006700015852483792
"(27.157, 29.803]",4.810422095482044e-08,2.6647037572179023e-08,6.469584506186542e-13,7.443820650786145e-14,0.007952782225134734,0.004405394839582925
"(29.803, 32.325]",3.7951473452038696e-08,2.1323924633547665e-08,5.119319540778462e-13,5.465863237101687e-14,0.006274289396984846,0.003525356516116634
"(32.325, 34.744]",3.02887997544319e-08,2.024150246588998e-08,3.920630884017208e-13,9.8866536932278e-14,0.00500740495300219,0.003346365670665863
"(34.744, 37.052]",2.7242754193744015e-08,1.5096490971010078e-08,3.598284088906063e-13,4.057342311884469e-14,0.004503881094326536,0.0024958122732912703
"(37.052, 39.226]",2.2726291445650074e-08,1.2268128242876434e-08,2.8652291213238606e-13,2.3357619456611953e-14,0.003757201406960653,0.0020282160336253037
"(39.226, 41.315]",1.9798781064776776e-08,9.641191940485243e-09,2.482514670238854e-13,1.437263498025294e-14,0.0032732136807531557,0.0015939204163687823
"(41.315, 43.341]",1.714914178391107e-08,8.285759950593301e-09,2.1168257053798187e-13,1.1893204424718766e-14,0.0028351647162833137,0.001369834978071887
"(43.341, 45.324]",1.3927377591689522e-08,7.0164387110952745e-09,1.7637119507353093e-13,1.3797143009839918e-14,0.002302501918213295,0.001159971680595693
"(45.324, 47.269]",1.2912961088847602e-08,6.267299309299112e-09,1.6113856198892631e-13,6.7084171998941845e-15,0.002134822379052641,0.0010361349910105663
"(47.269, 49.172]",1.652081760541327e-08,5.642038112723573e-09,2.2061725409635826e-13,6.1641698148539875e-15,0.0027312876497973433,0.000932764308947912
"(49.172, 51.036]",1.6307416038491144e-08,6.109934914187819e-09,2.1963579902126748e-13,1.2587578739129871e-14,0.00269600724914751,0.001010118879753187
"(51.036, 52.866]",1.3776990810548077e-08,5.491034720973782e-09,1.8295249993225404e-13,7.914190720311845e-15,0.0022776396747814292,0.0009077888421408276
"(52.866, 54.664]",1.3392674313042999e-08,4.582451185640864e-09,1.7533159378696583e-13,4.918044083955131e-15,0.0022141304881295207,0.0007575891598148902
"(54.664, 56.437]",1.0442359421646085e-08,4.318079001853891e-09,1.389604611793217e-13,4.274085590811522e-15,0.0017263726290242174,0.0007138820929024927
"(56.437, 58.172]",9.97667462437557e-09,4.2698205873530936e-09,1.330410336502804e-13,7.655262639960977e-15,0.0016493837556002665,0.0007059038187835628
"(58.172, 59.897]",8.271646628314853e-09,3.610988319820479e-09,1.041195947143598e-13,4.568640042668751e-15,0.001367501707179525,0.0005969830329860009
"(59.897, 61.592]",7.188926052210073e-09,2.626968082024905e-09,8.716926522486848e-14,1.5768726099848517e-15,0.0011884876328034737,0.0004342956172565213
"(61.592, 63.286]",6.9786397975776456e-09,2.3751532702131213e-09,8.644203797568575e-14,1.5504555894363732e-15,0.0011537366458947266,0.0003926698392447141
"(63.286, 64.964]",6.734394582850793e-09,1.9932823380763833e-09,8.86658008324722e-14,1.0906806147860245e-15,0.0011133570500152245,0.00032953740926013996
"(64.964, 66.644]",6.9605423096085175e-09,1.6764654964037027e-09,9.807441613349312e-14,1.1289693506067421e-15,0.001150737736251409,0.00027715830526194935
"(66.644, 68.325]",8.14923574135864e-09,1.6596798593934026e-09,1.0927181490297288e-13,9.528898282070211e-16,0.0013472561004686345,0.0002743832533944955
"(68.325, 69.996]",6.481140196857446e-09,1.3533337979571229e-09,8.398763731080974e-14,6.553974615317716e-16,0.0010714880219052604,0.00022373855681346338
"(69.996, 71.656]",4.108926946125343e-09,1.300878999586692e-09,5.825316020585384e-14,8.731573602307098e-16,0.0006793042384412262,0.00021506651972767027
"(71.656, 73.323]",4.229735887364454e-09,1.2736025044340682e-09,5.729587003227422e-14,5.799127651638406e-16,0.000699276855842641,0.0002105570604430579
"(73.323, 74.976]",4.403701583198165e-09,1.2673079286296162e-09,5.4707907329195e-14,6.330602275455414e-16,0.0007280375605406535,0.00020951641599276268
"(74.976, 76.623]",3.9593807499533005e-09,1.3470555180990327e-09,5.258702157377751e-14,1.2733560968299178e-15,0.0006545727443437795,0.00022269791236316828
"(76.623, 78.265]",4.843343587757938e-09,1.273602504434068e-09,6.06351380503315e-14,8.200961151561125e-16,0.0008007209353024933,0.00021055706044305784
"(78.265, 79.907]",5.6240369138961154e-09,1.17288929156284e-09,8.416773274507175e-14,6.820551273666463e-16,0.0009297882787529613,0.00019390674923833493
"(79.907, 81.548]",3.730182348460181e-09,1.2610133528251645e-09,4.569057384423308e-14,6.308926573518402e-16,0.000616688666576831,0.0002084757715424675
