d,y,region,type
488.65228988905176,4.6708927740915816e-05,sweden,pdf
507.20023133753114,7.724603014662388e-05,sweden,pdf
526.4522033187537,1.96266711449057e-05,sweden,pdf
546.4349289595078,1.0564444205235008e-05,sweden,pdf
567.1761457254146,1.0329795904529624e-05,sweden,pdf
588.7046439225227,8.125309560038757e-06,sweden,pdf
611.05030666034,9.250197152848947e-06,sweden,pdf
634.2441513317428,5.290183320642382e-06,sweden,pdf
658.3183726673527,3.1103092162662136e-06,sweden,pdf
683.3063874241553,5.2125165467292235e-06,sweden,pdf
709.2428807703602,9.631370801534217e-06,sweden,pdf
736.1638544309284,3.2722473710812425e-06,sweden,pdf
764.1066766605608,2.657177671739388e-06,sweden,pdf
793.1101341135283,2.343056913745073e-06,sweden,pdf
823.2144856823589,1.567620164118448e-06,sweden,pdf
854.4615183800738,1.5404993102422677e-06,sweden,pdf
886.8946053435889,1.086447125885229e-06,sweden,pdf
920.5587660387553,1.1775561178681077e-06,sweden,pdf
955.5007287506214,9.183997040059006e-07,sweden,pdf
991.7689954456794,1.5527626985761658e-06,sweden,pdf
1029.4139090960796,4.0951388728160445e-07,sweden,pdf
1068.487723559324,3.5427925745027215e-07,sweden,pdf
1109.044676110387,2.5599264311761186e-07,sweden,pdf
1151.14106272696,3.138942283459514e-07,sweden,pdf
1194.8353162323467,4.4642265365681993e-07,sweden,pdf
1240.188087404433,6.243347957893519e-08,sweden,pdf
1287.2623291633367,1.3366740644478203e-08,sweden,pdf
1336.123383954622,3.219482179184454e-08,sweden,pdf
1386.8390744493117,4.9627969134534335e-08,sweden,pdf
1439.4797976866664,1.7929916477103535e-08,sweden,pdf
0.10005141404172968,0.07490986464851719,netherlands,pdf
0.10350534733811656,0.12637361044535422,netherlands,pdf
0.10707851588300188,0.10718640393160338,netherlands,pdf
0.11077503586603517,0.1196237873868088,netherlands,pdf
0.11459916557425265,0.08790517797228692,netherlands,pdf
0.1185553102975044,0.16291272554975988,netherlands,pdf
0.12264802740322403,0.11966114556691532,netherlands,pdf
0.1268820315863881,0.13341136142227944,netherlands,pdf
0.13126220030071184,0.11224250691924298,netherlands,pdf
0.13579357937733877,0.1813704986524558,netherlands,pdf
0.1404813888374961,0.16943541355516212,netherlands,pdf
0.14533102890581265,0.1675560885720118,netherlands,pdf
0.15034808623122525,0.14130457990749584,netherlands,pdf
0.1555383403226415,0.15344539166667487,netherlands,pdf
0.16090777020677144,0.1649285208251061,netherlands,pdf
0.166462561315798,0.1921230781515936,netherlands,pdf
0.1722091126128209,0.15849024131318012,netherlands,pdf
0.1781540439632821,0.1663181857446748,netherlands,pdf
0.18430420376086482,0.20889430626805858,netherlands,pdf
0.1906666768166501,0.20218514333402374,netherlands,pdf
0.19724879252061997,0.18973154839768164,netherlands,pdf
0.20405813328490863,0.1935600901407715,netherlands,pdf
0.2111025432785278,0.19192708453840915,netherlands,pdf
0.21839013746362895,0.17390904265796556,netherlands,pdf
0.2259293109437112,0.2003646657406594,netherlands,pdf
0.23372874863454435,0.2003844742099389,netherlands,pdf
0.241797435268948,0.21290838748807359,netherlands,pdf
0.2501446657469505,0.206942957235428,netherlands,pdf
0.25878005584325237,0.22195170986528814,netherlands,pdf
0.2677135532843286,0.22183693239482777,netherlands,pdf
0.2769554492079297,0.21590058154480665,netherlands,pdf
0.2865163900181823,0.2444526384040997,netherlands,pdf
0.29640738964994773,0.19346366203356577,netherlands,pdf
0.30663984225656526,0.20682617992741978,netherlands,pdf
0.3172255353355959,0.20282160113102318,netherlands,pdf
0.32817666330768813,0.16394598664961066,netherlands,pdf
0.33950584156420727,0.19211337469713874,netherlands,pdf
0.35122612099981204,0.2296383864279655,netherlands,pdf
0.36335100304671725,0.2223479832502049,netherlands,pdf
0.37589445522796466,0.1906114715121506,netherlands,pdf
0.38887092724761607,0.18536840067164012,netherlands,pdf
0.4022953676364064,0.18789570617422566,netherlands,pdf
0.41618324097202997,0.2090321785643963,netherlands,pdf
0.4305505456938998,0.20773251725444755,netherlands,pdf
0.44541383253289885,0.192355231744711,netherlands,pdf
0.46079022357735744,0.17526818305721095,netherlands,pdf
0.47669743199721615,0.181286094117898,netherlands,pdf
0.49315378244910063,0.1827344067460416,netherlands,pdf
0.5101782321858096,0.1773767475831436,netherlands,pdf
0.5277903928945368,0.1748593724885888,netherlands,pdf
0.5460105532889838,0.16691059965589478,netherlands,pdf
0.5648597024813866,0.1880165857922195,netherlands,pdf
0.5843595541613831,0.1809622726965662,netherlands,pdf
0.6045325716095719,0.16138275378631942,netherlands,pdf
0.6254019935745809,0.1669106898900022,netherlands,pdf
0.6469918610434506,0.15789433585736848,netherlands,pdf
0.6693270449361765,0.14898518774899513,netherlands,pdf
0.6924332747563073,0.16231754722285524,netherlands,pdf
0.7163371682306116,0.14586150772096393,netherlands,pdf
0.7410662619719478,0.14935806351856076,netherlands,pdf
0.7666490432006698,0.1492528001086744,netherlands,pdf
0.7931149825611021,0.12678283606771476,netherlands,pdf
0.8204945680708935,0.14286172540277928,netherlands,pdf
0.8488193402423555,0.13577794228441326,netherlands,pdf
0.878121928416246,0.13837857958560706,netherlands,pdf
0.9084360883498509,0.13583919105804476,netherlands,pdf
0.9397967411026676,0.13872785092390696,netherlands,pdf
0.9722400132644837,0.13733011171800946,netherlands,pdf
1.0058032785721904,0.12208714614818195,netherlands,pdf
1.0405252009632784,0.1227375055129548,netherlands,pdf
1.076445779115605,0.1348569323279019,netherlands,pdf
1.1136063925247446,0.14501363295398906,netherlands,pdf
1.1520498491720061,0.12755905720404728,netherlands,pdf
1.191820434838022,0.13253206290152422,netherlands,pdf
1.2329639641187222,0.14412104244260637,netherlands,pdf
1.2755278332024573,0.12297439826869039,netherlands,pdf
1.319561074469079,0.11203019932760111,netherlands,pdf
1.3651144129738584,0.1223253678857832,netherlands,pdf
1.4122403248813256,0.11113034902439216,netherlands,pdf
1.4609930979163308,0.10285279592443491,netherlands,pdf
1.511428893901982,0.10519959222609782,netherlands,pdf
1.5636058134564816,0.09868647312256879,netherlands,pdf
1.6175839629234037,0.10038344760406133,netherlands,pdf
1.6734255236125137,0.0958884617382204,netherlands,pdf
1.7311948234308867,0.09231832476304944,netherlands,pdf
1.7909584109868475,0.10138640443717016,netherlands,pdf
1.8527851322520916,0.0958921524292201,netherlands,pdf
1.9167462098703143,0.09848692911582405,netherlands,pdf
1.9829153252036882,0.10812044372243881,netherlands,pdf
2.0513687032117227,0.09169719561992605,netherlands,pdf
2.1221852002602675,0.08706281969516175,netherlands,pdf
2.1954463949618352,0.0859196385414652,netherlands,pdf
2.2712366821518635,0.08048664719456623,netherlands,pdf
2.3496433701091948,0.07760071991812793,netherlands,pdf
2.43075678113275,0.07456278216500195,netherlands,pdf
2.514670355590287,0.07801854325573944,netherlands,pdf
2.6014807595590685,0.07258887721777194,netherlands,pdf
2.6912879961824627,0.06801179584702523,netherlands,pdf
2.784195520870758,0.07001556723389939,netherlands,pdf
2.88031036047888,0.06694207988386011,netherlands,pdf
2.9797432365983205,0.06302024895401295,netherlands,pdf
3.082608693105291,0.06145347445335352,netherlands,pdf
3.1890252281120546,0.058924713923233646,netherlands,pdf
3.2991154304734107,0.0554791759332385,netherlands,pdf
3.4130061210056137,0.054187285389575506,netherlands,pdf
3.5308284985803744,0.05018375193265612,netherlands,pdf
3.652718291262284,0.04871588515326834,netherlands,pdf
3.7788159126637173,0.045551813672154905,netherlands,pdf
3.9092666236973685,0.04693854554937625,netherlands,pdf
4.044220699912729,0.044701048160360864,netherlands,pdf
4.183833604609303,0.042761546398472156,netherlands,pdf
4.328266167925951,0.04275511705273974,netherlands,pdf
4.477684772112686,0.038262377365847616,netherlands,pdf
4.632261543198339,0.03698711466283055,netherlands,pdf
4.792174549274915,0.03686786968813162,netherlands,pdf
4.957608005627016,0.03424653096017057,netherlands,pdf
5.128752486942665,0.032213321838295506,netherlands,pdf
5.305805146849998,0.03071943773824488,netherlands,pdf
5.488969945032686,0.03209423878897547,netherlands,pdf
5.678457882185759,0.02688925657687221,netherlands,pdf
5.874487243082463,0.029593883598475444,netherlands,pdf
6.077283848032191,0.029603970385804167,netherlands,pdf
6.287081313019118,0.025389944870050588,netherlands,pdf
6.504121318821251,0.027288766053856214,netherlands,pdf
6.728653889419869,0.02555545461479536,netherlands,pdf
6.96093768002014,0.023604486489620644,netherlands,pdf
7.201240275014626,0.024650034075787683,netherlands,pdf
7.449838496232982,0.023538665748379987,netherlands,pdf
7.707018721832909,0.023294888192271143,netherlands,pdf
7.973077216199744,0.02150872496901472,netherlands,pdf
8.248320471234702,0.020836765162285865,netherlands,pdf
8.533065559424905,0.02026668739737636,netherlands,pdf
8.82764049910199,0.018290234088573984,netherlands,pdf
9.132384632309988,0.018016128485214382,netherlands,pdf
9.447649015717818,0.019547501679562058,netherlands,pdf
9.773796825026682,0.017416219108950932,netherlands,pdf
10.111203773338278,0.017264853623524572,netherlands,pdf
10.460258543965708,0.015597627027882192,netherlands,pdf
10.82136323818571,0.016114059870244914,netherlands,pdf
11.194933838448069,0.01467266275971234,netherlands,pdf
11.581400687575629,0.014787125097354512,netherlands,pdf
11.98120898450715,0.01471884398188327,netherlands,pdf
12.394819297154,0.012487229368474538,netherlands,pdf
12.822708092961342,0.01432184995030261,netherlands,pdf
13.265368287785344,0.011970114116249788,netherlands,pdf
13.723309813718272,0.012552896038567917,netherlands,pdf
14.197060206515955,0.011735565582395092,netherlands,pdf
14.687165213304196,0.012291790055100242,netherlands,pdf
15.194189421264003,0.012006810840766963,netherlands,pdf
15.718716908020196,0.01163696862357611,netherlands,pdf
16.26135191448244,0.011642514450045533,netherlands,pdf
16.82271954091369,0.010954595906494795,netherlands,pdf
17.40346646702814,0.01128987822505844,netherlands,pdf
18.00426169694813,0.011259776667046686,netherlands,pdf
18.625797329877958,0.010211606991009425,netherlands,pdf
19.268789357382815,0.00987158909883723,netherlands,pdf
19.933978488190817,0.01023159937688261,netherlands,pdf
20.62213100146868,0.00967529123657116,netherlands,pdf
21.334039629553814,0.00928130048766255,netherlands,pdf
22.070524471159555,0.009001607512504617,netherlands,pdf
22.83243393610588,0.008900301558020206,netherlands,pdf
23.620645722663724,0.008577362949392018,netherlands,pdf
24.436067828638553,0.007848273046533256,netherlands,pdf
25.279639597358372,0.00783100112766658,netherlands,pdf
26.152332799770882,0.007784894010645942,netherlands,pdf
27.055152753896095,0.006552119338550464,netherlands,pdf
27.989139482924635,0.006045083228304861,netherlands,pdf
28.955368913295008,0.005772499719384851,netherlands,pdf
29.954954114130654,0.00591070371108861,netherlands,pdf
30.98904657946438,0.006286375720314159,netherlands,pdf
32.05883755472691,0.005656590924318625,netherlands,pdf
33.16555940902817,0.006208505542957253,netherlands,pdf
34.31048705481199,0.006192570347963978,netherlands,pdf
35.49493941651911,0.00542512866441045,netherlands,pdf
36.72028094995129,0.004777288545717927,netherlands,pdf
37.98792321408581,0.004694014754143773,netherlands,pdf
39.29932649715177,0.004833415383575478,netherlands,pdf
40.656001498841185,0.004574520070055082,netherlands,pdf
42.05951107059232,0.004448802779421091,netherlands,pdf
43.51147201595065,0.0038960851209289653,netherlands,pdf
45.01355695308125,0.0038254261459502916,netherlands,pdf
46.56749624157756,0.003931848166733354,netherlands,pdf
48.175079975787135,0.003986831104873461,netherlands,pdf
49.83816004695007,0.004238756751577076,netherlands,pdf
51.55865227652536,0.003849554480467774,netherlands,pdf
53.33853862316361,0.0036205189491885486,netherlands,pdf
55.17986946586739,0.003752762705150746,netherlands,pdf
57.084765965970284,0.003857172652048914,netherlands,pdf
59.055422510655234,0.0032237078899546474,netherlands,pdf
61.09410924082653,0.0026059519001643667,netherlands,pdf
63.20317466624843,0.002063258378547078,netherlands,pdf
65.38504837096252,0.0019227124082711099,netherlands,pdf
67.64224381209985,0.0019321739124896623,netherlands,pdf
69.97736121531298,0.0017977547892742039,netherlands,pdf
72.39309057016303,0.0018207259788656125,netherlands,pdf
74.89221472891148,0.0018117188655121686,netherlands,pdf
77.4776126122883,0.0017906187897207258,netherlands,pdf
80.15226252592706,0.0019756570881617466,netherlands,pdf
82.91924559128952,0.0015979287280773302,netherlands,pdf
85.78174929503115,0.0016234230881978162,netherlands,pdf
88.7430711608955,0.001417278409884211,netherlands,pdf
91.80662254836913,0.0012112884429786117,netherlands,pdf
94.97593258247201,0.0011114584135872825,netherlands,pdf
98.25465221920966,0.0009034651878538844,netherlands,pdf
101.64655845137246,0.0009188751704484757,netherlands,pdf
105.15555865952447,0.0009517628894974429,netherlands,pdf
108.7856951131962,0.0009574631870316309,netherlands,pdf
112.54114962746571,0.0006746369471322053,netherlands,pdf
116.42624838029134,0.0005493829805891803,netherlands,pdf
120.44546689614725,0.0005601521703861649,netherlands,pdf
124.60343520170223,0.00048279716646513376,netherlands,pdf
128.90494315947927,0.00051167489398542,netherlands,pdf
133.35494598564298,0.0004076794582898417,netherlands,pdf
137.95856995826952,0.0003835921532202305,netherlands,pdf
142.7211183226738,0.0003637533762299847,netherlands,pdf
147.64807740060002,0.0002593082710090112,netherlands,pdf
152.7451229103091,0.00018838789974665623,netherlands,pdf
158.01812650484672,0.00020108258230911553,netherlands,pdf
163.47316253602295,0.00012734451701511105,netherlands,pdf
169.11651505189386,0.00010013586750756142,netherlands,pdf
174.9546850358084,0.00010151803555261168,netherlands,pdf
180.99439789535907,6.364897153426948e-05,netherlands,pdf
187.2426112098608,4.2158152928020526e-05,netherlands,pdf
193.70652274528825,3.622751032491767e-05,netherlands,pdf
200.3935787458984,3.7827211722757445e-05,netherlands,pdf
207.3114825120949,3.175375703102487e-05,netherlands,pdf
214.46820327441424,1.4416947586513957e-05,netherlands,pdf
221.8719853738538,1.3422095226543532e-05,netherlands,pdf
229.53135775912136,9.777211988244151e-06,netherlands,pdf
237.45514381174493,5.100512815126215e-06,netherlands,pdf
245.6524715103585,3.7702375793638286e-06,netherlands,pdf
254.13278394587746,3.1678474010674605e-06,netherlands,pdf
262.9058501996744,4.5254599366657235e-06,netherlands,pdf
271.9817765972843,1.597851932453883e-06,netherlands,pdf
281.3710183506094,8.608868184997425e-07,netherlands,pdf
291.08439160202715,5.384560559912451e-07,netherlands,pdf
301.13308588428293,1.6560981380415023e-07,netherlands,pdf
0.10000784766575431,0.07728857030833369,saopaulo,pdf
0.10201771578650869,0.10136954258116147,saopaulo,pdf
0.1040679764360207,0.08850180456855354,saopaulo,pdf
0.10615944138714373,0.10098544719078702,saopaulo,pdf
0.10829293872701479,0.12650693570770405,saopaulo,pdf
0.11046931318492412,0.12262057644194778,saopaulo,pdf
0.1126894264667745,0.16719348227390904,saopaulo,pdf
0.1149541575962619,0.14839068761419752,saopaulo,pdf
0.1172644032629129,0.12713228722451697,saopaulo,pdf
0.1196210781771169,0.14062076953899466,saopaulo,pdf
0.12202511543229305,0.1513441806142938,saopaulo,pdf
0.12447746687433615,0.13223202466977965,saopaulo,pdf
0.12697910347848698,0.1741730270969011,saopaulo,pdf
0.12953101573377668,0.1419341117422925,saopaulo,pdf
0.1321342140351976,0.15545426644270366,saopaulo,pdf
0.13478972908375536,0.16843054796021883,saopaulo,pdf
0.1374986122945609,0.15253392807140911,saopaulo,pdf
0.14026193621312413,0.16578655543596796,saopaulo,pdf
0.1430807949400136,0.22502820006719806,saopaulo,pdf
0.1459563045640509,0.19409590131106813,saopaulo,pdf
0.1488896036042107,0.21131607496528854,saopaulo,pdf
0.15188185346040203,0.17166548806727863,saopaulo,pdf
0.15493423887330884,0.17776423680550457,saopaulo,pdf
0.15804796839347168,0.1696900365717101,saopaulo,pdf
0.16122427485979723,0.18802201039087948,saopaulo,pdf
0.16446441588768393,0.1911603469038733,saopaulo,pdf
0.1677696743669576,0.20402250502030997,saopaulo,pdf
0.1711413589698146,0.20927812472467344,saopaulo,pdf
0.17458080466897252,0.18093139660453447,saopaulo,pdf
0.17808937326623445,0.16798797915311683,saopaulo,pdf
0.18166845393167602,0.21319188025499897,saopaulo,pdf
0.1853194637536687,0.21909136795308415,saopaulo,pdf
0.18904384829995613,0.22658685457651057,saopaulo,pdf
0.19284308219000731,0.20179023594199025,saopaulo,pdf
