quantile,score,sampers_weight,twitter_weight
"(-0.001, 22.405]",1.0,0.0,0.0
"(22.405, 35.395]",1.0,0.0,0.0
"(35.395, 46.554]",1.0,0.0,0.0
"(46.554, 56.061]",1.0,0.0,0.0
"(56.061, 64.93]",1.0,0.0,0.0
"(64.93, 73.165]",1.0,0.0,0.0
"(73.165, 80.94]",1.0,0.0,0.0
"(80.94, 88.329]",1.0,0.0,0.0
"(88.329, 95.338]",1.0,0.0,0.0
"(95.338, 102.07]",0.385506366197152,0.028808870046507534,0.007928423027947185
"(102.07, 108.851]",0.3007229727179011,0.07236145663781507,0.01860800214462837
"(108.851, 115.402]",0.38810977202505964,0.07075061842379658,0.02294082166074659
"(115.402, 121.788]",0.36267080806174307,0.05770976569595194,0.019046980765364246
"(121.788, 128.103]",0.47384222530832637,0.051592339773434755,0.019305006366865496
"(128.103, 134.5]",0.49423411881884455,0.05032928009109841,0.019435694658534952
"(134.5, 140.658]",0.5626532773273312,0.04368066159153193,0.021851752563501105
"(140.658, 146.534]",0.6035662730828916,0.03629542177813652,0.016208699148850605
"(146.534, 152.416]",0.5342958148331878,0.037018223265486386,0.015243616379599215
"(152.416, 158.282]",0.5828224461015924,0.03373219817243452,0.018403592252529993
"(158.282, 164.09]",0.5673465680211248,0.03223776128635418,0.024519134106293135
"(164.09, 169.751]",0.6106332947980055,0.027923125026563193,0.013963541317606054
"(169.751, 175.259]",0.6889484123668778,0.025740229035109877,0.014281884592185507
"(175.259, 180.935]",0.5479784527003739,0.025313373872513135,0.0178875410495275
"(180.935, 186.282]",0.7040838416658219,0.021705247253098952,0.01206353461564238
"(186.282, 191.76]",0.5934899961543801,0.021858056108661907,0.01709000737216003
"(191.76, 197.086]",0.09030891808025625,0.02036403023975935,0.029622679445077398
"(197.086, 202.626]",0.7133078798156703,0.018069778436215524,0.014590174921251925
"(202.626, 207.999]",0.5824796984282621,0.01616024447997461,0.01414449433684069
"(207.999, 213.47]",0.8175235938798032,0.013198445719251684,0.010344480932913343
"(213.47, 218.954]",0.7814771331366414,0.013587606084362347,0.011155418537631523
"(218.954, 224.269]",0.8997844104038584,0.011784986950829761,0.009600562964948725
"(224.269, 229.603]",0.7983206737367865,0.010331376594310075,0.010625963407278331
"(229.603, 234.752]",0.6651647292241943,0.010716366582263088,0.013879766771664094
"(234.752, 239.974]",0.7238987620932579,0.010433726612565628,0.012767240801554851
"(239.974, 245.254]",0.5971749913104408,0.011894029430797516,0.01450304939347228
"(245.254, 250.51]",0.8974382633833914,0.009735326790350935,0.008183097647610748
"(250.51, 255.844]",0.7548139558221669,0.009767882017785065,0.011366530393405263
"(255.844, 261.162]",0.4730347957470077,0.008920913475702029,0.015434622344346893
"(261.162, 266.661]",0.713086067263988,0.008557181558768305,0.012294752362442193
"(266.661, 272.129]",0.8870137292679002,0.007781695571285935,0.00958045707392266
"(272.129, 277.715]",0.9235322796480628,0.00759964716455831,0.008005495610213789
"(277.715, 283.342]",0.803142570563322,0.007103382335263513,0.009352590308960523
"(283.342, 289.14]",0.5542983531428034,0.007285121032574002,0.013021915421218416
"(289.14, 295.075]",0.8310997495737471,0.006541737567457432,0.00970444340191676
"(295.075, 301.331]",0.9284403753415184,0.005703050143242295,0.006802493130487232
"(301.331, 307.68]",0.8951180607628404,0.005613105277883498,0.007747470008712552
"(307.68, 313.891]",0.5355759421395071,0.005441830625028058,0.012469003418001475
"(313.891, 320.547]",0.7879402530939348,0.005434848173572595,0.009335835399772128
"(320.547, 326.988]",0.7636733446901536,0.004933643807006314,0.009788217947858722
"(326.988, 333.082]",0.7716482405638542,0.005518840037471137,0.009741304202131222
"(333.082, 339.529]",0.2863177922524321,0.005020826399543681,0.015277126197976002
"(339.529, 346.178]",0.513115903837472,0.005034391957673979,0.013551370551571604
"(346.178, 352.733]",0.6406869308786137,0.005130642135540592,0.011212385228872057
"(352.733, 359.7]",0.8425704325985851,0.0044136488729364124,0.007338650224515779
"(359.7, 366.652]",0.8723351380753882,0.004520686395395664,0.007395616915756315
"(366.652, 373.677]",0.8349838886512294,0.004402322806401495,0.008216607465987532
"(373.677, 380.777]",0.7373367832953163,0.004725917318098493,0.0100093827491455
"(380.777, 387.825]",0.4946497425460927,0.006554593015748529,0.015712753836874205
"(387.825, 394.882]",0.6492003071015927,0.007740505526423047,0.016101467730044894
"(394.882, 401.993]",0.034132041134002714,0.008067744770823162,0.04701762616446618
"(401.993, 409.214]",0.31095218742758546,0.005621793664473736,0.017234099591180215
"(409.214, 416.899]",0.5805255350394566,0.003341255707506618,0.011135312646605455
"(416.899, 424.964]",0.5542521450441035,0.0037641525442570233,0.01233831512633201
"(424.964, 433.403]",0.39937641842047766,0.003928750273620044,0.015136384960793507
"(433.403, 442.513]",0.6305666470206024,0.0030918954356520083,0.010076402385899064
"(442.513, 452.301]",0.7853317452961315,0.002597209105279499,0.0064338851283426025
"(452.301, 462.106]",0.6745723186296313,0.002377852897759171,0.006772334293948124
"(462.106, 471.922]",0.3693091456190614,0.0028325580352830727,0.013082233094296626
"(471.922, 482.18]",0.6030094190236698,0.002707851071674091,0.009422960927551766
"(482.18, 492.672]",0.3408216600529088,0.003017469335630133,0.012314858253468263
