distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 3.211]",7.4649353919998585e-06,5.927265638233507e-07,2.114278105360572e-06,7.370865429347212e-06,1.532882712005189e-08,2.259007898559447e-16,3.590149646712776e-10,1.943457156399613e-08
"(3.211, 5.192]",9.972910143291523e-07,5.532856018996931e-07,1.2235269786455704e-06,7.699187099029142e-07,4.705788503131305e-11,9.021649072086167e-17,6.971685711069133e-11,2.181540532333051e-11
"(5.192, 6.939]",5.45055722469453e-07,5.235325601658782e-07,7.792370118882213e-07,4.4833598227096996e-07,1.667889073448627e-11,6.232139661470662e-17,3.5063648032040375e-11,1.6811109713676193e-11
"(6.939, 8.647]",3.355948344268019e-07,4.971497189891412e-07,5.488768526648408e-07,2.93886407488125e-07,5.665243840848715e-12,5.433544100069225e-17,5.7668038823660884e-12,4.2951250827936045e-12
"(8.647, 10.313]",2.5079528249917296e-07,4.7258761456091e-07,4.444610514476008e-07,2.5142780056727023e-07,5.847434873756038e-12,4.6386740614569843e-17,5.769130514645449e-12,1.1582596055379163e-11
"(10.313, 11.904]",1.9691437934911967e-07,4.500275033360697e-07,3.8955030694014997e-07,2.1358610898764178e-07,3.3373927704918973e-12,3.850532146422142e-17,3.5381484053924935e-12,1.173758614631261e-11
"(11.904, 13.467]",1.512377518268399e-07,4.29296874694934e-07,3.424774227959124e-07,1.739964271776862e-07,1.732060789318531e-12,3.3694527304316683e-17,1.4807328149803535e-12,6.686930348638243e-12
"(13.467, 15.011]",1.218295121892077e-07,4.0977192997904717e-07,3.068810004720043e-07,1.7119865109765435e-07,1.2938683262822653e-12,2.985787315033324e-17,1.851262816106657e-12,6.5413784134823485e-12
"(15.011, 16.559]",9.469755228875104e-08,3.9122661033184625e-07,2.7552090951373166e-07,1.2950109927430747e-07,8.810076888933261e-13,2.7521814726853132e-17,1.9483568807577637e-12,2.351541257401214e-12
"(16.559, 18.16]",8.000248688118835e-08,3.731328005783013e-07,2.647078131093991e-07,1.1101693456284513e-07,6.066460482218551e-13,2.6923590872220197e-17,1.694820914585542e-12,4.567382612172995e-12
"(18.16, 19.809]",7.279779936711003e-08,3.5541290189734995e-07,2.380919349027022e-07,9.452914495084786e-08,5.974913588118237e-13,2.565065480031009e-17,1.405973588271614e-12,1.6091048029221236e-12
"(19.809, 21.501]",5.5191692584785866e-08,3.3805824388621826e-07,2.2220165065215837e-07,8.380726233678593e-08,3.154175395874128e-13,2.4568664424218922e-17,1.2619404404147365e-12,2.1987455757773446e-12
"(21.501, 23.229]",4.719774336560557e-08,3.211417851573151e-07,2.08659685364402e-07,7.321333613734111e-08,3.34271006117585e-13,2.3167224509753478e-17,1.0508731467705229e-12,1.8106132646274065e-12
"(23.229, 24.979]",4.385249584304621e-08,3.0481328875490504e-07,1.781714582559298e-07,6.877738343306384e-08,4.630767047676612e-13,2.129622750251594e-17,2.1174715294437564e-12,3.3608753557607054e-12
"(24.979, 26.776]",3.0670442145923803e-08,2.890045037836166e-07,1.4612166246606062e-07,5.3661718914482886e-08,1.547357283576165e-13,2.017815862909888e-17,5.975652976957921e-13,2.268201768954608e-12
"(26.776, 28.569]",2.702407934419245e-08,2.7387968711571777e-07,1.585761215804989e-07,4.065177677643253e-08,1.588130421941016e-13,1.8094080680882106e-17,1.3942403876603423e-12,2.697985476260605e-13
"(28.569, 30.431]",2.4208396825695755e-08,2.593607723074679e-07,1.5222248396885712e-07,5.5981456442106964e-08,7.469030909392144e-14,1.7471134359867318e-17,5.244478627192687e-13,3.844206297738422e-12
"(30.431, 32.517]",2.3668994044374547e-08,2.4447376282644794e-07,1.4215989559820771e-07,4.244577725049887e-08,9.407229955170108e-14,1.9539964340080958e-17,1.91565601866063e-12,5.80363983485233e-13
