distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",7.251438210348052e-06,5.543050742063845e-07,1.508955654205805e-06,6.721579867430781e-06,1.193032139119224e-08,8.622917329393284e-17,3.446312629836987e-10,4.1217213516199477e-08
"(2.115, 3.2]",8.383069879905431e-07,5.319231582218557e-07,6.695315427300161e-07,6.65611523680699e-07,7.599013451566392e-11,2.4699034472418187e-17,2.958290798869931e-11,2.2535342083558842e-11
"(3.2, 4.113]",4.971120164708074e-07,5.16472575462854e-07,4.241428088534785e-07,3.8296045095919904e-07,3.693340030189952e-11,1.6566355904912643e-17,1.057611641314036e-11,6.001372395613865e-12
"(4.113, 4.957]",2.973584230792195e-07,5.030886112576356e-07,2.9073165559290377e-07,2.680072926039445e-07,1.784939697798852e-11,1.3579652249704369e-17,6.472505483813865e-12,4.551676350682788e-12
"(4.957, 5.788]",2.225909515947061e-07,4.90690274020511e-07,2.75717855095454e-07,2.453505975187278e-07,1.0469103272368477e-11,1.2399335923559667e-17,7.681790643377864e-12,2.839577429274795e-11
"(5.788, 6.614]",2.1918447404260572e-07,4.786239165028496e-07,2.374303124299795e-07,1.952193988554646e-07,1.527062436125105e-11,1.1787587239929182e-17,4.5019192932700265e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.5544044576255943e-07,4.668130760801691e-07,2.2745980502055729e-07,1.6504723110844888e-07,6.56528789385184e-12,1.1545522230753285e-17,7.054539041653906e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.7232675822692558e-07,4.5496189252742627e-07,1.9708653386111087e-07,1.8773770101995095e-07,7.892821650658316e-12,1.2001772315100713e-17,2.6742198577491805e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.6975694526910916e-07,4.427311030781861e-07,2.0324402112046168e-07,1.7789661138965264e-07,9.7248319027243e-12,1.2910168597766509e-17,3.2320466084365324e-12,1.5393811549662804e-11
"(9.272, 10.288]",1.2301972808111658e-07,4.299751017432065e-07,1.801941288880776e-07,1.6471530448242573e-07,4.4800396007141135e-12,1.4337469360284748e-17,2.27370226575805e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.5167908438507484e-07,4.1645249174834507e-07,1.9929941582017333e-07,1.5111894796614842e-07,7.50465599404405e-12,1.6278843371754044e-17,3.060916339509031e-12,4.088421879655589e-12
"(11.406, 12.65]",1.076823550138809e-07,4.020180909189963e-07,2.0834465705547312e-07,1.8124987968158377e-07,2.8140125124914494e-12,1.864836216387907e-17,3.353563953685922e-12,2.8953674101445203e-11
"(12.65, 14.062]",1.1301578836534987e-07,3.8635797008287357e-07,1.9794924591880177e-07,2.101082871793838e-07,3.677486542057999e-12,2.2333678882746186e-17,2.5341990977390566e-12,7.15662961034669e-11
"(14.062, 15.693]",1.1812109942085883e-07,3.6920288283227956e-07,2.3005198040521083e-07,1.8800051270648828e-07,6.538598822844032e-12,2.7113879504026104e-17,4.677632488429252e-12,1.4758376882139984e-11
"(15.693, 17.608]",1.1275336780413003e-07,3.5008887965230043e-07,2.703819948465834e-07,1.6022212989047593e-07,3.119966034818562e-12,3.369725782789283e-17,8.19420469890361e-12,4.74884266722672e-12
"(17.608, 19.895]",1.3130074319726668e-07,3.288487775517458e-07,3.463203594359033e-07,2.0013446977582312e-07,3.768935886967392e-12,4.2319903495607336e-17,1.0850790991905039e-11,2.201677349609846e-11
"(19.895, 22.678]",1.1820588390947582e-07,3.048894186541545e-07,3.6996862480072783e-07,1.5574336363617906e-07,3.1187814039770425e-12,5.411048986714297e-17,7.764349270097574e-12,2.533203134272134e-12
"(22.678, 25.793]",9.217003092306461e-08,2.788554145818658e-07,4.1664331026868853e-07,1.6932430166807277e-07,2.2724423769000934e-12,5.721712167894475e-17,8.107283003398885e-12,6.690346984133275e-12
"(25.793, 29.162]",7.601448923335065e-08,2.5309815373301133e-07,3.5168280783065197e-07,1.3232865675491082e-07,1.112443634248799e-12,5.4980933182172824e-17,8.749231129629384e-12,2.4466296592983557e-12
"(29.162, 32.281]",6.528589029950702e-08,2.2921556067847794e-07,2.8874757220683096e-07,1.1093819967588296e-07,1.3922957754001577e-12,3.8088938157905965e-17,5.05395711796943e-12,1.0884424479361143e-11
"(32.281, 35.044]",3.8518383691669834e-08,2.0993144406440378e-07,2.8523597671786005e-07,7.150670324226052e-08,3.135018971110379e-13,2.5064020819737258e-17,4.9565510900608055e-12,1.1441076429985978e-12
"(35.044, 37.614]",2.4609217074395074e-08,1.937446322643857e-07,2.3269005153194032e-07,5.737400241059522e-08,1.4429789240178271e-13,1.8718775665243866e-17,4.36426062262614e-12,4.924587772842734e-13
"(37.614, 40.002]",1.699940779125171e-08,1.798906665018139e-07,1.799742723326084e-07,5.079981990103102e-08,8.045548254417874e-14,1.3745071857586638e-17,2.2736943258498552e-12,9.691771415561444e-13
"(40.002, 42.213]",1.6211759115359785e-08,1.6792104885537543e-07,1.6916349478190817e-07,4.307356243644427e-08,9.728562319206905e-14,1.0294654272709012e-17,2.0663321314873854e-12,4.617269045333282e-13
"(42.213, 44.525]",1.3675338343219646e-08,1.5707509017030005e-07,1.711773008608269e-07,4.381574953977113e-08,6.397532900105029e-14,9.883666671430953e-18,2.074961885047846e-12,3.1929257942444573e-13
"(44.525, 46.962]",1.14590311732669e-08,1.4618062972324777e-07,1.6413588149577524e-07,3.988800243346746e-08,5.461831536074016e-14,9.495515493749081e-18,1.5584917016854327e-12,2.013185977896612e-13
"(46.962, 49.411]",9.651464800865036e-09,1.3589233657340767e-07,1.4887050318092463e-07,3.504312832102804e-08,5.211811692127021e-14,8.264623981288944e-18,1.467780884700409e-12,4.630757587556408e-13
"(49.411, 51.915]",7.901774676731118e-09,1.260869909364154e-07,1.5297825460140835e-07,3.007415994578765e-08,2.4810174536183255e-14,7.512606326646374e-18,1.414765106735889e-12,1.7981104150395674e-13
"(51.915, 54.193]",6.677297399994242e-09,1.1730248483077863e-07,1.3625110561232774e-07,2.393080273549437e-08,2.2886542673456135e-14,5.350947486908653e-18,9.006501765166544e-13,1.1309028294310233e-13
"(54.193, 56.242]",6.560514030496317e-09,1.0994828790632316e-07,1.3161725911260008e-07,2.0646956043226383e-08,2.4680187390873554e-14,3.785578066368713e-18,9.531635317349168e-13,1.5038390835424587e-13
"(56.242, 58.166]",5.5984327545803246e-09,1.03618602358816e-07,1.5159828482399246e-07,1.7532796788042956e-08,1.789527307526302e-14,2.9759990678008506e-18,2.3192708121151846e-12,6.519351216592786e-14
"(58.166, 60.05]",5.3358847448036715e-09,9.785918402389228e-08,1.2715427449028442e-07,1.4989865152683473e-08,2.0511974420514555e-14,2.542404445133617e-18,9.113267160993234e-13,6.027177090739646e-14
"(60.05, 61.85]",5.42348173099969e-09,9.261122616021113e-08,1.1514141821983801e-07,1.3203322101441089e-08,1.8345366789467167e-14,2.0760725887952817e-18,9.282628488397963e-13,4.704395900256824e-14
"(61.85, 63.607]",4.811043622363966e-09,8.781338534040507e-08,9.201512113789597e-08,1.1548401534163573e-08,1.9172834423166923e-14,1.7898657127204418e-18,5.193349295499822e-13,2.8413099282672316e-14
"(63.607, 65.353]",5.365164723139478e-09,8.330564973268555e-08,8.425018714522383e-08,9.895607011928836e-09,2.44709230509997e-14,1.5908563711901886e-18,4.56548973935329e-13,6.686320872240266e-14
"(65.353, 67.048]",4.227886819653181e-09,7.91130452475934e-08,1.0476736961831261e-07,9.418967837017237e-09,1.5891634171245482e-14,1.3524769628798656e-18,7.504063070962652e-13,1.242533861611833e-14
