distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 3.211]",5.398689088746036e-06,5.037196112632531e-07,2.305103994892861e-06,7.370865429347212e-06,7.773469980920638e-09,1.1308651737401669e-16,1.943503301583873e-09,1.943457156399613e-08
"(3.211, 5.192]",7.562725894825508e-07,4.7564006371874717e-07,1.0710871494923416e-06,7.699187099029142e-07,3.306838913122893e-11,4.6292837002404244e-17,5.029072965217815e-11,2.181540532333051e-11
"(5.192, 6.939]",4.2182099188968767e-07,4.542299113530787e-07,6.859564734949749e-07,4.4833598227096996e-07,1.2419617674814748e-11,3.257867125176628e-17,2.6257698469242718e-11,1.6811109713676193e-11
"(6.939, 8.647]",2.736536871554772e-07,4.350730753180076e-07,4.877555211952033e-07,2.93886407488125e-07,4.219455654563053e-12,2.8898087981269935e-17,4.125496790968741e-12,4.2951250827936045e-12
"(8.647, 10.313]",2.1773003301410727e-07,4.1708559273603927e-07,3.9722237433474725e-07,2.5142780056727023e-07,5.267064058803843e-12,2.5090661845169095e-17,4.058111806458927e-12,1.1582596055379163e-11
"(10.313, 11.904]",1.8573751123590198e-07,4.004266610336243e-07,3.507267909614802e-07,2.1358610898764178e-07,3.083214020554415e-12,2.1169718706252596e-17,2.570778414853483e-12,1.173758614631261e-11
"(11.904, 13.467]",1.4989176985211632e-07,3.849953027828442e-07,3.078085618935958e-07,1.739964271776862e-07,1.860938202158543e-12,1.8818838514614752e-17,1.123531889371827e-12,6.686930348638243e-12
"(13.467, 15.011]",1.2909303812517938e-07,3.703474116825061e-07,2.7184383672876155e-07,1.7119865109765435e-07,1.6928326724947459e-12,1.6937083900711376e-17,1.4156891929140174e-12,6.5413784134823485e-12
"(15.011, 16.559]",1.0648572103068272e-07,3.563261849978914e-07,2.4260980770489914e-07,1.2950109927430747e-07,1.1337377929645958e-12,1.585501350536755e-17,1.4582520644381835e-12,2.351541257401214e-12
"(16.559, 18.16]",9.361329424468037e-08,3.42538872134077e-07,2.26758271664235e-07,1.1101693456284513e-07,9.63037498439425e-13,1.575677908751078e-17,9.517909100045353e-13,4.567382612172995e-12
"(18.16, 19.809]",8.804235629405611e-08,3.289281472789362e-07,2.0353236654317992e-07,9.452914495084786e-08,1.168062074297347e-12,1.5257527756715318e-17,8.219285681916722e-13,1.6091048029221236e-12
"(19.809, 21.501]",7.056637442844985e-08,3.1548784467654696e-07,1.9099236457361584e-07,8.380726233678593e-08,6.419867142439408e-13,1.4859790248266912e-17,7.376554083201381e-13,2.1987455757773446e-12
"(21.501, 23.229]",6.90206648410587e-08,3.022758224327555e-07,1.77985896607042e-07,7.321333613734111e-08,8.098347233396556e-13,1.4254131443819463e-17,5.806827598639883e-13,1.8106132646274065e-12
"(23.229, 24.979]",6.230020986181413e-08,2.894126478225953e-07,1.533606668233894e-07,6.877738343306384e-08,9.871244718990207e-13,1.3332764784833499e-17,1.2966472544676232e-12,3.3608753557607054e-12
"(24.979, 26.776]",4.609789681035972e-08,2.768488530649859e-07,1.2612526035132877e-07,5.3661718914482886e-08,4.564323721141039e-13,1.2858829098342555e-17,3.731056620812491e-13,2.268201768954608e-12
"(26.776, 28.569]",4.6592103277076634e-08,2.6472121633252324e-07,1.4040553747844223e-07,4.065177677643253e-08,5.654439575540464e-13,1.1739352129352702e-17,1.0837033548583975e-12,2.697985476260605e-13
"(28.569, 30.431]",4.863201933118471e-08,2.5297362658999936e-07,1.3447049122763758e-07,5.5981456442106964e-08,5.861897055172608e-13,1.1543639529361385e-17,3.8726105671310064e-13,3.844206297738422e-12
"(30.431, 32.517]",5.520391383539885e-08,2.4081296074224554e-07,1.245743539982159e-07,4.244577725049887e-08,9.887043323290425e-13,1.3167873646984798e-17,1.742607167957367e-12,5.80363983485233e-13
"(32.517, 34.741]",4.7243011461456696e-08,2.281272223745597e-07,1.1775419940498014e-07,3.988252299505033e-08,5.317366889533218e-13,1.3415844736001457e-17,3.9900202272303595e-13,3.1209395146657436e-13
"(34.741, 37.035]",6.822152246934624e-08,2.1560584002298986e-07,1.4521765671196642e-07,3.9685666529743426e-08,4.093789376067026e-12,1.2751443024208285e-17,4.38988098272611e-12,3.5767645787114316e-13
"(37.035, 39.4]",7.081873517741167e-08,2.034033485988731e-07,1.423289133523692e-07,3.712964551168325e-08,2.2646989315632016e-12,1.2106182299074554e-17,1.4917429745647018e-12,1.557450488460959e-13
"(39.4, 41.811]",4.578244587415744e-08,1.9159231679219973e-07,1.204404374379829e-07,3.751822467007241e-08,5.144647459988282e-13,1.1089213424082532e-17,1.0203775920684949e-12,3.3755866508504146e-13
"(41.811, 44.358]",3.94313670252849e-08,1.8013322775415138e-07,9.595445753857113e-08,3.1446796631144695e-08,7.558771713457546e-13,1.1040708432507381e-17,6.118394278885156e-13,2.529972893268271e-13
"(44.358, 46.832]",3.882065397634055e-08,1.6902570175764542e-07,9.535104507851442e-08,2.663468427978939e-08,3.667513804560708e-13,9.106170032444993e-18,3.218653217051489e-13,9.920394938322542e-14
"(46.832, 49.227]",2.7212900763049946e-08,1.591303605524725e-07,9.041565393695303e-08,2.383738503457283e-08,2.1153716205177487e-13,7.5573052856639e-18,2.3417897216410763e-13,1.1073561199735688e-13
"(49.227, 51.555]",2.977856837749515e-08,1.4995688809417338e-07,8.864174894001103e-08,1.8223485667790578e-08,3.798089452409083e-13,6.343933928915683e-18,6.57071279913093e-13,5.50362010700713e-14
"(51.555, 53.764]",2.8527279663892788e-08,1.4174208939790308e-07,8.186891764960933e-08,1.5023046575650857e-08,2.2351562227519995e-13,5.09180771061113e-18,5.663649512762675e-13,2.1113471151598358e-14
"(53.764, 55.987]",2.711767784533648e-08,1.3407015368674454e-07,8.20859881692361e-08,1.3807523071044682e-08,3.14939497227204e-13,4.646900318054692e-18,3.34923623106464e-12,1.9754952059062265e-14
"(55.987, 58.084]",2.5509465707557653e-08,1.2700030089682616e-07,8.349974144008057e-08,1.1909704998830526e-08,2.4436357922045817e-13,3.689370691639472e-18,3.57535496228783e-13,1.367660150647988e-14
