distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 22.405]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(22.405, 35.395]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(35.395, 46.554]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(46.554, 56.061]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(56.061, 64.93]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(64.93, 73.165]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(73.165, 80.94]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(80.94, 88.329]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(88.329, 95.338]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(95.338, 102.07]",1.5972565279450053e-06,1.0481192369338314e-05,5.611808845956862e-06,6.192792357374791e-06,1.1126258795843406e-10,2.2826175506349116e-10,1.6542329155072731e-09,8.269654227575385e-10
"(102.07, 108.851]",3.90914641043127e-06,2.8882335417953258e-05,1.4923908346168511e-05,1.5561603578024748e-05,3.441597845271869e-10,2.0382698636868994e-12,5.014048951460502e-09,1.3481193735109036e-09
"(108.851, 115.402]",4.90747288527291e-06,2.441788773227528e-05,1.4347022445993496e-05,1.5208645404943376e-05,8.505025429575372e-10,1.3523545941042367e-12,6.346758273934081e-09,2.129499096005345e-09
"(115.402, 121.788]",3.95158920140747e-06,2.0776032143546087e-05,1.1121073155784847e-05,1.241070230020472e-05,3.6064903214691493e-10,9.066228386452989e-13,3.762112903084029e-09,1.4257004942528305e-09
"(121.788, 128.103]",4.0700013701033995e-06,1.7725820448164042e-05,8.65779405172601e-06,1.1090356787066798e-05,4.5456963403875206e-10,6.504810068216639e-13,3.1251908222505644e-09,1.0244614205130732e-09
"(128.103, 134.5]",4.526753926732033e-06,1.5130834167624656e-05,1.0725064192868335e-05,1.0818847826977302e-05,6.922870873969154e-10,4.862193494651886e-13,8.441867976746176e-09,9.051205725168816e-10
"(134.5, 140.658]",4.636185907802794e-06,1.296130550285912e-05,9.879359352190323e-06,9.393690664845573e-06,1.4903552407341291e-09,3.3517955037911326e-13,7.531880300068819e-09,6.090312018887256e-10
"(140.658, 146.534]",3.6711004641937125e-06,1.1131223451092636e-05,6.815512560587324e-06,7.802111302264943e-06,3.526027282570792e-10,2.1447712159502535e-13,1.6874621033714464e-09,2.903010323006126e-10
"(146.534, 152.416]",3.30140086769454e-06,9.621828154430393e-06,6.021987916227016e-06,7.957485654661733e-06,3.2497487278749304e-10,1.6312785589953768e-13,1.1579781779579325e-09,6.985824407454085e-10
"(152.416, 158.282]",3.879932541317782e-06,8.300578810730168e-06,7.531884948191571e-06,7.254236166114951e-06,2.1434257017158933e-09,1.2343818920711256e-13,1.0635770934869425e-08,7.501146011292587e-10
"(158.282, 164.09]",5.004443271239904e-06,7.174795941577449e-06,9.319597153358993e-06,6.929871299732195e-06,3.400671158294122e-09,8.63109479140214e-14,1.3541010990586113e-08,5.727849705756351e-10
"(164.09, 169.751]",3.1821069130597463e-06,6.212287845146915e-06,5.375785478754485e-06,6.004973123992084e-06,5.908279572239101e-10,6.515243020354699e-14,1.0707991267845896e-09,4.60799345438567e-10
"(169.751, 175.259]",3.331704113309226e-06,5.407635121779054e-06,6.677555248165356e-06,5.533153274959129e-06,4.3952043456398945e-10,4.647383371782192e-14,2.7284439780541053e-09,2.6506391853003207e-10
"(175.259, 180.935]",3.817657979348376e-06,4.696187540821142e-06,6.995823452096127e-06,5.4413959313226855e-06,2.5319123021532886e-09,3.777227978181528e-14,8.777756057374008e-09,2.9670372965809915e-10
"(180.935, 186.282]",2.520109614846555e-06,4.096288859266385e-06,4.2259808971520826e-06,4.6677951081933235e-06,1.9518677503877107e-10,2.428614967842305e-14,5.967491262697975e-10,2.066170912869848e-10
"(186.282, 191.76]",3.6672436874791153e-06,3.576585959613162e-06,6.599814423632791e-06,4.698636308826721e-06,1.1366248133520587e-09,1.947916619305252e-14,5.031278999923658e-09,1.9899892805783046e-10
"(191.76, 197.086]",5.861514795336453e-06,3.1245596213096245e-06,1.0733551120730189e-05,4.379361341883729e-06,1.5032222072641062e-08,1.4477518251983568e-14,3.9890896506522205e-08,1.4081329463551028e-10
"(197.086, 202.626]",3.3223376555737783e-06,2.7282181945472317e-06,5.770210449418771e-06,3.884303189212279e-06,7.217379298310573e-10,1.1991813708306737e-14,3.469160014186281e-09,8.731286961850326e-11
"(202.626, 207.999]",3.015999390814405e-06,2.3805366740449768e-06,3.8004069842559996e-06,3.4738272742851703e-06,7.872619357034427e-10,8.583679174291812e-15,6.299982798960032e-10,6.944606518036769e-11
