zone,groundtruth,model
10201,12.9717868338558,47.42124536976733
10202,12.1728,46.25033068456367
10601,13.557275541795665,64.17421975253018
10602,10.4,59.05988996375307
10603,13.8,58.86248412409077
10701,10.059925093632959,22.5553110525205
10703,12.162079510703364,13.19478665186888
10704,9.668041237113401,74.30643575251449
11101,7.585585585585585,92.78034406057353
11102,12.216666666666667,26.134658796139757
11103,7.555926544240401,75.63121746783546
11401,9.730077120822623,65.75814062159255
11402,16.74251497005988,38.792131568972984
11501,8.259720062208398,96.23906476665604
11502,14.989795918367347,135.8905642624931
11503,15.109756097560975,47.33990650303219
11504,11.26530612244898,30.80681686392294
11601,6.956661316211878,71.784914255688
11602,9.1175,64.08186565942631
11603,6.575289575289576,48.15675121592901
11701,3.0921658986175116,76.28897857425972
11702,4.704022988505747,114.39766233316949
11703,3.229799851742031,98.80452503316623
11801,4.003802281368821,118.67362186698597
11802,4.162374020156775,92.70530517716878
11901,6.779829545454546,54.97357183473842
11902,4.811965811965812,60.19693047868584
11903,6.234493192133131,126.72606934946424
11904,6.015978695073236,179.9716286970149
12001,5.7928730512249444,78.60127477948637
12002,4.136666666666667,85.54174713810212
12003,4.173601147776184,69.05364325607867
12101,4.155864197530864,75.48332643059874
12102,7.333333333333333,27.177352047981426
12103,6.403453689167975,68.41881132767944
12104,5.173758865248227,103.42819959867651
12201,3.4944444444444445,106.14111534076238
12202,6.709090909090909,102.13172513767638
12203,5.090346534653466,90.79677156475681
12301,13.031746031746032,87.84276461123277
12302,10.458715596330276,50.04753547337222
12303,20.939226519337016,171.1896354410422
12401,13.166666666666666,121.81237872559161
12403,11.683860232945092,69.3326210154488
12404,10.981132075471699,11.805548591912082
12405,10.86970684039088,15.701964989683145
12501,5.870069605568445,89.00226963079791
12502,6.643939393939394,39.70261873425911
12503,6.345299145299145,136.3199741007386
12504,6.576,40.01172511579577
12601,6.1066666666666665,26.602479891108597
12602,5.255742725880551,65.30477233188367
12701,11.225806451612904,39.127418938673145
12702,8.72817133443163,177.91332610490238
12703,9.215384615384615,25.88185983601203
12801,9.869140625,95.17042483714103
12802,7.982905982905983,112.58067607288572
