distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",5.956913014931051e-06,5.543050742063845e-07,1.5570354945474902e-06,6.721579867430781e-06,8.667113981696793e-09,8.622917329393284e-17,3.632252832911661e-10,4.1217213516199477e-08
"(2.115, 3.2]",7.680032491000121e-07,5.319231582218557e-07,6.71141771126913e-07,6.65611523680699e-07,6.533765614256126e-11,2.4699034472418187e-17,2.923878678292066e-11,2.2535342083558842e-11
"(3.2, 4.113]",4.6614773359929837e-07,5.16472575462854e-07,4.2201565977327103e-07,3.8296045095919904e-07,3.013041523807611e-11,1.6566355904912643e-17,9.81528698861013e-12,6.001372395613865e-12
"(4.113, 4.957]",2.8467172455802475e-07,5.030886112576356e-07,2.9016180722765386e-07,2.680072926039445e-07,1.6441263214158023e-11,1.3579652249704369e-17,5.869187426627373e-12,4.551676350682788e-12
"(4.957, 5.788]",2.3130693879496542e-07,4.90690274020511e-07,2.74810933775126e-07,2.453505975187278e-07,1.125021886083387e-11,1.2399335923559667e-17,6.794506845502253e-12,2.839577429274795e-11
"(5.788, 6.614]",2.138761710206644e-07,4.786239165028496e-07,2.3622245560385298e-07,1.952193988554646e-07,1.6258038762849308e-11,1.1787587239929182e-17,4.010242795935185e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.4909367708943166e-07,4.668130760801691e-07,2.2290791161733182e-07,1.6504723110844888e-07,5.644394499073235e-12,1.1545522230753285e-17,5.934987389893683e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.703006900479986e-07,4.5496189252742627e-07,1.8981959539971998e-07,1.8773770101995095e-07,7.696452597323131e-12,1.2001772315100713e-17,2.1102115944826264e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.784451257622776e-07,4.427311030781861e-07,1.9793590352069577e-07,1.7789661138965264e-07,1.0379535426328497e-11,1.2910168597766509e-17,2.790583417358164e-12,1.5393811549662804e-11
"(9.272, 10.288]",1.3160262551128143e-07,4.299751017432065e-07,1.764707175517318e-07,1.6471530448242573e-07,5.475201890007744e-12,1.4337469360284748e-17,2.044909238775982e-12,1.5708119316534814e-11
