distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",5.688366889041336e-06,5.543050742063845e-07,2.0248289284002997e-06,6.721579867430781e-06,9.423843894704102e-09,8.622917329393284e-17,1.182780452049203e-08,4.1217213516199477e-08
"(2.115, 3.2]",5.016078146466848e-07,5.319231582218557e-07,6.102078135410652e-07,6.65611523680699e-07,3.44956726317975e-11,2.4699034472418187e-17,2.478640306580066e-11,2.2535342083558842e-11
"(3.2, 4.113]",3.028275554071515e-07,5.16472575462854e-07,3.7742612376958717e-07,3.8296045095919904e-07,1.623246967758715e-11,1.6566355904912643e-17,7.848899429365555e-12,6.001372395613865e-12
"(4.113, 4.957]",1.9012015739298856e-07,5.030886112576356e-07,2.613239597811691e-07,2.680072926039445e-07,8.568754077987106e-12,1.3579652249704369e-17,4.977962688164603e-12,4.551676350682788e-12
"(4.957, 5.788]",1.5494732231371064e-07,4.90690274020511e-07,2.46267286215183e-07,2.453505975187278e-07,6.440520062463002e-12,1.2399335923559667e-17,5.207410816035739e-12,2.839577429274795e-11
"(5.788, 6.614]",1.4780012821184768e-07,4.786239165028496e-07,2.166256363702858e-07,1.952193988554646e-07,9.388393546261201e-12,1.1787587239929182e-17,3.307772127356337e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.0133204307174255e-07,4.668130760801691e-07,2.066023687259793e-07,1.6504723110844888e-07,3.5396423389238563e-12,1.1545522230753285e-17,6.2123051078627296e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.2323169575494607e-07,4.5496189252742627e-07,1.7951495810356837e-07,1.8773770101995095e-07,4.977422841460495e-12,1.2001772315100713e-17,2.243480849524312e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.273467218943892e-07,4.427311030781861e-07,1.8834480635188866e-07,1.7789661138965264e-07,6.748648929942357e-12,1.2910168597766509e-17,3.0064336828108297e-12,1.5393811549662804e-11
"(9.272, 10.288]",8.71163782814938e-08,4.299751017432065e-07,1.697064142598936e-07,1.6471530448242573e-07,2.6917671310618286e-12,1.4337469360284748e-17,2.3343018772794716e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.2567733073999474e-07,4.1645249174834507e-07,1.8765508188264544e-07,1.5111894796614842e-07,8.205190320362325e-12,1.6278843371754044e-17,2.8813186940830597e-12,4.088421879655589e-12
"(11.406, 12.65]",8.313757211916434e-08,4.020180909189963e-07,1.9023137445573166e-07,1.8124987968158377e-07,2.5219366801457752e-12,1.864836216387907e-17,2.8341262714388195e-12,2.8953674101445203e-11
"(12.65, 14.062]",9.16217511903482e-08,3.8635797008287357e-07,1.7485415967821585e-07,2.101082871793838e-07,3.56253144713059e-12,2.2333678882746186e-17,1.8305943759725215e-12,7.15662961034669e-11
"(14.062, 15.693]",1.0094481648203753e-07,3.6920288283227956e-07,2.0245624478163505e-07,1.8800051270648828e-07,5.165985399772377e-12,2.7113879504026104e-17,4.372738660215796e-12,1.4758376882139984e-11
