distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 3.211]",5.967417861983574e-06,5.927265638233507e-07,2.4187482459248404e-06,7.370865429347212e-06,1.1608008914843301e-08,2.259007898559447e-16,1.7310226359671523e-09,1.943457156399613e-08
"(3.211, 5.192]",7.070297151184074e-07,5.532856018996931e-07,1.1385508800566234e-06,7.699187099029142e-07,3.217674687294373e-11,9.021649072086167e-17,5.905001391825914e-11,2.181540532333051e-11
"(5.192, 6.939]",3.9032111355710964e-07,5.235325601658782e-07,7.274190909532692e-07,4.4833598227096996e-07,1.1061987432632571e-11,6.232139661470662e-17,3.162587958059665e-11,1.6811109713676193e-11
"(6.939, 8.647]",2.562319459986293e-07,4.971497189891412e-07,5.148165800779945e-07,2.93886407488125e-07,4.5837239804216354e-12,5.433544100069225e-17,4.900334043998603e-12,4.2951250827936045e-12
"(8.647, 10.313]",2.022671195779053e-07,4.7258761456091e-07,4.2016116582678787e-07,2.5142780056727023e-07,5.325105073719787e-12,4.6386740614569843e-17,4.995756974572193e-12,1.1582596055379163e-11
"(10.313, 11.904]",1.68232051090611e-07,4.500275033360697e-07,3.6894657182773895e-07,2.1358610898764178e-07,3.3062920463950694e-12,3.850532146422142e-17,3.167252883515839e-12,1.173758614631261e-11
"(11.904, 13.467]",1.3827816114542753e-07,4.29296874694934e-07,3.233411174084779e-07,1.739964271776862e-07,2.0044995079741503e-12,3.3694527304316683e-17,1.3222927711198484e-12,6.686930348638243e-12
"(13.467, 15.011]",1.1761245944982095e-07,4.0977192997904717e-07,2.8669652053513257e-07,1.7119865109765435e-07,1.7369331294463566e-12,2.985787315033324e-17,1.7575072092632262e-12,6.5413784134823485e-12
"(15.011, 16.559]",9.511601240880779e-08,3.9122661033184625e-07,2.5589968948905765e-07,1.2950109927430747e-07,1.1574521535352606e-12,2.7521814726853132e-17,1.7248870426835978e-12,2.351541257401214e-12
"(16.559, 18.16]",8.461583684121719e-08,3.731328005783013e-07,2.4033118300955865e-07,1.1101693456284513e-07,9.27174524438864e-13,2.6923590872220197e-17,1.1819066148180087e-12,4.567382612172995e-12
"(18.16, 19.809]",8.226976540883615e-08,3.5541290189734995e-07,2.1497944796375545e-07,9.452914495084786e-08,1.2778816791125612e-12,2.565065480031009e-17,1.0458476214918685e-12,1.6091048029221236e-12
"(19.809, 21.501]",6.310382684929713e-08,3.3805824388621826e-07,2.0243002323447913e-07,8.380726233678593e-08,6.646863893257622e-13,2.4568664424218922e-17,9.046349355885436e-13,2.1987455757773446e-12
