quantile,score,sampers_weight,sampers_mean,sampers_var,twitter_weight,twitter_mean,twitter_var,covariance
"(-0.001, 2.115]",0.0100560580298068,0.590517677673264,6.721659437237675e-08,4.1261960646346734e-10,0.16688839668836575,1.899633167606029e-08,1.4406721057582543e-10,4.633374269266504e-12
"(2.115, 3.2]",0.8092114992803242,0.05847530357839675,6.656042503109372e-09,2.2973442888995855e-13,0.04778735737467095,5.439470380357242e-09,1.9061384311281024e-13,4.6622582194176196e-14
"(3.2, 4.113]",0.9354386656239924,0.03364460745856948,3.829649844304561e-09,6.146568949422166e-14,0.02971099645351237,3.381900445188457e-09,5.6378288293766494e-14,1.360810977403437e-14
"(4.113, 4.957]",0.9534478959215044,0.02354497666984177,2.6800436399458563e-09,4.622683663368449e-14,0.020858751948216965,2.3742799273031853e-09,3.585020160311875e-14,1.0172304089077475e-14
"(4.957, 5.788]",0.8233058222110237,0.021555031394410316,2.4535350196977217e-09,2.8455382866423217e-13,0.019582816725345006,2.2290446133340305e-09,3.782784713439997e-14,7.287005112667886e-15
"(5.788, 6.614]",0.9755673217110999,0.017150414628250267,1.9521726562486075e-09,2.6465852213040665e-14,0.017529366868803017,1.995307485234762e-09,2.4770522994589956e-14,7.38313615913086e-15
"(6.614, 7.456]",0.961597622195574,0.014500059441801655,1.650491849312949e-09,1.307783915064676e-14,0.016579949294493253,1.8872385511533422e-09,4.175583065805706e-14,3.852501912594986e-15
"(7.456, 8.337]",0.9145957328855817,0.016493132510004747,1.877356495444746e-09,1.1988777710377792e-13,0.014438560338250112,1.6434916180684306e-09,1.5931848363275637e-14,5.356606104859191e-15
"(8.337, 9.272]",0.8962239778724769,0.015628928897026523,1.7789871732297377e-09,1.542514965800714e-13,0.015131965437334988,1.722419533426647e-09,2.1886165673043125e-14,3.812195026976601e-15
"(9.272, 10.288]",0.8951249218950565,0.014470568929390071,1.6471350458072298e-09,1.5734628397983658e-13,0.013606903855715436,1.548827023667209e-09,1.726760840735183e-14,3.0206311667213625e-15
"(10.288, 11.406]",0.958587527973258,0.01327640405461799,1.511207369065082e-09,4.111032573145491e-14,0.014967162362335546,1.703660566739646e-09,2.1025260303267968e-14,3.855066875285127e-15
"(11.406, 12.65]",0.8295287060766999,0.015923164429786498,1.8124789910079863e-09,2.898555079671883e-13,0.015206840103928313,1.7309422589663813e-09,2.062648050931149e-14,5.508464719898151e-15
"(12.65, 14.062]",0.6705975082730737,0.018458853461857595,2.101107744332985e-09,7.161003323760613e-13,0.013880124124289505,1.5799267462689366e-09,1.3032007555680697e-14,3.0098671559003074e-14
"(14.062, 15.693]",0.8943474833187743,0.016516221042290388,1.879984583591764e-09,1.479303799503017e-13,0.015862309202012693,1.8055520499266835e-09,3.4649937940464965e-14,5.350582865134347e-15
"(15.693, 17.608]",0.9011848147353865,0.014076154999397865,1.6022402659395728e-09,4.7742595468178995e-14,0.019516886731905048,2.2215400291470028e-09,5.313551892160804e-14,5.557509522935994e-15
"(17.608, 19.895]",0.8096544482972915,0.017582213438745626,2.0013228283652168e-09,2.2055935140770053e-13,0.02459717203523175,2.7998114161698988e-09,4.9964707881550863e-14,6.75617457819852e-15
"(19.895, 22.678]",0.8012621917393375,0.013682677468892882,1.5574520732019594e-09,2.5572180044175315e-14,0.02629976736716571,2.9936119815616584e-09,4.748769185765116e-14,3.605840410500793e-15
"(22.678, 25.793]",0.7744811317502104,0.014875478550143536,1.6932245140224684e-09,6.71858142737177e-14,0.02906093961538274,3.3079067131469148e-09,4.2530559117160224e-14,4.8655834547677584e-15
"(25.793, 29.162]",0.7448378641723367,0.011625601810545946,1.32330223256518e-09,2.4639667410758207e-14,0.025613890998620433,2.915541035682854e-09,5.226460558977896e-14,3.533881026373484e-15
"(29.162, 32.281]",0.7154119010581542,0.00974614271792567,1.1093698741540033e-09,1.0896365727303289e-13,0.021848446781071233,2.486933483068895e-09,4.0349954300128513e-14,6.259608024605976e-15
"(32.281, 35.044]",0.5898985322091438,0.006282006893239078,7.150592186352148e-10,1.1491441397172032e-14,0.02178517762938163,2.479731773338272e-09,3.781192888134686e-14,1.5703486415508605e-15
"(35.044, 37.614]",0.6315489384713168,0.005040535607780433,5.73746816018542e-10,4.957178980834654e-15,0.017357023557476762,1.9756902394042e-09,2.6683708533707056e-14,9.320137682184015e-16
"(37.614, 40.002]",0.7323997690659917,0.004462865777945383,5.079926479364365e-10,9.717103070586019e-15,0.013191907004871653,1.5015893607764215e-09,1.2030203929632531e-14,2.5280893524917806e-15
"(40.002, 42.213]",0.6889789641787843,0.003784184754291372,4.307407233963855e-10,4.635639147476985e-15,0.013101669595642261,1.4913179471291873e-09,1.3019389243621875e-14,9.653046805282255e-16
"(42.213, 44.525]",0.6731821120647157,0.0038493012285679743,4.381527074976158e-10,3.211860571549982e-15,0.01353676210736965,1.5408430299183603e-09,2.3640426829878438e-14,5.033993548551372e-16
"(44.525, 46.962]",0.6496854261590115,0.003504320565789849,3.988847462612357e-10,2.02893850120147e-15,0.013578091382596665,1.5455473990400169e-09,1.9893728471701554e-14,1.7437003704838015e-15
"(46.962, 49.411]",0.6589408126778632,0.0030786089092589577,3.5042745392516744e-10,4.6428115501649066e-15,0.012514992265697017,1.4245384863181635e-09,1.2198566652943944e-14,1.3130989717879575e-15
"(49.411, 51.915]",0.6221228077745024,0.0026421352478772273,3.0074515962549555e-10,1.807065444112901e-15,0.012596720937048679,1.4338413796243949e-09,1.0569312471366684e-14,5.001622787914168e-16
"(51.915, 54.193]",0.6150158260252603,0.002102368881918651,2.3930541235248656e-10,1.1365471025191092e-15,0.011679598267784712,1.32944846340803e-09,9.018611866948834e-15,2.003854590919752e-16
