quantile,score,sampers_weight,sampers_mean,sampers_var,twitter_weight,twitter_mean,twitter_var,covariance
"(-0.001, 3.211]",0.01427270527182458,0.6803013956670295,7.370990014859287e-08,1.9488476744535592e-10,0.2127832320946989,2.305482671488108e-08,2.004962215023233e-11,2.5870809997494237e-12
"(3.211, 5.192]",0.24636949548054093,0.07105887741177966,7.699150394301071e-09,2.24019092563554e-13,0.09869552457098095,1.069355039924192e-08,5.126918915870894e-13,1.6406057315988008e-14
"(5.192, 6.939]",0.3242092566880546,0.04137872114771699,4.48333844895933e-09,1.7009841585080352e-13,0.06320545385627825,6.848240680183796e-09,2.6635208064908495e-13,7.830135901472772e-15
"(6.939, 8.647]",0.6513536460500735,0.027123952092709,2.9388500642843707e-09,4.3805631940052455e-14,0.04494289143124382,4.869512338039412e-09,4.347372502830423e-14,3.3805083996414032e-15
"(8.647, 10.313]",0.5434482895685151,0.023205780281156788,2.51432050307221e-09,1.1645251159859768e-13,0.0366009213070091,3.965669146159736e-09,4.2005448640322254e-14,4.280353796382597e-15
"(10.313, 11.904]",0.5464393313332355,0.019712716342905376,2.135850907476699e-09,1.1782565636237656e-13,0.03231617304538718,3.5014214339874838e-09,2.6847563389151276e-14,2.304619757315454e-15
"(11.904, 13.467]",0.6475861942280376,0.016058826249937357,1.7399559767562767e-09,6.716797885206442e-14,0.028361888126150744,3.072979057693047e-09,1.2133423972648195e-14,2.175247665709638e-15
"(13.467, 15.011]",0.6896498460937418,0.01580060830440692,1.7119783493357694e-09,6.570292104751272e-14,0.025046846486213435,2.713797980269823e-09,1.483631419331711e-14,4.291266515837796e-15
"(15.011, 16.559]",0.7295391145352194,0.011952174456422932,1.2950048189709945e-09,2.3681073191043455e-14,0.0223547148405805,2.4221085084410824e-09,1.5121856339216465e-14,9.372751536951466e-16
"(16.559, 18.16]",0.6624976816193735,0.010246418992412347,1.1101881101843564e-09,4.5796120412535513e-14,0.020893668784673525,2.263805792057845e-09,9.994633636747524e-15,1.539040422147477e-15
"(18.16, 19.809]",0.7311287018997408,0.008724472904093563,9.452869429722487e-10,1.6179260571876453e-14,0.01875254623642697,2.031817543551591e-09,8.600313974957187e-15,8.313782224865649e-16
"(19.809, 21.501]",0.7010603215839977,0.00773490747011133,8.38068627981418e-10,2.205664658254884e-14,0.017597238203677815,1.906641202187024e-09,7.713611837887935e-15,7.711616868140926e-16
"(21.501, 23.229]",0.7053107039006623,0.0067571516454597615,7.32129871036626e-10,1.815891580624408e-14,0.01639506958463073,1.776387568376896e-09,6.09293195287341e-15,1.2865830034281962e-15
"(23.229, 24.979]",0.6937992483539348,0.006347877381338069,6.877854593774088e-10,3.365578851540957e-14,0.01412945321300816,1.5309105524675333e-09,1.3171882792255906e-14,3.083395151248498e-15
"(24.979, 26.776]",0.7473247008970735,0.004952654685493284,5.366146309022822e-10,2.2710171507490054e-14,0.011617732620889006,1.2587684177821553e-09,3.869046666634523e-15,1.4577053864460594e-15
"(26.776, 28.569]",0.660035542998171,0.003751915085804069,4.0651582975139877e-10,2.7143037172910935e-15,0.012935643316621982,1.4015625769680147e-09,1.0995559209433044e-14,3.073064601897701e-16
"(28.569, 30.431]",0.6877731094716184,0.005166752540867819,5.598118955884904e-10,3.847248889098326e-14,0.01238777215030589,1.342201344989567e-09,4.0370867530248975e-15,1.37469332038049e-15
