zone,groundtruth,model
10201,12.9717868338558,16.43202580862697
10202,12.1728,10.007515718572007
10601,13.557275541795665,25.999888480739784
10602,10.4,33.60376648761608
10603,13.8,23.481537601335827
10701,10.059925093632959,14.698469853132874
10703,12.162079510703364,8.492773249935551
10704,9.668041237113401,20.90308326507201
11101,7.585585585585585,31.83883164266867
11102,12.216666666666667,11.839331250422266
11103,7.555926544240401,23.447026715231374
11401,9.730077120822623,8.814064890749977
11402,16.74251497005988,15.765785123173035
11501,8.259720062208398,32.25327085948175
11502,14.989795918367347,12.39716114157546
11503,15.109756097560975,45.25792360678937
11504,11.26530612244898,9.130987399517307
11601,6.956661316211878,27.60720212235389
11602,9.1175,27.805518846064345
11603,6.575289575289576,13.526855556827261
11701,3.0921658986175116,16.859866028564007
11702,4.704022988505747,24.401412219921838
11703,3.229799851742031,29.15525836145816
11801,4.003802281368821,27.157073629167936
11802,4.162374020156775,19.053001781606294
11901,6.779829545454546,17.584828897325146
11902,4.811965811965812,14.031831122933154
11903,6.234493192133131,45.50650409830407
11904,6.015978695073236,60.190806346586896
12001,5.7928730512249444,22.550566922136632
12002,4.136666666666667,23.319505609664713
12003,4.173601147776184,21.07653884240336
12101,4.155864197530864,18.782698692508436
12102,7.333333333333333,12.197310798597467
12103,6.403453689167975,9.927240644606965
12104,5.173758865248227,24.330341017287886
12201,3.4944444444444445,35.84744033182977
12202,6.709090909090909,28.625482998224314
12203,5.090346534653466,23.41311652278784
12301,13.031746031746032,32.33073749138403
12302,10.458715596330276,17.569293842664212
12303,20.939226519337016,123.08334976461119
12401,13.166666666666666,40.13774944081742
12403,11.683860232945092,27.237856846222467
12404,10.981132075471699,5.353935862884877
12405,10.86970684039088,28.773595224324815
12501,5.870069605568445,21.802019558566833
12502,6.643939393939394,13.421773063228688
12503,6.345299145299145,28.662583600676335
12504,6.576,12.975604905843785
12601,6.1066666666666665,15.828121946632432
12602,5.255742725880551,18.684935597783486
12701,11.225806451612904,18.01735932363393
12702,8.72817133443163,55.97847441359655
12703,9.215384615384615,10.690662656750758
12801,9.869140625,20.343436875492067
12802,7.982905982905983,34.03160953211888
