distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 3.211]",7.221968283571418e-06,5.927265638233507e-07,2.19701253241863e-06,7.370865429347212e-06,1.5436135934749714e-08,2.259007898559447e-16,3.8587338941058856e-10,1.943457156399613e-08
"(3.211, 5.192]",9.820993717203804e-07,5.532856018996931e-07,1.240061650822241e-06,7.699187099029142e-07,5.459071376116137e-11,9.021649072086167e-17,7.59219760245793e-11,2.181540532333051e-11
"(5.192, 6.939]",5.488951139908818e-07,5.235325601658782e-07,7.805488454782176e-07,4.4833598227096996e-07,2.1911286140904832e-11,6.232139661470662e-17,3.8386152342167317e-11,1.6811109713676193e-11
"(6.939, 8.647]",3.3928654146833104e-07,4.971497189891412e-07,5.40231507507195e-07,2.93886407488125e-07,7.249063111032581e-12,5.433544100069225e-17,5.9591315264539734e-12,4.2951250827936045e-12
"(8.647, 10.313]",2.58429090257086e-07,4.7258761456091e-07,4.3624677233419674e-07,2.5142780056727023e-07,7.991098834277661e-12,4.6386740614569843e-17,5.878849704203213e-12,1.1582596055379163e-11
"(10.313, 11.904]",2.115699381822608e-07,4.500275033360697e-07,3.8355879122473593e-07,2.1358610898764178e-07,4.981991833290254e-12,3.850532146422142e-17,3.642821100134467e-12,1.173758614631261e-11
"(11.904, 13.467]",1.67350057854252e-07,4.29296874694934e-07,3.344018591544113e-07,1.739964271776862e-07,2.639613595942002e-12,3.3694527304316683e-17,1.4890895176236058e-12,6.686930348638243e-12
"(13.467, 15.011]",1.3648331343174406e-07,4.0977192997904717e-07,2.98229666138971e-07,1.7119865109765435e-07,2.085581294124444e-12,2.985787315033324e-17,1.817950749985849e-12,6.5413784134823485e-12
"(15.011, 16.559]",1.122436075261353e-07,3.9122661033184625e-07,2.666531920964702e-07,1.2950109927430747e-07,1.518608742725606e-12,2.7521814726853132e-17,1.820553003812551e-12,2.351541257401214e-12
"(16.559, 18.16]",9.55005887220118e-08,3.731328005783013e-07,2.561086415257107e-07,1.1101693456284513e-07,1.1315963060834829e-12,2.6923590872220197e-17,1.674979057330761e-12,4.567382612172995e-12
"(18.16, 19.809]",8.712227766237401e-08,3.5541290189734995e-07,2.2846241635325472e-07,9.452914495084786e-08,1.2890332196671178e-12,2.565065480031009e-17,1.3529018578363637e-12,1.6091048029221236e-12
"(19.809, 21.501]",6.808316252114799e-08,3.3805824388621826e-07,2.1483000330011456e-07,8.380726233678593e-08,7.327072826200512e-13,2.4568664424218922e-17,1.2597289227451966e-12,2.1987455757773446e-12
"(21.501, 23.229]",6.098064142007666e-08,3.211417851573151e-07,2.0055026428807864e-07,7.321333613734111e-08,8.090020078505009e-13,2.3167224509753478e-17,1.0337435838444284e-12,1.8106132646274065e-12
"(23.229, 24.979]",5.864158129180686e-08,3.0481328875490504e-07,1.6998631869434153e-07,6.877738343306384e-08,1.18655375847028e-12,2.129622750251594e-17,2.2001045427356418e-12,3.3608753557607054e-12
"(24.979, 26.776]",4.118867885391143e-08,2.890045037836166e-07,1.4216384605874528e-07,5.3661718914482886e-08,4.5140490250014005e-13,2.017815862909888e-17,6.2995276474419e-13,2.268201768954608e-12
"(26.776, 28.569]",3.908863077381783e-08,2.7387968711571777e-07,1.6015796858855458e-07,4.065177677643253e-08,5.387884965943382e-13,1.8094080680882106e-17,1.8382834609049584e-12,2.697985476260605e-13
"(28.569, 30.431]",3.578006445895337e-08,2.593607723074679e-07,1.5218567844970894e-07,5.5981456442106964e-08,3.4169301085250063e-13,1.7471134359867318e-17,5.95828366282834e-13,3.844206297738422e-12
"(30.431, 32.517]",3.987119586026781e-08,2.4447376282644794e-07,1.386886479383781e-07,4.244577725049887e-08,4.332264341537778e-13,1.9539964340080958e-17,1.7633981921828202e-12,5.80363983485233e-13
"(32.517, 34.741]",3.425381555862636e-08,2.291028876800724e-07,1.316797895765538e-07,3.988252299505033e-08,2.723842320572596e-13,1.948321406888896e-17,6.353429330820633e-13,3.1209395146657436e-13
"(34.741, 37.035]",4.9242165123327026e-08,2.140974591501804e-07,1.5384733619182444e-07,3.9685666529743426e-08,3.0376838037120665e-12,1.8104839478726995e-17,5.919438074271432e-12,3.5767645787114316e-13
"(37.035, 39.4]",4.6300116633761924e-08,1.99640919205186e-07,1.4913019342749382e-07,3.712964551168325e-08,7.92427547151945e-13,1.6792819381481073e-17,1.59895858474915e-12,1.557450488460959e-13
"(39.4, 41.811]",2.5705777206806205e-08,1.8581212221112533e-07,1.242507274827572e-07,3.751822467007241e-08,1.8234581306578576e-13,1.5018739216720976e-17,7.97035952892083e-13,3.3755866508504146e-13
"(41.811, 44.358]",2.12283162058519e-08,1.7255793062483613e-07,9.863866841023314e-08,3.1446796631144695e-08,2.9166981273095813e-13,1.4587994327175123e-17,5.69230186217612e-13,2.529972893268271e-13
