zone,groundtruth,model
10201,12.9717868338558,274.8420141171992
10202,12.1728,204.74979191544776
10601,13.557275541795665,388.6597990231983
10602,10.4,336.6911822178098
10603,13.8,338.5507202501132
10701,10.059925093632959,93.40110610374082
10703,12.162079510703364,64.19498569406323
10704,9.668041237113401,331.7947986592573
11101,7.585585585585585,424.57695377399557
11102,12.216666666666667,221.98217940953586
11103,7.555926544240401,380.7087366898716
11401,9.730077120822623,391.5828848395198
11402,16.74251497005988,272.29349599883824
11501,8.259720062208398,412.1649406773291
11502,14.989795918367347,627.3068243751666
11503,15.109756097560975,435.59192628875275
11504,11.26530612244898,105.54946251811248
11601,6.956661316211878,299.9011323685217
11602,9.1175,277.7419656582171
11603,6.575289575289576,285.75813324161254
11701,3.0921658986175116,402.321971301668
11702,4.704022988505747,511.03254099228445
11703,3.229799851742031,504.603998627655
11801,4.003802281368821,628.3550981798437
11802,4.162374020156775,488.4165094868514
11901,6.779829545454546,267.6051370900109
11902,4.811965811965812,324.6223927617551
11903,6.234493192133131,396.31096755286217
11904,6.015978695073236,492.3124738776696
12001,5.7928730512249444,379.1308680189655
12002,4.136666666666667,472.1108241266838
12003,4.173601147776184,355.7530319053406
12101,4.155864197530864,352.88692200265444
12102,7.333333333333333,183.1645081679929
12103,6.403453689167975,340.81365357348614
12104,5.173758865248227,461.579851896468
12201,3.4944444444444445,594.2640331101884
12202,6.709090909090909,541.5473590615336
12203,5.090346534653466,421.9175197862515
12301,13.031746031746032,546.8622768357151
12302,10.458715596330276,330.68295849663457
12303,20.939226519337016,987.643364546716
12401,13.166666666666666,601.7346067688987
12403,11.683860232945092,320.82537037594324
12404,10.981132075471699,28.321033842428946
12405,10.86970684039088,143.23136678557262
12501,5.870069605568445,512.568065588402
12502,6.643939393939394,208.32914669182392
12503,6.345299145299145,315.1314072644129
12504,6.576,276.0337240183467
12601,6.1066666666666665,176.8855478357832
12602,5.255742725880551,350.83296979393606
12701,11.225806451612904,267.12555819424614
12702,8.72817133443163,640.4816080534791
12703,9.215384615384615,179.8313545721108
12801,9.869140625,506.1193158937245
12802,7.982905982905983,516.9044097065565
