distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",6.669375098644966e-06,4.858193102762142e-07,1.7345114977450031e-06,6.721579867430781e-06,1.4462370619961949e-08,4.592993382075878e-17,6.966287124043512e-09,4.1217213516199477e-08
"(2.115, 3.2]",4.4999263889020654e-07,4.6942254717506245e-07,5.773210738279362e-07,6.65611523680699e-07,3.400606624010555e-11,1.3356317072451558e-17,2.4693529186362415e-11,2.2535342083558842e-11
"(3.2, 4.113]",2.8270959434810124e-07,4.5803290330501003e-07,3.5751842401026947e-07,3.8296045095919904e-07,1.868034688531696e-11,9.047842340924587e-18,8.289749337053465e-12,6.001372395613865e-12
"(4.113, 4.957]",1.7017010074865318e-07,4.481202975730355e-07,2.477440014399554e-07,2.680072926039445e-07,9.159162338147536e-12,7.481959551156123e-18,5.016193632204585e-12,4.551676350682788e-12
"(4.957, 5.788]",1.3391650766358835e-07,4.3889821761191395e-07,2.3678134155094993e-07,2.453505975187278e-07,7.306446692785302e-12,6.888957851362852e-18,5.678802061699761e-12,2.839577429274795e-11
"(5.788, 6.614]",1.3301875215723238e-07,4.298856422382905e-07,2.0443529131855275e-07,1.952193988554646e-07,9.692747931036195e-12,6.603602004243807e-18,3.4442405544842133e-12,2.6089143267629276e-12
"(6.614, 7.456]",8.410044029994204e-08,4.210271232845355e-07,1.9934646157479528e-07,1.6504723110844888e-07,3.661008748573333e-12,6.5221483863500485e-18,7.057351889575675e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.06404082887111e-07,4.121006169740513e-07,1.708486225344873e-07,1.8773770101995095e-07,5.440094600900493e-12,6.838391166597913e-18,2.3941588871563825e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.1218851335045826e-07,4.0284737371871316e-07,1.7839878423669408e-07,1.7789661138965264e-07,6.800154492098636e-12,7.423074992728713e-18,3.1337124277446056e-12,1.5393811549662804e-11
"(9.272, 10.288]",7.482134201990027e-08,3.93151176444796e-07,1.5934828673442644e-07,1.6471530448242573e-07,3.140310795207059e-12,8.324592506019959e-18,2.5227605793885716e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.1314388998482957e-07,3.828196469191794e-07,1.7596750733073314e-07,1.5111894796614842e-07,8.484173608647806e-12,9.553043106164145e-18,2.8829045328320194e-12,4.088421879655589e-12
"(11.406, 12.65]",7.49851246000241e-08,3.7172948693767653e-07,1.8094182835160459e-07,1.8124987968158377e-07,3.191084799627908e-12,1.1073290854722333e-17,3.1475018091420836e-12,2.8953674101445203e-11
"(12.65, 14.062]",7.861384877112405e-08,3.596219668035282e-07,1.6237530637435007e-07,2.101082871793838e-07,3.287532641161014e-12,1.3438513292318166e-17,1.7043945219591164e-12,7.15662961034669e-11
"(14.062, 15.693]",8.980744810123018e-08,3.462640443191269e-07,1.894585921589371e-07,1.8800051270648828e-07,5.135548593067524e-12,1.6564703238362278e-17,3.984808801015255e-12,1.4758376882139984e-11
"(15.693, 17.608]",9.234397583080299e-08,3.312578135640543e-07,2.2862159199234427e-07,1.6022212989047593e-07,4.7509124344798555e-12,2.0954168598932507e-17,6.0966456817732346e-12,4.74884266722672e-12
"(17.608, 19.895]",1.1467510318336411e-07,3.14420519526674e-07,2.963037437027401e-07,2.0013446977582312e-07,5.5104706560041705e-12,2.6872452880368248e-17,7.46375009544291e-12,2.201677349609846e-11
"(19.895, 22.678]",1.1169717679563871e-07,2.9520716208479195e-07,3.1278694451972953e-07,1.5574336363617906e-07,5.064512650306492e-12,3.5238521784312164e-17,6.149816793995341e-12,2.533203134272134e-12
"(22.678, 25.793]",8.699584714243786e-08,2.740435179420122e-07,3.4868653509176544e-07,1.6932430166807277e-07,3.2115272854855937e-12,3.8380503716284685e-17,6.058974911954854e-12,6.690346984133275e-12
"(25.793, 29.162]",9.654763302203669e-08,2.5277885875337525e-07,3.0002912065435683e-07,1.3232865675491082e-07,4.8189828846022076e-12,3.809337809693003e-17,7.34828208693227e-12,2.4466296592983557e-12
"(29.162, 32.281]",8.533072424451232e-08,2.3274162125078336e-07,2.508989602954828e-07,1.1093819967588296e-07,6.323813990873803e-12,2.7267259517671708e-17,4.572960595211465e-12,1.0884424479361143e-11
"(32.281, 35.044]",6.1418467546434e-08,2.1630833728430207e-07,2.509540571199484e-07,7.150670324226052e-08,2.421334336223633e-12,1.8477825080451647e-17,4.544882442744889e-12,1.1441076429985978e-12
"(35.044, 37.614]",3.947070323716853e-08,2.0231846771071882e-07,2.053461282209824e-07,5.737400241059522e-08,1.1536897673390397e-12,1.4173524195791576e-17,3.84422212601257e-12,4.924587772842734e-13
"(37.614, 40.002]",3.100950183677735e-08,1.9018965097221993e-07,1.533434717066257e-07,5.079981990103102e-08,7.413778947211157e-13,1.0668516523340298e-17,1.4926125655300839e-12,9.691771415561444e-13
"(40.002, 42.213]",3.900666315761675e-08,1.7958460431643089e-07,1.5066908242816244e-07,4.307356243644427e-08,1.662158247678057e-12,8.17618843577355e-18,1.7468554913997467e-12,4.617269045333282e-13
"(42.213, 44.525]",2.888032829516764e-08,1.698647148675522e-07,1.5549040318889947e-07,4.381574953977113e-08,7.741055062335464e-13,8.02834607462464e-18,2.0918501740075625e-12,3.1929257942444573e-13
"(44.525, 46.962]",3.1936876063269136e-08,1.5998795404040417e-07,1.560567534644541e-07,3.988800243346746e-08,1.1920639415979278e-12,7.89879619301103e-18,1.732452237492261e-12,2.013185977896612e-13
"(46.962, 49.411]",3.4121370859130004e-08,1.505479344793365e-07,1.4471471607086443e-07,3.504312832102804e-08,1.62098498536782e-12,7.044654808721012e-18,1.4975437349210563e-12,4.630757587556408e-13
"(49.411, 51.915]",2.8088073050516185e-08,1.4143931564934295e-07,1.442681773339245e-07,3.007415994578765e-08,7.007517261024461e-13,6.564692267429588e-18,1.2396024410763641e-12,1.7981104150395674e-13
"(51.915, 54.193]",2.38576625047037e-08,1.3317931641523772e-07,1.3444839610272e-07,2.393080273549437e-08,9.469283229883377e-13,4.789301560952784e-18,9.758671690417514e-13,1.1309028294310233e-13
