distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 2.153]",0.00017733265011234226,0.00013835596846199612,1.834176873498069e-07,8.972873730018879e-08,0.47401017375029086,0.3698255036989156
"(2.153, 3.119]",3.188421337069541e-05,2.7317346660604678e-05,4.4084297738376265e-09,1.2789306188978765e-09,0.08525838655323952,0.07304658497045691
"(3.119, 3.875]",1.8839214586548204e-05,1.7893314599498412e-05,3.424144696578364e-09,6.07058503772887e-10,0.0503383813752568,0.04781093660985976
"(3.875, 4.522]",1.1941084248951109e-05,1.4451100949290286e-05,9.75458721542133e-10,3.67403093698992e-10,0.031930459281695266,0.038642243938402224
"(4.522, 5.107]",1.007937976204513e-05,1.1700952709310522e-05,7.36278922933817e-10,2.4186587844763553e-10,0.026932102724184587,0.031264945639277716
"(5.107, 5.635]",8.193519515266782e-06,9.88053433511847e-06,7.952779372677225e-10,1.750953323952824e-10,0.021909471183823373,0.02642054881210679
"(5.635, 6.128]",6.039405557233886e-06,8.290941721103613e-06,2.4332511173997494e-10,1.2599751593950665e-10,0.016137291648928943,0.022153396278788852
"(6.128, 6.599]",6.0733619980128425e-06,7.988965637155835e-06,4.3181758099915636e-10,1.0913791852043177e-10,0.01624016998268634,0.021362494113754703
"(6.599, 7.053]",5.751182081607873e-06,6.725778720223744e-06,4.3036640556687586e-10,9.39277647645657e-11,0.015367158522056236,0.017971280740437842
"(7.053, 7.474]",4.673254818357075e-06,6.107252980367003e-06,1.6048297829598365e-10,5.076279047257158e-11,0.012486936874650105,0.016318579963540632
"(7.474, 7.904]",3.5395889714621474e-06,5.471003153528262e-06,9.946326995614947e-11,5.949451725919888e-11,0.009464860909689782,0.014629462432534573
"(7.904, 8.308]",4.222213462221754e-06,5.425221784800639e-06,2.617552215763581e-10,6.227733143168645e-11,0.011281754371056527,0.014496192608987307
"(8.308, 8.691]",3.914940851123834e-06,4.981087440280663e-06,1.4827767428670203e-10,3.996620053109873e-11,0.010468551835905133,0.013319427815310494
"(8.691, 9.084]",3.309185565231136e-06,4.347586397673301e-06,8.984952736266047e-11,2.9809234901751554e-11,0.008842143830297595,0.01161675085458306
