distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 9.548]",4.787094290251301e-06,4.795456499638951e-06,5.779524704508828e-10,2.6423892550884977e-09,0.7914215764415061,0.79280405034631
"(9.548, 14.357]",3.6439065584598034e-07,3.051373734635692e-07,5.486737033074813e-12,3.4062867777698964e-12,0.06024252078708085,0.05044653113049112
"(14.357, 18.128]",1.6388285983749846e-07,1.7127156368550194e-07,2.2051137693941197e-12,1.457129572164635e-12,0.027093769919774597,0.028315299994741923
"(18.128, 21.389]",1.1065204687260643e-07,1.2492847289091665e-07,1.4228822356066599e-12,8.929990998286729e-13,0.018293438997166785,0.020653674852217904
"(21.389, 24.365]",8.30894367071631e-08,8.824312792223457e-08,1.1407041277074356e-12,5.495740555758836e-13,0.013736511855301618,0.014588530394359664
"(24.365, 27.157]",5.8506940024165363e-08,6.843135497137895e-08,7.49668096185459e-13,3.832955088196971e-13,0.009672601352555115,0.011313345329288252
"(27.157, 29.803]",4.810422095482044e-08,4.836450422475762e-08,6.469584506186542e-13,1.76986584795587e-13,0.007952782225134734,0.00799581329645383
"(29.803, 32.325]",3.7951473452038696e-08,4.2494507463433447e-08,5.119319540778462e-13,1.6095709818163406e-13,0.006274289396984846,0.007025361951884671
"(32.325, 34.744]",3.02887997544319e-08,4.160063667335341e-08,3.920630884017208e-13,3.04262886582362e-13,0.00500740495300219,0.006877500456112132
"(34.744, 37.052]",2.7242754193744015e-08,3.327327618746236e-08,3.598284088906063e-13,1.4224408741618043e-13,0.004503881094326536,0.005500871112416027
"(37.052, 39.226]",2.2726291445650074e-08,2.763807929659113e-08,2.8652291213238606e-13,8.122471118431023e-14,0.003757201406960653,0.004569237821629632
"(39.226, 41.315]",1.9798781064776776e-08,2.260909298034393e-08,2.482514670238854e-13,5.79061781488791e-14,0.0032732136807531557,0.0037378256878823797
"(41.315, 43.341]",1.714914178391107e-08,1.993450900145694e-08,2.1168257053798187e-13,5.135731980552542e-14,0.0028351647162833137,0.0032956527661568676
"(43.341, 45.324]",1.3927377591689522e-08,1.763795273394834e-08,1.7637119507353093e-13,5.3101440874420824e-14,0.002302501918213295,0.002915941621881808
"(45.324, 47.269]",1.2912961088847602e-08,1.5823376724253165e-08,1.6113856198892631e-13,3.080455249679856e-14,0.002134822379052641,0.0026159839335604305
