quantile,score,sampers_weight,twitter_weight
"(-0.001, 22.405]",1.0,0.0,0.0
"(22.405, 35.395]",1.0,0.0,0.0
"(35.395, 46.554]",1.0,0.0,0.0
"(46.554, 56.061]",1.0,0.0,0.0
"(56.061, 64.93]",1.0,0.0,0.0
"(64.93, 73.165]",1.0,0.0,0.0
"(73.165, 80.94]",1.0,0.0,0.0
"(80.94, 88.329]",1.0,0.0,0.0
"(88.329, 95.338]",1.0,0.0,0.0
"(95.338, 102.07]",0.3687542557973518,0.028808870046507534,0.013412747422030108
"(102.07, 108.851]",0.4482684508388854,0.07236145663781507,0.03863136856503524
"(108.851, 115.402]",0.4126491540474032,0.07075061842379658,0.036606176503788106
"(115.402, 121.788]",0.3303201060373374,0.05770976569595194,0.031021958393923105
"(121.788, 128.103]",0.4247760820097389,0.051592339773434755,0.030829399148755342
"(128.103, 134.5]",0.3724502855376203,0.05032928009109841,0.030962198628181385
"(134.5, 140.658]",0.47431295622475556,0.04368066159153193,0.031679315817082006
"(140.658, 146.534]",0.51690866822712,0.03629542177813652,0.028027330132865885
"(146.534, 152.416]",0.38728492624627364,0.037018223265486386,0.020079281289217356
"(152.416, 158.282]",0.5619762143303859,0.03373219817243452,0.021194796916396093
"(158.282, 164.09]",0.5114647001503495,0.03223776128635418,0.022057993532665368
"(164.09, 169.751]",0.42308726189687307,0.027923125026563193,0.019886722044049582
"(169.751, 175.259]",0.4575543177659363,0.025740229035109877,0.022615751346254726
"(175.259, 180.935]",0.6013764692732955,0.025313373872513135,0.01686553388710716
"(180.935, 186.282]",0.5664987345816395,0.021705247253098952,0.014548182971122751
"(186.282, 191.76]",0.5642620081166443,0.021858056108661907,0.01673273440768112
"(191.76, 197.086]",0.5301789104902005,0.02036403023975935,0.01744985159658174
"(197.086, 202.626]",0.5275287352287901,0.018069778436215524,0.01709793297610274
"(202.626, 207.999]",0.6732967537772221,0.01616024447997461,0.01460130276289317
"(207.999, 213.47]",0.6175641361710813,0.013198445719251684,0.01169963413743418
"(213.47, 218.954]",0.7319202226183432,0.013587606084362347,0.012310511742793972
"(218.954, 224.269]",0.7567800854517925,0.011784986950829761,0.011155156271787415
"(224.269, 229.603]",0.726512216746266,0.010331376594310075,0.011639874371692458
"(229.603, 234.752]",0.5868047454312035,0.010716366582263088,0.013299867864517973
"(234.752, 239.974]",0.7518220176778827,0.010433726612565628,0.011314515647098664
"(239.974, 245.254]",0.6435957112262092,0.011894029430797516,0.013452587265857918
"(245.254, 250.51]",0.6811173075363524,0.009735326790350935,0.010391559265087686
"(250.51, 255.844]",0.21113589039384734,0.009767882017785065,0.01518562047236775
"(255.844, 261.162]",0.7041428451047881,0.008920913475702029,0.01106219663618919
"(261.162, 266.661]",0.6764578651623397,0.008557181558768305,0.011892193382601942
"(266.661, 272.129]",0.708446579939544,0.007781695571285935,0.00901708465302816
"(272.129, 277.715]",0.8286458694799614,0.00759964716455831,0.008147248062787594
"(277.715, 283.342]",0.551262216544443,0.007103382335263513,0.010265399759632945
"(283.342, 289.14]",0.6480581780389731,0.007285121032574002,0.010491158874657215
"(289.14, 295.075]",0.7179088919661709,0.006541737567457432,0.00976076173781399
"(295.075, 301.331]",0.7389248496381946,0.005703050143242295,0.007987888687476345
"(301.331, 307.68]",0.7911658094553085,0.005613105277883498,0.00640093490833516
"(307.68, 313.891]",0.5964144799993344,0.005441830625028058,0.009647882180301853
"(313.891, 320.547]",0.7287424259813688,0.005434848173572595,0.008452686865467489
"(320.547, 326.988]",0.602646652418084,0.004933643807006314,0.00943540301322019
"(326.988, 333.082]",0.6466730193361118,0.005518840037471137,0.009495162778961907
"(333.082, 339.529]",0.31401367497172344,0.005020826399543681,0.010325159525374664
"(339.529, 346.178]",0.6371657881080951,0.005034391957673979,0.008651886084606552
"(346.178, 352.733]",0.7362019338538096,0.005130642135540592,0.007782049494365984
"(352.733, 359.7]",0.8353181971692637,0.0044136488729364124,0.0063345351686221385
"(359.7, 366.652]",0.5554099273948141,0.004520686395395664,0.008851085303745612
"(366.652, 373.677]",0.49849698756133776,0.004402322806401495,0.009023724626999465
"(373.677, 380.777]",0.46828301437554987,0.004725917318098493,0.010989156922504866
"(380.777, 387.825]",0.5398974750341231,0.006554593015748529,0.010471238952743309
"(387.825, 394.882]",0.6637337564691436,0.007740505526423047,0.010225559915805132
"(394.882, 401.993]",0.2500007507938288,0.008067744770823162,0.018439207718305747
"(401.993, 409.214]",0.608880013827019,0.005621793664473736,0.010783317729394502
"(409.214, 416.899]",0.27012736093692064,0.003341255707506618,0.009873641295326125
"(416.899, 424.964]",0.4454213622608997,0.0037641525442570233,0.008804605485946498
"(424.964, 433.403]",0.456279899073944,0.003928750273620044,0.009880281269297424
"(433.403, 442.513]",0.6337683676913741,0.0030918954356520083,0.007782049494365986
"(442.513, 452.301]",0.7716702831175586,0.002597209105279499,0.005557658213979803
"(452.301, 462.106]",0.7709362854475263,0.002377852897759171,0.005172539723644282
"(462.106, 471.922]",0.41181021715660754,0.0028325580352830727,0.009349083351593264
"(471.922, 482.18]",0.5117050105939589,0.002707851071674091,0.008472606787381397
"(482.18, 492.672]",0.6547368735092315,0.003017469335630133,0.007430130873886974
