distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 9.548]",4.787094290251301e-06,4.112343816853465e-06,5.779524704508828e-10,1.8879547826410244e-09,0.7914215764415061,0.6798691291774822
"(9.548, 14.357]",3.6439065584598034e-07,3.166173796090164e-07,5.486737033074813e-12,4.014106198848522e-12,0.06024252078708085,0.05234445166648102
"(14.357, 18.128]",1.6388285983749846e-07,1.9088807896091504e-07,2.2051137693941197e-12,1.964440335072057e-12,0.027093769919774597,0.03155838076613432
"(18.128, 21.389]",1.1065204687260643e-07,1.5056387575322402e-07,1.4228822356066599e-12,1.399890151910765e-12,0.018293438997166785,0.024891822195026007
"(21.389, 24.365]",8.30894367071631e-08,1.1026445944640014e-07,1.1407041277074356e-12,9.48636828307259e-13,0.013736511855301618,0.018229140964597764
"(24.365, 27.157]",5.8506940024165363e-08,9.310407157370339e-08,7.49668096185459e-13,7.965638747192463e-13,0.009672601352555115,0.015392337528850938
"(27.157, 29.803]",4.810422095482044e-08,6.851042254918501e-08,6.469584506186542e-13,3.857776338560287e-13,0.007952782225134734,0.011326417097521463
"(29.803, 32.325]",3.7951473452038696e-08,6.295633016003284e-08,5.119319540778462e-13,3.81964787013892e-13,0.006274289396984846,0.010408192327377268
"(32.325, 34.744]",3.02887997544319e-08,6.391227930167242e-08,3.920630884017208e-13,9.631796412167444e-13,0.00500740495300219,0.010566105838711086
"(34.744, 37.052]",2.7242754193744015e-08,5.2010184161603933e-08,3.598284088906063e-13,4.3144473377561913e-13,0.004503881094326536,0.008598531686333009
"(37.052, 39.226]",2.2726291445650074e-08,4.612561794507417e-08,2.8652291213238606e-13,2.725043872521963e-13,0.003757201406960653,0.007625671661151442
"(39.226, 41.315]",1.9798781064776776e-08,3.9524669754358194e-08,2.482514670238854e-13,2.0243448171702897e-13,0.0032732136807531557,0.0065343765024695145
"(41.315, 43.341]",1.714914178391107e-08,3.4857526476103245e-08,2.1168257053798187e-13,1.6340796015356685e-13,0.0028351647162833137,0.0057627857071352925
"(43.341, 45.324]",1.3927377591689522e-08,3.158301952547616e-08,1.7637119507353093e-13,1.5648333385760308e-13,0.002302501918213295,0.005221367953990769
"(45.324, 47.269]",1.2912961088847602e-08,2.9985702633795095e-08,1.6113856198892631e-13,1.2791547339283276e-13,0.002134822379052641,0.0049573563022295404
"(47.269, 49.172]",1.652081760541327e-08,3.113916289580328e-08,2.2061725409635826e-13,1.4611403489020296e-13,0.0027312876497973433,0.005148050966585782
"(49.172, 51.036]",1.6307416038491144e-08,3.324993121260202e-08,2.1963579902126748e-13,2.0444605221854116e-13,0.00269600724914751,0.005497011627792216
"(51.036, 52.866]",1.3776990810548077e-08,3.35125836023381e-08,1.8295249993225404e-13,2.378709628057226e-13,0.0022776396747814292,0.005540367346305739
"(52.866, 54.664]",1.3392674313042999e-08,3.008377873740393e-08,1.7533159378696583e-13,1.7353527860016516e-13,0.0022141304881295207,0.004973570635982567
"(54.664, 56.437]",1.0442359421646085e-08,2.8714977465298093e-08,1.389604611793217e-13,1.42276748746653e-13,0.0017263726290242174,0.004747274934472942
"(56.437, 58.172]",9.97667462437557e-09,2.846978720627602e-08,1.330410336502804e-13,2.768989753478241e-13,0.0016493837556002665,0.004706739100090377
"(58.172, 59.897]",8.271646628314853e-09,2.580254360595764e-08,1.041195947143598e-13,1.4975998957876163e-13,0.001367501707179525,0.004265779719111341
"(59.897, 61.592]",7.188926052210073e-09,2.013356196442796e-08,8.716926522486848e-14,7.464459292665113e-14,0.0011884876328034737,0.0033285207310831595
"(61.592, 63.286]",6.9786397975776456e-09,1.7664359095633703e-08,8.644203797568575e-14,6.203607292162263e-14,0.0011537366458947266,0.0029203425031265463
"(63.286, 64.964]",6.734394582850793e-09,1.4997115495315326e-08,8.86658008324722e-14,3.9208132470649795e-14,0.0011133570500152245,0.0024793831221475112
"(64.964, 66.644]",6.9605423096085175e-09,1.3694491822948774e-08,9.807441613349312e-14,4.2877936750795156e-14,0.001150737736251409,0.0022640144716453603
"(66.644, 68.325]",8.14923574135864e-09,1.3272335606080665e-08,1.0927181490297288e-13,4.434881104829307e-14,0.0013472561004686345,0.002194222339404074
"(68.325, 69.996]",6.481140196857446e-09,1.2845837483547744e-08,8.398763731080974e-14,3.9689641963077334e-14,0.0010714880219052604,0.0021237252361300473
"(69.996, 71.656]",4.108926946125343e-09,1.1427998159637496e-08,5.825316020585384e-14,3.96120798383466e-14,0.0006793042384412262,0.0018893223677439095
"(71.656, 73.323]",4.229735887364454e-09,1.189918987480165e-08,5.729587003227422e-14,3.608916461773675e-14,0.000699276855842641,0.001967221666861708
"(73.323, 74.976]",4.403701583198165e-09,1.1850151822997238e-08,5.4707907329195e-14,4.0132836611385354e-14,0.0007280375605406535,0.0019591144999851953
"(74.976, 76.623]",3.9593807499533005e-09,1.1323662775926815e-08,5.258702157377751e-14,4.510045559069375e-14,0.0006545727443437795,0.0018720505774417729
"(76.623, 78.265]",4.843343587757938e-09,1.29908195497521e-08,6.06351380503315e-14,5.473313209243012e-14,0.0008007209353024933,0.0021476942512432162
"(78.265, 79.907]",5.6240369138961154e-09,1.1673188418659569e-08,8.416773274507175e-14,5.565244178537704e-14,0.0009297882787529613,0.0019298582021264744
"(79.907, 81.548]",3.730182348460181e-09,1.429565814559131e-08,4.569057384423308e-14,7.398642760147947e-14,0.000616688666576831,0.0023634153872617377
"(81.548, 83.185]",2.966494812623439e-09,1.2534704097095413e-08,3.591662048101737e-14,4.131233784236327e-14,0.0004904268554125322,0.002072262350740008
"(83.185, 84.836]",4.3311172546816266e-09,1.1436526516473045e-08,5.889681024831743e-14,3.4836630741401734e-14,0.0007160376290129852,0.0018907323098093897
"(84.836, 86.488]",3.557219972917329e-09,1.170730184600177e-08,4.1265836322627054e-14,5.4713728372652634e-14,0.0005880938348025845,0.0019354979703883966
"(86.488, 88.138]",3.264866383954641e-09,1.0425916231460326e-08,4.5909099762282555e-14,4.463469401589447e-14,0.0005397607700609171,0.0017236541750499468
"(88.138, 89.792]",2.374888189349364e-09,1.0820352735104533e-08,3.380131463352194e-14,4.236344144020853e-14,0.0003926260150159943,0.0017888639955784217
"(89.792, 91.432]",2.399620029232119e-09,9.539082519204776e-09,2.931971202699072e-14,3.822423193215385e-14,0.00039670998247271237,0.0015770202002399721
"(91.432, 93.067]",2.1183303123129794e-09,9.835327520598462e-09,2.5172003309938405e-14,4.215983046590457e-14,0.000350210840552831,0.0016260156870154202
"(93.067, 94.701]",1.5502411873226915e-09,7.178744366324524e-09,2.0592846363821497e-14,2.0798303917996176e-14,0.00025629207405293667,0.0011868187336182357
"(94.701, 96.328]",1.4808145930603792e-09,6.837610092902508e-09,1.9260423514031987e-14,1.6402095792436275e-14,0.0002448141917831141,0.0011304210509990142
"(96.328, 97.964]",2.592605526642082e-09,6.513611331285336e-09,3.56941555365364e-14,1.3537224822071405e-14,0.0004286147308755223,0.0010768432525107543
"(97.964, 99.604]",1.5612226755136551e-09,6.98898842673353e-09,1.6234740784929067e-14,1.868692407684861e-14,0.00025810757760661953,0.001155447522661294
"(99.604, 101.258]",2.91525582362368e-09,6.370682556156126e-09,3.734077275251695e-14,2.6720076411196584e-14,0.00048196175378476127,0.0010532267229139552
"(101.258, 102.912]",3.2641462482284854e-09,5.57114910282328e-09,3.809587858240622e-14,1.1854489899474321e-14,0.0005396417143421261,0.000921044654275156
"(102.912, 104.567]",2.360866614043013e-09,6.831296466591884e-09,2.6968786295498802e-14,2.6978862660663724e-14,0.00039030319036681904,0.0011293635944499036
"(104.567, 106.225]",1.9026710726685475e-09,6.428248964796091e-09,2.5657779515661382e-14,2.4787142846361514e-14,0.00031455719241785496,0.001062743831855949
"(106.225, 107.893]",1.2281475084047365e-09,5.652168492761007e-09,1.522661652383765e-14,1.1816003832050778e-14,0.00020304225867950464,0.0009344391038972208
"(107.893, 109.561]",2.251765033212601e-09,6.957007088600213e-09,3.18734674617847e-14,2.44809542662672e-14,0.0003722708023508401,0.0011501602399157417
"(109.561, 111.232]",3.522760858203973e-09,7.436727160599922e-09,6.208602003501398e-14,3.373972565186397e-14,0.0005823969161217136,0.0012294694810990215
"(111.232, 112.913]",1.5324942558212718e-09,6.313192521091941e-09,1.499149972222795e-14,1.8427839069318452e-14,0.0002533550153608843,0.001043709613971962
"(112.913, 114.61]",1.1184044100235246e-09,5.1895051344324e-09,1.3215985171933578e-14,1.2903982003299791e-14,0.00018489909068272918,0.0008579497468449022
"(114.61, 116.317]",2.1117591244797264e-09,4.351594075339576e-09,2.6037021711251042e-14,9.538335528346094e-15,0.0003491244654954863,0.0007194229389114401
"(116.317, 118.032]",2.9781487076951e-09,3.863345646504318e-09,4.897989497529754e-14,7.81306419228808e-15,0.0004923594569509847,0.0006387037556626798
"(118.032, 119.771]",9.183131742491619e-10,3.294117678178672e-09,1.0668034476056376e-14,4.574319908044262e-15,0.00015181737059321996,0.0005445901227918544
"(119.771, 121.522]",1.1383106213621291e-09,4.144781422077479e-09,1.4474584671460314e-14,1.0833484623953006e-14,0.00018819006516607262,0.0006852318438235372
"(121.522, 123.279]",1.546723232674754e-09,3.317530809029094e-09,1.8822654561683534e-14,5.669096296033311e-15,0.000255710471718721,0.000548467463471926
"(123.279, 125.048]",1.6718365763054863e-09,3.279153203269118e-09,2.0709850964009476e-14,5.6903924456270585e-15,0.0002763947101411282,0.0005421227241772636
"(125.048, 126.829]",1.6837048506866023e-09,3.3793613960868346e-09,2.1905357938315575e-14,8.167536466735132e-15,0.00027835682073491184,0.0005586895434466599
"(126.829, 128.615]",1.7282209409648569e-09,3.5798210884543624e-09,2.111557206251949e-14,8.104613744409402e-15,0.00028571294240219207,0.0005918231819854521
"(128.615, 130.41]",7.62534618968048e-10,4.104271727108615e-09,9.698811102210901e-15,9.287911068093809e-15,0.00012606527334627356,0.0006785346190125047
"(130.41, 132.216]",1.129667504301596e-09,3.428399447891249e-09,1.4173069169555877e-14,6.718994465384122e-15,0.00018676115048115705,0.0005667967103231728
"(132.216, 134.037]",1.5288147715890733e-09,2.98492489244263e-09,1.886993592186188e-14,5.435210517734091e-15,0.00025274977329819195,0.0004934797229181854
"(134.037, 135.874]",7.215530146539473e-10,2.645954717553225e-09,8.82931397002085e-15,4.591697861904699e-15,0.00011928858748861987,0.00043743452581533425
"(135.874, 137.745]",1.12996912813463e-09,2.7653197039272075e-09,1.4695973525539286e-14,4.407621741176407e-15,0.00018681101613972958,0.00045717371473206163
"(137.745, 139.623]",7.720649034346403e-10,3.5669852464689426e-09,8.604849018930993e-15,1.631287376800883e-14,0.00012764085809542847,0.0005897082688872315
"(139.623, 141.518]",1.5409885704994125e-09,2.528657801740685e-09,1.8803741474045344e-14,6.363617456744933e-15,0.00025476239442924487,0.000418047822414977
"(141.518, 143.433]",8.524023038467768e-10,3.219454705420265e-09,9.646023449046038e-15,7.709403714791261e-15,0.00014092255848116453,0.0005322531297188999
"(143.433, 145.368]",1.1231980039041634e-09,3.488140143365895e-09,1.241372509671476e-14,1.198247829104855e-14,0.00018568934040144412,0.0005766663047815365
"(145.368, 147.331]",4.811153312884204e-10,3.1896054564958385e-09,4.4269578110876065e-15,6.2441015540116176e-15,7.953991102992682e-05,0.000527318332489718
"(147.331, 149.329]",1.0220262409816587e-09,2.859131629118261e-09,1.0875322055751326e-14,6.458784951973668e-15,0.00016896546626405173,0.0004726830774523474
"(149.329, 151.372]",1.864979684779537e-09,1.8570497009410933e-09,2.4412956011571553e-14,2.937308237136623e-15,0.0003083259014064922,0.0003070148847583853
"(151.372, 153.465]",4.2666660018824603e-10,2.15983249708414e-09,5.12754312227873e-15,3.5448783680378687e-15,7.053737567632121e-05,0.00035706782808294415
"(153.465, 155.629]",1.1538446869088457e-09,2.1853914391097823e-09,1.5870399269281113e-14,7.838995994865325e-15,0.000190758219018518,0.0003612976542793856
"(155.629, 157.85]",1.1895595278843083e-09,1.7909549354655772e-09,1.811215034493859e-14,2.9097425534777294e-15,0.00019666273938794538,0.0002960878337509111
"(157.85, 160.141]",7.696623899890835e-10,2.2983921671808253e-09,1.2076687426005375e-14,4.7384069857465545e-15,0.00012724366496255524,0.00037997938664700273
"(160.141, 162.483]",6.326301503158841e-10,1.929540734043271e-09,7.586521224422898e-15,3.539764901105912e-15,0.00010458894697082322,0.0003189993923149697
"(162.483, 164.899]",7.697258553714036e-10,1.6779745066191685e-09,1.0839744032116719e-14,4.840886775453701e-15,0.00012725261786171118,0.0002774061013832942
"(164.899, 167.404]",3.034369771341506e-10,1.631048244799008e-09,4.13857948194424e-15,2.478157068836681e-15,5.016541480772631e-05,0.00026965142002315117
"(167.404, 170.016]",3.5392518313925234e-10,1.4882072695653503e-09,3.638962706566362e-15,3.2684858149951556e-15,5.851197305213061e-05,0.0002460348904263524
"(170.016, 172.761]",8.052844257144816e-10,1.4135665952118417e-09,9.593535682998288e-15,2.659171550686685e-15,0.00013313364768124668,0.00023369789735339775
"(172.761, 175.648]",7.842975433191242e-10,1.9316961918639978e-09,8.960785916925299e-15,4.594215963668418e-15,0.00012966163845660425,0.00031935187783133984
"(175.648, 178.71]",4.769399125928878e-10,1.8868989498655197e-09,6.972542068602241e-15,4.804009699554781e-15,7.884961410950658e-05,0.00031194968198756717
"(178.71, 181.959]",2.9214799742966286e-10,1.9657862505943604e-09,3.171060313123716e-15,3.934179645689459e-15,4.829907552706158e-05,0.00032499164609326207
"(181.959, 185.391]",1.1795890970286417e-09,1.2749893469147803e-09,1.931329620474877e-14,2.1537770923261136e-15,0.00019501438787716317,0.00021078633878933914
"(185.391, 189.041]",9.31939801279589e-10,1.0362078909998928e-09,1.3734341327928659e-14,1.2299556718852645e-15,0.00015407015182714422,0.00017130796095588427
"(189.041, 193.016]",6.320853031463196e-10,8.01665542541735e-10,8.640399773244696e-15,1.0199420099878048e-15,0.00010449887065736214,0.0001325345541551698
