zone,groundtruth,model
10201,12.9717868338558,18.22105884894822
10202,12.1728,11.16571960593754
10601,13.557275541795665,44.64740105076494
10602,10.4,10.96380521713263
10603,13.8,33.15844729775204
10701,10.059925093632959,16.229142924473678
10703,12.162079510703364,7.922674879218421
10704,9.668041237113401,25.68250116486325
11101,7.585585585585585,22.907934750828137
11102,12.216666666666667,15.162799740447998
11103,7.555926544240401,30.72547029321489
11401,9.730077120822623,14.169339615380188
11402,16.74251497005988,24.590686945892916
11501,8.259720062208398,39.532381948334944
11502,14.989795918367347,45.77945951270132
11503,15.109756097560975,10.919444504223065
11504,11.26530612244898,13.730004383448305
11601,6.956661316211878,23.23471668907724
11602,9.1175,29.864615740611217
11603,6.575289575289576,19.778976950299075
11701,3.0921658986175116,27.89123167907294
11702,4.704022988505747,38.29738688406441
11703,3.229799851742031,38.56458831274871
11801,4.003802281368821,45.09652945409904
11802,4.162374020156775,33.91079805609231
11901,6.779829545454546,17.120783462707852
11902,4.811965811965812,20.682025160886948
11903,6.234493192133131,72.3409363401954
11904,6.015978695073236,93.41271126974429
12001,5.7928730512249444,24.396019793150018
12002,4.136666666666667,20.36880996909822
12003,4.173601147776184,25.429225683037384
12101,4.155864197530864,27.59119172609273
12102,7.333333333333333,11.158711766830278
12103,6.403453689167975,32.95294974778675
12104,5.173758865248227,36.741257494911416
12201,3.4944444444444445,45.87619348481273
12202,6.709090909090909,35.05979098837482
12203,5.090346534653466,39.700869157501536
12301,13.031746031746032,27.04863351375518
12302,10.458715596330276,34.06504213976513
12303,20.939226519337016,120.76016278688671
12401,13.166666666666666,67.54570141135864
12403,11.683860232945092,41.438455870518474
12404,10.981132075471699,5.996501217963411
12405,10.86970684039088,15.242194793846755
12501,5.870069605568445,25.356819875862087
12502,6.643939393939394,13.31116762741826
12503,6.345299145299145,63.208590476382874
12504,6.576,19.809507360442986
12601,6.1066666666666665,32.69652490773296
12602,5.255742725880551,20.509341320110096
12701,11.225806451612904,26.032859987850138
12702,8.72817133443163,59.739908808716244
12703,9.215384615384615,17.700568374671356
12801,9.869140625,31.89704774973272
12802,7.982905982905983,44.050895776935654
