distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 9.548]",4.787094290251301e-06,4.999878130561989e-06,5.779524704508828e-10,3.037457819749971e-09,0.7914215764415061,0.8265998520570302
"(9.548, 14.357]",3.6439065584598034e-07,2.8829613446193854e-07,5.486737033074813e-12,3.2884352751063054e-12,0.06024252078708085,0.047662270133785524
"(14.357, 18.128]",1.6388285983749846e-07,1.5421426121902446e-07,2.2051137693941197e-12,1.292383291433625e-12,0.027093769919774597,0.025495318521774
"(18.128, 21.389]",1.1065204687260643e-07,1.0966140515330483e-07,1.4228822356066599e-12,7.494015148732272e-13,0.018293438997166785,0.018129662145564968
"(21.389, 24.365]",8.30894367071631e-08,7.516718630653806e-08,1.1407041277074356e-12,4.5249386097950666e-13,0.013736511855301618,0.012426789574569485
"(24.365, 27.157]",5.8506940024165363e-08,5.8661613240735656e-08,7.49668096185459e-13,3.316534808429122e-13,0.009672601352555115,0.009698172547411382
"(27.157, 29.803]",4.810422095482044e-08,4.0097570459147684e-08,6.469584506186542e-13,1.3354702707937868e-13,0.007952782225134734,0.0066290907385881314
"(29.803, 32.325]",3.7951473452038696e-08,3.384958798380306e-08,5.119319540778462e-13,1.1516366806416045e-13,0.006274289396984846,0.005596149283834256
"(32.325, 34.744]",3.02887997544319e-08,3.241709256830931e-08,3.920630884017208e-13,2.1109147891326643e-13,0.00500740495300219,0.005359258577578032
"(34.744, 37.052]",2.7242754193744015e-08,2.578139381171168e-08,3.598284088906063e-13,1.0215544340167747e-13,0.004503881094326536,0.004262283150527422
"(37.052, 39.226]",2.2726291445650074e-08,2.110598958134709e-08,2.8652291213238606e-13,5.297718683778549e-14,0.003757201406960653,0.0034893266215466267
"(39.226, 41.315]",1.9798781064776776e-08,1.7114222999876917e-08,2.482514670238854e-13,3.5063485858774197e-14,0.0032732136807531557,0.0028293918032316514
"(41.315, 43.341]",1.714914178391107e-08,1.4885521933976544e-08,2.1168257053798187e-13,3.2617494769596336e-14,0.0028351647162833137,0.0024609340282127383
"(43.341, 45.324]",1.3927377591689522e-08,1.2739519467788832e-08,1.7637119507353093e-13,3.469460262061027e-14,0.002302501918213295,0.0021061228374537853
"(45.324, 47.269]",1.2912961088847602e-08,1.1270496843228365e-08,1.6113856198892631e-13,1.7021636161573038e-14,0.002134822379052641,0.0018632836201098863
"(47.269, 49.172]",1.652081760541327e-08,1.0978416361657377e-08,2.2061725409635826e-13,2.1476195919692288e-14,0.0027312876497973433,0.0018149957065746443
"(49.172, 51.036]",1.6307416038491144e-08,1.1018630341004108e-08,2.1963579902126748e-13,3.011888821476387e-14,0.00269600724914751,0.0018216440424961631
"(51.036, 52.866]",1.3776990810548077e-08,1.0574287964956472e-08,1.8295249993225404e-13,2.5070469498455342e-14,0.0022776396747814292,0.001748162434942534
"(52.866, 54.664]",1.3392674313042999e-08,9.141272463080436e-09,1.7533159378696583e-13,1.437374658467719e-14,0.0022141304881295207,0.00151127172868631
"(54.664, 56.437]",1.0442359421646085e-08,8.93596951588923e-09,1.389604611793217e-13,1.5043259959428475e-14,0.0017263726290242174,0.001477330224244871
"(56.437, 58.172]",9.97667462437557e-09,8.472450490787444e-09,1.330410336502804e-13,2.4616216086162203e-14,0.0016493837556002665,0.0014006994049389435
"(58.172, 59.897]",8.271646628314853e-09,7.64065607587876e-09,1.041195947143598e-13,1.6911795742556707e-14,0.001367501707179525,0.0012631838250885801
"(59.897, 61.592]",7.188926052210073e-09,5.623675565029894e-09,8.716926522486848e-14,5.391875007659404e-15,0.0011884876328034737,0.0009297172917618721
"(61.592, 63.286]",6.9786397975776456e-09,4.821444471150086e-09,8.644203797568575e-14,4.666251335910818e-15,0.0011537366458947266,0.0007971004857484168
