distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 2.153]",0.00017733265011234226,0.00018169853708636631,1.834176873498069e-07,1.894802045221163e-07,0.47401017375029086,0.48568018963185716
"(2.153, 3.119]",3.188421337069541e-05,2.709101431707771e-05,4.4084297738376265e-09,1.6807943766157564e-09,0.08525838655323952,0.0724413722838658
"(3.119, 3.875]",1.8839214586548204e-05,1.7431539347652002e-05,3.424144696578364e-09,8.180697578607923e-10,0.0503383813752568,0.04657707313692615
"(3.875, 4.522]",1.1941084248951109e-05,1.3776451223609758e-05,9.75458721542133e-10,5.169662515410026e-10,0.031930459281695266,0.036838230571932494
"(4.522, 5.107]",1.007937976204513e-05,1.100955765123924e-05,7.36278922933817e-10,3.224374518077923e-10,0.026932102724184587,0.02941753804411125
"(5.107, 5.635]",8.193519515266782e-06,9.154584746262444e-06,7.952779372677225e-10,2.267726619194353e-10,0.021909471183823373,0.024479359611505776
"(5.635, 6.128]",6.039405557233886e-06,7.490524059322113e-06,2.4332511173997494e-10,1.6672260160239293e-10,0.016137291648928943,0.020014680286508685
"(6.128, 6.599]",6.0733619980128425e-06,7.15892679266061e-06,4.3181758099915636e-10,1.2120037153275011e-10,0.01624016998268634,0.019142970243574472
"(6.599, 7.053]",5.751182081607873e-06,5.779484785737249e-06,4.3036640556687586e-10,8.669405162689857e-11,0.015367158522056236,0.015442783347489929
"(7.053, 7.474]",4.673254818357075e-06,5.159936618146205e-06,1.6048297829598365e-10,5.445470997423158e-11,0.012486936874650105,0.01378735064368666
"(7.474, 7.904]",3.5395889714621474e-06,4.723565993663792e-06,9.946326995614947e-11,7.641406438799703e-11,0.009464860909689782,0.01263081546705698
"(7.904, 8.308]",4.222213462221754e-06,4.633066066857822e-06,2.617552215763581e-10,7.100241486213071e-11,0.011281754371056527,0.0123795525306441
"(8.308, 8.691]",3.914940851123834e-06,4.1654059398041185e-06,1.4827767428670203e-10,4.5235069379226284e-11,0.010468551835905133,0.011138295483036213
"(8.691, 9.084]",3.309185565231136e-06,3.6314688538931017e-06,8.984952736266047e-11,3.082335989724741e-11,0.008842143830297595,0.009703284777602367
"(9.084, 9.455]",3.4304289584411704e-06,3.647410071174169e-06,1.822278616163639e-10,5.658854125100304e-11,0.00917296703487169,0.009753174530319727
"(9.455, 9.831]",3.3775173870866946e-06,3.2598757447176732e-06,2.7443876339083594e-10,3.637542538124945e-11,0.009024726458295648,0.008710387989885623
"(9.831, 10.182]",2.987116018874351e-06,3.1741913844437124e-06,9.330342030934253e-11,2.6262702658438618e-11,0.007981574002432266,0.0084814393792336
"(10.182, 10.537]",2.6441805586346716e-06,3.072560170073766e-06,1.232489019910264e-10,4.951128780953381e-11,0.007070538813789112,0.00821602589477725
"(10.537, 10.884]",3.0011634735751224e-06,2.78834018045249e-06,1.4936697954668904e-10,3.466367216576367e-11,0.008019108801392727,0.007450444962169053
"(10.884, 11.233]",2.073443405184543e-06,2.3187354030341614e-06,5.600198617297335e-11,1.513587079655632e-11,0.005544387665463469,0.006200298467713347
"(11.233, 11.587]",2.1177244332234613e-06,2.247143638658714e-06,5.227341955827603e-11,1.4689274805017226e-11,0.005658559685573088,0.0060043678024960835
"(11.587, 11.917]",2.2910681657234458e-06,2.105363169001261e-06,1.0935475154624668e-10,1.1619568400571799e-11,0.006126316275144494,0.005629741113909372
"(11.917, 12.256]",2.118573121255148e-06,2.072583820699638e-06,5.398755709547563e-11,1.2402756910642298e-11,0.005660827379993755,0.005537943968909432
"(12.256, 12.591]",2.0206435013051634e-06,1.894365506730253e-06,6.938612798026304e-11,1.4436211911544619e-11,0.005403200722490007,0.005065533364996697
"(12.591, 12.894]",1.7627538330142446e-06,1.7597883787169594e-06,3.6475382861679546e-11,8.901272042159986e-12,0.004710078241814061,0.004702154547931716
"(12.894, 13.237]",1.587998961209394e-06,1.7496719209667057e-06,3.107666053086838e-11,7.638573043500712e-12,0.0042431332243515005,0.004675123372823038
"(13.237, 13.555]",1.804874592971199e-06,1.8278096524897838e-06,6.173323934778588e-11,1.3219485979348242e-11,0.0048262346616049865,0.004887563010757682
"(13.555, 13.88]",1.8323245879295523e-06,1.4877303504936927e-06,6.880437695545415e-11,6.458837051998559e-12,0.004895971298947764,0.003975215496519147
"(13.88, 14.211]",1.987010281825262e-06,1.5446250086572477e-06,5.2924545753128376e-11,9.11450796287417e-12,0.005313265493600752,0.00413032727314948
"(14.211, 14.523]",1.4830738776470635e-06,1.4905140737672523e-06,3.978951428151568e-11,8.276586830564855e-12,0.003962773401072954,0.003982653605106098
"(14.523, 14.836]",1.4383753576995922e-06,1.462532670603254e-06,2.8483101197918318e-11,9.173817189010583e-12,0.0038462157064887096,0.003910812361193101
"(14.836, 15.156]",1.3108421808499045e-06,1.168620609378306e-06,2.1391801712055427e-11,4.432897823334681e-12,0.0035025703072309447,0.003122554268258833
"(15.156, 15.473]",1.6791528598359848e-06,1.381865075606396e-06,5.914604994884268e-11,7.660236826162983e-12,0.004490054747201423,0.003695107212171503
"(15.473, 15.797]",1.3313028808706914e-06,1.1827429128149015e-06,2.461026593791563e-11,5.143093430327592e-12,0.0035572412976864875,0.003160289063041417
"(15.797, 16.125]",1.2862168688033238e-06,1.165157929208756e-06,3.0494806949282486e-11,1.1638853502776797e-11,0.0034367714734424813,0.003113301986845796
"(16.125, 16.426]",1.1552980506065746e-06,1.1507853207205268e-06,1.721147608343527e-11,4.656038264120378e-12,0.0030892669873219805,0.0030771999476066885
"(16.426, 16.749]",1.2727505854739648e-06,1.0919663758210138e-06,2.9421649919592774e-11,4.41571020091481e-12,0.003400789564386434,0.002917734156193749
"(16.749, 17.059]",1.206745233963978e-06,1.1851826888142248e-06,2.135886862820612e-11,8.546635241275784e-12,0.0032268367556196774,0.003169178509889237
"(17.059, 17.378]",1.0374399521019231e-06,9.628966698932797e-07,1.4877798007956447e-11,3.6093679200485615e-12,0.0027720395520163385,0.0025728599019548435
"(17.378, 17.704]",1.1408602519340968e-06,1.028528797436811e-06,1.6842176353584317e-11,5.143170210374713e-12,0.003050660313671775,0.0027502860043460324
"(17.704, 18.024]",1.127411930890343e-06,1.0555742861959401e-06,2.060327642491053e-11,6.1477602568756664e-12,0.0030124446793389965,0.0028204944927155517
"(18.024, 18.341]",8.557210752971729e-07,9.4144163197999e-07,1.188318379701013e-11,4.493069980473636e-12,0.002286486713194046,0.0025155320406505333
"(18.341, 18.659]",1.0844762153111596e-06,9.412124015066541e-07,2.1186908347742418e-11,4.961218695660733e-12,0.002899889399742041,0.002516801961628793
"(18.659, 18.989]",1.1645390300801333e-06,8.509366777444984e-07,2.121771998281611e-11,2.8295527812873564e-12,0.003111648288374116,0.0022737028029332996
"(18.989, 19.311]",8.163468491219446e-07,7.492791582382679e-07,1.3645377814871686e-11,2.2025055519441373e-12,0.00218291147455208,0.0020035724691291282
"(19.311, 19.639]",7.381440623627257e-07,8.809465725472646e-07,9.893057026333506e-12,3.660189065518384e-12,0.001972320934633203,0.002353889241846291
"(19.639, 19.982]",9.016902346554674e-07,8.602734268798656e-07,1.896566790971146e-11,4.669596021643273e-12,0.0024111196874687197,0.0023003711434767607
"(19.982, 20.313]",9.17707161067504e-07,8.437397346470024e-07,2.0185756210147654e-11,4.691739096600697e-12,0.0024521135343723707,0.0022544725709767906
"(20.313, 20.659]",8.406775931938965e-07,7.187489498710802e-07,1.1754151639877228e-11,2.458211279554772e-12,0.0022479718842004794,0.0019219346919552684
"(20.659, 21.0]",8.87458724675409e-07,7.068620244153812e-07,1.4241474730055217e-11,2.917350505755865e-12,0.0023712897123326928,0.0018887353292378986
"(21.0, 21.344]",8.266258998253421e-07,7.077446683801685e-07,1.2332030374688555e-11,2.4337542858103308e-12,0.002208744404333314,0.00189109375391181
