distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 9.548]",4.787094290251301e-06,4.181737177667366e-06,5.779524704508828e-10,2.085978334360061e-09,0.7914215764415061,0.6913415171606796
"(9.548, 14.357]",3.6439065584598034e-07,3.079702903871106e-07,5.486737033074813e-12,4.3884993201098085e-12,0.06024252078708085,0.05091488028795867
"(14.357, 18.128]",1.6388285983749846e-07,1.853338457163481e-07,2.2051137693941197e-12,2.184964945647617e-12,0.027093769919774597,0.030640132709209532
"(18.128, 21.389]",1.1065204687260643e-07,1.446317676859829e-07,1.4228822356066599e-12,1.5143181739375375e-12,0.018293438997166785,0.023911102360917435
"(21.389, 24.365]",8.30894367071631e-08,1.0712487313359698e-07,1.1407041277074356e-12,1.044949557109726e-12,0.013736511855301618,0.01771009827619252
"(24.365, 27.157]",5.8506940024165363e-08,9.003691006220837e-08,7.49668096185459e-13,8.956662521017143e-13,0.009672601352555115,0.014885262119124536
"(27.157, 29.803]",4.810422095482044e-08,6.603015326063339e-08,6.469584506186542e-13,4.3327145843045583e-13,0.007952782225134734,0.010916369057660955
"(29.803, 32.325]",3.7951473452038696e-08,6.054289456313055e-08,5.119319540778462e-13,4.238603341448955e-13,0.006274289396984846,0.010009193500754994
"(32.325, 34.744]",3.02887997544319e-08,6.221423132512333e-08,3.920630884017208e-13,9.788552142469972e-13,0.00500740495300219,0.010285381151132039
"(34.744, 37.052]",2.7242754193744015e-08,5.140938612530085e-08,3.598284088906063e-13,5.252171767115674e-13,0.004503881094326536,0.008499205351779237
"(37.052, 39.226]",2.2726291445650074e-08,4.4745985705442127e-08,2.8652291213238606e-13,2.9931251931973706e-13,0.003757201406960653,0.007397585340766514
"(39.226, 41.315]",1.9798781064776776e-08,3.743665414289424e-08,2.482514670238854e-13,2.3971687639649153e-13,0.0032732136807531557,0.006189177409519847
"(41.315, 43.341]",1.714914178391107e-08,3.374622018759517e-08,2.1168257053798187e-13,1.84998535979825e-13,0.0028351647162833137,0.005579060106293983
"(43.341, 45.324]",1.3927377591689522e-08,3.01129587989166e-08,1.7637119507353093e-13,1.7509847320877134e-13,0.002302501918213295,0.00497833457455449
"(45.324, 47.269]",1.2912961088847602e-08,2.883125227449445e-08,1.6113856198892631e-13,1.4862768329214992e-13,0.002134822379052641,0.0047664979510285204
"(47.269, 49.172]",1.652081760541327e-08,2.9380398946292083e-08,2.2061725409635826e-13,1.6455561585270926e-13,0.0027312876497973433,0.004857285075396792
"(49.172, 51.036]",1.6307416038491144e-08,3.141918486572471e-08,2.1963579902126748e-13,2.0681940017467011e-13,0.00269600724914751,0.005194345318741072
"(51.036, 52.866]",1.3776990810548077e-08,3.1987654598933004e-08,1.8295249993225404e-13,2.5222679295314304e-13,0.0022776396747814292,0.005288263033604802
"(52.866, 54.664]",1.3392674313042999e-08,2.7930735893155792e-08,1.7533159378696583e-13,1.771412415458168e-13,0.0022141304881295207,0.004617620980800088
"(54.664, 56.437]",1.0442359421646085e-08,2.8338913879089675e-08,1.389604611793217e-13,1.7482020007729824e-13,0.0017263726290242174,0.004685102598146622
"(56.437, 58.172]",9.97667462437557e-09,2.8326289817669046e-08,1.330410336502804e-13,3.327395356962765e-13,0.0016493837556002665,0.004683015537816317
"(58.172, 59.897]",8.271646628314853e-09,2.528389101529591e-08,1.041195947143598e-13,1.7025906416469537e-13,0.001367501707179525,0.004180033998212781
"(59.897, 61.592]",7.188926052210073e-09,1.9350816243266913e-08,8.716926522486848e-14,8.703023272317837e-14,0.0011884876328034737,0.0031991156429693724
"(61.592, 63.286]",6.9786397975776456e-09,1.6973050580044276e-08,8.644203797568575e-14,7.494307573724966e-14,0.0011537366458947266,0.0028060526140952402
"(63.286, 64.964]",6.734394582850793e-09,1.411370066827037e-08,8.86658008324722e-14,4.587058502466752e-14,0.0011133570500152245,0.0023333334492811305
"(64.964, 66.644]",6.9605423096085175e-09,1.2927117087352928e-08,9.807441613349312e-14,4.772824608611394e-14,0.001150737736251409,0.002137149778232448
"(66.644, 68.325]",8.14923574135864e-09,1.2468440081323803e-08,1.0927181490297288e-13,5.0873782852683863e-14,0.0013472561004686345,0.002061319919564695
"(68.325, 69.996]",6.481140196857446e-09,1.1961298196052027e-08,8.398763731080974e-14,4.5993309469558844e-14,0.0010714880219052604,0.0019774896629641053
"(69.996, 71.656]",4.108926946125343e-09,1.0835652719378708e-08,5.825316020585384e-14,4.1631407400802985e-14,0.0006793042384412262,0.0017913934501785655
"(71.656, 73.323]",4.229735887364454e-09,1.137638335022926e-08,5.729587003227422e-14,3.8695574044901367e-14,0.000699276855842641,0.0018807892009933022
"(73.323, 74.976]",4.403701583198165e-09,1.12732868486274e-08,5.4707907329195e-14,4.789825292513938e-14,0.0007280375605406535,0.0018637448749624765
"(74.976, 76.623]",3.9593807499533005e-09,1.0842095911879349e-08,5.258702157377751e-14,5.000081293714058e-14,0.0006545727443437795,0.0017924369803437178
"(76.623, 78.265]",4.843343587757938e-09,1.2411556386721359e-08,6.06351380503315e-14,6.028162070227009e-14,0.0008007209353024933,0.002051928148078322
"(78.265, 79.907]",5.6240369138961154e-09,1.0934541200507016e-08,8.416773274507175e-14,5.336918888535833e-14,0.0009297882787529613,0.001807742089432622
"(79.907, 81.548]",3.730182348460181e-09,1.4231525241529629e-08,4.569057384423308e-14,8.740089480098015e-14,0.000616688666576831,0.0023528126790306443
"(81.548, 83.185]",2.966494812623439e-09,1.1572196296397523e-08,3.591662048101737e-14,4.708693788426609e-14,0.0004904268554125322,0.0019131386361130314
"(83.185, 84.836]",4.3311172546816266e-09,1.093454120050702e-08,5.889681024831743e-14,3.689917567455459e-14,0.0007160376290129852,0.0018077420894326225
"(84.836, 86.488]",3.557219972917329e-09,1.1170190347025545e-08,4.1265836322627054e-14,5.794256159583737e-14,0.0005880938348025845,0.0018467005489316512
"(86.488, 88.138]",3.264866383954641e-09,1.0189721576689529e-08,4.5909099762282555e-14,4.689469535736763e-14,0.0005397607700609171,0.0016846055299446197
"(88.138, 89.792]",2.374888189349364e-09,1.0162369443611487e-08,3.380131463352194e-14,4.574987473758245e-14,0.0003926260150159943,0.0016800835658956255
"(89.792, 91.432]",2.399620029232119e-09,9.3776870714625e-09,2.931971202699072e-14,4.6106086173598374e-14,0.00039670998247271237,0.0015503379820283234
"(91.432, 93.067]",2.1183303123129794e-09,9.503814239501673e-09,2.5172003309938405e-14,4.897500560638117e-14,0.000350210840552831,0.0015712085853313747
"(93.067, 94.701]",1.5502411873226915e-09,6.766496921460569e-09,2.0592846363821497e-14,2.0145056957523713e-14,0.00025629207405293667,0.001118664337043547
"(94.701, 96.328]",1.4808145930603792e-09,6.4298552835769565e-09,1.9260423514031987e-14,1.560604750579368e-14,0.0002448141917831141,0.0010630093949020767
"(96.328, 97.964]",2.592605526642082e-09,5.851323254596638e-09,3.56941555365364e-14,1.3826824454565086e-14,0.0004286147308755223,0.0009673524630964253
"(97.964, 99.604]",1.5612226755136551e-09,6.8296172285637445e-09,1.6234740784929067e-14,2.151279655312266e-14,0.00025810757760661953,0.0011290996386950725
"(99.604, 101.258]",2.91525582362368e-09,5.84073241728064e-09,3.734077275251695e-14,2.898162256327347e-14,0.00048196175378476127,0.0009656132461545046
"(101.258, 102.912]",3.2641462482284854e-09,5.354706052586177e-09,3.809587858240622e-14,1.4546527495920294e-14,0.0005396417143421261,0.0008852614234377571
"(102.912, 104.567]",2.360866614043013e-09,6.570903460663536e-09,2.6968786295498802e-14,2.9581102638208114e-14,0.00039030319036681904,0.0010863149019238172
"(104.567, 106.225]",1.9026710726685475e-09,6.0995256764036666e-09,2.5657779515661382e-14,2.536236046020995e-14,0.00031455719241785496,0.0010083979829257597
"(106.225, 107.893]",1.2281475084047365e-09,5.4893627077396215e-09,1.522661652383765e-14,1.2588045605990476e-14,0.00020304225867950464,0.0009075234002943452
"(107.893, 109.561]",2.251765033212601e-09,6.5203277237581766e-09,3.18734674617847e-14,2.4859378043689035e-14,0.0003722708023508401,0.0010779666606025968
"(109.561, 111.232]",3.522760858203973e-09,7.406116033439429e-09,6.208602003501398e-14,3.7610131333606574e-14,0.0005823969161217136,0.0012244087271123401
"(111.232, 112.913]",1.5324942558212718e-09,6.055414716551285e-09,1.499149972222795e-14,2.018369388138613e-14,0.0002533550153608843,0.0010010932717696916
