quantile,score,sampers_weight,sampers_mean,sampers_var,twitter_weight,twitter_mean,twitter_var,covariance
"(-0.001, 3.211]",0.021983572713313904,0.6803013956670295,7.370990014859287e-08,1.9488476744535592e-10,0.23716689539656355,2.569676953417384e-08,1.9240633590750686e-11,3.685742262999134e-12
"(3.211, 5.192]",0.21190528742280554,0.07105887741177966,7.699150394301071e-09,2.24019092563554e-13,0.10889765198443538,1.1798939566070869e-08,6.31784823026361e-13,1.9573115569696848e-14
"(5.192, 6.939]",0.28422313820199235,0.04137872114771699,4.48333844895933e-09,1.7009841585080352e-13,0.0692314486337174,7.501150517161965e-09,3.302998916442474e-13,1.0509661307857296e-14
"(6.939, 8.647]",0.6031251971173179,0.027123952092709,2.9388500642843707e-09,4.3805631940052455e-14,0.048804947322078504,5.287961801607822e-09,5.338306199822149e-14,3.969926916099516e-15
"(8.647, 10.313]",0.5079037332144053,0.023205780281156788,2.51432050307221e-09,1.1645251159859768e-13,0.03988682104786264,4.321692731204896e-09,5.330706695553078e-14,5.8863229666927425e-15
"(10.313, 11.904]",0.5104511132190847,0.019712716342905376,2.135850907476699e-09,1.1782565636237656e-13,0.03502342305788956,3.79474896406431e-09,3.443108482391285e-14,2.7679434164459382e-15
"(11.904, 13.467]",0.6105312215795291,0.016058826249937357,1.7399559767562767e-09,6.716797885206442e-14,0.03064829508098734,3.3207087101874545e-09,1.508308642061677e-14,2.1714098880106493e-15
"(13.467, 15.011]",0.660736482608909,0.01580060830440692,1.7119783493357694e-09,6.570292104751272e-14,0.027182148687451297,2.94515560064629e-09,1.9345172799388843e-14,6.0538555811287954e-15
"(15.011, 16.559]",0.6864736986401025,0.011952174456422932,1.2950048189709945e-09,2.3681073191043455e-14,0.02424359207168314,2.626766257174662e-09,1.8717346173870307e-14,1.158896323168541e-15
"(16.559, 18.16]",0.6204695438853073,0.010246418992412347,1.1101881101843564e-09,4.5796120412535513e-14,0.0228156642709787,2.4720518669357225e-09,1.3401364948698749e-14,2.1028536063438005e-15
"(18.16, 19.809]",0.6871905123328251,0.008724472904093563,9.452869429722487e-10,1.6179260571876453e-14,0.020352111523094258,2.205128664640498e-09,1.1475877275104505e-14,1.0941464663854637e-15
"(19.809, 21.501]",0.6573151648898183,0.00773490747011133,8.38068627981418e-10,2.205664658254884e-14,0.01920134959979941,2.0804448891828597e-09,9.942314235515382e-15,1.0788473471513312e-15
"(21.501, 23.229]",0.6619788676521056,0.0067571516454597615,7.32129871036626e-10,1.815891580624408e-14,0.017848974372402508,1.9339165362943324e-09,7.992413409387948e-15,1.510075820776075e-15
"(23.229, 24.979]",0.6584654050080568,0.006347877381338069,6.877854593774088e-10,3.365578851540957e-14,0.01539603945898558,1.668143764563237e-09,1.5732026188370926e-14,4.32437349954321e-15
"(24.979, 26.776]",0.6989778623357076,0.004952654685493284,5.366146309022822e-10,2.2710171507490054e-14,0.012970548067191326,1.405344467899835e-09,5.9895275294663945e-15,2.0677838402926105e-15
"(26.776, 28.569]",0.6013819679871608,0.003751915085804069,4.0651582975139877e-10,2.7143037172910935e-15,0.014266994630253698,1.5458130121655971e-09,1.5394118207720993e-14,3.446159837726027e-16
"(28.569, 30.431]",0.6576906824529208,0.005166752540867819,5.598118955884904e-10,3.847248889098326e-14,0.013279396053151425,1.4388078039317888e-09,5.029647168363596e-15,1.7549559405079434e-15
"(30.431, 32.517]",0.6553981640230552,0.0039174905655575435,4.244557489657604e-10,5.821385476561445e-15,0.012449164941225143,1.3488531856550778e-09,1.936209421724949e-14,6.381960205205962e-16
"(32.517, 34.741]",0.7194950751914369,0.0036809973423511644,3.9883197106468867e-10,3.136705809400109e-15,0.011651191402478386,1.2623936395820144e-09,5.168069136978901e-15,4.45520171423286e-16
"(34.741, 37.035]",0.5532248438061859,0.0036627489066961344,3.968547733423741e-10,3.592300725656667e-15,0.013681072060633803,1.4823289529286707e-09,4.139021762218633e-14,1.1669668998390728e-15
"(37.035, 39.4]",0.6320973342030948,0.003426843502855293,3.7129468501626894e-10,1.5710743690366154e-15,0.013060360075462697,1.4150754991809579e-09,1.2405380464987929e-14,5.48684087649072e-16
"(39.4, 41.811]",0.715816738985304,0.003462707027699667,3.7518045807522823e-10,3.3894693284792434e-15,0.011140569394413397,1.2070683125021829e-09,9.056321551212415e-15,1.1839076813369364e-15
"(41.811, 44.358]",0.7770951285362381,0.0029023506482748675,3.1446646713224194e-10,2.539723493904366e-15,0.009018763409808901,9.771729921985443e-10,5.059979427003932e-15,3.618684286998494e-16
"(44.358, 46.832]",0.7613426084313327,0.002458274820287444,2.663513447058614e-10,9.990687540042567e-16,0.008922126800999824,9.667025230338713e-10,3.488210398575117e-15,3.9054211618279684e-16
"(46.832, 49.227]",0.7832344282854348,0.0022000476143808644,2.3837271393389077e-10,1.112964203350692e-15,0.008180441773793292,8.863417746283841e-10,2.3346635106081527e-15,5.907473944438561e-16
"(49.227, 51.555]",0.7472781708666505,0.0016819183862230636,1.8223398790036144e-10,5.536411530608968e-16,0.007871801136341835,8.529009045768992e-10,5.589845953078629e-15,2.677995118127071e-16
"(51.555, 53.764]",0.7700319609638703,0.0013865370606531212,1.502297495551326e-10,2.1336575688851398e-16,0.007101584329212338,7.694487695263483e-10,4.102435910485743e-15,6.436394345954263e-17
"(53.764, 55.987]",0.7424456571680329,0.001274379149365141,1.3807756451690275e-10,1.994381629736368e-16,0.006834757722517027,7.405384032361025e-10,1.3841432951898747e-14,1.70685665315404e-16
"(55.987, 58.084]",0.7599530354576356,0.0010991943131620637,1.1909648221085297e-10,1.3816810120606785e-16,0.00697883844786054,7.561493896989395e-10,2.8620633497343598e-15,2.131011194788013e-16
"(58.084, 60.03]",0.7303156243515547,0.001060798891504906,1.1493638094612265e-10,1.7345325186718569e-16,0.00739130825730889,8.008400351428418e-10,3.7770571389738375e-15,2.182113571248342e-16
"(60.03, 61.847]",0.6356531876879182,0.0008697204267511501,9.42332416504342e-11,1.7678334341882192e-16,0.00837667533048272,9.076034624060474e-10,1.1484312685479936e-14,1.875052110015522e-16
"(61.847, 63.57]",0.6637939669388426,0.0008489955121367134,9.198772018517188e-11,2.4149801028903094e-16,0.008260372033985426,8.950021294874778e-10,3.480930595040789e-15,1.311332705834487e-16
"(63.57, 65.258]",0.677423957671212,0.0007231918661469537,7.835703495757206e-11,5.263911496815541e-17,0.007868172301787726,8.52507724385968e-10,2.5425672108574594e-15,3.3298130634968845e-17
"(65.258, 66.947]",0.7463338173843798,0.0006237128197729336,6.757859084175965e-11,6.761742100536931e-17,0.006597958338277123,7.148814531273089e-10,1.5775766298853043e-15,3.66599362692013e-17
"(66.947, 68.708]",0.7567740649512623,0.0005362526559303706,5.810237929071032e-11,7.831350445492016e-17,0.005836656588958085,6.323952546825232e-10,9.342759693234594e-15,4.873340560692167e-17
"(68.708, 70.5]",0.8460973246275938,0.000395232039654549,4.282295224442003e-11,2.9291708669532445e-17,0.00466665017155347,5.056263596759967e-10,1.0577250770526818e-15,2.155063393909674e-17
"(70.5, 72.284]",0.8764683786864539,0.00033867040598463687,3.6694562097634145e-11,3.956456225104563e-17,0.004012256045444511,4.347234833912542e-10,1.7598128856241236e-15,2.6116108453549188e-17
"(72.284, 73.955]",0.8765737487439649,0.00026602218059022554,2.882320761578114e-11,8.126419626519941e-18,0.0037323011481026364,4.0439068139994525e-10,4.255741421665892e-15,5.861987961120409e-18
"(73.955, 75.584]",0.8945499591243342,0.00024270850753749799,2.6297197050818878e-11,4.156741132199267e-18,0.0035949501763558205,3.8950885626001093e-10,1.3951829112514836e-15,7.854738885529401e-18
"(75.584, 77.263]",0.9308111131376289,0.000217698140849015,2.3587351616090307e-11,8.044101650454543e-18,0.002895738468875259,3.1375004484292437e-10,6.934093597319714e-16,1.2327756382611326e-17
"(77.263, 78.964]",0.924581051993444,0.0002073816633197081,2.2469572741294937e-11,2.3270584975885508e-17,0.0029032192438345583,3.145605784957965e-10,1.8766117563205595e-15,8.725193778323827e-18
"(78.964, 80.601]",0.9431979556333601,0.00016986419873400076,1.8404597149514182e-11,5.628542296749795e-18,0.0024723640117855425,2.6787789294626444e-10,1.5069488357635692e-15,5.178193391140392e-18
"(80.601, 82.152]",0.9250545851992454,0.000175597409365517,1.902578414967543e-11,9.630420063450791e-18,0.0025626254872068367,2.776576234935535e-10,4.815766238708694e-15,1.1165104282491624e-17
"(82.152, 83.605]",0.9330950118360428,0.00014478263577805714,1.568703767833221e-11,2.2344707566390495e-18,0.0026755907847840865,2.8989728793891446e-10,1.5842438342063174e-15,1.7705220036526594e-18
"(83.605, 84.996]",0.884243651447005,0.0001316947760737134,1.426898262492447e-11,1.3054838501043964e-18,0.0032227963610176056,3.4918640397163745e-10,6.831906197684337e-15,2.340563726407063e-18
"(84.996, 86.337]",0.933281034847781,0.00013257984485230795,1.4364878843439319e-11,4.406044679210313e-18,0.0027787635687812535,3.0107594442105654e-10,4.085200106921386e-16,1.530517036334557e-17
"(86.337, 87.635]",0.9325596000995676,0.00012530083398888453,1.3576206106119126e-11,5.576043021773547e-19,0.002786586570649444,3.0192355797916366e-10,3.8573024187741856e-16,1.5439018639712584e-18
"(87.635, 88.948]",0.916356972690751,0.00012919675557341873,1.3998324879962295e-11,9.104392948342625e-19,0.003101523730681372,3.3604664925442656e-10,6.96386695871672e-16,3.4329531975364186e-18
"(88.948, 90.32]",0.9178554172450344,0.00012232306734143682,1.325356839929218e-11,4.518648218060553e-19,0.003070624552482441,3.326987576372359e-10,6.17013105898506e-16,2.415781340173686e-18
"(90.32, 91.756]",0.9063281715088641,0.00013816829545724798,1.4970381255604126e-11,1.8051195547131474e-17,0.0032570010340611656,3.528924422815898e-10,1.3663188053168875e-15,3.6865296905549573e-17
"(91.756, 93.329]",0.9167776005432557,0.0001056989928746652,1.1452368406446283e-11,6.537773595772223e-19,0.0030380872585098924,3.2917337799653937e-10,1.024961638523958e-15,4.641878735173013e-18
"(93.329, 95.065]",0.9125341059722824,9.269661007150054e-05,1.0043574680284159e-11,1.691857928911107e-18,0.0027607930084017876,2.9912885417602486e-10,4.8429296831783214e-15,6.921274592696444e-18
"(95.065, 96.929]",0.9604000264757321,7.245156358938405e-05,7.850046393843881e-12,3.497664011214848e-18,0.002051434936154336,2.2227069541289118e-10,4.349037110481361e-16,1.852576927700145e-18
"(96.929, 98.827]",0.9705447050135169,5.887954559982211e-05,6.379533328315564e-12,1.1252888046246333e-18,0.001746912141876526,1.8927598909279108e-10,3.878481690590315e-16,2.2210688335594515e-18
"(98.827, 100.812]",0.9689796457944698,4.541565951317916e-05,4.9207362342931126e-12,2.875428829365841e-19,0.0017314466856348594,1.8760032409697262e-10,7.322892710903726e-16,1.371870711730547e-18
"(100.812, 102.885]",0.9769531437753131,4.581408255679851e-05,4.963904928270707e-12,3.0019146030839765e-19,0.0015300274200800135,1.6577677052702345e-10,3.2350099067862864e-16,8.580652166104553e-19
"(102.885, 105.005]",0.9751597433419267,4.359192264094524e-05,4.723136371047405e-12,4.647891690957235e-19,0.0015610934948307273,1.6914274520011469e-10,5.028984758730951e-16,1.5158017645419776e-18
"(105.005, 107.241]",0.9845623036952603,4.076971477806314e-05,4.417353285643549e-12,2.931416873224389e-19,0.0012682764197986147,1.3741634055080833e-10,1.283301001903064e-16,4.113860559969972e-19
"(107.241, 109.566]",0.9849055780992035,4.0882364788392993e-05,4.429558789066058e-12,1.2627125991809604e-19,0.0012322763274505379,1.335157705546009e-10,2.3466478091603226e-16,6.274681077753853e-19
"(109.566, 111.942]",0.9844250245314391,4.1045312225366584e-05,4.447213962765968e-12,1.0311879430755704e-18,0.0012342410769053292,1.3372864897444842e-10,3.2583849125890354e-16,5.314650271732607e-19
"(111.942, 114.296]",0.9763721228529992,3.966532166646974e-05,4.29769351940049e-12,1.0261313401717046e-19,0.0014382620531195047,1.5583409500285226e-10,9.457385444379156e-16,4.1339569446045776e-19
"(114.296, 116.81]",0.9901335512489975,3.172391605247723e-05,3.437251047027018e-12,1.1394420721062825e-19,0.0010071317559836527,1.091216064568627e-10,9.44420271101236e-17,5.288951847415909e-19
"(116.81, 119.416]",0.9908033157223605,3.057481626022548e-05,3.3127473616206433e-12,6.525667992644048e-20,0.000978199112241333,1.0598678666248294e-10,6.338279939164957e-17,2.2670257550800304e-19
"(119.416, 122.267]",0.9878552985853508,2.9531480297209016e-05,3.199703069568331e-12,7.632829036556803e-19,0.0011043016517017874,1.196498566654489e-10,1.529148412675734e-16,1.877602834296629e-19
"(122.267, 125.3]",0.992076214203136,2.2317796023070495e-05,2.418108395594631e-12,2.4365876841340897e-19,0.0008851142204426086,9.590114208858179e-11,1.1404110047975979e-16,1.1462788843306533e-18
