distance,groundtruth_mean,model_mean,groundtruth_variance,model_variance,groundtruth_sum,model_sum
"(-0.001, 9.548]",4.787094290251301e-06,4.6180522616916475e-06,5.779524704508828e-10,2.4188901321981527e-09,0.7914215764415061,0.7634748721119099
"(9.548, 14.357]",3.6439065584598034e-07,3.1749857673539125e-07,5.486737033074813e-12,3.698005272243382e-12,0.06024252078708085,0.05249013470020182
"(14.357, 18.128]",1.6388285983749846e-07,1.8224797801138879e-07,2.2051137693941197e-12,1.6301643444790315e-12,0.027093769919774597,0.030129964716754838
"(18.128, 21.389]",1.1065204687260643e-07,1.353295715671666e-07,1.4228822356066599e-12,1.0288303790101657e-12,0.018293438997166785,0.022373226089770253
"(21.389, 24.365]",8.30894367071631e-08,9.625198501213071e-08,1.1407041277074356e-12,6.666505429727617e-13,0.013736511855301618,0.015912570666175473
"(24.365, 27.157]",5.8506940024165363e-08,7.909663843189802e-08,7.49668096185459e-13,5.294675534299317e-13,0.009672601352555115,0.013076572652115108
"(27.157, 29.803]",4.810422095482044e-08,5.599174580344273e-08,6.469584506186542e-13,2.4494192598518636e-13,0.007952782225134734,0.009256779383208366
"(29.803, 32.325]",3.7951473452038696e-08,4.918514048315229e-08,5.119319540778462e-13,2.2158739988310263e-13,0.006274289396984846,0.00813148416523667
"(32.325, 34.744]",3.02887997544319e-08,4.8494181161450494e-08,3.920630884017208e-13,4.774855354087034e-13,0.00500740495300219,0.008017155017973319
"(34.744, 37.052]",2.7242754193744015e-08,3.954191601244921e-08,3.598284088906063e-13,2.3601506892834276e-13,0.004503881094326536,0.006537227722842153
"(37.052, 39.226]",2.2726291445650074e-08,3.332227101297403e-08,2.8652291213238606e-13,1.2894178268719645e-13,0.003757201406960653,0.005508971132948919
"(39.226, 41.315]",1.9798781064776776e-08,2.701724996683483e-08,2.482514670238854e-13,8.473631386433827e-14,0.0032732136807531557,0.004466599833517001
"(41.315, 43.341]",1.714914178391107e-08,2.461818305557536e-08,2.1168257053798187e-13,7.691730422498156e-14,0.0028351647162833137,0.004069976495479941
"(43.341, 45.324]",1.3927377591689522e-08,2.1521427317381394e-08,1.7637119507353093e-13,7.127749537437082e-14,0.002302501918213295,0.0035579654069641266
"(45.324, 47.269]",1.2912961088847602e-08,1.93120617554054e-08,1.6113856198892631e-13,4.9625205018450085e-14,0.002134822379052641,0.0031927472976506425
"(47.269, 49.172]",1.652081760541327e-08,1.938890019740303e-08,2.2061725409635826e-13,5.563400123990035e-14,0.0027312876497973433,0.0032054505362354587
"(49.172, 51.036]",1.6307416038491144e-08,1.9943844500719278e-08,2.1963579902126748e-13,7.433888977557305e-14,0.00269600724914751,0.0032971961482369137
"(51.036, 52.866]",1.3776990810548077e-08,1.9833095570079137e-08,1.8295249993225404e-13,6.835344540551194e-14,0.0022776396747814292,0.0032788470258366233
"(52.866, 54.664]",1.3392674313042999e-08,1.7141375768972232e-08,1.7533159378696583e-13,5.045373450206841e-14,0.0022141304881295207,0.002833880807629565
"(54.664, 56.437]",1.0442359421646085e-08,1.691726364647913e-08,1.389604611793217e-13,4.829149663553099e-14,0.0017263726290242174,0.0027968296950905158
"(56.437, 58.172]",9.97667462437557e-09,1.6274808895332245e-08,1.330410336502804e-13,7.727882729955601e-14,0.0016493837556002665,0.0026906165058119083
"(58.172, 59.897]",8.271646628314853e-09,1.464626080521572e-08,1.041195947143598e-13,4.538365374768457e-14,0.001367501707179525,0.0024213784213614835
"(59.897, 61.592]",7.188926052210073e-09,1.0859964513620605e-08,8.716926522486848e-14,1.8735536554054608e-14,0.0011884876328034737,0.0017953910533207856
"(61.592, 63.286]",6.9786397975776456e-09,9.651762075369497e-09,8.644203797568575e-14,1.7948178135478888e-14,0.0011537366458947266,0.0015956679133483868
"(63.286, 64.964]",6.734394582850793e-09,7.94850994442194e-09,8.86658008324722e-14,1.0527839248050322e-14,0.0011133570500152245,0.0013140794580516128
"(64.964, 66.644]",6.9605423096085175e-09,7.557960246983946e-09,9.807441613349312e-14,1.235286596906221e-14,0.001150737736251409,0.001249504661912127
"(66.644, 68.325]",8.14923574135864e-09,6.616683638986227e-09,1.0927181490297288e-13,1.073107531979059e-14,0.0013472561004686345,0.00109388998924812
"(68.325, 69.996]",6.481140196857446e-09,6.5269987674657035e-09,8.398763731080974e-14,9.751566981242945e-15,0.0010714880219052604,0.0010790695442325
"(69.996, 71.656]",4.108926946125343e-09,5.925097638484238e-09,5.825316020585384e-14,1.1456697824692271e-14,0.0006793042384412262,0.0009795608419847681
