distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",5.688366889041336e-06,6.193763008448793e-07,2.1982936040616406e-06,6.721579867430781e-06,9.423843894704102e-09,1.4675978901209815e-16,1.2263851807572239e-08,4.1217213516199477e-08
"(2.115, 3.2]",5.016078146466848e-07,5.902869307693899e-07,6.567056880308803e-07,6.65611523680699e-07,3.44956726317975e-11,4.14059304634711e-17,2.8972522741634227e-11,2.2535342083558842e-11
"(3.2, 4.113]",3.028275554071515e-07,5.70330853680889e-07,4.0345551062644874e-07,3.8296045095919904e-07,1.623246967758715e-11,2.7497788722471112e-17,9.172181249765583e-12,6.001372395613865e-12
"(4.113, 4.957]",1.9012015739298856e-07,5.531249732842653e-07,2.779597385611985e-07,2.680072926039445e-07,8.568754077987106e-12,2.2343468340398992e-17,5.929427539939857e-12,4.551676350682788e-12
"(4.957, 5.788]",1.5494732231371064e-07,5.37254383154439e-07,2.6140215097713923e-07,2.453505975187278e-07,6.440520062463002e-12,2.0231679367035226e-17,5.902736901784966e-12,2.839577429274795e-11
"(5.788, 6.614]",1.4780012821184768e-07,5.218728892043544e-07,2.3047446162863565e-07,1.952193988554646e-07,9.388393546261201e-12,1.9074692901148664e-17,3.929956263761699e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.0133204307174255e-07,5.068796472405357e-07,2.193467187422813e-07,1.6504723110844888e-07,3.5396423389238563e-12,1.8527854302657095e-17,7.1694308962540365e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.2323169575494607e-07,4.918987758792227e-07,1.916226483680183e-07,1.8773770101995095e-07,4.977422841460495e-12,1.909525955065173e-17,2.599901693557541e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.273467218943892e-07,4.7650623553422884e-07,2.0157385362954204e-07,1.7789661138965264e-07,6.748648929942357e-12,2.0354894824859654e-17,3.4932708164554482e-12,1.5393811549662804e-11
"(9.272, 10.288]",8.71163782814938e-08,4.6052820669302114e-07,1.822521233764577e-07,1.6471530448242573e-07,2.6917671310618286e-12,2.2385723311721356e-17,2.775010240319777e-12,1.5708119316534814e-11
