quantile,score,sampers_weight,sampers_mean,sampers_var,twitter_weight,twitter_mean,twitter_var,covariance
"(-0.001, 22.405]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(22.405, 35.395]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(35.395, 46.554]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(46.554, 56.061]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(56.061, 64.93]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(64.93, 73.165]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(73.165, 80.94]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(80.94, 88.329]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(88.329, 95.338]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(95.338, 102.07]",0.43980443221430243,0.028808870046507534,6.193804242848689e-08,8.648960635182599e-12,0.05285729280995644,1.1364129309594096e-07,4.8891645525138964e-11,1.3709156334539357e-11
"(102.07, 108.851]",0.29188150411885133,0.07236145663781507,1.555745492337851e-07,1.58714873216174e-11,0.13752577079373915,2.9567549899325586e-07,1.312726649427856e-10,2.4320288214116433e-11
"(108.851, 115.402]",0.44956479111294856,0.07075061842379658,1.521113045635069e-07,2.3584161200973755e-11,0.12981167425620838,2.790904667491e-07,1.0670531702004695e-10,3.358432209822168e-11
"(115.402, 121.788]",0.4540791830387294,0.05770976569595194,1.240739366189488e-07,1.577458923176869e-11,0.10083746108055715,2.1679694249395246e-07,5.568406472124384e-11,1.753830910769706e-11
"(121.788, 128.103]",0.5279421063319163,0.051592339773434755,1.1092168921284379e-07,1.146194307946947e-11,0.08470215985957728,1.8210662072818708e-07,4.6614674774266164e-11,1.6153989717895884e-11
"(128.103, 134.5]",0.4778229202789216,0.05032928009109841,1.0820615597367242e-07,1.020969605393691e-11,0.07770873059885518,1.6707099740898164e-07,4.562068839460654e-11,1.333642621548642e-11
"(134.5, 140.658]",0.6123740599162802,0.04368066159153193,9.39118634848598e-08,6.960738530540294e-12,0.062497072496317745,1.343664753835918e-07,2.7317427088831608e-11,1.0239800510964086e-11
"(140.658, 146.534]",0.4966073279884753,0.03629542177813652,7.803386146089327e-08,3.505600119088934e-12,0.05491839680433812,1.1807259312428109e-07,1.5880704081270525e-11,3.999602665786534e-12
"(146.534, 152.416]",0.7021346577236973,0.037018223265486386,7.958785886233862e-08,7.612448962802352e-12,0.04225910632250564,9.085557039091863e-08,8.813690242127986e-12,5.04202995936869e-12
"(152.416, 158.282]",0.8142549584119495,0.03373219817243452,7.25230221885659e-08,8.018373061029805e-12,0.03554366736947419,7.641761631193873e-08,1.4484207068037906e-11,8.683941203862012e-12
"(158.282, 164.09]",0.6582889170304831,0.03223776128635418,6.931003621906024e-08,6.2030599032748734e-12,0.03521675627141047,7.571476911836515e-08,1.3116576961593111e-11,5.483526833978356e-12
"(164.09, 169.751]",0.6840980183306906,0.027923125026563193,6.003372224732155e-08,4.962671122397811e-12,0.024602559386061616,5.2894624629263626e-08,2.9328071486964307e-12,1.897057653662298e-12
"(169.751, 175.259]",0.768524055647215,0.025740229035109877,5.534057377196162e-08,2.95364771248779e-12,0.023557216766822448,5.064717530555819e-08,3.0843526000996508e-12,1.7224271598508769e-12
"(175.259, 180.935]",0.8012989371884933,0.025313373872513135,5.442285040658649e-08,3.2600586301248974e-12,0.021835844019262612,4.694628533307809e-08,4.706389820889795e-12,2.7183902987552764e-12
"(180.935, 186.282]",0.7809203135262142,0.021705247253098952,4.666550694674743e-08,2.280823216984855e-12,0.015545414743244742,3.34220868913338e-08,1.3728970756906743e-12,1.0171530897495303e-12
"(186.282, 191.76]",0.7702497742541354,0.021858056108661907,4.699404053255026e-08,2.2084860641350846e-12,0.014424886939047175,3.101299210328251e-08,1.3933550530895895e-12,1.0374751617462827e-12
"(191.76, 197.086]",0.6845615475015104,0.02036403023975935,4.37819382353079e-08,1.5972748704501632e-12,0.015097579511297253,3.245925712562081e-08,4.108021635842993e-12,1.2628524909942127e-12
"(197.086, 202.626]",0.8179076003736065,0.018069778436215524,3.8849378738176323e-08,1.022477134995456e-12,0.010481930216713925,2.2535775872055464e-08,7.397270557892878e-13,5.853449762127593e-13
"(202.626, 207.999]",0.816223598992162,0.01616024447997461,3.4743948882393965e-08,8.139121534889684e-13,0.008941162097977982,1.9223179405874525e-08,5.003475686376372e-13,4.109626665455142e-13
"(207.999, 213.47]",0.8074457558181447,0.013198445719251684,2.8376187251682743e-08,6.726632853551834e-13,0.006479994664781145,1.3931757262108912e-08,1.917539776462203e-13,2.5311757257145033e-13
"(213.47, 218.954]",0.7614410842405961,0.013587606084362347,2.9212868147767795e-08,8.641974116059569e-13,0.006239914595845063,1.341559368221176e-08,2.1547137456355484e-13,2.652580631053366e-13
"(218.954, 224.269]",0.8218375095188583,0.011784986950829761,2.5337301345081657e-08,3.5625280577655944e-13,0.005616581790280236,1.2075450396625924e-08,1.2750099460185333e-13,1.1576565300551475e-13
"(224.269, 229.603]",0.8043823595890994,0.010331376594310075,2.2212090957056773e-08,3.432921036955424e-13,0.004344887988308326,9.341354108384702e-09,1.338406278026636e-13,1.1226078015077087e-13
"(229.603, 234.752]",0.8090191947195192,0.010716366582263088,2.3039805691091168e-08,4.745874310274893e-13,0.004865423461488166,1.0460486798118709e-08,1.5516183148651566e-13,1.5057262927659994e-13
"(234.752, 239.974]",0.7162621592993187,0.010433726612565628,2.24321398434947e-08,5.224555187946455e-13,0.0032755314839223067,7.042275788654868e-09,5.705372050649426e-14,9.64641771471659e-14
"(239.974, 245.254]",0.6019931476715719,0.011894029430797516,2.5571738785350822e-08,1.2616158403853413e-12,0.0031676301610334117,6.810291795378032e-09,8.363933979157308e-14,2.18735094475497e-13
"(245.254, 250.51]",0.6880910103750294,0.009735326790350935,2.0930605151209e-08,3.5144990808658984e-13,0.0023439683385662337,5.0394482730760696e-09,3.142387230150526e-14,3.855684673564024e-14
"(250.51, 255.844]",0.6880465035441207,0.009767882017785065,2.10005977283156e-08,5.072614031380797e-13,0.002496445427881701,5.36726857328734e-09,5.434993055606884e-14,8.317356483743211e-14
"(255.844, 261.162]",0.7259325192232089,0.008920913475702029,1.917964559064256e-08,3.132573302026857e-13,0.0021798562432511826,4.686613125212164e-09,4.846309190236414e-14,7.733320891754152e-14
"(261.162, 266.661]",0.7190324468658547,0.008557181558768305,1.8397634950611676e-08,2.6409186173602737e-13,0.001855769821237852,3.989838884335902e-09,2.5318091629914962e-14,4.4368007253983566e-14
"(266.661, 272.129]",0.7161942415733034,0.007781695571285935,1.6730367754160042e-08,2.1105368226781272e-13,0.0012782890024199201,2.748275733825647e-09,7.669817030772248e-15,2.336145935040431e-14
"(272.129, 277.715]",0.7108354134049181,0.00759964716455831,1.633897017689543e-08,2.2807125055481945e-13,0.0011409586527000022,2.453020383166644e-09,6.733882613228318e-15,1.6465948413851667e-14
"(277.715, 283.342]",0.7278685652831943,0.007103382335263513,1.5272018505309365e-08,2.1377343635637888e-13,0.0009854998412087853,2.118789486693409e-09,5.362787474146564e-15,1.804104210223972e-14
"(283.342, 289.14]",0.7231967334078245,0.007285121032574002,1.566275021838048e-08,2.540158333233725e-13,0.0010673170942462184,2.2946936607146016e-09,1.0784873305157589e-14,3.54493886731173e-14
"(289.14, 295.075]",0.747728593987508,0.006541737567457432,1.406450229929531e-08,1.420370862102693e-13,0.0007402608196073471,1.5915343426857077e-09,2.738388988196374e-15,1.022238394807884e-14
"(295.075, 301.331]",0.7891063769559126,0.005703050143242295,1.226135426949006e-08,1.0651641145012464e-13,0.000587430896330586,1.26295546205009e-09,1.4634167511667823e-15,7.049084031023781e-15
"(301.331, 307.68]",0.7869135010272285,0.005613105277883498,1.2067976019047604e-08,1.2329824416016732e-13,0.0005224778349065323,1.1233086981246555e-09,1.3858549497779397e-15,6.8331722590435244e-15
"(307.68, 313.891]",0.794482506532305,0.005441830625028058,1.1699741628099298e-08,9.408742797434367e-14,0.00043313493711825735,9.312246564749559e-10,1.3830022143573182e-15,6.778414465089888e-15
"(313.891, 320.547]",0.785857552772581,0.005434848173572595,1.1684729606669608e-08,1.1106713238154222e-13,0.0003560481736923178,7.654908662901028e-10,4.718534961339201e-16,4.375961516359657e-15
"(320.547, 326.988]",0.8177911054443436,0.004933643807006314,1.060715810623901e-08,6.932850667734408e-14,0.00030294607896429957,6.513232578071645e-10,4.3057475791387217e-16,2.8225825930729352e-15
"(326.988, 333.082]",0.7598258911552601,0.005518840037471137,1.1865309116431612e-08,1.9588182056445352e-13,0.0002488089483887998,5.349303591919569e-10,3.062538350163021e-16,2.474517519712142e-15
"(333.082, 339.529]",0.7965238052339603,0.005020826399543681,1.0794597568699275e-08,1.319892883779852e-13,0.0002126275846673096,4.5714171848218887e-10,5.865649037160445e-16,3.311091841814002e-15
"(339.529, 346.178]",0.7935227618654079,0.005034391957673979,1.0823763034532682e-08,1.2051429649202087e-13,0.00016367334356562544,3.5189184726143017e-10,1.7786787504130755e-16,2.669842935455952e-15
"(346.178, 352.733]",0.7786768986166307,0.005130642135540592,1.1030697481834074e-08,1.6978439243216045e-13,0.00013917054520615194,2.9921170527891904e-10,1.546325732375034e-16,2.766660175121587e-15
"(352.733, 359.7]",0.8270374855844254,0.0044136488729364124,9.489187556299851e-09,1.1154734243261571e-13,9.771398169227908e-05,2.100815732842835e-10,4.132028021148928e-17,1.0555388883434832e-15
"(359.7, 366.652]",0.8253442928812873,0.004520686395395664,9.719314409481479e-09,7.655277775271858e-14,8.911880112558878e-05,1.9160224182280163e-10,4.6342865918722226e-17,1.0206916412454322e-15
"(366.652, 373.677]",0.8293975534784708,0.004402322806401495,9.464836917470385e-09,8.665692445712093e-14,6.979235717602484e-05,1.5005107708057386e-10,2.6377855846376708e-17,5.916593699994237e-16
"(373.677, 380.777]",0.8028379539317024,0.004725917318098493,1.016055356872252e-08,1.2681136922186567e-13,5.841779605162208e-05,1.2559617661445569e-10,1.5841657799661063e-17,3.932619885704292e-16
"(380.777, 387.825]",0.635302880425908,0.006554593015748529,1.4092141054317836e-08,5.848341846160031e-13,6.175812758379672e-05,1.3277777019417773e-10,4.8681447806029234e-17,1.0034071452432573e-15
"(387.825, 394.882]",0.5571342523388451,0.007740505526423047,1.664181062775313e-08,6.928482122522086e-13,4.595241027471367e-05,9.879604207633592e-11,1.2327974254016206e-17,7.513250049727355e-16
"(394.882, 401.993]",0.4933107415176467,0.008067744770823162,1.7345363324238618e-08,1.2631965189550727e-12,4.4329847550506844e-05,9.53075901275936e-11,3.0558079816807514e-17,3.4678255823910664e-15
