quantile,score,sampers_weight,sampers_mean,sampers_var,twitter_weight,twitter_mean,twitter_var,covariance
"(-0.001, 2.115]",0.013201808306464703,0.590517677673264,6.721659437237675e-08,4.1261960646346734e-10,0.17816155207724996,2.0279516145756495e-08,1.2066670670813245e-10,5.767132896857732e-12
"(2.115, 3.2]",0.7813912603618994,0.05847530357839675,6.656042503109372e-09,2.2973442888995855e-13,0.053575382080257423,6.098301307122427e-09,2.5128522567177436e-13,5.68852992430309e-14
"(3.2, 4.113]",0.9206832599562607,0.03364460745856948,3.829649844304561e-09,6.146568949422166e-14,0.03313813254738725,3.771999548721779e-09,7.981201891042616e-14,1.664751306632864e-14
"(4.113, 4.957]",0.9457750254653778,0.02354497666984177,2.6800436399458563e-09,4.622683663368449e-14,0.022943773374156182,2.6116107384607395e-09,5.0399192506827113e-14,1.2756077675327897e-14
"(4.957, 5.788]",0.7942686124027017,0.021555031394410316,2.4535350196977217e-09,2.8455382866423217e-13,0.021622335783476294,2.4611960466074557e-09,5.2616524008284657e-14,8.215568810071898e-15
"(5.788, 6.614]",0.9636743117120388,0.017150414628250267,1.9521726562486075e-09,2.6465852213040665e-14,0.019019317794879698,2.16490346994338e-09,3.3507092167931504e-14,9.571767441434578e-15
"(6.614, 7.456]",0.9293049586028646,0.014500059441801655,1.650491849312949e-09,1.307783915064676e-14,0.018139666342131835,2.0647757733071073e-09,6.247024838903553e-14,4.6691553617592414e-15
"(7.456, 8.337]",0.9036789721332913,0.016493132510004747,1.877356495444746e-09,1.1988777710377792e-13,0.015760537070245273,1.79396767852162e-09,2.2723171214304857e-14,6.124903025360213e-15
"(8.337, 9.272]",0.8740965080795603,0.015628928897026523,1.7789871732297377e-09,1.542514965800714e-13,0.016536022441934254,1.8822385087462337e-09,3.037537998547269e-14,4.591585723054366e-15
"(9.272, 10.288]",0.8758562935825839,0.014470568929390071,1.6471350458072298e-09,1.5734628397983658e-13,0.01489933878596644,1.695940442526517e-09,2.3596982452627545e-14,3.6086916802869e-15
"(10.288, 11.406]",0.9348351217527576,0.01327640405461799,1.511207369065082e-09,4.111032573145491e-14,0.016475714280794147,1.8753738383765497e-09,2.91252987856975e-14,4.519278832284784e-15
"(11.406, 12.65]",0.8003718785327734,0.015923164429786498,1.8124789910079863e-09,2.898555079671883e-13,0.01670145766329164,1.9010694304769743e-09,2.866496839206367e-14,6.098012376437324e-15
"(12.65, 14.062]",0.6512129432442479,0.018458853461857595,2.101107744332985e-09,7.161003323760613e-13,0.015350650261683698,1.747311674152322e-09,1.8564684432654684e-14,3.53558249814718e-14
"(14.062, 15.693]",0.870158454902495,0.016516221042290388,1.879984583591764e-09,1.479303799503017e-13,0.017775246237715408,2.0232950873499777e-09,4.407950105749986e-14,5.633451304075945e-15
"(15.693, 17.608]",0.8536539837679811,0.014076154999397865,1.6022402659395728e-09,4.7742595468178995e-14,0.021587650847245485,2.457247979720374e-09,6.961994143867898e-14,6.256074208833858e-15
"(17.608, 19.895]",0.7523468701579572,0.017582213438745626,2.0013228283652168e-09,2.2055935140770053e-13,0.027223011353809716,3.09870166626255e-09,6.938807106254394e-14,7.764622034466033e-15
"(19.895, 22.678]",0.736034501568608,0.013682677468892882,1.5574520732019594e-09,2.5572180044175315e-14,0.029371309119290534,3.343235005319176e-09,6.580127709044154e-14,3.984205828006402e-15
"(22.678, 25.793]",0.7126542977181545,0.014875478550143536,1.6932245140224684e-09,6.71858142737177e-14,0.032166363426793486,3.6613864150728086e-09,5.970957981971171e-14,5.608276121503365e-15
"(25.793, 29.162]",0.6855107304900727,0.011625601810545946,1.32330223256518e-09,2.4639667410758207e-14,0.02814792262140844,3.203981131814846e-09,7.017681608234619e-14,3.6582077272413e-15
"(29.162, 32.281]",0.6552941817217475,0.00974614271792567,1.1093698741540033e-09,1.0896365727303289e-13,0.02401441377034692,2.7334780490431875e-09,5.6505831570211176e-14,6.518360543846323e-15
"(32.281, 35.044]",0.5569723823127065,0.006282006893239078,7.150592186352148e-10,1.1491441397172032e-14,0.02303378880843315,2.6218568854632955e-09,4.4713892966374147e-14,1.4926054311470336e-15
"(35.044, 37.614]",0.5997768371949743,0.005040535607780433,5.73746816018542e-10,4.957178980834654e-15,0.01832876106368337,2.086299774496314e-09,3.250737594646913e-14,8.968698797091548e-16
"(37.614, 40.002]",0.6986204867390846,0.004462865777945383,5.079926479364365e-10,9.717103070586019e-15,0.014068074907792383,1.6013205369281107e-09,1.5337356888551016e-14,2.7792930432996747e-15
"(40.002, 42.213]",0.664579927034199,0.003784184754291372,4.307407233963855e-10,4.635639147476985e-15,0.013695537435805686,1.558915878964771e-09,1.5723430043737755e-14,9.557284801566916e-16
"(42.213, 44.525]",0.6451865066802613,0.0038493012285679743,4.381527074976158e-10,3.211860571549982e-15,0.014229804623112786,1.6197296736629916e-09,2.6654633898989482e-14,5.101039653553336e-16
"(44.525, 46.962]",0.6339846149989976,0.003504320565789849,3.988847462612357e-10,2.02893850120147e-15,0.013965210377368089,1.5896118215445545e-09,2.072314440879768e-14,1.787065665102425e-15
"(46.962, 49.411]",0.6528142699383539,0.0030786089092589577,3.5042745392516744e-10,4.6428115501649066e-15,0.012625041878697913,1.4370650549165233e-09,1.3235326785536378e-14,1.219949782027616e-15
"(49.411, 51.915]",0.6238613054339345,0.0026421352478772273,3.0074515962549555e-10,1.807065444112901e-15,0.012520963164741968,1.4252181332014275e-09,1.1230829854277528e-14,5.088924906297394e-16
"(51.915, 54.193]",0.618255913988303,0.002102368881918651,2.3930541235248656e-10,1.1365471025191092e-15,0.011578230892299313,1.3179101640171614e-09,9.581272200903997e-15,1.9998064321643973e-16
"(54.193, 56.242]",0.6122964785756199,0.0018139176762216101,2.0647200461106947e-10,1.5080601559644356e-15,0.011158268857316503,1.2701073313086437e-09,7.986839268361233e-15,3.6078599027310717e-16
"(56.242, 58.166]",0.4701051344642678,0.0015402912634231505,1.7532605201044455e-10,6.549637938003181e-16,0.013910582643605115,1.583393734668145e-09,3.366980061908908e-14,6.325076584561088e-16
"(58.166, 60.05]",0.5380210872683096,0.0013169196131238528,1.499004260213717e-10,6.049425005297605e-16,0.011822401646827801,1.34570328043902e-09,1.1595696997646273e-14,4.335461176848429e-16
"(60.05, 61.85]",0.5870141065288081,0.0011599382532558019,1.3203177824125696e-10,4.721549202212325e-16,0.010396562766605557,1.1834049492021165e-09,1.1668214468426469e-14,2.1399602713860162e-16
"(61.85, 63.607]",0.6863344439751523,0.001014573268382407,1.1548538243701829e-10,2.854514568874866e-16,0.008254607429234442,9.39593546903194e-10,6.872673808371972e-15,1.8908452483261326e-16
"(63.607, 65.353]",0.6951287287070309,0.0008693488672119718,9.895498879172332e-11,6.695865976297871e-16,0.007840506544094737,8.924578687041093e-10,8.983054721300501e-15,1.5512218542015772e-16
"(65.353, 67.048]",0.6381211796334997,0.0008274940003533118,9.419079338400342e-11,1.2513175088239282e-16,0.008824339398788785,1.0044441756759004e-09,7.22854559814075e-15,1.0903792790874789e-16
"(67.048, 68.668]",0.6131204821590086,0.0007295845548210453,8.304609825565869e-11,1.1458241969494383e-16,0.009133359173561083,1.039618832827156e-09,5.954755331114041e-15,9.139631151829092e-17
"(68.668, 70.216]",0.6229510546913573,0.0005399860906329889,6.146475777628765e-11,1.859164300569209e-17,0.008614687345478116,9.805802041818643e-10,6.778529230480921e-15,4.9283669699923944e-17
"(70.216, 71.784]",0.7107742941604192,0.0005626687455185368,6.404664629609939e-11,1.6066567575130656e-16,0.00714441959675217,8.132246877910739e-10,5.216166769890247e-15,8.962350197000458e-17
"(71.784, 73.38]",0.6296403283495491,0.0004452972834289666,5.068665682169008e-11,1.583363654803167e-17,0.008173207499292692,9.303280730999493e-10,2.482341452705876e-14,4.6932954075767035e-17
"(73.38, 75.118]",0.6709555668329613,0.00046515353089349464,5.294682511477071e-11,4.0487379438659445e-17,0.007579314800308698,8.627273116703977e-10,1.466922869941561e-14,3.916489629954485e-17
"(75.118, 76.989]",0.7300712326709858,0.00045259251296344394,5.151704768552408e-11,8.718505569423308e-17,0.006680732289948235,7.604447579168914e-10,3.561068130815535e-15,5.626368778858884e-17
"(76.989, 78.993]",0.6611293863658749,0.00039258386580689385,4.468646996150088e-11,1.8601582318111495e-17,0.007587817370309023,8.636951299431485e-10,1.9709198729041423e-14,3.0404112287532294e-17
"(78.993, 81.161]",0.7324039679606482,0.0002980069718757831,3.392110770949358e-11,1.2580752317732908e-17,0.006435015177789393,7.324756249293585e-10,2.3951545029085923e-15,1.5993619824693235e-17
"(81.161, 83.559]",0.6887130480677239,0.00021758696352238468,2.4767175007237627e-11,5.729085705818321e-18,0.007010354866727191,7.97964561094719e-10,3.594864859047345e-15,1.675305688832215e-17
"(83.559, 86.01]",0.714622187041496,0.00018761066558091178,2.1355076206984008e-11,1.607507217469634e-17,0.00653519283388688,7.438785026579503e-10,5.349630868000484e-15,2.265882389270931e-17
"(86.01, 88.485]",0.7009893742711014,0.00014050766014760954,1.5993503252207954e-11,5.385169647611883e-18,0.0066760360447214884,7.599102004897147e-10,6.305300541837717e-15,1.739310800071988e-17
"(88.485, 90.999]",0.7615363281139156,8.389547810042993e-05,9.54953345913785e-12,1.7844453972081458e-18,0.005685751683133045,6.471895406976663e-10,2.1431611058630585e-15,3.98659689930098e-18
"(90.999, 93.534]",0.7612559744938103,5.825244540259196e-05,6.630675324154355e-12,1.600389590261276e-18,0.005655454450973307,6.437409110601746e-10,2.2282053350314164e-15,4.7884343916240825e-18
"(93.534, 96.205]",0.7606545449837617,4.409851790579927e-05,5.0195824825707945e-12,2.348473893313952e-19,0.005648828653160248,6.429867193046481e-10,1.9460556511571062e-15,2.9073855181179435e-18
