distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 3.211]",7.0375872345312085e-06,5.927265638233507e-07,2.1502042857318114e-06,7.370865429347212e-06,1.3999274799565844e-08,2.259007898559447e-16,3.6158840658927867e-10,1.943457156399613e-08
"(3.211, 5.192]",9.980265604995786e-07,5.532856018996931e-07,1.2287927398287737e-06,7.699187099029142e-07,5.0227431569062496e-11,9.021649072086167e-17,7.13440859525986e-11,2.181540532333051e-11
"(5.192, 6.939]",5.507660635746123e-07,5.235325601658782e-07,7.782455408880755e-07,4.4833598227096996e-07,1.8414522690146e-11,6.232139661470662e-17,3.578301825445007e-11,1.6811109713676193e-11
"(6.939, 8.647]",3.459016968843027e-07,4.971497189891412e-07,5.437349815895169e-07,2.93886407488125e-07,6.824524356245142e-12,5.433544100069225e-17,5.655404895411671e-12,4.2951250827936045e-12
"(8.647, 10.313]",2.628842006569017e-07,4.7258761456091e-07,4.3994255289737233e-07,2.5142780056727023e-07,7.207000004165749e-12,4.6386740614569843e-17,5.698436533616961e-12,1.1582596055379163e-11
"(10.313, 11.904]",2.194519075991477e-07,4.500275033360697e-07,3.8544257060822015e-07,2.1358610898764178e-07,4.521080660292373e-12,3.850532146422142e-17,3.4650491357459582e-12,1.173758614631261e-11
"(11.904, 13.467]",1.7134339149347466e-07,4.29296874694934e-07,3.38034974046184e-07,1.739964271776862e-07,2.4487417565507992e-12,3.3694527304316683e-17,1.4614815655429122e-12,6.686930348638243e-12
"(13.467, 15.011]",1.426919112877451e-07,4.0977192997904717e-07,3.013950927247075e-07,1.7119865109765435e-07,1.927621561646504e-12,2.985787315033324e-17,1.767673301792041e-12,6.5413784134823485e-12
"(15.011, 16.559]",1.1582067656263474e-07,3.9122661033184625e-07,2.687762707380545e-07,1.2950109927430747e-07,1.4758465984745463e-12,2.7521814726853132e-17,1.8151521019784215e-12,2.351541257401214e-12
"(16.559, 18.16]",9.945073508757947e-08,3.731328005783013e-07,2.5687875367252413e-07,1.1101693456284513e-07,1.1209376071008656e-12,2.6923590872220197e-17,1.5491445324164777e-12,4.567382612172995e-12
"(18.16, 19.809]",8.970342815872779e-08,3.5541290189734995e-07,2.302058742964532e-07,9.452914495084786e-08,1.0737272608268704e-12,2.565065480031009e-17,1.2870279190841115e-12,1.6091048029221236e-12
"(19.809, 21.501]",7.226749448089895e-08,3.3805824388621826e-07,2.166595452636864e-07,8.380726233678593e-08,6.983859496319262e-13,2.4568664424218922e-17,1.1925769345478875e-12,2.1987455757773446e-12
"(21.501, 23.229]",6.49684880103604e-08,3.211417851573151e-07,2.026397462492818e-07,7.321333613734111e-08,7.030212254494221e-13,2.3167224509753478e-17,9.76670253291854e-13,1.8106132646274065e-12
"(23.229, 24.979]",6.03490140370349e-08,3.0481328875490504e-07,1.7272403243719207e-07,6.877738343306384e-08,9.936271654152582e-13,2.129622750251594e-17,2.092083911446538e-12,3.3608753557607054e-12
"(24.979, 26.776]",4.304005250202792e-08,2.890045037836166e-07,1.4430204705227626e-07,5.3661718914482886e-08,3.789546723895113e-13,2.017815862909888e-17,5.872482736410563e-13,2.268201768954608e-12
