distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",6.802658773927016e-06,5.543050742063845e-07,1.5348279747469297e-06,6.721579867430781e-06,1.0921166579797865e-08,8.622917329393284e-17,3.6155294985535534e-10,4.1217213516199477e-08
"(2.115, 3.2]",8.145563771676935e-07,5.319231582218557e-07,6.763824339394166e-07,6.65611523680699e-07,7.834229751567571e-11,2.4699034472418187e-17,3.151506476202766e-11,2.2535342083558842e-11
"(3.2, 4.113]",4.815616798482055e-07,5.16472575462854e-07,4.24241350055453e-07,3.8296045095919904e-07,3.616282297372835e-11,1.6566355904912643e-17,1.0689078589214177e-11,6.001372395613865e-12
"(4.113, 4.957]",2.910783864606733e-07,5.030886112576356e-07,2.8928321935461986e-07,2.680072926039445e-07,1.7593466074400574e-11,1.3579652249704369e-17,6.305613959247692e-12,4.551676350682788e-12
"(4.957, 5.788]",2.2705743330945348e-07,4.90690274020511e-07,2.7394525854424127e-07,2.453505975187278e-07,1.1250072565058012e-11,1.2399335923559667e-17,7.45870886469548e-12,2.839577429274795e-11
"(5.788, 6.614]",2.220926959170737e-07,4.786239165028496e-07,2.376927812990518e-07,1.952193988554646e-07,1.780981523606264e-11,1.1787587239929182e-17,4.4844568500540966e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.466936159734624e-07,4.668130760801691e-07,2.2356743953380716e-07,1.6504723110844888e-07,5.882496214434736e-12,1.1545522230753285e-17,6.582798025512732e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.8078034828494673e-07,4.5496189252742627e-07,1.9231153472133192e-07,1.8773770101995095e-07,9.298118015690429e-12,1.2001772315100713e-17,2.5472715175445646e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.7899727269601116e-07,4.427311030781861e-07,1.9896325998399888e-07,1.7789661138965264e-07,1.1390777039311847e-11,1.2910168597766509e-17,3.0545626912306688e-12,1.5393811549662804e-11
"(9.272, 10.288]",1.318437122996589e-07,4.299751017432065e-07,1.7800716446449143e-07,1.6471530448242573e-07,6.11780222618908e-12,1.4337469360284748e-17,2.3218530172695004e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.59202811714799e-07,4.1645249174834507e-07,1.9493373755461056e-07,1.5111894796614842e-07,8.687667132280985e-12,1.6278843371754044e-17,2.8341443374408178e-12,4.088421879655589e-12
"(11.406, 12.65]",1.1721637390359478e-07,4.020180909189963e-07,2.0245360669274753e-07,1.8124987968158377e-07,3.940270345769717e-12,1.864836216387907e-17,2.986567553782383e-12,2.8953674101445203e-11
"(12.65, 14.062]",1.2780275378169216e-07,3.8635797008287357e-07,1.9146028560515872e-07,2.101082871793838e-07,5.0252769989901474e-12,2.2333678882746186e-17,2.267902026539497e-12,7.15662961034669e-11
"(14.062, 15.693]",1.3559938026621591e-07,3.6920288283227956e-07,2.263610831100279e-07,1.8800051270648828e-07,8.459865634623267e-12,2.7113879504026104e-17,4.548546640031202e-12,1.4758376882139984e-11
"(15.693, 17.608]",1.38052952549424e-07,3.5008887965230043e-07,2.670026969335709e-07,1.6022212989047593e-07,5.4667488321847725e-12,3.369725782789283e-17,7.998725939833887e-12,4.74884266722672e-12
"(17.608, 19.895]",1.6426105685309827e-07,3.288487775517458e-07,3.41260143095448e-07,2.0013446977582312e-07,6.446559921211874e-12,4.2319903495607336e-17,9.942048315001554e-12,2.201677349609846e-11
"(19.895, 22.678]",1.5697205220336426e-07,3.048894186541545e-07,3.674353768827293e-07,1.5574336363617906e-07,5.892124354509225e-12,5.411048986714297e-17,7.822165525878707e-12,2.533203134272134e-12
"(22.678, 25.793]",1.228357568009244e-07,2.788554145818658e-07,4.13870181044645e-07,1.6932430166807277e-07,3.3323311236710213e-12,5.721712167894475e-17,7.702942772112548e-12,6.690346984133275e-12
"(25.793, 29.162]",1.1862557857642262e-07,2.5309815373301133e-07,3.512883558049535e-07,1.3232865675491082e-07,3.482411295406374e-12,5.4980933182172824e-17,8.405292095696827e-12,2.4466296592983557e-12
"(29.162, 32.281]",1.0459394096336186e-07,2.2921556067847794e-07,2.875356284270568e-07,1.1093819967588296e-07,4.65502036923296e-12,3.8088938157905965e-17,5.016976114736338e-12,1.0884424479361143e-11
"(32.281, 35.044]",7.296726335025028e-08,2.0993144406440378e-07,2.8414278748071666e-07,7.150670324226052e-08,1.514969269541051e-12,2.5064020819737258e-17,4.800968757662227e-12,1.1441076429985978e-12
"(35.044, 37.614]",4.371159143925309e-08,1.937446322643857e-07,2.3040890042755665e-07,5.737400241059522e-08,5.80357836615188e-13,1.8718775665243866e-17,4.200170112203313e-12,4.924587772842734e-13
"(37.614, 40.002]",3.29821066536735e-08,1.798906665018139e-07,1.7769738756784325e-07,5.079981990103102e-08,3.788804764436422e-13,1.3745071857586638e-17,2.0163807671340225e-12,9.691771415561444e-13
"(40.002, 42.213]",3.569215218295601e-08,1.6792104885537543e-07,1.718799707561396e-07,4.307356243644427e-08,5.832362672623103e-13,1.0294654272709012e-17,2.165127742713767e-12,4.617269045333282e-13
"(42.213, 44.525]",2.9198200582104793e-08,1.5707509017030005e-07,1.722331130977485e-07,4.381574953977113e-08,3.7421204277246563e-13,9.883666671430953e-18,1.983232357529848e-12,3.1929257942444573e-13
"(44.525, 46.962]",2.874573648912121e-08,1.4618062972324777e-07,1.649223692599555e-07,3.988800243346746e-08,3.2014991832021193e-13,9.495515493749081e-18,1.4687868871977671e-12,2.013185977896612e-13
"(46.962, 49.411]",2.2025721909131274e-08,1.3589233657340767e-07,1.4919520044554522e-07,3.504312832102804e-08,2.959798104741877e-13,8.264623981288944e-18,1.4002659806096026e-12,4.630757587556408e-13
"(49.411, 51.915]",2.112162170320498e-08,1.260869909364154e-07,1.5130673935153095e-07,3.007415994578765e-08,1.7146039874406716e-13,7.512606326646374e-18,1.2533854624824048e-12,1.7981104150395674e-13
"(51.915, 54.193]",1.807238720749233e-08,1.1730248483077863e-07,1.355123222955897e-07,2.393080273549437e-08,2.070307214282606e-13,5.350947486908653e-18,8.487918162823876e-13,1.1309028294310233e-13
"(54.193, 56.242]",1.7676651318457642e-08,1.0994828790632316e-07,1.3039036521827054e-07,2.0646956043226383e-08,1.7355550282971836e-13,3.785578066368713e-18,8.832058662847085e-13,1.5038390835424587e-13
"(56.242, 58.166]",1.4260243030911918e-08,1.03618602358816e-07,1.537809118441604e-07,1.7532796788042956e-08,1.087292978789445e-13,2.9759990678008506e-18,2.4030899398862646e-12,6.519351216592786e-14
"(58.166, 60.05]",1.3384557068608502e-08,9.785918402389228e-08,1.303611563186172e-07,1.4989865152683473e-08,9.018736319678669e-14,2.542404445133617e-18,9.14522174840424e-13,6.027177090739646e-14
"(60.05, 61.85]",9.290336548851526e-09,9.261122616021113e-08,1.1661802347272848e-07,1.3203322101441089e-08,4.313648478353072e-14,2.0760725887952817e-18,9.402025264581557e-13,4.704395900256824e-14
"(61.85, 63.607]",1.1294984868024053e-08,8.781338534040507e-08,9.297079913433163e-08,1.1548401534163573e-08,1.8606946670427226e-13,1.7898657127204418e-18,4.93679076452387e-13,2.8413099282672316e-14
"(63.607, 65.353]",9.036193603746163e-09,8.330564973268555e-08,8.57085069839419e-08,9.895607011928836e-09,7.221320137295152e-14,1.5908563711901886e-18,4.704724757400691e-13,6.686320872240266e-14
"(65.353, 67.048]",1.0504335927262368e-08,7.91130452475934e-08,1.0428573788084964e-07,9.418967837017237e-09,1.3999277643644331e-13,1.3524769628798656e-18,6.835795022531723e-13,1.242533861611833e-14
"(67.048, 68.668]",7.341907303043757e-09,7.527187019189904e-08,1.0826908239941318e-07,8.304700573931677e-09,3.006895207409129e-14,1.1186008267469497e-18,6.351100152321308e-13,1.139021845278691e-14
"(68.668, 70.216]",9.346599978289903e-09,7.178807617466991e-08,9.704509036769531e-08,6.146403016743556e-09,5.112032998332932e-14,9.309882836529544e-19,6.127792161583716e-13,1.821762545492265e-15
"(70.216, 71.784]",6.0994306825286606e-09,6.851253301892802e-08,8.527533768258008e-08,6.404734616383655e-09,2.5322038329236023e-14,8.70328247885146e-19,6.200997847452299e-13,1.602631514233641e-14
"(71.784, 73.38]",6.353428988263529e-09,6.535916054919309e-08,8.700110827268221e-08,5.0686056802077035e-09,2.847061814943624e-14,8.174518910003719e-19,4.2759126497212783e-13,1.5579287915187429e-15
"(73.38, 75.118]",5.337001847212579e-09,6.217169610111824e-08,8.285242717423159e-08,5.294740368955681e-09,2.3019003807010912e-14,8.718913680730268e-19,3.68162746069162e-13,4.02107402144318e-15
"(75.118, 76.989]",6.0994306825286606e-09,5.889195697092641e-08,7.458796104133863e-08,5.15176106364618e-09,3.302788528727541e-14,9.221272287815434e-19,2.8228865084322297e-13,8.692424546042866e-15
"(76.989, 78.993]",5.223930501461125e-09,5.5570033168504904e-08,7.921039405140808e-08,4.46859409710308e-09,2.20389514450858e-14,9.37520848173092e-19,3.122874513487825e-13,1.8403885123415228e-15
"(78.993, 81.161]",4.00981091166236e-09,5.2223120283965766e-08,7.165425839540185e-08,3.3921478381344e-09,1.8618060241054183e-14,9.511593191129708e-19,2.0306372376099696e-13,1.2467115688513893e-15
"(81.161, 83.559]",4.037957090318599e-09,4.8739125097103765e-08,8.566932216770481e-08,2.476688181783233e-09,1.4344264390424738e-14,1.024328270874928e-18,4.3226923812309444e-13,5.6683559683017935e-16
"(83.559, 86.01]",7.031288147914986e-09,4.53154861119729e-08,7.413293000288461e-08,2.1355309563915608e-09,3.4206552810414475e-14,9.206334687140856e-19,3.4240942520191393e-13,1.6030281423322965e-15
"(86.01, 88.485]",5.506305123161727e-09,4.20939473154467e-08,7.625419915204911e-08,1.599331392396587e-09,2.834056180882777e-14,8.2046384482528575e-19,7.275009504257487e-13,5.359844087562102e-16
"(88.485, 90.999]",3.4450488114282263e-09,3.905549815405259e-08,6.397398786799321e-08,9.54963781136797e-10,1.1476848786485487e-14,7.226535137088207e-19,1.9868772838848268e-13,1.7754567426664775e-16
"(90.999, 93.534]",3.6708700821078176e-09,3.620577409459569e-08,6.108600674483362e-08,6.630596831401173e-10,1.3296320842196344e-14,6.289029585322625e-19,1.5160229163945987e-13,1.5960362959518223e-16
"(93.534, 96.205]",4.207477646744308e-09,3.3498590063976666e-08,6.170685398664099e-08,5.019637333902393e-10,1.5183831383928795e-14,6.042681445734635e-19,1.6808554309175398e-13,2.3235812108758735e-17
"(96.205, 99.019]",3.190833225216795e-09,3.0854246217947234e-08,5.6785005817371084e-08,4.526217218870565e-10,1.0147294577949865e-14,5.68400004444392e-19,1.4977711711736233e-13,4.04118245136386e-17
