distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",6.38407190357964e-06,5.543050742063845e-07,1.5295094358850136e-06,6.721579867430781e-06,9.861758146372683e-09,8.622917329393284e-17,3.5214500614045583e-10,4.1217213516199477e-08
"(2.115, 3.2]",7.910892483469426e-07,5.319231582218557e-07,6.696899003665655e-07,6.65611523680699e-07,6.993843122827496e-11,2.4699034472418187e-17,2.9420876145715525e-11,2.2535342083558842e-11
"(3.2, 4.113]",4.808031432589695e-07,5.16472575462854e-07,4.208220282872839e-07,3.8296045095919904e-07,3.382110818165922e-11,1.6566355904912643e-17,9.993779853113106e-12,6.001372395613865e-12
"(4.113, 4.957]",2.991511510818518e-07,5.030886112576356e-07,2.883914506580867e-07,2.680072926039445e-07,1.7050945533366933e-11,1.3579652249704369e-17,6.0068094081599546e-12,4.551676350682788e-12
"(4.957, 5.788]",2.305040573250889e-07,4.90690274020511e-07,2.733701129911746e-07,2.453505975187278e-07,1.1594314264544565e-11,1.2399335923559667e-17,6.972129904953037e-12,2.839577429274795e-11
"(5.788, 6.614]",2.271224677206446e-07,4.786239165028496e-07,2.36268988783306e-07,1.952193988554646e-07,1.755999162971072e-11,1.1787587239929182e-17,4.172412148187912e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.5698800712311627e-07,4.668130760801691e-07,2.2339501505660946e-07,1.6504723110844888e-07,6.243957448390139e-12,1.1545522230753285e-17,6.214570635664079e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.7772136020254065e-07,4.5496189252742627e-07,1.9340798573509723e-07,1.8773770101995095e-07,7.947819157865016e-12,1.2001772315100713e-17,2.281139133152495e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.832353975645672e-07,4.427311030781861e-07,1.9996764996678234e-07,1.7789661138965264e-07,1.0788517197303733e-11,1.2910168597766509e-17,2.8964576413092784e-12,1.5393811549662804e-11
"(9.272, 10.288]",1.2972170254310634e-07,4.299751017432065e-07,1.7881160130655505e-07,1.6471530448242573e-07,4.922603673965374e-12,1.4337469360284748e-17,2.2665003638176538e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.627980523932483e-07,4.1645249174834507e-07,1.9556616872866694e-07,1.5111894796614842e-07,8.053445251987444e-12,1.6278843371754044e-17,2.663005795954694e-12,4.088421879655589e-12
"(11.406, 12.65]",1.2633486538465475e-07,4.020180909189963e-07,2.0344729161389259e-07,1.8124987968158377e-07,4.3770666475489186e-12,1.864836216387907e-17,2.822871274586023e-12,2.8953674101445203e-11
"(12.65, 14.062]",1.317624839402313e-07,3.8635797008287357e-07,1.9081219742480256e-07,2.101082871793838e-07,5.271840068855309e-12,2.2333678882746186e-17,2.0568589552319553e-12,7.15662961034669e-11
"(14.062, 15.693]",1.441449573385811e-07,3.6920288283227956e-07,2.2359819952646679e-07,1.8800051270648828e-07,9.0953209980243e-12,2.7113879504026104e-17,4.0835350089935646e-12,1.4758376882139984e-11
"(15.693, 17.608]",1.4659415729313125e-07,3.5008887965230043e-07,2.6454422435382407e-07,1.6022212989047593e-07,5.5551363902715806e-12,3.369725782789283e-17,7.357692310317067e-12,4.74884266722672e-12
"(17.608, 19.895]",1.76933044657039e-07,3.288487775517458e-07,3.366536687347396e-07,2.0013446977582312e-07,7.410756285516936e-12,4.2319903495607336e-17,9.34092817535726e-12,2.201677349609846e-11
"(19.895, 22.678]",1.7082700942483788e-07,3.048894186541545e-07,3.6184020955582115e-07,1.5574336363617906e-07,6.518308254996656e-12,5.411048986714297e-17,7.316341854745107e-12,2.533203134272134e-12
"(22.678, 25.793]",1.4110848264479697e-07,2.788554145818658e-07,4.052742974319062e-07,1.6932430166807277e-07,4.0681596115854845e-12,5.721712167894475e-17,6.956425807640935e-12,6.690346984133275e-12
"(25.793, 29.162]",1.297771418378746e-07,2.5309815373301133e-07,3.490647412652778e-07,1.3232865675491082e-07,3.851411078049501e-12,5.4980933182172824e-17,8.07989454452606e-12,2.4466296592983557e-12
"(29.162, 32.281]",1.138386041448507e-07,2.2921556067847794e-07,2.8792970532974987e-07,1.1093819967588296e-07,5.538480927134983e-12,3.8088938157905965e-17,4.753455759161849e-12,1.0884424479361143e-11
"(32.281, 35.044]",8.391181028784324e-08,2.0993144406440378e-07,2.828526922780792e-07,7.150670324226052e-08,1.9952427530113884e-12,2.5064020819737258e-17,4.377345823433422e-12,1.1441076429985978e-12
"(35.044, 37.614]",5.63486802580648e-08,1.937446322643857e-07,2.3231751159171464e-07,5.737400241059522e-08,9.579531627210612e-13,1.8718775665243866e-17,4.1001524755385906e-12,4.924587772842734e-13
"(37.614, 40.002]",4.545952979059566e-08,1.798906665018139e-07,1.7807700606177222e-07,5.079981990103102e-08,7.015337373515833e-13,1.3745071857586638e-17,1.8381814162865996e-12,9.691771415561444e-13
"(40.002, 42.213]",4.6655539405382146e-08,1.6792104885537543e-07,1.723326032666612e-07,4.307356243644427e-08,9.01886015543671e-13,1.0294654272709012e-17,1.9920285409325014e-12,4.617269045333282e-13
"(42.213, 44.525]",3.9065414810415547e-08,1.5707509017030005e-07,1.7176226324765523e-07,4.381574953977113e-08,6.257603434521289e-13,9.883666671430953e-18,1.826544469290055e-12,3.1929257942444573e-13
"(44.525, 46.962]",3.760471511522666e-08,1.4618062972324777e-07,1.655319440559366e-07,3.988800243346746e-08,5.599555343532601e-13,9.495515493749081e-18,1.451014622713352e-12,2.013185977896612e-13
"(46.962, 49.411]",3.462749025796176e-08,1.3589233657340767e-07,1.491359400186404e-07,3.504312832102804e-08,8.040282511239683e-13,8.264623981288944e-18,1.2669004018915058e-12,4.630757587556408e-13
"(49.411, 51.915]",2.9663346705799915e-08,1.260869909364154e-07,1.5129908585337463e-07,3.007415994578765e-08,2.9013962205491234e-13,7.512606326646374e-18,1.14505309423586e-12,1.7981104150395674e-13
"(51.915, 54.193]",2.5021719351663768e-08,1.1730248483077863e-07,1.3670415250665527e-07,2.393080273549437e-08,3.906790392501315e-13,5.350947486908653e-18,8.022363288525139e-13,1.1309028294310233e-13
"(54.193, 56.242]",2.423285213170662e-08,1.0994828790632316e-07,1.3151617643159484e-07,2.0646956043226383e-08,2.9762167444294874e-13,3.785578066368713e-18,8.267061477715299e-13,1.5038390835424587e-13
"(56.242, 58.166]",2.362026949299415e-08,1.03618602358816e-07,1.548167129889892e-07,1.7532796788042956e-08,1.9633034334584253e-13,2.9759990678008506e-18,2.3489030980918058e-12,6.519351216592786e-14
"(58.166, 60.05]",2.2568668310613518e-08,9.785918402389228e-08,1.314251978656445e-07,1.4989865152683473e-08,1.9742288323413167e-13,2.542404445133617e-18,8.795211833257058e-13,6.027177090739646e-14
"(60.05, 61.85]",1.921154181259599e-08,9.261122616021113e-08,1.168212538480772e-07,1.3203322101441089e-08,1.5345689194402318e-13,2.0760725887952817e-18,8.788706518298075e-13,4.704395900256824e-14
"(61.85, 63.607]",2.0962876904295608e-08,8.781338534040507e-08,9.422562028401827e-08,1.1548401534163573e-08,4.601293148027463e-13,1.7898657127204418e-18,4.740157966881648e-13,2.8413099282672316e-14
"(63.607, 65.353]",1.7664107593648282e-08,8.330564973268555e-08,8.804038804873379e-08,9.895607011928836e-09,3.0621657070172793e-13,1.5908563711901886e-18,4.948814483508814e-13,6.686320872240266e-14
"(65.353, 67.048]",2.148840863727238e-08,7.91130452475934e-08,1.0563906521895232e-07,9.418967837017237e-09,4.69992383357765e-13,1.3524769628798656e-18,6.712849376444391e-13,1.242533861611833e-14
"(67.048, 68.668]",1.518237346892084e-08,7.527187019189904e-08,1.0880315946978737e-07,8.304700573931677e-09,1.2408844419907725e-13,1.1186008267469497e-18,6.025408884702172e-13,1.139021845278691e-14
"(68.668, 70.216]",1.5678363367140306e-08,7.178807617466991e-08,9.825267465613742e-08,6.146403016743556e-09,1.969375276493303e-13,9.309882836529544e-19,6.055448803337501e-13,1.821762545492265e-15
"(70.216, 71.784]",1.188312692663612e-08,6.851253301892802e-08,8.57267007015794e-08,6.404734616383655e-09,1.2455219564666937e-13,8.70328247885146e-19,5.710009028768831e-13,1.602631514233641e-14
"(71.784, 73.38]",1.1415717088550949e-08,6.535916054919309e-08,8.663895904230156e-08,5.0686056802077035e-09,8.142405094957875e-14,8.174518910003719e-19,3.9374583440358063e-13,1.5579287915187429e-15
"(73.38, 75.118]",1.1445173845801864e-08,6.217169610111824e-08,8.371625952381393e-08,5.294740368955681e-09,8.120056138271611e-14,8.718913680730268e-19,3.5506285560419725e-13,4.02107402144318e-15
"(75.118, 76.989]",1.3547348633806288e-08,5.889195697092641e-08,7.573496327552164e-08,5.15176106364618e-09,1.59933285238826e-13,9.221272287815434e-19,2.679716943947374e-13,8.692424546042866e-15
"(76.989, 78.993]",9.284393949256272e-09,5.5570033168504904e-08,8.002456275237653e-08,4.46859409710308e-09,4.8591798284943245e-14,9.37520848173092e-19,3.0095903904621974e-13,1.8403885123415228e-15
"(78.993, 81.161]",8.992636593130035e-09,5.2223120283965766e-08,7.266191358493767e-08,3.3921478381344e-09,4.9646712081411714e-14,9.511593191129708e-19,1.9362110902701109e-13,1.2467115688513893e-15
"(81.161, 83.559]",8.61288117934151e-09,4.8739125097103765e-08,8.708081619277091e-08,2.476688181783233e-09,4.448490904278095e-14,1.024328270874928e-18,4.2068100544597126e-13,5.6683559683017935e-16
"(83.559, 86.01]",1.2175095647192286e-08,4.53154861119729e-08,7.535440443593127e-08,2.1355309563915608e-09,9.83333442396568e-14,9.206334687140856e-19,3.259328548434288e-13,1.6030281423322965e-15
"(86.01, 88.485]",1.0744204318636188e-08,4.20939473154467e-08,7.657376456335572e-08,1.599331392396587e-09,6.548752588530516e-14,8.2046384482528575e-19,6.859505006986502e-13,5.359844087562102e-16
"(88.485, 90.999]",7.707974222682886e-09,3.905549815405259e-08,6.454815763193816e-08,9.54963781136797e-10,3.319216137964847e-14,7.226535137088207e-19,1.8686326291953586e-13,1.7754567426664775e-16
"(90.999, 93.534]",8.408507727628322e-09,3.620577409459569e-08,6.233665759636718e-08,6.630596831401173e-10,5.0704193858815705e-14,6.289029585322625e-19,1.458278011495847e-13,1.5960362959518223e-16
"(93.534, 96.205]",7.620383606516037e-09,3.3498590063976666e-08,6.252036053916623e-08,5.019637333902393e-10,2.982341196227658e-14,6.042681445734635e-19,1.5794520261093129e-13,2.3235812108758735e-17
"(96.205, 99.019]",8.671273594116708e-09,3.0854246217947234e-08,5.8893149102810485e-08,4.526217218870565e-10,4.163810904312593e-14,5.68400004444392e-19,1.5003364189172977e-13,4.04118245136386e-17
"(99.019, 102.003]",7.50359611829357e-09,2.8282308181098086e-08,5.2931328834900085e-08,3.9356286627344505e-10,3.027452388104768e-14,5.359006840970576e-19,1.1529610079486432e-13,5.390043187618273e-17
"(102.003, 105.095]",6.189595966170848e-09,2.5817593579879738e-08,4.9671056267010295e-08,3.118455896363894e-10,3.111560797745845e-14,4.708284397579128e-19,1.0878166140616164e-13,2.207970539579198e-17
"(105.095, 108.257]",6.072949387568337e-09,2.3489746500388736e-08,4.669122373405218e-08,3.5581991990049175e-10,2.58753822064776e-14,4.148343664926487e-19,9.367472697825656e-14,1.5432651183582918e-16
"(108.257, 111.141]",5.10933629282971e-09,2.144896221762463e-08,4.463029294133605e-08,2.775458354572023e-10,2.4612450922447614e-14,2.8628323459349737e-19,9.03119762625197e-14,2.972321619209385e-17
"(111.141, 113.928]",5.985358771401484e-09,1.9703727283228698e-08,4.4578277596491556e-08,1.7033150772825226e-10,2.2805910098220914e-14,2.26566876480268e-19,8.15752254942024e-14,8.80383124301822e-18
"(113.928, 116.649]",4.904962841116521e-09,1.8146033421782663e-08,4.403992342338271e-08,2.0372834071570614e-10,1.9596919219720073e-14,1.8174279799692785e-19,8.885724166617929e-14,1.1378411903948638e-16
"(116.649, 119.431]",4.554712040676252e-09,1.6712116310709147e-08,3.514444963027e-08,1.1107274556418753e-10,1.8402424251608468e-14,1.6264796947364488e-19,4.652624236176166e-14,3.177077221249387e-18
