distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance,model_sum,gravity_seed_sum,gravity_sum,sampers_sum
"(128.45, 131.832]",5.8821128344781235e-09,1.268261390262434e-08,1.0237184881208647e-08,1.8647438836674017e-10,3.665560385822821e-14,1.3631512894727119e-19,6.550745692349468e-14,1.7041416854897334e-18,0.0005428837219453239,0.0011705291675288107,0.0009448307414262709,1.721046719991992e-05
"(131.832, 135.631]",1.0108957735635767e-08,1.137181625763717e-08,1.3062240211598009e-08,2.1229811314166553e-10,1.1601625405899039e-13,1.4111639639810576e-19,1.306757034932358e-13,2.8308739984431657e-18,0.0009329961452527675,0.0010495504096823649,0.0012055663980892267,1.959384205429688e-05
"(135.631, 139.384]",9.51779061659274e-09,1.0157199324910867e-08,1.0354268349522258e-08,2.1331765599459803e-10,6.68387928607847e-14,1.0851193601286993e-19,7.27322082865227e-15,6.833539780807036e-18,0.0008784349671678103,0.0009374485544933236,0.0009556368430508073,1.968793974236543e-05
"(139.384, 143.272]",1.2768933070068854e-08,9.056889727403743e-09,1.1614054309223983e-08,1.267630259519855e-10,1.9771784986650642e-13,9.291086752933665e-20,5.418338700289628e-14,9.620075854313133e-19,0.001178521446635075,0.0008359146942804559,0.0010719307565241368,1.1699720243264455e-05
"(143.272, 147.061]",6.827980224946966e-09,8.061455935055167e-09,8.785422509567043e-09,1.186948914345035e-10,5.583538041115775e-14,7.082063948068973e-20,8.629194797417369e-15,2.2519667579002733e-18,0.0006301816068812553,0.0007440240140699815,0.0008108417850979806,1.0954826310056066e-05
"(147.061, 150.293]",5.379620783291548e-09,7.254431052130405e-09,7.2791525008103955e-09,1.133083300424482e-10,5.157925767454103e-14,4.109636203371276e-20,4.0417467110675886e-14,3.638161759365641e-18,0.0004965067205731102,0.0006695404595253237,0.0006718221009097946,1.0457679012937714e-05
"(150.293, 153.272]",6.91665529280342e-09,6.61340524382315e-09,6.875567543751178e-09,9.641297233864476e-11,3.914213495125878e-14,2.9009336730135425e-20,4.087421947191846e-15,2.0253446164495978e-18,0.0006383657835939988,0.0006103776235734138,0.0006345736308829712,8.89833886902288e-06
"(153.272, 156.045]",6.621071733281907e-09,6.066684284305464e-09,6.469991742836555e-09,1.2498739323725904e-10,7.12399848468726e-14,2.1229710905203087e-20,8.805169392079257e-15,7.782832207444242e-18,0.0006110851945515203,0.0005599185593356885,0.000597141417913357,1.1535586471439585e-05
"(156.045, 158.711]",7.4189865754335224e-09,5.59195803683605e-09,6.461011927279176e-09,2.1694652112131804e-10,3.09898420901829e-14,1.669812169452676e-20,3.3107474433116042e-15,2.4012702722847562e-17,0.0006847427849662124,0.00051611535896782,0.0005963255568401588,2.002329611341317e-05
"(158.711, 161.29]",9.96116595587501e-09,5.167678763009646e-09,8.174027418698492e-09,1.49606148932349e-10,5.449257137025036e-14,1.3260423038101486e-20,3.5297720028713804e-14,3.544859557124985e-18,0.0009193558507315283,0.0004769457437532122,0.0007544136865813586,1.3807749909562218e-05
"(161.29, 163.775]",1.3360376890372418e-08,4.791515443225889e-09,9.657226711149974e-09,1.5922134526934574e-10,7.658869337826906e-14,1.0559474769728234e-20,8.52977154861358e-15,1.5372142570649134e-18,0.001233082624720032,0.0004422281263170902,0.0008913040820788757,1.4695174840288996e-05
"(163.775, 166.469]",7.803405971367961e-09,4.438834591481441e-09,6.711938391573255e-09,9.275718323314793e-11,3.606484501098344e-14,1.0646472405828563e-20,4.748224651849927e-15,3.770730325404638e-19,0.0007202075507214345,0.0004096777997861881,0.000619471641911862,8.560931469320156e-06
"(166.469, 169.635]",6.9462136487555705e-09,4.065634368363842e-09,5.571251661975084e-09,7.578279066191798e-11,3.341644068342351e-14,1.2365403492276126e-20,5.497339734740945e-15,1.55564964635035e-18,0.0006410938424982466,0.00037523365839377243,0.0005141931008903283,6.994296881351058e-06
"(169.635, 173.203]",1.0492988981190839e-08,3.6751589027605677e-09,5.961842105295311e-09,7.775952611828039e-11,5.383542177721294e-14,1.2874434452951807e-20,5.202236850297455e-15,1.9449421493642187e-18,0.0009684609110079897,0.00033920246608918936,0.000550254178950336,7.176893222612806e-06
"(173.203, 177.066]",7.921639395176567e-09,3.2857134509639037e-09,4.5707420237259765e-09,7.920409073473164e-11,4.509442046876493e-14,1.203561555399712e-20,1.8037307047635308e-15,9.461783410125082e-19,0.000731119786338426,0.00030325163724326254,0.00042185206433776527,7.310062350271322e-06
"(177.066, 181.251]",8.483248158267443e-09,2.9134072997680926e-09,4.543807872311441e-09,3.658499073061499e-11,3.5489307867460596e-14,1.1131353942257334e-20,1.7139305034954142e-15,1.47855336832172e-19,0.0007829529055191353,0.0002688900133247963,0.00041936620376711213,3.3765751344913797e-06
"(181.251, 185.671]",1.0197632803492221e-08,2.560202821883403e-09,4.990833467595653e-09,1.9796433857318006e-11,8.464634531717566e-14,9.564448394463105e-21,4.77615619463614e-15,2.4098309800694153e-20,0.000941180321965511,0.0002362913592429068,0.0004606239840582732,1.8270920664273079e-06
"(185.671, 190.323]",2.272988317334016e-08,2.234823587374448e-09,7.716888833858952e-09,1.8815527195824618e-11,1.3583892843850346e-13,8.122748194646406e-21,5.161397787076317e-15,6.34139102890221e-20,0.0020978772973666033,0.00020626527782031208,0.0007122379718098459,1.7365978980658289e-06
"(190.323, 194.902]",1.3715077161798236e-08,1.943605298369417e-09,5.259419931809846e-09,2.033670206852965e-11,7.722419208215999e-14,5.950908097996431e-21,7.450635243878252e-15,4.2881031643832224e-20,0.0012658193315710064,0.00017938310740770697,0.0004854129031864579,1.8769555807128754e-06
