distance,model_mean,gravity_seed_mean,gravity_mean,sampers_mean,model_variance,gravity_seed_variance,gravity_variance,sampers_variance
"(-0.001, 2.115]",5.03539043620883e-06,6.193763008448793e-07,2.2661117100705156e-06,6.721579867430781e-06,6.662426737204259e-09,1.4675978901209815e-16,1.563602151364784e-08,4.1217213516199477e-08
"(2.115, 3.2]",5.207019448017332e-07,5.902869307693899e-07,6.396673985311651e-07,6.65611523680699e-07,3.3913468198014244e-11,4.14059304634711e-17,2.659816328186809e-11,2.2535342083558842e-11
"(3.2, 4.113]",3.155894420575118e-07,5.70330853680889e-07,3.918359641091289e-07,3.8296045095919904e-07,1.5203086996024e-11,2.7497788722471112e-17,7.806390179344964e-12,6.001372395613865e-12
"(4.113, 4.957]",1.9982230240261838e-07,5.531249732842653e-07,2.7262349176079814e-07,2.680072926039445e-07,7.910821049763004e-12,2.2343468340398992e-17,5.225479090894258e-12,4.551676350682788e-12
"(4.957, 5.788]",1.7151047379206464e-07,5.37254383154439e-07,2.547171846569163e-07,2.453505975187278e-07,7.292758958919137e-12,2.0231679367035226e-17,4.96413983897992e-12,2.839577429274795e-11
"(5.788, 6.614]",1.5397024573650077e-07,5.218728892043544e-07,2.2876790761852054e-07,1.952193988554646e-07,8.35722488521038e-12,1.9074692901148664e-17,3.5208629657811744e-12,2.6089143267629276e-12
"(6.614, 7.456]",1.1365288026115567e-07,5.068796472405357e-07,2.1579906569583742e-07,1.6504723110844888e-07,3.940245487109228e-12,1.8527854302657095e-17,5.836121433126279e-12,1.2808148332665537e-12
"(7.456, 8.337]",1.2557756739426528e-07,4.918987758792227e-07,1.9004167975916395e-07,1.8773770101995095e-07,4.30602942661416e-12,1.909525955065173e-17,2.2136355290877437e-12,1.1954151795063383e-11
"(8.337, 9.272]",1.3475621149532998e-07,4.7650623553422884e-07,1.9982911845411441e-07,1.7789661138965264e-07,5.921926826144683e-12,2.0354894824859654e-17,2.9817748739449094e-12,1.5393811549662804e-11
"(9.272, 10.288]",9.729789473697407e-08,4.6052820669302114e-07,1.8121738399486462e-07,1.6471530448242573e-07,2.6887213509817837e-12,2.2385723311721356e-17,2.5266907709908915e-12,1.5708119316534814e-11
"(10.288, 11.406]",1.3653601051507963e-07,4.436761740726665e-07,2.0120440236303113e-07,1.5111894796614842e-07,9.082136981827747e-12,2.5147497756229818e-17,3.1825090242738535e-12,4.088421879655589e-12
