quantile,score,sampers_weight,twitter_weight
"(-0.001, 3.211]",0.007476828792816213,0.6803013956670295,0.11993462524950844
"(3.211, 5.192]",0.5195637211522813,0.07105887741177966,0.05981586312889319
"(5.192, 6.939]",0.6041605938866567,0.04137872114771699,0.04879151468122047
"(6.939, 8.647]",0.7591447762180523,0.027123952092709,0.042995616429495835
"(8.647, 10.313]",0.6224899856313683,0.023205780281156788,0.03872461752433242
"(10.313, 11.904]",0.5799315131089288,0.019712716342905376,0.03519720198531621
"(11.904, 13.467]",0.6537975510363571,0.016058826249937357,0.032031854641905035
"(13.467, 15.011]",0.6612421675276644,0.01580060830440692,0.030004238971422292
"(15.011, 16.559]",0.6744926612990487,0.011952174456422932,0.02777366870558274
"(16.559, 18.16]",0.6070076137664275,0.010246418992412347,0.02638105502773232
"(18.16, 19.809]",0.6151751434939521,0.008724472904093563,0.025191819092599908
"(19.809, 21.501]",0.5898339368276958,0.00773490747011133,0.02389016672234464
"(21.501, 23.229]",0.5628105758128338,0.0067571516454597615,0.02292244353137361
"(23.229, 24.979]",0.5486519618086083,0.006347877381338069,0.02165929094210117
"(24.979, 26.776]",0.5329701220170046,0.004952654685493284,0.019462493302682432
"(26.776, 28.569]",0.4576428570671244,0.003751915085804069,0.01979328416351693
"(28.569, 30.431]",0.5440972480441871,0.005166752540867819,0.018903248066999525
"(30.431, 32.517]",0.47693051349480486,0.0039174905655575435,0.01999214843120191
"(32.517, 34.741]",0.4673490443960724,0.0036809973423511644,0.019428123891737672
"(34.741, 37.035]",0.4678796565933172,0.0036627489066961344,0.019481306528189163
"(37.035, 39.4]",0.41969046413764854,0.003426843502855293,0.020175755646969433
"(39.4, 41.811]",0.5211043323004103,0.003462707027699667,0.017265085614871088
"(41.811, 44.358]",0.45231655316148517,0.0029023506482748675,0.017480155322412174
"(44.358, 46.832]",0.5034230869742239,0.002458274820287444,0.01513930462819485
"(46.832, 49.227]",0.4752926421814166,0.0022000476143808644,0.015095971269252429
"(49.227, 51.555]",0.5134244390237439,0.0016819183862230636,0.01294985798792825
"(51.555, 53.764]",0.545514234693182,0.0013865370606531212,0.011648342130258853
"(53.764, 55.987]",0.5459305579116681,0.001274379149365141,0.011388580962253902
"(55.987, 58.084]",0.49371231610553196,0.0010991943131620637,0.011905072159586333
"(58.084, 60.03]",0.6008720524821323,0.001060798891504906,0.009922342420477976
"(60.03, 61.847]",0.5240240117036129,0.0008697204267511501,0.010769813669927167
"(61.847, 63.57]",0.6514737860551895,0.0008489955121367134,0.008569969978388672
"(63.57, 65.258]",0.6808406647783242,0.0007231918661469537,0.007899747310643163
"(65.258, 66.947]",0.6831764178036311,0.0006237128197729336,0.007676689676231437
"(66.947, 68.708]",0.6907324956614346,0.0005362526559303706,0.007407473283847498
"(68.708, 70.5]",0.7046565888813145,0.000395232039654549,0.00697472078357517
"(70.5, 72.284]",0.6951371347658098,0.00033867040598463687,0.006951358657819062
"(72.284, 73.955]",0.7514841342783957,0.00026602218059022554,0.006046441974695969
"(73.955, 75.584]",0.7247146063062184,0.00024270850753749799,0.006129738905677943
"(75.584, 77.263]",0.733563233197926,0.000217698140849015,0.0059134855894896554
"(77.263, 78.964]",0.8033482297766734,0.0002073816633197081,0.005128551432346174
"(78.964, 80.601]",0.7973645148068815,0.00016986419873400076,0.004882713847131853
"(80.601, 82.152]",0.8152016940997359,0.000175597409365517,0.004806942145902982
"(82.152, 83.605]",0.8652660029343339,0.00014478263577805714,0.004086822932576269
"(83.605, 84.996]",0.8668783175946314,0.0001316947760737134,0.004041364522339299
"(84.996, 86.337]",0.8615884008984054,0.00013257984485230795,0.004106390510086106
"(86.337, 87.635]",0.8818841593188042,0.00012530083398888453,0.0037492519686728957
"(87.635, 88.948]",0.8739150906360696,0.00012919675557341873,0.003907821327956458
"(88.948, 90.32]",0.8657885056264595,0.00012232306734143682,0.00403216943528589
"(90.32, 91.756]",0.8543134070620781,0.00013816829545724798,0.004153903647818044
"(91.756, 93.329]",0.8659744756604416,0.0001056989928746652,0.004014073101993791
"(93.329, 95.065]",0.8798918583641429,9.269661007150054e-05,0.003751839737391292
"(95.065, 96.929]",0.8599640840569586,7.245156358938405e-05,0.0038636579642977046
"(96.929, 98.827]",0.8910926230404455,5.887954559982211e-05,0.0035125359781564836
"(98.827, 100.812]",0.9137482581596372,4.541565951317916e-05,0.003095504719480105
"(100.812, 102.885]",0.9111251113794551,4.581408255679851e-05,0.003105984018708744
"(102.885, 105.005]",0.9181801328004613,4.359192264094524e-05,0.0029303781725577988
"(105.005, 107.241]",0.9380756023466559,4.076971477806314e-05,0.0025908890775771243
"(107.241, 109.566]",0.9347248290352621,4.0882364788392993e-05,0.00262577070703619
"(109.566, 111.942]",0.9308077206909168,4.1045312225366584e-05,0.0026658323341212926
"(111.942, 114.296]",0.9441531990044355,3.966532166646974e-05,0.0024475324557769293
