quantile,score,sampers_weight,twitter_weight
"(-0.001, 3.211]",0.0495392313887635,0.6803013956670295,0.7280949470777246
"(3.211, 5.192]",0.47099455840798016,0.07105887741177966,0.08697452060994465
"(5.192, 6.939]",0.6320971857592924,0.04137872114771699,0.04774523049071179
"(6.939, 8.647]",0.8187183268695037,0.027123952092709,0.028521523261817148
"(8.647, 10.313]",0.7378244190103455,0.023205780281156788,0.019055000955324596
"(10.313, 11.904]",0.751717103746024,0.019712716342905376,0.016275751420452636
"(11.904, 13.467]",0.8367007570601488,0.016058826249937357,0.012744437774486523
"(13.467, 15.011]",0.8072224087439571,0.01580060830440692,0.01051331424490737
"(15.011, 16.559]",0.8814345845245208,0.011952174456422932,0.007767263936561048
"(16.559, 18.16]",0.8577667866517131,0.010246418992412347,0.00671234157532366
"(18.16, 19.809]",0.9041777755766387,0.008724472904093563,0.00535320589347252
"(19.809, 21.501]",0.8710428570331502,0.00773490747011133,0.003937157251862906
"(21.501, 23.229]",0.9066438288232768,0.0067571516454597615,0.003939867392803785
"(23.229, 24.979]",0.8555824311701353,0.006347877381338069,0.0029127239762104023
"(24.979, 26.776]",0.8812183251402858,0.004952654685493284,0.0018395081636220613
"(26.776, 28.569]",0.9487723890006938,0.003751915085804069,0.0014892224470133663
"(28.569, 30.431]",0.8290160727883313,0.005166752540867819,0.0014594108966636888
"(30.431, 32.517]",0.9378452256944343,0.0039174905655575435,0.001526486884950461
"(32.517, 34.741]",0.9465271449201096,0.0036809973423511644,0.0013740414570259825
"(34.741, 37.035]",0.952234352284309,0.0036627489066961344,0.0015752694218862976
"(37.035, 39.4]",0.9660772808975642,0.003426843502855293,0.001731102525986873
"(39.4, 41.811]",0.9323049186088984,0.003462707027699667,0.0008442089030840047
"(41.811, 44.358]",0.9478614014005612,0.0029023506482748675,0.0006592417838689704
"(44.358, 46.832]",0.9637060092196695,0.002458274820287444,0.0005609991747620845
"(46.832, 49.227]",0.9638809132398435,0.0022000476143808644,0.00031369881390681836
"(49.227, 51.555]",0.9801867473260804,0.0016819183862230636,0.0002974379682615404
"(51.555, 53.764]",0.9880577098919621,0.0013865370606531212,0.00030692346155461914
"(53.764, 55.987]",0.9900592662177583,0.001274379149365141,0.0002987930387319801
"(55.987, 58.084]",0.992073204860159,0.0010991943131620637,0.00022155402191691089
"(58.084, 60.03]",0.99286575798295,0.001060798891504906,0.0002412025437382883
"(60.03, 61.847]",0.9951745471813291,0.0008697204267511501,0.00020664824674207293
"(61.847, 63.57]",0.9954698175084041,0.0008489955121367134,0.00021816634574081111
"(63.57, 65.258]",0.9971190671545535,0.0007231918661469537,0.00021477866956471164
"(65.258, 66.947]",0.9978789068478097,0.0006237128197729336,0.00018564465445025546
"(66.947, 68.708]",0.9981314691875246,0.0005362526559303706,0.0001307643003974424
"(68.708, 70.5]",0.9990376514348662,0.000395232039654549,0.00010027521481254645
"(70.5, 72.284]",0.9992398958873216,0.00033867040598463687,8.130422822638902e-05
"(72.284, 73.955]",0.999594738987529,0.00026602218059022554,7.656148157984966e-05
"(73.955, 75.584]",0.9996118904830102,0.00024270850753749799,5.013760740627324e-05
"(75.584, 77.263]",0.999724275998104,0.000217698140849015,6.36883121106714e-05
"(77.263, 78.964]",0.9996912766015571,0.0002073816633197081,4.742746646539359e-05
"(78.964, 80.601]",0.9998235137521592,0.00016986419873400076,5.6235424523252414e-05
"(80.601, 82.152]",0.9998063780958245,0.000175597409365517,7.114119969809041e-05
"(82.152, 83.605]",0.9998841688869698,0.00014478263577805714,5.284774834715287e-05
"(83.605, 84.996]",0.9998938743107423,0.0001316947760737134,3.252169129055562e-05
"(84.996, 86.337]",0.9999073250023832,0.00013257984485230795,5.691295975847232e-05
"(86.337, 87.635]",0.9999508909186214,0.00012530083398888453,7.18187349333103e-05
"(87.635, 88.948]",0.9999431979489671,0.00012919675557341873,7.385134063897003e-05
"(88.948, 90.32]",0.9999420256211485,0.00012232306734143682,5.5557889288032505e-05
"(90.32, 91.756]",0.9998855158818541,0.00013816829545724798,5.488035405281259e-05
"(91.756, 93.329]",0.9999552911783739,0.0001056989928746652,4.539486075973387e-05
"(93.329, 95.065]",0.9999591794369961,9.269661007150054e-05,5.826803022891214e-05
"(95.065, 96.929]",0.9999767454837841,7.245156358938405e-05,4.2007184583634326e-05
"(96.929, 98.827]",0.9999886033813219,5.887954559982211e-05,4.065211411319451e-05
"(98.827, 100.812]",0.9999909124912523,4.541565951317916e-05,3.455429699621534e-05
"(100.812, 102.885]",0.9999868116296602,4.581408255679851e-05,3.590936746665516e-05
"(102.885, 105.005]",0.9999890564273991,4.359192264094524e-05,3.252169129055562e-05
"(105.005, 107.241]",0.9999904523806666,4.076971477806314e-05,3.5909367466655166e-05
"(107.241, 109.566]",0.9999901202770456,4.0882364788392993e-05,3.7264437937094975e-05
"(109.566, 111.942]",0.9999919881293544,4.1045312225366584e-05,2.981155034967598e-05
"(111.942, 114.296]",0.9999935765544347,3.966532166646974e-05,3.726443793709497e-05
"(114.296, 116.81]",0.9999949827012874,3.172391605247723e-05,2.845647987923616e-05
"(116.81, 119.416]",0.9999959522128715,3.057481626022548e-05,2.2358662762256983e-05
"(119.416, 122.267]",0.9999926393720779,2.9531480297209016e-05,3.455429699621534e-05
"(122.267, 125.3]",0.999995632889178,2.2317796023070495e-05,1.9648521821377353e-05
"(125.3, 128.45]",0.999980594169349,2.1579180813725362e-05,4.1329649348414425e-05
"(128.45, 131.832]",0.9999796849813907,1.721046719991992e-05,4.403979028929406e-05
"(131.832, 135.631]",0.9999903921503394,1.959384205429687e-05,3.658690270187507e-05
"(135.631, 139.384]",0.9999882252694864,1.9687939742365437e-05,4.2007184583634326e-05
"(139.384, 143.272]",0.9999329295080844,1.1699720243264451e-05,6.572091781633113e-05
"(143.272, 147.061]",0.9999906518513206,1.0954826310056063e-05,2.9134015114456073e-05
"(147.061, 150.293]",0.9999931724600788,1.0457679012937714e-05,2.5068803703136616e-05
"(150.293, 153.272]",0.999983783009491,8.898338869022886e-06,3.11666208201158e-05
"(153.272, 156.045]",0.9999781169778097,1.1535586471439577e-05,2.30361979974769e-05
"(156.045, 158.711]",0.999996275749205,2.0023296113413166e-05,1.9648521821377353e-05
"(158.711, 161.29]",0.9999925321178874,1.380774990956222e-05,2.506880370313662e-05
"(161.29, 163.775]",0.9999950341250471,1.4695174840289005e-05,2.5746338938356525e-05
"(163.775, 166.469]",0.9999836673903677,8.56093146932015e-06,2.913401511445608e-05
"(166.469, 169.635]",0.9999982467252554,6.994296881351054e-06,1.0840563763518543e-05
"(169.635, 173.203]",0.9999832311519062,7.176893222612809e-06,3.7941973172314884e-05
"(173.203, 177.066]",0.9999711177031018,7.310062350271322e-06,4.7427466465393606e-05
"(177.066, 181.251]",0.9999723277333763,3.37657513449138e-06,4.742746646539359e-05
"(181.251, 185.671]",0.9999582216407125,1.8270920664273066e-06,5.2170213111932964e-05
"(185.671, 190.323]",0.9999532427630077,1.7365978980658289e-06,6.233324164023159e-05
"(190.323, 194.902]",0.9999421729889746,1.8769555807128748e-06,4.6749931230173705e-05
"(194.902, 199.511]",0.9999858892788899,2.854244944923279e-06,3.252169129055561e-05
"(199.511, 204.389]",0.9998768661030357,2.01080815044028e-06,6.843105875721078e-05
"(204.389, 209.894]",0.9998085806830289,1.0333612772480948e-06,5.6912959758472336e-05
"(209.894, 216.791]",0.9999823183439004,9.132375981942817e-07,3.523183223143525e-05
"(216.791, 224.97]",0.9999820828354994,8.293036147002019e-07,3.252169129055562e-05
"(224.97, 234.117]",0.9998698183575037,1.2297948668532422e-06,7.385134063897004e-05
"(234.117, 243.933]",0.9999752055752782,7.196205654158961e-07,4.2684719818854235e-05
"(243.933, 254.078]",0.9999523481234464,3.6195383384076005e-07,5.6235424523252414e-05
"(254.078, 264.795]",0.9999764246275051,5.994466312027574e-07,4.1329649348414425e-05
"(264.795, 277.455]",0.9999699749764143,2.779821589771866e-07,4.607239599495378e-05
"(277.455, 291.861]",0.9999241353055053,2.727059292066984e-07,7.588394634462975e-05
"(291.861, 312.377]",0.9999522100083911,1.7846656734834026e-07,6.097817116979178e-05
"(312.377, 348.792]",0.9998016644617866,7.081628306287053e-08,0.0001300867651622225
"(348.792, 444.055]",0.9985085397254924,1.0276417423820898e-09,0.00037264437937095044
"(444.055, 1442.945]",0.9982222626014293,3.211192289145839e-13,0.0004099088173080447
